time,CANESM5,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0
2049.0,27961140000.0,32089256000.0,34188798000.0,44655000000.0
2050.0,26862885000.0,32369652000.0,33361457000.0,44057235000.0
2051.0,25982253000.0,32508686000.0,31825555000.0,44517716000.0
2052.0,24748798000.0,30820702000.0,30704339000.0,43495520000.0
2053.0,23414230000.0,29630857000.0,29816936000.0,41630966000.0
2054.0,22465946000.0,28702286000.0,29091922000.0,40985150000.0
2055.0,22317260000.0,27337730000.0,28388430000.0,40580227000.0
2056.0,22045660000.0,26282630000.0,27825297000.0,39279970000.0
2057.0,21543703000.0,26215227000.0,27177430000.0,39222903000.0
2058.0,21234526000.0,25850400000.0,26551165000.0,37963756000.0
2059.0,20744300000.0,24585839000.0,26076041000.0,37450797000.0
2060.0,20292616000.0,23623645000.0,25603217000.0,36960244000.0
2061.0,19845036000.0,22811275000.0,25012322000.0,35835163000.0
2062.0,19223134000.0,22115097000.0,24233433000.0,34541277000.0
2063.0,18628764000.0,21418906000.0,23615672000.0,33205189000.0
2064.0,18416777000.0,21167307000.0,23225254000.0,32662410000.0
2065.0,18181757000.0,20925460000.0,22630074000.0,32870214000.0
2066.0,17782747000.0,20213524000.0,22007310000.0,30979553000.0
2067.0,17398979000.0,19858104000.0,21401295000.0,30114337000.0
2068.0,17165242000.0,19428549000.0,20858118000.0,29918470000.0
2069.0,16757790000.0,19047404000.0,20619040000.0,28713646000.0
2070.0,16636368000.0,18709619000.0,19906167000.0,28543281000.0
2071.0,16412642000.0,18224886000.0,19992938000.0,28582445000.0
2072.0,15817449000.0,17952193000.0,19513168000.0,28622926000.0
2073.0,15503688000.0,17965605000.0,19715232000.0,29140130000.0
2074.0,14828940000.0,17782817000.0,19610102000.0,28951712000.0
2075.0,14805700000.0,17426805000.0,19259951000.0,28902945000.0
2076.0,14528322000.0,16431342000.0,18761181000.0,29066615000.0
2077.0,14513194000.0,16782404000.0,18333792000.0,29660797000.0
2078.0,13934677000.0,16761959000.0,17703160000.0,29521447000.0
2079.0,13899399000.0,16921782000.0,16980938000.0,29350580000.0
2080.0,14057798000.0,16989004000.0,16722551000.0,29225343000.0
2081.0,14166435000.0,16816076000.0,16799752000.0,28796100000.0
2082.0,14231547000.0,17483289000.0,17085871000.0,29633165000.0
2083.0,13907943000.0,17771846000.0,17178577000.0,29113946000.0
2084.0,13712246000.0,17735866000.0,16786064000.0,28111696000.0
2085.0,13540354000.0,17293216000.0,16993964000.0,28280513000.0
2086.0,13629411000.0,17049478000.0,16720948000.0,28041839000.0
2087.0,13217763000.0,17201031000.0,16308893000.0,27500945000.0
2088.0,13077046000.0,16887817000.0,16173280000.0,27273824000.0
2089.0,13282387000.0,16891230000.0,16061677000.0,26810740000.0
2090.0,13287875000.0,16990373000.0,15892462000.0,26182437000.0
2091.0,13072155000.0,17249772000.0,15824497000.0,26116182000.0
2092.0,12962966000.0,17746889000.0,15477089000.0,26009485000.0
2093.0,12938334000.0,17916461000.0,15835143000.0,26080539000.0
2094.0,12893359000.0,17860012000.0,15635487000.0,26045160000.0
2095.0,12743589000.0,18271877000.0,15766700000.0,25842320000.0
2096.0,12757307000.0,18064493000.0,15747667000.0,25731144000.0
2097.0,12874855000.0,18715847000.0,15926854000.0,25953931000.0
2098.0,12866984000.0,18548339000.0,16185652000.0,25663430000.0
2099.0,12916318000.0,19032087000.0,16301293000.0,25328680000.0
2100.0,12799813000.0,19380517000.0,16067502000.0,25288145000.0
2101.0,12611729000.0,19221105000.0,16019794000.0,24317364000.0
2102.0,12484058000.0,19044473000.0,16428885000.0,24099381000.0
2103.0,12911154000.0,19542702000.0,16479946000.0,23976358000.0
2104.0,13315515000.0,19633020000.0,16368657000.0,23460280000.0
2105.0,13281573000.0,19666160000.0,16225139000.0,22982183000.0
2106.0,13246756000.0,19459730000.0,16333548000.0,22564653000.0
2107.0,13540806000.0,19800400000.0,16055799000.0,22643296000.0
2108.0,13510021000.0,19760515000.0,16231166000.0,23196280000.0
2109.0,13578371000.0,19803100000.0,16272795000.0,23606264000.0
2110.0,13596464000.0,19798739000.0,16155245000.0,23186004000.0
2111.0,13888569000.0,19893557000.0,16647537000.0,23120894000.0
2112.0,13807235000.0,20498258000.0,16832715000.0,22878947000.0
2113.0,14234999000.0,21053012000.0,16851633000.0,22712890000.0
2114.0,14340989000.0,21131772000.0,16866301000.0,23407346000.0
2115.0,14123471000.0,21159797000.0,16715617000.0,23261917000.0
2116.0,14251096000.0,21294547000.0,16879177000.0,23349934000.0
2117.0,14631806000.0,21047820000.0,16560267000.0,23288177000.0
2118.0,15014440000.0,20956955000.0,16253094000.0,23097946000.0
2119.0,15473764000.0,20999328000.0,16336822000.0,22841623000.0
2120.0,15636806000.0,20961708000.0,16191393000.0,23949460000.0
2121.0,15590725000.0,20852802000.0,15826284000.0,24568408000.0
2122.0,15624372000.0,21201711000.0,16351194000.0,24830320000.0
2123.0,16142599000.0,21455050000.0,16331537000.0,25388610000.0
2124.0,16391711000.0,21384456000.0,16057293000.0,25371070000.0
2125.0,16283856000.0,21071127000.0,16023547000.0,25203390000.0
2126.0,16595234000.0,20941971000.0,16030579000.0,24738255000.0
2127.0,16647506000.0,20271581000.0,16139842000.0,24485200000.0
2128.0,16898114000.0,19823477000.0,16386544000.0,24484549000.0
2129.0,17169965000.0,19472437000.0,16302578000.0,24616143000.0
2130.0,17346525000.0,19269222000.0,16516001000.0,24921784000.0
2131.0,17641462000.0,19331615000.0,16418465000.0,25283574000.0
2132.0,18132005000.0,19725718000.0,16574729000.0,25449820000.0
2133.0,18459292000.0,19446580000.0,16347890000.0,25879382000.0
2134.0,18512849000.0,19482040000.0,16375590000.0,24919013000.0
2135.0,18201102000.0,19926358000.0,16616922000.0,24785210000.0
2136.0,18655947000.0,19934642000.0,16507297000.0,24789275000.0
2137.0,18807679000.0,19991914000.0,16240645000.0,24546013000.0
2138.0,18699370000.0,20211923000.0,16402210000.0,25108654000.0
2139.0,18625341000.0,20888273000.0,16318652000.0,24548760000.0
2140.0,18451845000.0,21550050000.0,16218706000.0,24790643000.0
2141.0,18343210000.0,22506050000.0,16399040000.0,24612508000.0
2142.0,18859387000.0,22356533000.0,16382870000.0,24708456000.0
2143.0,19237315000.0,21918534000.0,16367584000.0,24788700000.0
2144.0,19315356000.0,21965287000.0,16308816000.0,24244156000.0
2145.0,19689753000.0,22208416000.0,16907756000.0,24309985000.0
2146.0,19143076000.0,22146914000.0,16658590000.0,24457021000.0
2147.0,19522929000.0,22185624000.0,16425945000.0,25315836000.0
2148.0,19280871000.0,22368815000.0,16080929000.0,25128876000.0
2149.0,18922359000.0,22141900000.0,16051097000.0,24892140000.0
2150.0,18793720000.0,22764777000.0,15932062000.0,24985735000.0
2151.0,18566228000.0,22876197000.0,16146380000.0,25550825000.0
2152.0,19357831000.0,22526851000.0,16167509000.0,25808493000.0
2153.0,19137126000.0,22424472000.0,16384597000.0,26349850000.0
2154.0,19172400000.0,22172140000.0,17028433000.0,26978700000.0
2155.0,18866220000.0,22020616000.0,17445601000.0,27516301000.0
2156.0,18974600000.0,22246652000.0,17683458000.0,27295770000.0
2157.0,18567074000.0,21818677000.0,17856813000.0,26781612000.0
2158.0,18289120000.0,22458049000.0,17888944000.0,26631698000.0
2159.0,18572677000.0,23047762000.0,18105983000.0,26922717000.0
2160.0,19768818000.0,23183524000.0,18044029000.0,27348113000.0
2161.0,19874892000.0,23530813000.0,17803655000.0,26952274000.0
2162.0,19823086000.0,23963263000.0,17811847000.0,27070304000.0
2163.0,19580414000.0,25401426000.0,17584378000.0,27071160000.0
2164.0,19606830000.0,25595200000.0,17877790000.0,26601214000.0
2165.0,19941120000.0,26413156000.0,18228988000.0,26715191000.0
2166.0,19967054000.0,26357987000.0,18129306000.0,27190559000.0
2167.0,20702517000.0,26579900000.0,18095755000.0,27356810000.0
2168.0,20867924000.0,26659484000.0,18137156000.0,26907134000.0
2169.0,20954890000.0,27312620000.0,18615253000.0,27108708000.0
2170.0,21473060000.0,27987739000.0,19057388000.0,26382938000.0
2171.0,21732887000.0,28699255000.0,19312075000.0,26741426000.0
2172.0,22088624000.0,28358453000.0,19299994000.0,26811562000.0
2173.0,22460631000.0,28529076000.0,19496354000.0,26976672000.0
2174.0,22976008000.0,28887314000.0,20146545000.0,27353010000.0
2175.0,23375810000.0,29001685000.0,19820265000.0,27147868000.0
2176.0,23950750000.0,28884871000.0,20077488000.0,26289916000.0
2177.0,24381266000.0,28657852000.0,19916083000.0,26068080000.0
2178.0,24365443000.0,29310734000.0,19388066000.0,25352920000.0
2179.0,24492655000.0,29465053000.0,19183710000.0,25532922000.0
2180.0,25294184000.0,29120970000.0,19929606000.0,26016352000.0
2181.0,25416757000.0,29193226000.0,19516932000.0,26348972000.0
2182.0,25560132000.0,29186882000.0,18959972000.0,26285850000.0
2183.0,26222576000.0,28872866000.0,18979068000.0,25534747000.0
2184.0,26525850000.0,29107470000.0,19372044000.0,25235943000.0
2185.0,25765570000.0,29163932000.0,19470086000.0,25434616000.0
2186.0,25378646000.0,28867148000.0,18937370000.0,25313030000.0
2187.0,25630700000.0,29110321000.0,18765165000.0,25398520000.0
2188.0,25671520000.0,29045318000.0,18687130000.0,25663627000.0
2189.0,25886487000.0,29407398000.0,18671050000.0,25397040000.0
2190.0,26031493000.0,29007500000.0,18596311000.0,25110428000.0
2191.0,26078941000.0,28857975000.0,18592754000.0,25098525000.0
2192.0,26380274000.0,29275644000.0,18085206000.0,24779526000.0
2193.0,26366413000.0,29097871000.0,18516170000.0,24291560000.0
2194.0,25624474000.0,29114680000.0,18833883000.0,23998941000.0
2195.0,25827314000.0,29702195000.0,18770694000.0,23867824000.0
2196.0,26556152000.0,30000056000.0,18806237000.0,23540423000.0
2197.0,25872386000.0,30170653000.0,19147424000.0,23243008000.0
2198.0,25714800000.0,30125003000.0,19092050000.0,23211172000.0
2199.0,26075775000.0,29948312000.0,18829530000.0,23096773000.0
2200.0,25834025000.0,30251057000.0,19275076000.0,23643148000.0
2201.0,25034445000.0,30946568000.0,18998200000.0,22667940000.0
2202.0,24496650000.0,31479892000.0,18703972000.0,22472593000.0
2203.0,24914614000.0,31796138000.0,18833070000.0,22345445000.0
2204.0,26122779000.0,31927417000.0,18828384000.0,22403590000.0
2205.0,25700375000.0,32939303000.0,18906761000.0,22139656000.0
2206.0,26049930000.0,33839956000.0,19023649000.0,22772943000.0
2207.0,25846886000.0,34815984000.0,19302586000.0,22687807000.0
2208.0,26066713000.0,35254985000.0,19283735000.0,22497892000.0
2209.0,26392486000.0,35106734000.0,19253252000.0,23565185000.0
2210.0,26853106000.0,35470300000.0,19440271000.0,22996224000.0
2211.0,27296692000.0,36010103000.0,19723457000.0,22820776000.0
2212.0,27781456000.0,36237627000.0,19947756000.0,22552807000.0
2213.0,27842826000.0,37334155000.0,19779682000.0,22966612000.0
2214.0,27276808000.0,37680517000.0,19774690000.0,22700710000.0
2215.0,27104055000.0,37573493000.0,20152492000.0,22498918000.0
2216.0,26896183000.0,37296742000.0,19939858000.0,22352011000.0
2217.0,26224523000.0,36248620000.0,20553691000.0,21852529000.0
2218.0,26055221000.0,36369535000.0,20625347000.0,21954960000.0
2219.0,25400185000.0,36077527000.0,20240142000.0,22264617000.0
2220.0,26046464000.0,35155124000.0,20048744000.0,23106355000.0
2221.0,25681418000.0,34798707000.0,20011874000.0,22821462000.0
2222.0,25972888000.0,34552095000.0,20277381000.0,21681150000.0
2223.0,26590888000.0,34675094000.0,20217065000.0,21459007000.0
2224.0,27292154000.0,35050488000.0,20483273000.0,21665698000.0
2225.0,27376003000.0,35112714000.0,20331764000.0,20491820000.0
2226.0,27426429000.0,35561590000.0,20361626000.0,20384063000.0
2227.0,27605465000.0,35355197000.0,19849957000.0,20599167000.0
2228.0,27543847000.0,35140325000.0,19219522000.0,20470710000.0
2229.0,28421090000.0,35370807000.0,19424868000.0,20424680000.0
2230.0,29466910000.0,35522826000.0,19521421000.0,20680126000.0
2231.0,29100655000.0,35885703000.0,19268088000.0,19751560000.0
2232.0,29492543000.0,35261067000.0,19433038000.0,19499346000.0
2233.0,29496816000.0,35367674000.0,19798772000.0,20135512000.0
2234.0,29622684000.0,36123530000.0,19290528000.0,19515810000.0
2235.0,29606291000.0,35626643000.0,19249371000.0,19566418000.0
2236.0,29032002000.0,34870630000.0,19135762000.0,20081932000.0
2237.0,28791796000.0,33985331000.0,19258644000.0,20181334000.0
2238.0,28644303000.0,33785850000.0,19087161000.0,20094163000.0
2239.0,28122487000.0,33249240000.0,18951520000.0,19555596000.0
2240.0,27288967000.0,32584290000.0,19058485000.0,19183760000.0
2241.0,27153537000.0,32188805000.0,18945792000.0,19460784000.0
2242.0,27308915000.0,32428857000.0,19357227000.0,19742759000.0
2243.0,26730340000.0,32866376000.0,19243866000.0,19429468000.0
2244.0,25633143000.0,32910352000.0,19155260000.0,19459918000.0
2245.0,25342345000.0,32863988000.0,18594974000.0,19990145000.0
2246.0,25137076000.0,32237375000.0,18399020000.0,19330267000.0
2247.0,25012490000.0,32017373000.0,18172473000.0,19018693000.0
2248.0,24811467000.0,32411310000.0,17978872000.0,18682862000.0
2249.0,24664818000.0,32019108000.0,17422223000.0,18098233000.0
2250.0,25220502000.0,31824024000.0,17457324000.0,17683552000.0
2251.0,25388511000.0,31578264000.0,17459993000.0,17806105000.0
2252.0,25466966000.0,32567785000.0,17859912000.0,17531728000.0
2253.0,25730265000.0,32693778000.0,17989343000.0,17635465000.0
2254.0,25366516000.0,32414614000.0,17556294000.0,18183320000.0
2255.0,25141834000.0,31862560000.0,17568140000.0,18002300000.0
2256.0,25049027000.0,31089072000.0,18050996000.0,18650980000.0
2257.0,24375298000.0,30364928000.0,18067718000.0,19007177000.0
2258.0,24439610000.0,30431324000.0,17602916000.0,18853536000.0
2259.0,25020195000.0,31231347000.0,17251820000.0,18546100000.0
2260.0,24881385000.0,30756315000.0,17301524000.0,18638424000.0
2261.0,24800436000.0,30820442000.0,17485316000.0,18355080000.0
2262.0,25711757000.0,31638358000.0,17914673000.0,18930700000.0
2263.0,25357922000.0,32453394000.0,17860186000.0,19450663000.0
2264.0,25244193000.0,32692355000.0,18173278000.0,19601328000.0
2265.0,25440823000.0,32368333000.0,18375926000.0,19414420000.0
2266.0,25889292000.0,32508582000.0,18373992000.0,19285627000.0
2267.0,26420201000.0,31935203000.0,18108824000.0,19029320000.0
2268.0,26905375000.0,31632517000.0,18056220000.0,19421084000.0
2269.0,27245894000.0,31797449000.0,18044015000.0,19093770000.0
2270.0,27391205000.0,31686580000.0,17733610000.0,18636677000.0
2271.0,27487510000.0,31006378000.0,17220610000.0,18810110000.0
2272.0,27697500000.0,31456303000.0,16932129000.0,19323550000.0
2273.0,27356828000.0,31570522000.0,17178550000.0,19699362000.0
2274.0,27894245000.0,31033025000.0,17574877000.0,19738410000.0
2275.0,28096188000.0,30372342000.0,17569122000.0,19774695000.0
2276.0,28085008000.0,30645103000.0,17743065000.0,19990030000.0
2277.0,28812194000.0,30739340000.0,17598626000.0,20018418000.0
2278.0,29141215000.0,30638305000.0,18041698000.0,19910971000.0
2279.0,29237912000.0,31530222000.0,18442138000.0,20186745000.0
2280.0,30196896000.0,31884648000.0,18837512000.0,20138848000.0
2281.0,30678444000.0,32239917000.0,18858498000.0,20771040000.0
2282.0,30979154000.0,32144742000.0,19585462000.0,20542929000.0
2283.0,32317676000.0,32451955000.0,19698768000.0,20313848000.0
2284.0,32383373000.0,31834407000.0,19406723000.0,20189923000.0
2285.0,32336271000.0,32085342000.0,19032852000.0,19844635000.0
2286.0,32975354000.0,32372419000.0,18943785000.0,19819297000.0
2287.0,32549515000.0,32332425000.0,18704355000.0,19693556000.0
2288.0,32703887000.0,32320393000.0,18460256000.0,19261671000.0
2289.0,32593037000.0,31587590000.0,18056110000.0,18993523000.0
2290.0,32880548000.0,31790637000.0,18069300000.0,19212005000.0
2291.0,32263467000.0,31607773000.0,18124906000.0,19001405000.0
2292.0,32544594000.0,31518010000.0,18080662000.0,18590660000.0
2293.0,33365200000.0,32960890000.0,17975420000.0,17848087000.0
2294.0,33387049000.0,33151390000.0,18177815000.0,17067766000.0
2295.0,33197280000.0,33145582000.0,18309708000.0,17113812000.0
2296.0,33358182000.0,32933288000.0,18468403000.0,16646381000.0
2297.0,33469383000.0,32254202000.0,18506322000.0,16677588000.0
2298.0,33767369000.0,31954743000.0,18165678000.0,16501691000.0
2299.0,33759881000.0,32178262000.0,18082839000.0,16239238000.0
2300.0,34580333000.0,32014942000.0,18121234000.0,16387557000.0
