time,GISS-E2-R,GFDL-CM3,CESM1-CAM5,GFDL-ESM2G,CCSM4,IPSL-CM5A-LR,NORESM1-M,CSIRO-MK3-6-0
2037.0,80285670000.0,78969995000.0,79478110000.0,80521390000.0,80439840000.0,79032970000.0,75983360000.0,82681190000.0
2038.0,79706464000.0,78122020000.0,78957330000.0,79599210000.0,81576050000.0,78450156000.0,75273920000.0,80924210000.0
2039.0,79376065000.0,77761220000.0,78489520000.0,79113175000.0,79954750000.0,77664140000.0,74586410000.0,80443360000.0
2040.0,78780340000.0,77013530000.0,77788240000.0,78720210000.0,79471100000.0,77232010000.0,73964190000.0,79781530000.0
2041.0,78398640000.0,76430810000.0,77089870000.0,81323704000.0,79085660000.0,76640160000.0,73644920000.0,79407120000.0
2042.0,77936000000.0,75794940000.0,77151330000.0,78371720000.0,78624170000.0,76303160000.0,73085560000.0,79232480000.0
2043.0,77479340000.0,74995910000.0,76232794000.0,77624280000.0,78191810000.0,75763120000.0,72357200000.0,79703870000.0
2044.0,76919270000.0,74876215000.0,75681600000.0,77227155000.0,77695920000.0,75500634000.0,71982900000.0,78632240000.0
2045.0,76475600000.0,73757606000.0,74977580000.0,77777350000.0,78220320000.0,74865074000.0,71705610000.0,78375490000.0
2046.0,77825114000.0,73220325000.0,74618570000.0,77134320000.0,77264700000.0,74261890000.0,70891100000.0,77970090000.0
2047.0,75841460000.0,72435160000.0,73968810000.0,76407070000.0,76614300000.0,73324050000.0,70883705000.0,77410510000.0
2048.0,75250794000.0,71914300000.0,73675880000.0,75867600000.0,76078320000.0,72639550000.0,69740890000.0,76860660000.0
2049.0,74834550000.0,71078770000.0,73004090000.0,75669774000.0,75545440000.0,72365990000.0,69022290000.0,76454010000.0
2050.0,74328930000.0,70491440000.0,71941610000.0,75132460000.0,74996680000.0,71685820000.0,68448890000.0,76006400000.0
2051.0,73919330000.0,70023580000.0,71129310000.0,74584460000.0,74553655000.0,70908520000.0,67703320000.0,75385850000.0
2052.0,73529720000.0,69384176000.0,70548970000.0,74205190000.0,73911950000.0,70086110000.0,67327830000.0,75046700000.0
2053.0,72799020000.0,68506570000.0,69851430000.0,73709610000.0,73660750000.0,69376840000.0,66196290000.0,74598790000.0
2054.0,72203370000.0,67665605000.0,69165440000.0,73342345000.0,73309670000.0,68532437000.0,65614754000.0,74189520000.0
2055.0,71733540000.0,66861404000.0,68465050000.0,73101050000.0,72799900000.0,68136706000.0,64949230000.0,73869880000.0
2056.0,71331150000.0,66351112000.0,67667755000.0,72456856000.0,72273900000.0,67499960000.0,64195453000.0,73359730000.0
2057.0,70671794000.0,66075754000.0,67196040000.0,72062345000.0,71817110000.0,66832350000.0,63277220000.0,73510460000.0
2058.0,69917295000.0,65360794000.0,66478342000.0,71623205000.0,71232300000.0,66299780000.0,62923846000.0,72597600000.0
2059.0,69401050000.0,64500486000.0,65528620000.0,71196050000.0,70749690000.0,65730073000.0,62098830000.0,72118840000.0
2060.0,69141360000.0,63871330000.0,64674443000.0,70914220000.0,70373820000.0,64662397000.0,61683487000.0,71507670000.0
2061.0,68628865000.0,63240910000.0,64317470000.0,72861590000.0,70045060000.0,64152707000.0,60718660000.0,70962620000.0
2062.0,67801300000.0,62659944000.0,63430926000.0,70678270000.0,69519360000.0,63559900000.0,60066010000.0,70621330000.0
2063.0,67589763000.0,61953000000.0,62876920000.0,70179680000.0,68893884000.0,62886633000.0,59733987000.0,70258640000.0
2064.0,66935800000.0,61334660000.0,61838340000.0,70983730000.0,68344260000.0,62148936000.0,58975460000.0,69826224000.0
2065.0,66264728000.0,60613240000.0,60994183000.0,70962690000.0,67779640000.0,61295452000.0,58496205000.0,69879510000.0
2066.0,65675096000.0,60201562000.0,59988400000.0,69162934000.0,67233610000.0,60899640000.0,57741754000.0,69193170000.0
2067.0,65164880000.0,59352690000.0,59256136000.0,69279030000.0,67859830000.0,60587780000.0,57124643000.0,68787030000.0
2068.0,64619155000.0,58728268000.0,58657767000.0,68827310000.0,66686450000.0,59834016000.0,56075833000.0,68621156000.0
2069.0,63932300000.0,58393750000.0,57680880000.0,68233105000.0,66197135000.0,59215995000.0,55356228000.0,67801686000.0
2070.0,63271363000.0,57753400000.0,57089410000.0,68010082000.0,65576660000.0,58692633000.0,54778800000.0,67214123000.0
2071.0,62741180000.0,57197200000.0,56272146000.0,67776740000.0,64796172000.0,58015670000.0,54076700000.0,66725820000.0
2072.0,62250967000.0,56802920000.0,55449776000.0,68220460000.0,64220533000.0,57377563000.0,53452173000.0,66167247000.0
2073.0,62010065000.0,55909044000.0,54644960000.0,67016086000.0,63631760000.0,56845947000.0,52777034000.0,65375285000.0
2074.0,61460267000.0,55232520000.0,54116910000.0,66805866000.0,62772294000.0,56218915000.0,52038275000.0,64782310000.0
2075.0,62195040000.0,54676066000.0,53536000000.0,67762516000.0,62043470000.0,56156668000.0,51507503000.0,64373150000.0
2076.0,60718710000.0,54091833000.0,52737200000.0,66092750000.0,61252680000.0,55350137000.0,50889822000.0,63771636000.0
2077.0,60237107000.0,53466230000.0,51821134000.0,65566687000.0,60746050000.0,54942826000.0,50154190000.0,63432933000.0
2078.0,59970470000.0,53086605000.0,51160980000.0,65226230000.0,60085756000.0,54526880000.0,49366372000.0,62838240000.0
2079.0,59408480000.0,53011517000.0,50392224000.0,65759457000.0,59274895000.0,53910106000.0,48798750000.0,62176526000.0
2080.0,62654420000.0,52179313000.0,49667280000.0,64990900000.0,58715197000.0,53248600000.0,48145146000.0,61367370000.0
2081.0,58857800000.0,51626885000.0,48819618000.0,64418850000.0,58229314000.0,52910125000.0,48493707000.0,60777992000.0
2082.0,58575577000.0,51132027000.0,47778870000.0,64121640000.0,57748906000.0,52192514000.0,47274520000.0,60261413000.0
2083.0,58548617000.0,50436334000.0,47105120000.0,63804990000.0,57261478000.0,51463426000.0,46755640000.0,60013162000.0
2084.0,57875735000.0,49925830000.0,46426850000.0,65024080000.0,56533107000.0,51111555000.0,46023910000.0,59196210000.0
2085.0,58900582000.0,49379450000.0,45990863000.0,63405010000.0,55901810000.0,50333577000.0,45128094000.0,58607636000.0
2086.0,58060624000.0,48797280000.0,45113385000.0,63008182000.0,55226120000.0,50015220000.0,44243476000.0,57928737000.0
2087.0,57467757000.0,48319940000.0,44277985000.0,62659596000.0,54327927000.0,49311810000.0,44061143000.0,57151750000.0
2088.0,56666190000.0,47810380000.0,43373224000.0,62369790000.0,53614285000.0,48627474000.0,43298128000.0,56743158000.0
2089.0,56244486000.0,47244540000.0,42733187000.0,61962064000.0,52959355000.0,48084742000.0,42603024000.0,56180080000.0
2090.0,55791436000.0,46801460000.0,42033943000.0,61619446000.0,52179448000.0,47490630000.0,42069447000.0,55822815000.0
2091.0,58498870000.0,46190540000.0,41306087000.0,61362510000.0,51332700000.0,46719880000.0,41235677000.0,55248626000.0
2092.0,55713202000.0,45586430000.0,40743416000.0,61006082000.0,50711446000.0,46026744000.0,40366800000.0,54661136000.0
2093.0,55833444000.0,45021864000.0,40195695000.0,60702597000.0,49933128000.0,45476372000.0,39241978000.0,54141833000.0
2094.0,54736355000.0,44518986000.0,39660450000.0,61879670000.0,49431920000.0,45044510000.0,38291333000.0,53651476000.0
2095.0,54999814000.0,44137075000.0,38702387000.0,60256367000.0,48741822000.0,44673503000.0,37306980000.0,53204615000.0
2096.0,54609404000.0,43694120000.0,38131810000.0,59760824000.0,47986225000.0,44076655000.0,36701360000.0,52625650000.0
2097.0,55301910000.0,43340472000.0,37655130000.0,59251126000.0,47826477000.0,43702206000.0,36091167000.0,52151200000.0
2098.0,53956493000.0,42715288000.0,36815000000.0,58930760000.0,46957790000.0,43242303000.0,35458933000.0,51546743000.0
2099.0,54779376000.0,42189853000.0,35834400000.0,58615136000.0,46372880000.0,42511446000.0,34925410000.0,50745754000.0
2100.0,54377600000.0,41732230000.0,35264926000.0,58198426000.0,45750383000.0,42039755000.0,34073856000.0,50248233000.0
