time,EC-EARTH3,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,MRI-ESM2-0,CESM2,CESM2-WACCM,CAMS-CSM1-0,MPI-ESM1-2-HR,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR,NORESM2-MM,GFDL-ESM4
2026.0,104416120000.0,104504190000.0,104516305000.0,104492960000.0,104575300000.0,104421016000.0,104513410000.0,104480490000.0,104468200000.0,104593450000.0,104505390000.0,104665460000.0,104474900000.0,104556970000.0
2027.0,104370510000.0,104579580000.0,104476690000.0,104485000000.0,104531810000.0,104331840000.0,104469210000.0,104492310000.0,104426690000.0,104677940000.0,104434020000.0,104651900000.0,104445340000.0,104538970000.0
2028.0,104321740000.0,104406890000.0,104444910000.0,104457110000.0,104457600000.0,104316760000.0,104420450000.0,104476566000.0,104383060000.0,104675980000.0,104405450000.0,104554080000.0,104500920000.0,104523660000.0
2029.0,104250655000.0,104624410000.0,104408410000.0,104416740000.0,104771000000.0,104362205000.0,104384864000.0,104374190000.0,104322450000.0,104513370000.0,104376700000.0,104560160000.0,104398920000.0,104488400000.0
2030.0,104190640000.0,105325930000.0,104354880000.0,104359100000.0,104598815000.0,104226340000.0,104314550000.0,104325505000.0,104235614000.0,104479940000.0,104319700000.0,104452465000.0,104373640000.0,104429580000.0
2031.0,104136290000.0,104392204000.0,104310770000.0,104316440000.0,104451160000.0,104166140000.0,104252370000.0,104310750000.0,104177460000.0,104720920000.0,104252810000.0,104440750000.0,104330780000.0,104370270000.0
2032.0,104090070000.0,104254830000.0,104312440000.0,104370090000.0,104386480000.0,104100280000.0,104220510000.0,104307970000.0,104167150000.0,104615215000.0,104226010000.0,104374950000.0,104283595000.0,104310710000.0
2033.0,104032020000.0,104271250000.0,104243110000.0,104238236000.0,104306800000.0,104045130000.0,104185670000.0,104270730000.0,104054235000.0,104430140000.0,104236605000.0,104353554000.0,104233100000.0,104275255000.0
2034.0,104047900000.0,104152080000.0,104188880000.0,104155150000.0,104285544000.0,103958995000.0,104091970000.0,104194860000.0,104016970000.0,104502200000.0,104156480000.0,104283730000.0,104182780000.0,104383600000.0
2035.0,103919220000.0,104092550000.0,104180060000.0,104134170000.0,104202174000.0,103873080000.0,104127760000.0,104131035000.0,103959994000.0,104658030000.0,104086790000.0,104308580000.0,104162620000.0,104219080000.0
2036.0,103772905000.0,104021030000.0,104153830000.0,104088070000.0,104148705000.0,103813720000.0,103997560000.0,104088680000.0,104183914000.0,104297430000.0,104297960000.0,104216674000.0,104093420000.0,104259140000.0
2037.0,103602430000.0,103935934000.0,104081620000.0,104100310000.0,104068100000.0,103645990000.0,103945070000.0,104051280000.0,103953570000.0,104221410000.0,104016010000.0,104171780000.0,104045674000.0,104307696000.0
2038.0,103503200000.0,103921074000.0,104011420000.0,103971830000.0,103979220000.0,103726230000.0,103912055000.0,104000315000.0,103839050000.0,104148740000.0,104043590000.0,104115610000.0,103948214000.0,104133080000.0
2039.0,103453540000.0,103796980000.0,104037710000.0,104038605000.0,103896924000.0,103500186000.0,103820840000.0,103922590000.0,103763080000.0,104018140000.0,103960140000.0,104067875000.0,103843030000.0,104040010000.0
2040.0,103380950000.0,103738474000.0,103940055000.0,103848215000.0,103826270000.0,103433930000.0,103808550000.0,103894120000.0,103708590000.0,103989980000.0,103824360000.0,104007570000.0,103721540000.0,103988600000.0
2041.0,103194330000.0,103676890000.0,103878910000.0,103772630000.0,103746900000.0,103322790000.0,103738335000.0,103825760000.0,103605650000.0,103959945000.0,103712670000.0,103954235000.0,103692490000.0,103974240000.0
2042.0,102994720000.0,103558234000.0,103768100000.0,103713000000.0,103660050000.0,103217670000.0,103813710000.0,103838680000.0,103686550000.0,103879390000.0,103694390000.0,103884320000.0,103619540000.0,103924940000.0
2043.0,102932310000.0,103423476000.0,103729060000.0,103670340000.0,103748590000.0,103128570000.0,103694670000.0,103763190000.0,103470694000.0,103745030000.0,103583056000.0,103852230000.0,103554390000.0,103827180000.0
2044.0,102783580000.0,103256780000.0,103646790000.0,103584640000.0,103624720000.0,103055606000.0,103637790000.0,103686690000.0,103348130000.0,103622570000.0,103535550000.0,103783180000.0,103395360000.0,103733210000.0
2045.0,102714870000.0,103147040000.0,103714150000.0,103510780000.0,103479980000.0,103007940000.0,103555030000.0,103624310000.0,103280100000.0,103494210000.0,103395990000.0,103675590000.0,103379220000.0,103958110000.0
2046.0,102532200000.0,103005590000.0,103567380000.0,103433830000.0,103365850000.0,102904865000.0,103370195000.0,103537950000.0,103828550000.0,103357540000.0,103298260000.0,103568550000.0,103267320000.0,103699060000.0
2047.0,102326020000.0,102881500000.0,103485100000.0,103309460000.0,103291450000.0,102796210000.0,103280640000.0,103480640000.0,103297020000.0,103242330000.0,103339614000.0,103502820000.0,103196050000.0,103648950000.0
2048.0,102133210000.0,102756925000.0,103385480000.0,103230930000.0,103127920000.0,102638010000.0,103261946000.0,103366460000.0,103115130000.0,103077400000.0,103151370000.0,103501180000.0,103083190000.0,103625390000.0
2049.0,101953724000.0,102610840000.0,103313875000.0,103159560000.0,103086110000.0,102441705000.0,103172596000.0,103571770000.0,102976490000.0,102958055000.0,103037530000.0,103416820000.0,103100980000.0,103494100000.0
2050.0,101803426000.0,102443860000.0,103244366000.0,103068020000.0,102980665000.0,102317350000.0,102963905000.0,103218455000.0,102842840000.0,102772970000.0,102873860000.0,103293740000.0,102925690000.0,103417815000.0
2051.0,101494390000.0,102318600000.0,103143370000.0,102930930000.0,102888640000.0,102155810000.0,102835356000.0,103338280000.0,102736300000.0,102695890000.0,102771655000.0,103231690000.0,102830880000.0,103449170000.0
2052.0,101209170000.0,102147600000.0,103119800000.0,102971720000.0,102839200000.0,101968480000.0,102723305000.0,103179520000.0,102723130000.0,102571230000.0,102656450000.0,103096770000.0,102718740000.0,103255695000.0
2053.0,101059400000.0,101990515000.0,102992170000.0,102872640000.0,102919530000.0,101768730000.0,102591960000.0,103138430000.0,102590734000.0,102358710000.0,102562900000.0,103021900000.0,102586490000.0,103186180000.0
2054.0,100786770000.0,101771310000.0,102901610000.0,102699270000.0,102661095000.0,101636555000.0,102486930000.0,103033010000.0,102453000000.0,102107060000.0,102450920000.0,102928280000.0,102546270000.0,103255900000.0
2055.0,100514920000.0,101588890000.0,102866485000.0,102775290000.0,102563996000.0,101288620000.0,102541380000.0,102979930000.0,102320030000.0,101863540000.0,102385754000.0,102822620000.0,102430970000.0,103129820000.0
2056.0,100229100000.0,101270585000.0,102736520000.0,102550630000.0,102445990000.0,101139866000.0,102259430000.0,102879620000.0,102199170000.0,101681570000.0,102343430000.0,102719020000.0,102296020000.0,102979460000.0
2057.0,99888380000.0,101111810000.0,102648150000.0,102481280000.0,102291610000.0,100805070000.0,102055420000.0,102806725000.0,102126450000.0,101422700000.0,102151315000.0,102643520000.0,102211760000.0,102889750000.0
2058.0,99396300000.0,100873350000.0,102582800000.0,102296170000.0,102064734000.0,100473580000.0,101879200000.0,102645370000.0,101971190000.0,101105600000.0,102052545000.0,102563540000.0,102330670000.0,102851860000.0
2059.0,99138210000.0,100555825000.0,102461400000.0,102152690000.0,101903650000.0,100304740000.0,101633974000.0,102539710000.0,101855986000.0,100839230000.0,101916115000.0,102438730000.0,102087820000.0,102772810000.0
2060.0,98806170000.0,100249740000.0,102348890000.0,102094730000.0,101758490000.0,99972530000.0,101359660000.0,102457025000.0,101747065000.0,100544890000.0,101767290000.0,102308170000.0,101940240000.0,102825360000.0
2061.0,98281734000.0,99944374000.0,102260924000.0,101966440000.0,101614950000.0,99766300000.0,101189540000.0,102333340000.0,101637050000.0,100444330000.0,101653070000.0,102295765000.0,101742010000.0,102776050000.0
2062.0,97838060000.0,99731920000.0,102158830000.0,101814305000.0,101425340000.0,99491774000.0,100879230000.0,102290285000.0,101412274000.0,100198710000.0,101557280000.0,102158150000.0,101579506000.0,102677450000.0
2063.0,97352440000.0,99428925000.0,102120260000.0,101668270000.0,101271870000.0,99245230000.0,100595200000.0,102203860000.0,101282365000.0,99947710000.0,101408670000.0,102018480000.0,101485800000.0,102447210000.0
2064.0,96830440000.0,99105790000.0,101953360000.0,101645060000.0,101084740000.0,99112500000.0,100393690000.0,102078460000.0,101287076000.0,99979390000.0,101306786000.0,102089286000.0,101338620000.0,102339560000.0
2065.0,96310220000.0,98813960000.0,101851500000.0,101368650000.0,101063115000.0,98640630000.0,100245580000.0,101940420000.0,100981965000.0,99551020000.0,101183140000.0,101899780000.0,101147200000.0,102334410000.0
2066.0,95941960000.0,98548080000.0,101701920000.0,101284320000.0,100904980000.0,98240690000.0,100167066000.0,101930550000.0,100860820000.0,99203180000.0,100988110000.0,101671290000.0,101050620000.0,102568190000.0
2067.0,95416580000.0,98184760000.0,101570640000.0,101133460000.0,101197726000.0,97916420000.0,100722310000.0,101882946000.0,100862910000.0,98819285000.0,100833270000.0,101489840000.0,100869260000.0,102221690000.0
2068.0,94961680000.0,97848010000.0,101491335000.0,100952330000.0,101501650000.0,97524760000.0,99686210000.0,101806150000.0,100600414000.0,98360860000.0,100664630000.0,101332460000.0,100813234000.0,102055810000.0
2069.0,94555324000.0,97384380000.0,101427810000.0,100849440000.0,101018935000.0,97164304000.0,99383510000.0,101672660000.0,100962890000.0,98024235000.0,100482195000.0,101166700000.0,100611514000.0,101887844000.0
2070.0,94066700000.0,96992444000.0,101289790000.0,100712780000.0,100603730000.0,96911490000.0,99074540000.0,101511710000.0,100385330000.0,97666120000.0,100283660000.0,100908480000.0,100483240000.0,101770940000.0
2071.0,93581525000.0,96594090000.0,101147620000.0,100623680000.0,100475850000.0,96562405000.0,99292226000.0,101444125000.0,100255820000.0,97392820000.0,100071236000.0,100826150000.0,100269540000.0,101676696000.0
2072.0,93170080000.0,96193446000.0,100994360000.0,100457790000.0,100238434000.0,96314730000.0,98632740000.0,101322424000.0,100123025000.0,96851250000.0,99956420000.0,100709900000.0,100181990000.0,101657485000.0
2073.0,92765635000.0,95813075000.0,100857120000.0,100322470000.0,100079575000.0,95797970000.0,98361300000.0,101199540000.0,100044080000.0,96463500000.0,99688964000.0,100588540000.0,99977020000.0,101511100000.0
2074.0,92487200000.0,95691596000.0,100939920000.0,100141110000.0,100272325000.0,95491620000.0,98006720000.0,101037060000.0,99972375000.0,95872120000.0,99514580000.0,100416760000.0,99830630000.0,101289170000.0
2075.0,91881325000.0,95290760000.0,100628595000.0,100007830000.0,99830200000.0,95017230000.0,97614280000.0,100874805000.0,99741450000.0,95539490000.0,99434550000.0,100219210000.0,99721800000.0,101174730000.0
2076.0,91357270000.0,94862180000.0,100619020000.0,99844010000.0,99704290000.0,95246780000.0,97217090000.0,100693565000.0,99600750000.0,95132380000.0,99436134000.0,100066550000.0,99549250000.0,101036220000.0
2077.0,90667745000.0,94405890000.0,100370240000.0,99767800000.0,99431180000.0,94459085000.0,96751624000.0,100580740000.0,99458710000.0,94696240000.0,99151380000.0,99957190000.0,99309535000.0,100842406000.0
2078.0,90003055000.0,93837690000.0,100207650000.0,99629060000.0,99117930000.0,94241560000.0,97233535000.0,100628144000.0,99337940000.0,94127660000.0,98939030000.0,100035830000.0,99069215000.0,100807920000.0
2079.0,89726260000.0,93277405000.0,100053975000.0,99444060000.0,98888010000.0,93941590000.0,96320380000.0,100578680000.0,99401590000.0,93716540000.0,98833330000.0,99887776000.0,98899400000.0,100585110000.0
2080.0,89078870000.0,93004840000.0,99888260000.0,99206280000.0,98640040000.0,93334730000.0,96076520000.0,100270410000.0,99614690000.0,93130350000.0,98655710000.0,99616990000.0,98678320000.0,100479700000.0
2081.0,88419520000.0,92415450000.0,99741280000.0,99026670000.0,98424906000.0,93009380000.0,95569080000.0,100124070000.0,98897970000.0,92554170000.0,98450620000.0,99312200000.0,98461840000.0,100286005000.0
2082.0,88088250000.0,91904670000.0,99594174000.0,98857620000.0,98273970000.0,92795530000.0,94965916000.0,100023130000.0,98713890000.0,92005950000.0,98193470000.0,99196200000.0,98334010000.0,100521430000.0
2083.0,87759740000.0,91452150000.0,99436750000.0,98701310000.0,98863750000.0,92578505000.0,94649190000.0,100070600000.0,98595135000.0,91328880000.0,97948730000.0,98941210000.0,98125410000.0,100294350000.0
2084.0,87149220000.0,90875640000.0,99296640000.0,98424370000.0,97989430000.0,91967570000.0,94286250000.0,99765340000.0,98351866000.0,90594750000.0,97942170000.0,98639310000.0,97981660000.0,100177990000.0
2085.0,86653985000.0,90479000000.0,99170850000.0,98260910000.0,97586180000.0,91466056000.0,93696510000.0,99947330000.0,98156890000.0,90017370000.0,97589220000.0,98356680000.0,97692910000.0,99865410000.0
2086.0,85998890000.0,90175594000.0,99078780000.0,97960520000.0,97801580000.0,91230536000.0,93317270000.0,99548100000.0,98153780000.0,89983170000.0,97424750000.0,97996950000.0,97460020000.0,99905270000.0
2087.0,85413900000.0,89590870000.0,98913305000.0,97812990000.0,97129540000.0,90529160000.0,93136260000.0,99366310000.0,97909220000.0,89144460000.0,97205940000.0,97823820000.0,97601000000.0,99572730000.0
2088.0,84789990000.0,88929470000.0,98725570000.0,97831076000.0,96820370000.0,90016130000.0,94876795000.0,99290470000.0,97702280000.0,88474436000.0,96917950000.0,97596010000.0,97129890000.0,99356600000.0
2089.0,84064305000.0,88380410000.0,98660420000.0,97514770000.0,96488760000.0,89438210000.0,92408070000.0,99183210000.0,97488950000.0,87889590000.0,96604420000.0,97420410000.0,96901730000.0,99268830000.0
2090.0,83502620000.0,87665760000.0,98489800000.0,97356970000.0,97761120000.0,89054930000.0,91779320000.0,99896700000.0,97761800000.0,87217240000.0,96485330000.0,97398735000.0,97110830000.0,99169960000.0
2091.0,83058010000.0,86984990000.0,98419474000.0,97107616000.0,96109490000.0,88709670000.0,91315585000.0,99065410000.0,97139840000.0,86855710000.0,96826070000.0,97110100000.0,96483310000.0,98959630000.0
2092.0,82417200000.0,86085780000.0,98194660000.0,96864990000.0,95827350000.0,87875710000.0,91400700000.0,98724610000.0,96862440000.0,86361285000.0,96420135000.0,96882590000.0,96221460000.0,98718810000.0
2093.0,81719860000.0,85393146000.0,97984210000.0,96653810000.0,95733200000.0,89482770000.0,90541450000.0,98570710000.0,96711730000.0,85775650000.0,96311310000.0,96569890000.0,95976760000.0,98594200000.0
2094.0,81077160000.0,84836114000.0,97913380000.0,96441100000.0,95762230000.0,87359430000.0,89800016000.0,98410910000.0,96482490000.0,85044085000.0,95867050000.0,96405045000.0,95786510000.0,98434000000.0
2095.0,80594090000.0,84320575000.0,97720820000.0,96278180000.0,95236060000.0,86842200000.0,89643160000.0,98348790000.0,96258170000.0,84261120000.0,95640130000.0,96088320000.0,95604335000.0,98325545000.0
2096.0,79898350000.0,84026065000.0,97580790000.0,96144480000.0,95982120000.0,86579134000.0,89092290000.0,98314980000.0,96062185000.0,83702830000.0,95327020000.0,95786500000.0,95484630000.0,98020380000.0
2097.0,79182545000.0,83509430000.0,97442710000.0,95896300000.0,94896366000.0,86781395000.0,88786805000.0,98284140000.0,95983610000.0,83189424000.0,95174130000.0,95528620000.0,95260280000.0,97775120000.0
2098.0,78526940000.0,82786140000.0,97169390000.0,95643886000.0,94535150000.0,85930340000.0,88352014000.0,97880840000.0,95661240000.0,82385240000.0,94851916000.0,95327810000.0,95069600000.0,97666290000.0
2099.0,77837690000.0,82287526000.0,96936600000.0,95450750000.0,95083540000.0,84782890000.0,87839240000.0,99409910000.0,95630025000.0,81571130000.0,94883580000.0,95042660000.0,94769136000.0,97463120000.0
2100.0,77142794000.0,81733110000.0,96874590000.0,95283130000.0,94385230000.0,83980940000.0,87532830000.0,97694030000.0,95762750000.0,80560030000.0,94369040000.0,94688610000.0,94467350000.0,97364960000.0
