time,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,MPI-ESM-LR,GFDL-ESM2G,CCSM4,CANESM2,GISS-E2-R,IPSL-CM5A-LR,GFDL-CM3
2060.0,5621087000.0,5080088000.0,6924317000.0,7162688000.0,5651212300.0,3553158100.0,4747373600.0,7704064000.0,3830425900.0,3424731400.0
2061.0,5338987500.0,4824293000.0,6740299300.0,6985391000.0,5493473000.0,3417099300.0,4476075000.0,7460139000.0,3651630000.0,3281991700.0
2062.0,5077054500.0,4575108600.0,6586194400.0,6831239700.0,5356753400.0,3214025500.0,4204698000.0,7284936700.0,3449464000.0,3087840500.0
2063.0,4827258400.0,4414783500.0,6603836400.0,6621148700.0,5184942000.0,3047457500.0,3981647600.0,7173366000.0,3301401300.0,2888250400.0
2064.0,4529259000.0,4264144600.0,6271805400.0,6352189000.0,5072237000.0,2934564000.0,3803340800.0,6928528400.0,3126194000.0,2716938200.0
2065.0,4433925000.0,4066768100.0,6073347000.0,6177637400.0,4924999000.0,2753631500.0,3565180700.0,6888430600.0,2960144400.0,2574380000.0
2066.0,4156169700.0,3768434000.0,5824177700.0,5962148000.0,4743257600.0,2629498400.0,3345474800.0,6653590500.0,2826954800.0,2434403000.0
2067.0,3892970500.0,3623025200.0,5604221000.0,5684257300.0,4596994600.0,2500433000.0,3122390800.0,6488512000.0,2613226200.0,2312622800.0
2068.0,3724964000.0,3412139800.0,5301690000.0,5520039000.0,4399927300.0,2398572000.0,2897781200.0,6400033300.0,2502410800.0,2164073200.0
2069.0,3549670700.0,3244798200.0,5152081400.0,5275160600.0,4327197000.0,2309069000.0,2775615000.0,6533039000.0,2362993000.0,2036424000.0
2070.0,3376268500.0,3096627000.0,4934369300.0,5096018400.0,4107413200.0,2169306000.0,2580621600.0,6099452000.0,2214022000.0,1935238700.0
2071.0,3144954600.0,2991547000.0,4800207000.0,4862918700.0,4014576000.0,2058754400.0,2431621000.0,5904300000.0,2080081400.0,1808134000.0
2072.0,2996028000.0,2808222700.0,4922804000.0,4644494300.0,3837785000.0,1992662300.0,2300914200.0,5814290000.0,1949167900.0,1695342600.0
2073.0,2791520300.0,2600904000.0,4406798300.0,4499097000.0,3739533300.0,1909713200.0,2102447200.0,5652776000.0,1804445600.0,1598397000.0
2074.0,2654678500.0,2431039500.0,4085449200.0,4304417000.0,3597398800.0,1786623000.0,2010491600.0,5500481000.0,1693862500.0,1486301800.0
2075.0,2507405000.0,2290694000.0,3878060500.0,4139197000.0,3474382300.0,1651254700.0,1911594800.0,5341105000.0,1541367000.0,1360499500.0
2076.0,2416732200.0,2109905400.0,3703912200.0,4000958200.0,3341074000.0,1537993200.0,1815424800.0,5186580500.0,1403825900.0,1216596700.0
2077.0,2332591400.0,1998299800.0,3514611500.0,3808802800.0,3238832000.0,1400885600.0,1656802000.0,5052948000.0,1272048900.0,1068802300.0
2078.0,2178403600.0,1923673200.0,3392046600.0,3610817000.0,3101642000.0,1290370800.0,1472845800.0,4999684000.0,1168174100.0,974984260.0
2079.0,2098809900.0,1827763000.0,3249164300.0,3584550100.0,2987104300.0,1177036700.0,1328178700.0,4857824000.0,1034329800.0,878244740.0
2080.0,1973488800.0,1737951100.0,3071883500.0,3379906800.0,2868396500.0,1083763200.0,1176414100.0,4735257600.0,960537800.0,821736800.0
2081.0,1866835800.0,1615973200.0,2864641800.0,3249647400.0,2747082800.0,1030446100.0,1026045630.0,4578222600.0,877911000.0,749456400.0
2082.0,1727052000.0,1446646000.0,2738087200.0,3156843300.0,2653825000.0,965497660.0,926609000.0,4436103700.0,800249500.0,701499900.0
2083.0,1613946800.0,1329372500.0,2544761300.0,3044084000.0,2556992300.0,850876300.0,848794200.0,4295056000.0,685191200.0,612113340.0
2084.0,1457112300.0,1213988500.0,2415767300.0,2945859000.0,2440800300.0,786990700.0,772320060.0,4192053000.0,612946900.0,553229200.0
2085.0,1313368800.0,1104728400.0,2283746800.0,2836740600.0,2382175000.0,706115900.0,679767000.0,4078841900.0,568414300.0,523223580.0
2086.0,1140924300.0,1008377150.0,2106254600.0,2730058500.0,2200291000.0,631040200.0,597513000.0,3944601000.0,501484260.0,456371740.0
2087.0,1059052400.0,892349250.0,1914528800.0,2595925800.0,2084112900.0,583000260.0,527324480.0,3832895500.0,478964580.0,421235230.0
2088.0,966968600.0,831775940.0,1778615300.0,2465190000.0,1924724200.0,522466560.0,474598050.0,3745662700.0,424514020.0,374455700.0
2089.0,901461760.0,738227200.0,1688870400.0,2348129000.0,1833414100.0,483281600.0,429827100.0,3652643000.0,386087700.0,350932480.0
2090.0,828312600.0,697051000.0,1527177900.0,2220902100.0,1736803000.0,458686500.0,366084100.0,3557026600.0,357837060.0,325159940.0
2091.0,770977600.0,647970700.0,1398701300.0,2091057500.0,1630604400.0,408764800.0,329186180.0,3454107600.0,328880580.0,301835170.0
2092.0,701693440.0,588332740.0,1250813000.0,1921708000.0,1517119400.0,367740900.0,273184930.0,3338532000.0,310260670.0,243324100.0
2093.0,663691970.0,546479300.0,1134331400.0,1765252100.0,1427585200.0,311714500.0,226878380.0,3275954000.0,268373680.0,228225020.0
2094.0,624166700.0,486152350.0,1041807500.0,1615725700.0,1340495200.0,293991420.0,182674980.0,3202087400.0,227332690.0,198213570.0
2095.0,563667400.0,459968450.0,941705100.0,1555245400.0,1253159200.0,243589540.0,167987710.0,3106365700.0,200654700.0,189425280.0
2096.0,520314620.0,419355070.0,883257500.0,1467767300.0,1187334100.0,227753760.0,144494780.0,3031942700.0,191214050.0,180344600.0
2097.0,478071000.0,390533200.0,840158200.0,1369009700.0,1180383700.0,202718200.0,134826100.0,2918873300.0,165460960.0,172541980.0
2098.0,459198720.0,373013000.0,758116300.0,1282474500.0,1065270500.0,196487020.0,122669130.0,2855640600.0,162199550.0,141608260.0
2099.0,432126620.0,330775230.0,700010900.0,1176075400.0,1002241340.0,173302720.0,103866220.0,2794451200.0,138905600.0,135802750.0
2100.0,396037340.0,305183500.0,661031700.0,1122090500.0,965284350.0,165556720.0,84471410.0,2721134600.0,125972936.0,125669390.0
