time,GFDL-ESM2G,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4,NORESM1-M
2044.0,133485170000.0,135021240000.0,132549120000.0,132111030000.0,131946600000.0,132307330000.0,131766070000.0,132428415000.0
2045.0,132837876000.0,134556530000.0,132790860000.0,131727320000.0,132180664000.0,132134396000.0,131880755000.0,132057990000.0
2046.0,132827210000.0,135104960000.0,132509530000.0,131568300000.0,131810500000.0,132012720000.0,131678830000.0,132089094000.0
2047.0,132708155000.0,134667670000.0,132221110000.0,131186850000.0,131825080000.0,132293214000.0,131614110000.0,131988275000.0
2048.0,132903190000.0,134440760000.0,132032530000.0,131272330000.0,131514655000.0,132742390000.0,131199250000.0,132069190000.0
2049.0,132551690000.0,134238710000.0,131966026000.0,131001590000.0,131373240000.0,132175140000.0,131051860000.0,131945940000.0
2050.0,132600230000.0,134401910000.0,131782870000.0,130641290000.0,131137946000.0,131773650000.0,130935160000.0,131755990000.0
2051.0,133517430000.0,134243720000.0,131594576000.0,130620910000.0,130987850000.0,131974760000.0,130816330000.0,131651500000.0
2052.0,133329150000.0,134322270000.0,131588840000.0,130110910000.0,130709810000.0,131656020000.0,130448160000.0,131445400000.0
2053.0,132561300000.0,134298260000.0,131232465000.0,129840800000.0,130649460000.0,131417320000.0,130531050000.0,131250570000.0
2054.0,133157590000.0,134078145000.0,131378970000.0,129672640000.0,130364610000.0,131056050000.0,130202760000.0,131461990000.0
2055.0,133046624000.0,134030530000.0,131126110000.0,129529110000.0,130109006000.0,131121725000.0,130007160000.0,130779990000.0
2056.0,132867350000.0,133842756000.0,131345146000.0,129177940000.0,129970090000.0,130952080000.0,129785160000.0,131116760000.0
2057.0,132391720000.0,133994680000.0,131061820000.0,129066910000.0,129982400000.0,130483490000.0,129636790000.0,130724420000.0
2058.0,132281010000.0,134102610000.0,130909405000.0,128604990000.0,129661530000.0,130266956000.0,129628275000.0,130366780000.0
2059.0,132166030000.0,134477010000.0,130676380000.0,128324610000.0,129462895000.0,129874350000.0,129471520000.0,130331840000.0
2060.0,132238540000.0,134032490000.0,130574540000.0,127808010000.0,129197360000.0,129597960000.0,129055200000.0,130222650000.0
2061.0,132280010000.0,133883500000.0,130556690000.0,127461350000.0,128910655000.0,129803936000.0,128747274000.0,130133746000.0
2062.0,132064250000.0,137292500000.0,130215480000.0,127235916000.0,129622460000.0,129462570000.0,128765215000.0,129856390000.0
2063.0,131824420000.0,135231270000.0,130029480000.0,126856300000.0,128451220000.0,129760550000.0,128345350000.0,129732575000.0
2064.0,131984050000.0,135529450000.0,131173680000.0,126625006000.0,127724960000.0,129292430000.0,128277190000.0,129752070000.0
2065.0,131597480000.0,135221000000.0,130414640000.0,126920100000.0,127562220000.0,129699684000.0,128217650000.0,129489710000.0
2066.0,131551190000.0,135923260000.0,130309505000.0,125722960000.0,127809380000.0,128886810000.0,128100580000.0,129317700000.0
2067.0,131569290000.0,134950715000.0,129693160000.0,125229950000.0,127340360000.0,128711240000.0,127528140000.0,129018640000.0
2068.0,131502680000.0,134978570000.0,129689200000.0,124713580000.0,126859130000.0,129075280000.0,127356740000.0,129223190000.0
2069.0,131192910000.0,134075660000.0,129505950000.0,124340270000.0,126495730000.0,128392740000.0,126903780000.0,129529100000.0
2070.0,131112530000.0,133665330000.0,129995190000.0,124092070000.0,126132390000.0,128172980000.0,126727780000.0,128829410000.0
2071.0,131388670000.0,133727620000.0,129165230000.0,123520180000.0,125798260000.0,128093856000.0,126756995000.0,129026200000.0
2072.0,131035960000.0,133611900000.0,128881566000.0,123090575000.0,125346865000.0,127675460000.0,126326920000.0,128430540000.0
2073.0,130834506000.0,133568130000.0,128633250000.0,122619860000.0,124953390000.0,127710590000.0,126024410000.0,128281600000.0
2074.0,130753176000.0,133310720000.0,129072210000.0,122022790000.0,124639710000.0,127654850000.0,125678990000.0,127875280000.0
2075.0,130395775000.0,133426586000.0,128540115000.0,121552580000.0,124208620000.0,127634510000.0,125295850000.0,127357665000.0
2076.0,130320570000.0,134054840000.0,128193460000.0,121134195000.0,123873690000.0,127109956000.0,124883240000.0,127066320000.0
2077.0,130146490000.0,133682545000.0,128075570000.0,120481600000.0,123413800000.0,126988090000.0,124642230000.0,126953660000.0
2078.0,129982430000.0,133566235000.0,127770510000.0,120197340000.0,122993850000.0,126891940000.0,124644780000.0,126843300000.0
2079.0,129880460000.0,133234180000.0,127522030000.0,119582300000.0,122647860000.0,126840770000.0,124176120000.0,126728280000.0
2080.0,129946345000.0,133258396000.0,127493920000.0,119011566000.0,122541154000.0,126294920000.0,124036130000.0,126570504000.0
2081.0,129958190000.0,133380300000.0,127522830000.0,118471795000.0,121582470000.0,126276330000.0,123795050000.0,126406930000.0
2082.0,129574610000.0,133132575000.0,127178390000.0,117954950000.0,121055910000.0,126111970000.0,123272020000.0,126199300000.0
2083.0,129245170000.0,133301370000.0,126988710000.0,117352866000.0,120587410000.0,125570030000.0,122584080000.0,126086550000.0
2084.0,129038320000.0,133528180000.0,126879530000.0,116819340000.0,119958410000.0,125427835000.0,122136810000.0,125744660000.0
2085.0,129338090000.0,132791130000.0,126763410000.0,116050060000.0,119479930000.0,125109070000.0,122216810000.0,125497730000.0
2086.0,129147480000.0,133840360000.0,126393704000.0,115673690000.0,118838130000.0,125191790000.0,121637390000.0,125311680000.0
2087.0,128808190000.0,133269240000.0,126282285000.0,115059000000.0,117945660000.0,124881260000.0,121607610000.0,125091100000.0
2088.0,128375440000.0,133137980000.0,126265550000.0,114302190000.0,117629860000.0,124321480000.0,121029780000.0,124823410000.0
2089.0,128306420000.0,132531330000.0,125868220000.0,113723875000.0,116928870000.0,124359565000.0,120550850000.0,124516655000.0
2090.0,128395400000.0,132658045000.0,125706390000.0,113239564000.0,116385840000.0,123679910000.0,119941220000.0,124171035000.0
2091.0,128356810000.0,132439440000.0,125401000000.0,112509440000.0,115509400000.0,123430140000.0,119390495000.0,123916616000.0
2092.0,128075850000.0,132155570000.0,125664264000.0,111932875000.0,114847785000.0,123245440000.0,118840460000.0,123481950000.0
2093.0,128015850000.0,132173275000.0,125159580000.0,111134740000.0,114115960000.0,123033166000.0,118331160000.0,123147330000.0
2094.0,127677680000.0,132022215000.0,124962810000.0,110122656000.0,113267294000.0,122828554000.0,117577150000.0,122852310000.0
2095.0,127565240000.0,132023830000.0,124772360000.0,109600370000.0,112713980000.0,122281390000.0,117180540000.0,122667550000.0
2096.0,127658450000.0,131948446000.0,124400280000.0,109152790000.0,112126394000.0,122121740000.0,116484310000.0,122416865000.0
2097.0,127316540000.0,131978396000.0,124077680000.0,108291695000.0,111514440000.0,121875200000.0,115987005000.0,122155745000.0
2098.0,127208110000.0,131916685000.0,123683400000.0,107377010000.0,111005950000.0,121343550000.0,115542180000.0,121687474000.0
2099.0,126905840000.0,131959580000.0,123358670000.0,106741500000.0,110335210000.0,120956390000.0,114970150000.0,121108160000.0
2100.0,127078334000.0,131598070000.0,123280245000.0,105544120000.0,109438100000.0,120755085000.0,114499650000.0,121155380000.0
