time,GFDL-CM3,GFDL-ESM2G,MPI-ESM-LR,IPSL-CM5A-LR,NORESM1-M,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,CANESM2,CNRM-CM5
2021.0,722211500000.0,723684900000.0,722965100000.0,716735250000.0,729223300000.0,720656400000.0,718037650000.0,724226150000.0,710875200000.0,720573500000.0
2022.0,711812200000.0,708000600000.0,708008940000.0,703791800000.0,713037450000.0,703139940000.0,710251050000.0,701985650000.0,701406000000.0,708141800000.0
2023.0,692355500000.0,696479650000.0,688700000000.0,691754700000.0,697189500000.0,685105940000.0,699625300000.0,685840200000.0,696526640000.0,698051200000.0
2024.0,663779340000.0,677039100000.0,668910550000.0,666796950000.0,685128940000.0,664720830000.0,694797400000.0,689069200000.0,679913900000.0,692495100000.0
2025.0,644448900000.0,667207340000.0,650951600000.0,661197600000.0,668272750000.0,649415560000.0,684400840000.0,678931400000.0,661534000000.0,688829960000.0
2026.0,617262300000.0,649974050000.0,634049460000.0,650686760000.0,659974850000.0,635895400000.0,669276200000.0,673787740000.0,650101200000.0,670111100000.0
2027.0,601162300000.0,639915700000.0,618611100000.0,641047270000.0,642349900000.0,628100300000.0,661460750000.0,663587600000.0,625932960000.0,654199600000.0
2028.0,585223770000.0,627339200000.0,604098660000.0,628468100000.0,629016600000.0,614669800000.0,660566840000.0,639332100000.0,619121300000.0,647104800000.0
2029.0,563047300000.0,621502600000.0,585958360000.0,608938500000.0,611840900000.0,598129250000.0,644125360000.0,621015660000.0,608276250000.0,632597640000.0
2030.0,535984180000.0,611907860000.0,578897050000.0,594470900000.0,596210200000.0,585916550000.0,630926800000.0,609376800000.0,610489300000.0,616295760000.0
2031.0,513950600000.0,596786000000.0,582195700000.0,588665850000.0,581794100000.0,571123500000.0,641288040000.0,605259800000.0,582235400000.0,600179500000.0
2032.0,490023120000.0,600511150000.0,582191500000.0,569322400000.0,569265750000.0,552777740000.0,624385900000.0,592445400000.0,570082200000.0,581134400000.0
2033.0,461711000000.0,583600700000.0,575095960000.0,561322200000.0,552009000000.0,539901850000.0,610045000000.0,576183900000.0,554227000000.0,567749800000.0
2034.0,434540580000.0,572407550000.0,556962550000.0,546449850000.0,540445570000.0,524876800000.0,600489700000.0,562909800000.0,535287070000.0,560522000000.0
2035.0,410877130000.0,549538330000.0,544635400000.0,520525450000.0,527905550000.0,514488430000.0,580516800000.0,543537460000.0,516170900000.0,549240340000.0
2036.0,387256030000.0,539253640000.0,528702050000.0,502385970000.0,514731670000.0,502930640000.0,580268060000.0,526995460000.0,507506520000.0,540512800000.0
2037.0,370942640000.0,526630600000.0,518006730000.0,473574800000.0,501251800000.0,483288250000.0,572361300000.0,510695050000.0,505929760000.0,532006400000.0
2038.0,354554770000.0,514407660000.0,508175480000.0,457467400000.0,491969450000.0,466032660000.0,563832900000.0,490990930000.0,490177130000.0,518317930000.0
2039.0,333947800000.0,496526330000.0,494030780000.0,436162720000.0,475967600000.0,450763330000.0,542486920000.0,472649140000.0,469708800000.0,505739350000.0
2040.0,319019780000.0,491877560000.0,472075470000.0,412517200000.0,460636100000.0,440222880000.0,534046700000.0,463152740000.0,461333460000.0,485186600000.0
2041.0,300262460000.0,474776440000.0,456647540000.0,391743900000.0,449280480000.0,427464700000.0,517913670000.0,454628300000.0,455125700000.0,473223040000.0
2042.0,284592080000.0,462528050000.0,439921800000.0,374510980000.0,429473920000.0,415701760000.0,500550040000.0,437291450000.0,441455500000.0,458169450000.0
2043.0,269528470000.0,446162470000.0,426906850000.0,360015400000.0,416080950000.0,406181120000.0,476774700000.0,416699900000.0,431852100000.0,440891440000.0
2044.0,250214680000.0,432868800000.0,413582620000.0,349871500000.0,400554360000.0,389011000000.0,465441000000.0,403735700000.0,416123650000.0,421968180000.0
2045.0,232522250000.0,419708270000.0,404051620000.0,326179060000.0,387718500000.0,376923420000.0,464790620000.0,389119300000.0,399099560000.0,400602170000.0
2046.0,214862270000.0,410306300000.0,389263720000.0,311924750000.0,373250800000.0,364138330000.0,448826570000.0,372865660000.0,391601500000.0,391909000000.0
2047.0,200001910000.0,397980000000.0,375640130000.0,293064670000.0,356739740000.0,357399500000.0,438177200000.0,359959460000.0,382477700000.0,373145600000.0
2048.0,186304680000.0,386928180000.0,361883370000.0,279871130000.0,343394120000.0,348310770000.0,428799460000.0,346986250000.0,366382450000.0,358220270000.0
2049.0,172960150000.0,370379600000.0,347688080000.0,262419610000.0,328608740000.0,341930250000.0,415575670000.0,336018050000.0,347085860000.0,344268540000.0
2050.0,159280020000.0,351982900000.0,336252800000.0,246761230000.0,321529700000.0,332636650000.0,405935900000.0,321454080000.0,332172660000.0,334047380000.0
2051.0,154019580000.0,346938200000.0,323017670000.0,234668490000.0,306371500000.0,325572620000.0,430806800000.0,314508200000.0,317640740000.0,329112300000.0
2052.0,145966400000.0,333657900000.0,315270730000.0,221406510000.0,304086600000.0,318686270000.0,418105950000.0,306708640000.0,300240370000.0,319027770000.0
2053.0,133769716000.0,328330870000.0,304039950000.0,207993010000.0,291014500000.0,305320660000.0,412183130000.0,304863440000.0,282666900000.0,305637560000.0
2054.0,124405420000.0,320306050000.0,290543470000.0,199280700000.0,280842340000.0,295073300000.0,398038860000.0,303814700000.0,262395540000.0,294323130000.0
2055.0,116085280000.0,309174400000.0,277767500000.0,188347940000.0,270444560000.0,288559460000.0,398935920000.0,294397480000.0,252263100000.0,281732060000.0
2056.0,109708740000.0,297795130000.0,260704060000.0,180565250000.0,267892820000.0,276255240000.0,386924700000.0,285001700000.0,239670050000.0,271274870000.0
2057.0,101798760000.0,291170680000.0,247270600000.0,178609550000.0,262678040000.0,264333510000.0,370002200000.0,278325600000.0,230765970000.0,266403300000.0
2058.0,95337005000.0,279605120000.0,242204180000.0,170744220000.0,255435770000.0,254195630000.0,357747950000.0,265845690000.0,216694980000.0,257191250000.0
2059.0,90156100000.0,275415400000.0,227590180000.0,164928240000.0,248823680000.0,245847520000.0,346449480000.0,259098440000.0,205836800000.0,250374520000.0
2060.0,85341710000.0,267613450000.0,219989400000.0,156760360000.0,248134680000.0,233194270000.0,342104770000.0,254124590000.0,193254000000.0,246279960000.0
2061.0,81073490000.0,257592310000.0,210902530000.0,151897500000.0,240558150000.0,223533760000.0,330577970000.0,242123740000.0,178745180000.0,242668730000.0
2062.0,78425760000.0,245474750000.0,204278960000.0,142905590000.0,230674220000.0,212457880000.0,316634660000.0,231451770000.0,168657910000.0,235243130000.0
2063.0,75250180000.0,237589740000.0,196230500000.0,137481930000.0,227128980000.0,201878260000.0,294640160000.0,220663460000.0,163688430000.0,230435130000.0
2064.0,72358050000.0,229112050000.0,181361460000.0,129475660000.0,223263300000.0,193500460000.0,280796600000.0,207989820000.0,154890700000.0,231046090000.0
2065.0,68446556000.0,222759170000.0,170480420000.0,124491416000.0,215557180000.0,186464500000.0,265277850000.0,202144250000.0,147328900000.0,226574930000.0
2066.0,64863044000.0,213383770000.0,165092950000.0,116520740000.0,209460380000.0,181127360000.0,255341600000.0,193515360000.0,142474940000.0,224069960000.0
2067.0,62911525000.0,204337200000.0,156072700000.0,108149620000.0,201007710000.0,172642030000.0,245610940000.0,186464220000.0,138957200000.0,219256010000.0
2068.0,60507013000.0,196705190000.0,149884030000.0,104373950000.0,194616790000.0,166518210000.0,234434330000.0,179359650000.0,134340130000.0,215436940000.0
2069.0,58412870000.0,186306040000.0,144813830000.0,98395730000.0,182937320000.0,156955750000.0,217595180000.0,172625580000.0,128183490000.0,211290900000.0
2070.0,55053370000.0,178190520000.0,138755260000.0,93704315000.0,171936960000.0,149667090000.0,204930960000.0,163516420000.0,122818650000.0,210438440000.0
2071.0,52471124000.0,171579080000.0,133684420000.0,87222470000.0,165255400000.0,145997000000.0,198247780000.0,159905890000.0,118817490000.0,203567430000.0
2072.0,49174400000.0,165420990000.0,126926950000.0,83058390000.0,157950770000.0,141759100000.0,190269620000.0,159456260000.0,117449340000.0,195005420000.0
2073.0,47446073000.0,161386840000.0,122316190000.0,76567900000.0,150531260000.0,138139160000.0,183186500000.0,155715810000.0,113921590000.0,188081140000.0
2074.0,45848265000.0,157873930000.0,115715690000.0,76997520000.0,144565440000.0,134104740000.0,175001760000.0,150084810000.0,116784505000.0,180173730000.0
2075.0,43997274000.0,154656300000.0,109935040000.0,74157220000.0,135401500000.0,130613445000.0,164705390000.0,146906510000.0,117513520000.0,177661900000.0
2076.0,41665376000.0,151720170000.0,107011720000.0,69380490000.0,127204750000.0,125745330000.0,160004000000.0,144818910000.0,113288180000.0,169950330000.0
2077.0,39783477000.0,147623660000.0,104743250000.0,65660654000.0,122938606000.0,122850560000.0,156287550000.0,140033520000.0,109455570000.0,166866750000.0
2078.0,37558270000.0,140664140000.0,97930380000.0,62602465000.0,117109340000.0,117113020000.0,148572420000.0,135084650000.0,105397400000.0,159228180000.0
2079.0,36831998000.0,136823734000.0,94311055000.0,60935037000.0,111604420000.0,112636460000.0,142556580000.0,131394410000.0,101895004000.0,152956680000.0
2080.0,35677303000.0,130235590000.0,89474600000.0,58381010000.0,107349295000.0,109600550000.0,134575325000.0,127906560000.0,98721460000.0,148050850000.0
2081.0,34206056000.0,127255550000.0,87544670000.0,53793810000.0,105047720000.0,103710660000.0,127697570000.0,126395695000.0,94469390000.0,139170170000.0
2082.0,32719411000.0,127356630000.0,83210770000.0,51197723000.0,101063720000.0,100394705000.0,120171860000.0,123516130000.0,88720270000.0,130995630000.0
2083.0,31089594000.0,124206875000.0,78987895000.0,48961274000.0,96568650000.0,96927400000.0,113850250000.0,122661180000.0,84152100000.0,125454930000.0
2084.0,29393940000.0,122217960000.0,74794790000.0,47138505000.0,91733570000.0,94916575000.0,109560720000.0,119863620000.0,78101200000.0,119429560000.0
2085.0,28485760000.0,119367310000.0,71349354000.0,46784967000.0,90006680000.0,92236710000.0,109533770000.0,118892044000.0,74700860000.0,119922970000.0
2086.0,27936664000.0,115857826000.0,68371710000.0,43207307000.0,91849310000.0,88466690000.0,103954780000.0,115685410000.0,72239010000.0,114053410000.0
2087.0,26918920000.0,113755630000.0,66164355000.0,42078440000.0,89653470000.0,86796800000.0,96877404000.0,111342930000.0,68783530000.0,108429370000.0
2088.0,25772130000.0,110450020000.0,63886490000.0,39498105000.0,87444005000.0,85803290000.0,91753980000.0,107841140000.0,65913967000.0,106548550000.0
2089.0,24759200000.0,108909126000.0,61233975000.0,38491374000.0,84762380000.0,83509190000.0,89720594000.0,108851480000.0,63088380000.0,99957645000.0
2090.0,24082860000.0,107951006000.0,57833840000.0,37381087000.0,82383410000.0,79760690000.0,84223690000.0,108015960000.0,61057410000.0,96160410000.0
2091.0,23013226000.0,104957290000.0,55971406000.0,34867120000.0,79504720000.0,77569940000.0,81021870000.0,105516560000.0,58145608000.0,90135060000.0
2092.0,22074167000.0,102489555000.0,54031524000.0,32357163000.0,76824940000.0,75073495000.0,79633510000.0,106260630000.0,56822223000.0,86002150000.0
2093.0,21607875000.0,98880315000.0,52173672000.0,30643030000.0,73660040000.0,72821410000.0,78312830000.0,103561140000.0,55778996000.0,82504770000.0
2094.0,20390810000.0,97713350000.0,49864690000.0,30211582000.0,70424960000.0,72773420000.0,76773050000.0,101906510000.0,53537390000.0,81247770000.0
2095.0,20027668000.0,97139474000.0,47256670000.0,28438010000.0,67642864000.0,69866480000.0,72053610000.0,99964410000.0,51751530000.0,80960680000.0
2096.0,19435250000.0,95830190000.0,46435504000.0,27177275000.0,65656345000.0,68486590000.0,68334674000.0,99767900000.0,49375445000.0,81679610000.0
2097.0,18906212000.0,92764180000.0,45830443000.0,25787560000.0,64930406000.0,66869540000.0,68371680000.0,96306840000.0,50187248000.0,79485020000.0
2098.0,18268023000.0,92816370000.0,44593226000.0,24279542000.0,64891910000.0,66560630000.0,67808100000.0,96001990000.0,49694806000.0,76362800000.0
2099.0,17906448000.0,89990150000.0,42723630000.0,23003660000.0,63131630000.0,64618217000.0,66074030000.0,93472770000.0,48490580000.0,77208030000.0
2100.0,17665128000.0,86334340000.0,41032917000.0,21431058000.0,62849730000.0,64652080000.0,65009672000.0,93078870000.0,45696496000.0,74012795000.0
