time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2036.0,7442725300000.0,7704704700000.0,7218600000000.0,7513414600000.0,7535483000000.0
2037.0,7416797700000.0,7664187000000.0,7128911700000.0,7460840500000.0,7517478300000.0
2038.0,7359509000000.0,7611701000000.0,7053367600000.0,7402100000000.0,7489020000000.0
2039.0,7348928000000.0,7574106000000.0,7008454000000.0,7354760300000.0,7468337000000.0
2040.0,7317805000000.0,7536668300000.0,6893601000000.0,7338334400000.0,7417690600000.0
2041.0,7267196300000.0,7481047600000.0,6819244000000.0,7282780000000.0,7370859000000.0
2042.0,7203950400000.0,7444144600000.0,6717483000000.0,7262685400000.0,7318094000000.0
2043.0,7147268600000.0,7425584300000.0,6629576000000.0,7199402000000.0,7296225600000.0
2044.0,7080104700000.0,7417628000000.0,6543981400000.0,7103423000000.0,7248621000000.0
2045.0,7013211000000.0,7397216600000.0,6423212700000.0,7038935000000.0,7193318400000.0
2046.0,6943911400000.0,7354374000000.0,6329390000000.0,6891548700000.0,7144622000000.0
2047.0,6877859000000.0,7345523400000.0,6218446300000.0,6802341600000.0,7093110700000.0
2048.0,6785840000000.0,7275443000000.0,6052687000000.0,6664113000000.0,7015511400000.0
2049.0,6685555000000.0,7260854600000.0,5930615300000.0,6559611500000.0,6985103000000.0
2050.0,6567342000000.0,7208179000000.0,5843900000000.0,6447654500000.0,6937027000000.0
2051.0,6470702700000.0,7180094300000.0,5734152500000.0,6336077600000.0,6910523000000.0
2052.0,6407662000000.0,7166902000000.0,5627170500000.0,6293109600000.0,6846678600000.0
2053.0,6303152000000.0,7133858400000.0,5559173000000.0,6213359000000.0,6797556400000.0
2054.0,6214415000000.0,7072793500000.0,5447554000000.0,6085159000000.0,6740951700000.0
2055.0,6126160600000.0,7042897500000.0,5323933400000.0,5947581300000.0,6675883000000.0
2056.0,5988254000000.0,7016539500000.0,5203519600000.0,5866075000000.0,6607723000000.0
2057.0,5862427500000.0,6997100000000.0,5098053300000.0,5775973400000.0,6544084000000.0
2058.0,5781453000000.0,6948579000000.0,4996138000000.0,5706922000000.0,6502031000000.0
2059.0,5652353600000.0,6903112000000.0,4854393600000.0,5609952000000.0,6467894000000.0
2060.0,5541672000000.0,6865961000000.0,4731790000000.0,5547182000000.0,6434710000000.0
2061.0,5426864000000.0,6806376500000.0,4627521000000.0,5437741600000.0,6407948000000.0
2062.0,5267233700000.0,6749065000000.0,4523189300000.0,5315089700000.0,6351554600000.0
2063.0,5104482000000.0,6693941400000.0,4429816300000.0,5276692000000.0,6303724000000.0
2064.0,4976084000000.0,6661245000000.0,4289311000000.0,5224352000000.0,6282276000000.0
2065.0,4838663000000.0,6597066000000.0,4170670100000.0,5185335000000.0,6207266000000.0
2066.0,4657330500000.0,6553850600000.0,4067829700000.0,5119524000000.0,6137800000000.0
2067.0,4506019400000.0,6490578000000.0,3960604200000.0,5019555300000.0,6074244500000.0
2068.0,4381030200000.0,6438951000000.0,3845044800000.0,4934619600000.0,6013786000000.0
2069.0,4275035000000.0,6366770500000.0,3728265200000.0,4842994000000.0,5955409000000.0
2070.0,4157112000000.0,6330938600000.0,3632130200000.0,4724654000000.0,5886350700000.0
2071.0,4024168300000.0,6291661500000.0,3501445300000.0,4644925000000.0,5800611300000.0
2072.0,3841001800000.0,6243238300000.0,3386199200000.0,4566073500000.0,5737357500000.0
2073.0,3693109800000.0,6187328000000.0,3273830000000.0,4496234600000.0,5671458000000.0
2074.0,3551790600000.0,6166542300000.0,3158830200000.0,4424371500000.0,5617238400000.0
2075.0,3422319300000.0,6111447500000.0,3025582400000.0,4340107700000.0,5504018400000.0
2076.0,3313343100000.0,6047672600000.0,2906698300000.0,4274140700000.0,5449932000000.0
2077.0,3174181000000.0,5993575000000.0,2768217300000.0,4183935700000.0,5372171000000.0
2078.0,3002688300000.0,5957064600000.0,2640863000000.0,4113236800000.0,5311956000000.0
2079.0,2883579800000.0,5894816400000.0,2491743500000.0,3999891200000.0,5243139500000.0
2080.0,2736049600000.0,5872009300000.0,2383177600000.0,3906630000000.0,5189527400000.0
2081.0,2606302200000.0,5810148000000.0,2273291800000.0,3782046400000.0,5135379000000.0
2082.0,2482724000000.0,5772510500000.0,2179137900000.0,3695058000000.0,5077355000000.0
2083.0,2386792000000.0,5729696600000.0,2067984000000.0,3583595800000.0,5041248300000.0
2084.0,2276936600000.0,5700855500000.0,1941410400000.0,3477645800000.0,4933512300000.0
2085.0,2175236000000.0,5670555000000.0,1830996100000.0,3404221000000.0,4871954000000.0
2086.0,2064922600000.0,5629034400000.0,1714745800000.0,3333843800000.0,4804802000000.0
2087.0,1944591000000.0,5607578400000.0,1614552500000.0,3269505800000.0,4738092400000.0
2088.0,1843564800000.0,5548179000000.0,1515819400000.0,3177047000000.0,4655129600000.0
2089.0,1745538800000.0,5494504000000.0,1417834500000.0,3095367800000.0,4597146500000.0
2090.0,1649595000000.0,5452283000000.0,1314040700000.0,3015526300000.0,4511849000000.0
2091.0,1538526200000.0,5409712000000.0,1221676800000.0,2920961300000.0,4447500000000.0
2092.0,1437699900000.0,5351124000000.0,1127945900000.0,2834040400000.0,4384767000000.0
2093.0,1344739100000.0,5266590000000.0,1035631000000.0,2755814800000.0,4318096800000.0
2094.0,1252471100000.0,5218914000000.0,943433500000.0,2688847200000.0,4268424000000.0
2095.0,1168350200000.0,5147202700000.0,860866350000.0,2632706700000.0,4208373000000.0
2096.0,1085837540000.0,5078684000000.0,780010460000.0,2564505200000.0,4150640200000.0
2097.0,992948900000.0,5031899700000.0,701834100000.0,2492616700000.0,4060880300000.0
2098.0,908990200000.0,4973174700000.0,632555400000.0,2435143200000.0,3979470200000.0
2099.0,836101800000.0,4921844300000.0,568290100000.0,2358286500000.0,3903950400000.0
2100.0,769976900000.0,4853750000000.0,514544140000.0,2299759000000.0,3833644000000.0
