time,CSIRO-MK3-6-0,GISS-E2-R,CCSM4,CNRM-CM5,CESM1-CAM5,IPSL-CM5A-LR,CANESM2,NORESM1-M,GFDL-CM3,MPI-ESM-LR,GFDL-ESM2G
2011.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0
2012.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0
2013.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0
2014.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0
2015.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0
2016.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0
2017.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0
2018.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0
2019.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0
2020.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0
2021.0,14693704000000.0,14690485000000.0,14743159000000.0,14713647000000.0,14698126000000.0,14659036000000.0,14690438000000.0,14681646000000.0,14654800000000.0,14685507000000.0,14724864000000.0
2022.0,14655533000000.0,14711115000000.0,14688323000000.0,14683154000000.0,14645649000000.0,14632420000000.0,14674859000000.0,14642830000000.0,14552886000000.0,14622417000000.0,14675918000000.0
2023.0,14594626000000.0,14678485000000.0,14656605000000.0,14637090000000.0,14594849000000.0,14691853000000.0,14548730000000.0,14593353000000.0,14481534000000.0,14549961000000.0,14661962000000.0
2024.0,14576595000000.0,14649143000000.0,14632975000000.0,14639172000000.0,14522686000000.0,14686950000000.0,14436239000000.0,14498245000000.0,14394132000000.0,14497398000000.0,14587478000000.0
2025.0,14517959000000.0,14602495000000.0,14582362000000.0,14589595000000.0,14422106000000.0,14695476000000.0,14382483000000.0,14441094000000.0,14325189000000.0,14409823000000.0,14561222000000.0
2026.0,14433558000000.0,14593679000000.0,14541843000000.0,14533642000000.0,14322674000000.0,14636007000000.0,14346466000000.0,14383033000000.0,14229705000000.0,14365069000000.0,14474579000000.0
2027.0,14383471000000.0,14622635000000.0,14529866000000.0,14519237000000.0,14215812000000.0,14582135000000.0,14295388000000.0,14281276000000.0,14107805000000.0,14290451000000.0,14405160000000.0
2028.0,14354714000000.0,14521498000000.0,14505937000000.0,14485318000000.0,14134316000000.0,14502256000000.0,14253709000000.0,14254835000000.0,14023375000000.0,14217269000000.0,14382165000000.0
2029.0,14326026000000.0,14499101000000.0,14484042000000.0,14405162000000.0,14053846000000.0,14430769000000.0,14226554000000.0,14240268000000.0,13944556000000.0,14156676000000.0,14327728000000.0
2030.0,14344023000000.0,14406703000000.0,14435797000000.0,14332511000000.0,13872352000000.0,14375635000000.0,14202431000000.0,14155623000000.0,13841237000000.0,14059494000000.0,14313422000000.0
2031.0,14281379000000.0,14380045000000.0,14400339000000.0,14313433000000.0,13783731000000.0,14380619000000.0,14131236000000.0,14078969000000.0,13758258000000.0,14025957000000.0,14254164000000.0
2032.0,14270730000000.0,14384544000000.0,14371231000000.0,14340879000000.0,13690060000000.0,14268645000000.0,14092014000000.0,14033334000000.0,13657043000000.0,13953693000000.0,14183112000000.0
2033.0,14218488000000.0,14305063000000.0,14334129000000.0,14298026000000.0,13561556000000.0,14179560000000.0,14070872000000.0,13967298000000.0,13567408000000.0,13854597000000.0,14179284000000.0
2034.0,14129143000000.0,14238661000000.0,14338433000000.0,14230320000000.0,13440421000000.0,14117754000000.0,14022999000000.0,13940906000000.0,13447143000000.0,13772103000000.0,14127053000000.0
2035.0,14069131000000.0,14190857000000.0,14290483000000.0,14136254000000.0,13317844000000.0,14091801000000.0,13930947000000.0,13863510000000.0,13332668000000.0,13737722000000.0,14078065000000.0
2036.0,14016297000000.0,14104485000000.0,14282823000000.0,14082239000000.0,13185516000000.0,14113929000000.0,13840543000000.0,13799622000000.0,13276536000000.0,13672576000000.0,14054981000000.0
2037.0,13980904000000.0,14016332000000.0,14258627000000.0,14041314000000.0,13059337000000.0,14066712000000.0,13763832000000.0,13725942000000.0,13181479000000.0,13594137000000.0,13980814000000.0
2038.0,13945238000000.0,13946161000000.0,14223704000000.0,13998221000000.0,12925289000000.0,13994322000000.0,13675373000000.0,13596180000000.0,13052474000000.0,13510052000000.0,13927246000000.0
2039.0,13911312000000.0,13901936000000.0,14187725000000.0,13965553000000.0,12761057000000.0,13905377000000.0,13582308000000.0,13564660000000.0,12942793000000.0,13444884000000.0,13915287000000.0
2040.0,13853910000000.0,13856102000000.0,14182515000000.0,13909548000000.0,12666502000000.0,13823432000000.0,13529372000000.0,13499522000000.0,12845172000000.0,13354549000000.0,13867513000000.0
2041.0,13837266000000.0,13736014000000.0,14154108000000.0,13821440000000.0,12513946000000.0,13764758000000.0,13502522000000.0,13444696000000.0,12736922000000.0,13268343000000.0,13808275000000.0
2042.0,13762292000000.0,13658857000000.0,14119281000000.0,13763399000000.0,12376303000000.0,13725129000000.0,13385781000000.0,13374045000000.0,12640181000000.0,13181337000000.0,13739922000000.0
2043.0,13760203000000.0,13657050000000.0,14043691000000.0,13799018000000.0,12206704000000.0,13666508000000.0,13294544000000.0,13272838000000.0,12495303000000.0,13090423000000.0,13676092000000.0
2044.0,13723211000000.0,13601757000000.0,14018867000000.0,13739963000000.0,12055271000000.0,13654400000000.0,13249722000000.0,13159045000000.0,12370013000000.0,13024583000000.0,13591867000000.0
2045.0,13680027000000.0,13506313000000.0,14030927000000.0,13739237000000.0,11880919000000.0,13576854000000.0,13147126000000.0,13067673000000.0,12288130000000.0,12955687000000.0,13530698000000.0
2046.0,13648035000000.0,13453582000000.0,13979840000000.0,13684197000000.0,11722447000000.0,13422452000000.0,13090975000000.0,12948488000000.0,12162677000000.0,12867959000000.0,13463815000000.0
2047.0,13579100000000.0,13474687000000.0,13892608000000.0,13618221000000.0,11563723000000.0,13347482000000.0,12993120000000.0,12808171000000.0,12027288000000.0,12803504000000.0,13360442000000.0
2048.0,13457800000000.0,13400477000000.0,13863236000000.0,13559769000000.0,11408370000000.0,13240002000000.0,12880326000000.0,12728888000000.0,11895364000000.0,12694483000000.0,13238750000000.0
2049.0,13409167000000.0,13351860000000.0,13771561000000.0,13508532000000.0,11284063000000.0,13164993000000.0,12802639000000.0,12615048000000.0,11758639000000.0,12602072000000.0,13095434000000.0
2050.0,13424281000000.0,13267608000000.0,13732898000000.0,13428003000000.0,11172546000000.0,13069526000000.0,12712463000000.0,12490718000000.0,11645627000000.0,12517439000000.0,13008176000000.0
2051.0,13350293000000.0,13187976000000.0,13666093000000.0,13369520000000.0,11025991000000.0,12978347000000.0,12628538000000.0,12370112000000.0,11529871000000.0,12425254000000.0,12940649000000.0
2052.0,13317527000000.0,13123539000000.0,13626370000000.0,13298868000000.0,10898178000000.0,12943670000000.0,12492170000000.0,12305929000000.0,11416609000000.0,12297907000000.0,12912475000000.0
2053.0,13245877000000.0,13063314000000.0,13571298000000.0,13240495000000.0,10746643000000.0,12923366000000.0,12380272000000.0,12235434000000.0,11314136000000.0,12192806000000.0,12810168000000.0
2054.0,13182696000000.0,12968024000000.0,13550847000000.0,13205290000000.0,10591680000000.0,12835405000000.0,12277924000000.0,12120055000000.0,11184906000000.0,12114994000000.0,12780335000000.0
2055.0,13112368000000.0,12899639000000.0,13503275000000.0,13150589000000.0,10424483000000.0,12796573000000.0,12186861000000.0,12051601000000.0,11052112000000.0,12036255000000.0,12704284000000.0
2056.0,13017266000000.0,12787890000000.0,13453495000000.0,13110179000000.0,10242508000000.0,12665932000000.0,12142157000000.0,11976246000000.0,10919863000000.0,11915702000000.0,12647583000000.0
2057.0,12899837000000.0,12686907000000.0,13386239000000.0,13083482000000.0,10056305000000.0,12620619000000.0,12082174000000.0,11873040000000.0,10829483000000.0,11839206000000.0,12593740000000.0
2058.0,12871707000000.0,12624539000000.0,13340394000000.0,12987303000000.0,9948698000000.0,12522932000000.0,12018147000000.0,11757919000000.0,10690804000000.0,11736950000000.0,12523805000000.0
2059.0,12828150000000.0,12580017000000.0,13282135000000.0,12856509000000.0,9841845000000.0,12450219000000.0,11917819000000.0,11608416000000.0,10545007000000.0,11660596000000.0,12460411000000.0
2060.0,12798707000000.0,12540193000000.0,13241696000000.0,12796030000000.0,9698019000000.0,12343169000000.0,11812468000000.0,11546247000000.0,10437444000000.0,11562900000000.0,12400348000000.0
2061.0,12740737000000.0,12496768000000.0,13139925000000.0,12763553000000.0,9587701000000.0,12256013000000.0,11709474000000.0,11422719000000.0,10320694000000.0,11434838000000.0,12309764000000.0
2062.0,12695550000000.0,12468230000000.0,13082914000000.0,12770957000000.0,9463765000000.0,12150192000000.0,11618000000000.0,11290079000000.0,10181285000000.0,11330143000000.0,12298107000000.0
2063.0,12630341000000.0,12388242000000.0,13047441000000.0,12792739000000.0,9353628000000.0,12074951000000.0,11529052000000.0,11222297000000.0,10049320000000.0,11259211000000.0,12234635000000.0
2064.0,12575624000000.0,12319620000000.0,13000437000000.0,12821252000000.0,9169651000000.0,12007113000000.0,11432381000000.0,11088501000000.0,9917883000000.0,11163718000000.0,12161898000000.0
2065.0,12527069000000.0,12279249000000.0,12931901000000.0,12830695000000.0,9014681000000.0,11917155000000.0,11305138000000.0,11018068000000.0,9799927000000.0,11084331000000.0,12054903000000.0
2066.0,12425819000000.0,12224346000000.0,12897928000000.0,12871679000000.0,8855539000000.0,11788838000000.0,11216391000000.0,10917003000000.0,9665226000000.0,11015919000000.0,11989266000000.0
2067.0,12412752000000.0,12209715000000.0,12895491000000.0,12822067000000.0,8720302500000.0,11636518000000.0,11102068000000.0,10808120000000.0,9542896000000.0,10937096000000.0,11916725000000.0
2068.0,12358180000000.0,12185863000000.0,12865167000000.0,12757047000000.0,8584816500000.0,11548543000000.0,11010193000000.0,10722975000000.0,9452371000000.0,10821604000000.0,11825194000000.0
2069.0,12298374000000.0,12132872000000.0,12813517000000.0,12663797000000.0,8443471000000.0,11477358000000.0,10918157000000.0,10629356000000.0,9361713000000.0,10712822000000.0,11771648000000.0
2070.0,12256386000000.0,12057105000000.0,12729306000000.0,12574912000000.0,8322834000000.0,11417916000000.0,10853410000000.0,10490559000000.0,9258248000000.0,10642233000000.0,11717983000000.0
2071.0,12212275000000.0,12012630000000.0,12647829000000.0,12490174000000.0,8201717700000.0,11305932000000.0,10761057000000.0,10402069000000.0,9156905000000.0,10544228000000.0,11643259000000.0
2072.0,12171489000000.0,11991114000000.0,12571753000000.0,12413933000000.0,8076512500000.0,11204386000000.0,10680787000000.0,10337855000000.0,9032699000000.0,10466696000000.0,11581633000000.0
2073.0,12166634000000.0,11970913000000.0,12531799000000.0,12350189000000.0,7977183000000.0,11097749000000.0,10616477000000.0,10230548000000.0,8894259000000.0,10372474000000.0,11477651000000.0
2074.0,12130909000000.0,11964158000000.0,12497106000000.0,12307593000000.0,7860046000000.0,11071465000000.0,10559625000000.0,10125046000000.0,8793055300000.0,10263782000000.0,11394681000000.0
2075.0,12095865000000.0,11916947000000.0,12431709000000.0,12222564000000.0,7758171000000.0,10963208000000.0,10493492000000.0,10026794000000.0,8670208300000.0,10152041000000.0,11303499000000.0
2076.0,12001310000000.0,11882574000000.0,12391505000000.0,12170463000000.0,7638999000000.0,10899717000000.0,10439623000000.0,9940196000000.0,8551672000000.0,10064730000000.0,11236196000000.0
2077.0,11926146000000.0,11816228000000.0,12334135000000.0,12097063000000.0,7536531000000.0,10792497000000.0,10366007000000.0,9869058000000.0,8423582000000.0,9970800000000.0,11203197000000.0
2078.0,11841579000000.0,11800729000000.0,12314659000000.0,12065534000000.0,7409007300000.0,10754291000000.0,10287471000000.0,9784955000000.0,8326647600000.0,9865474000000.0,11139451000000.0
2079.0,11775040000000.0,11799771000000.0,12270932000000.0,11980257000000.0,7301023400000.0,10736890000000.0,10223194000000.0,9667083000000.0,8208774600000.0,9744033000000.0,11031771000000.0
2080.0,11703310000000.0,11776292000000.0,12275557000000.0,11856279000000.0,7148947000000.0,10683734000000.0,10136776000000.0,9597299000000.0,8101133000000.0,9644653000000.0,10992817000000.0
2081.0,11680028000000.0,11746480000000.0,12265998000000.0,11783312000000.0,6990552000000.0,10563058000000.0,10031405000000.0,9509719000000.0,8026711000000.0,9547322000000.0,10902597000000.0
2082.0,11645147000000.0,11719472000000.0,12280408000000.0,11747834000000.0,6861124000000.0,10513022000000.0,9881041000000.0,9408470000000.0,7925262000000.0,9488921000000.0,10840181000000.0
2083.0,11598743000000.0,11643506000000.0,12219939000000.0,11771960000000.0,6743326700000.0,10487837000000.0,9827495000000.0,9294995000000.0,7832348400000.0,9383370000000.0,10801388000000.0
2084.0,11520712000000.0,11603586000000.0,12153795000000.0,11647662000000.0,6635113000000.0,10415254000000.0,9775214000000.0,9193624000000.0,7735602600000.0,9274689000000.0,10749651000000.0
2085.0,11455658000000.0,11580730000000.0,12064610000000.0,11529691000000.0,6534885000000.0,10313263000000.0,9731412000000.0,9097547000000.0,7652991600000.0,9192631000000.0,10695948000000.0
2086.0,11404416000000.0,11525283000000.0,11983659000000.0,11495030000000.0,6461706500000.0,10217790000000.0,9654336000000.0,9022555000000.0,7569510000000.0,9109266000000.0,10639830000000.0
2087.0,11328028000000.0,11524025000000.0,11925041000000.0,11481005000000.0,6366309600000.0,10136858000000.0,9583481000000.0,8926537000000.0,7454793000000.0,9070562000000.0,10603914000000.0
2088.0,11257830000000.0,11453022000000.0,11841623000000.0,11439031000000.0,6251722000000.0,10015660000000.0,9486270000000.0,8846084000000.0,7350801000000.0,8988602000000.0,10514958000000.0
2089.0,11198408000000.0,11421461000000.0,11829838000000.0,11358105000000.0,6130074000000.0,9937293000000.0,9345999000000.0,8766212300000.0,7250522400000.0,8930426000000.0,10465172000000.0
2090.0,11143471000000.0,11353221000000.0,11766295000000.0,11338245000000.0,6012717000000.0,9825176000000.0,9260339000000.0,8669063000000.0,7161830700000.0,8856670000000.0,10393680000000.0
2091.0,11112374000000.0,11310314000000.0,11673447000000.0,11300199000000.0,5896055000000.0,9713170000000.0,9157373000000.0,8574985000000.0,7065558300000.0,8791811000000.0,10313347000000.0
2092.0,11044396000000.0,11273320000000.0,11606378000000.0,11274291000000.0,5792466000000.0,9586080000000.0,9049459000000.0,8476332400000.0,7005279000000.0,8700583000000.0,10235774000000.0
2093.0,10984664000000.0,11232933000000.0,11533299000000.0,11271832000000.0,5688535000000.0,9534501000000.0,9028503000000.0,8361898700000.0,6910518000000.0,8641870600000.0,10210624000000.0
2094.0,10904082000000.0,11177387000000.0,11465408000000.0,11211856000000.0,5582935300000.0,9439975000000.0,8952758000000.0,8312840000000.0,6816467500000.0,8567102000000.0,10129184000000.0
2095.0,10858420000000.0,11137139000000.0,11439781000000.0,11137018000000.0,5530918600000.0,9380776000000.0,8903283000000.0,8235346600000.0,6715843500000.0,8494247300000.0,10057750000000.0
2096.0,10803873000000.0,11041459000000.0,11402624000000.0,11096667000000.0,5442998600000.0,9326654000000.0,8806273000000.0,8140333000000.0,6651011000000.0,8433600300000.0,10015468000000.0
2097.0,10813344000000.0,10977474000000.0,11389659000000.0,11095732000000.0,5357839000000.0,9270317000000.0,8741917000000.0,8068179400000.0,6561276000000.0,8359943000000.0,9939505000000.0
2098.0,10805595000000.0,10926355000000.0,11349866000000.0,11073727000000.0,5261334000000.0,9196814000000.0,8683069600000.0,7997814000000.0,6474253000000.0,8287064400000.0,9846015000000.0
2099.0,10745740000000.0,10878762000000.0,11285590000000.0,11027422000000.0,5122950700000.0,9180841000000.0,8576696000000.0,7893384000000.0,6397468000000.0,8236331700000.0,9834199000000.0
2100.0,10705716000000.0,10903054000000.0,11311841000000.0,11009060000000.0,5031227600000.0,9187816000000.0,8462237000000.0,7867216700000.0,6295698500000.0,8180239000000.0,9734583000000.0
