time,GISS-E2-R,CSIRO-MK3-6-0,CNRM-CM5,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G,MPI-ESM-LR
2041.0,13180459000000.0,13545512000000.0,13513989000000.0,13988122000000.0,12409512000000.0,13026518000000.0,13182155000000.0,13050753000000.0,13484307000000.0,13206266000000.0
2042.0,13062757000000.0,13488616000000.0,13444275000000.0,13981145000000.0,12279061000000.0,12939590000000.0,13135109000000.0,12945256000000.0,13429169000000.0,13092408000000.0
2043.0,12978755000000.0,13419312000000.0,13362467000000.0,13910132000000.0,12138862000000.0,12842407000000.0,13026085000000.0,12810229000000.0,13355438000000.0,13011027000000.0
2044.0,12860163000000.0,13364423000000.0,13297358000000.0,13835933000000.0,12019738000000.0,12749223000000.0,12945586000000.0,12686093000000.0,13294418000000.0,12833265000000.0
2045.0,12758065000000.0,13225265000000.0,13193465000000.0,13734660000000.0,11899459000000.0,12645659000000.0,12826443000000.0,12621544000000.0,13195874000000.0,12713850000000.0
2046.0,12677424000000.0,13151541000000.0,13114466000000.0,13669067000000.0,11746886000000.0,12503669000000.0,12759982000000.0,12479054000000.0,13119027000000.0,12604513000000.0
2047.0,12561572000000.0,13113407000000.0,13043987000000.0,13587737000000.0,11610889000000.0,12397091000000.0,12680950000000.0,12312334000000.0,13042342000000.0,12475416000000.0
2048.0,12491931000000.0,13012914000000.0,12937088000000.0,13450292000000.0,11433800000000.0,12270174000000.0,12612062000000.0,12250150000000.0,12952941000000.0,12351858000000.0
2049.0,12380622000000.0,12948624000000.0,12886159000000.0,13358405000000.0,11284790000000.0,12109549000000.0,12525500000000.0,12115391000000.0,12899187000000.0,12256421000000.0
2050.0,12288793000000.0,12891627000000.0,12846484000000.0,13308767000000.0,11101851000000.0,12006696000000.0,12444267000000.0,11977803000000.0,12810947000000.0,12166919000000.0
2051.0,12195264000000.0,12821699000000.0,12841134000000.0,13273352000000.0,10961330000000.0,11940532000000.0,12339888000000.0,11867884000000.0,12756201000000.0,12012090000000.0
2052.0,12135821000000.0,12792896000000.0,12832955000000.0,13154666000000.0,10804872000000.0,11874937000000.0,12220598000000.0,11743656000000.0,12642230000000.0,11895453000000.0
2053.0,12046303000000.0,12707446000000.0,12718181000000.0,13078067000000.0,10642665000000.0,11760625000000.0,12045224000000.0,11618527000000.0,12617779000000.0,11782748000000.0
2054.0,11974647000000.0,12608435000000.0,12590024000000.0,12992784000000.0,10499444000000.0,11656172000000.0,11914127000000.0,11494247000000.0,12553671000000.0,11662231000000.0
2055.0,11914718000000.0,12582340000000.0,12520339000000.0,12939352000000.0,10361186000000.0,11560094000000.0,11833599000000.0,11323040000000.0,12447132000000.0,11557758000000.0
2056.0,11818752000000.0,12529501000000.0,12416846000000.0,12879719000000.0,10227947000000.0,11431334000000.0,11722637000000.0,11164889000000.0,12395663000000.0,11436879000000.0
2057.0,11748802000000.0,12469857000000.0,12342653000000.0,12777301000000.0,10063644000000.0,11278793000000.0,11581580000000.0,11119923000000.0,12310496000000.0,11280555000000.0
2058.0,11670997000000.0,12388102000000.0,12206082000000.0,12719306000000.0,9902301000000.0,11161344000000.0,11470833000000.0,11016667000000.0,12213144000000.0,11162871000000.0
2059.0,11619778000000.0,12304787000000.0,12107316000000.0,12599872000000.0,9737458000000.0,11053439000000.0,11358808000000.0,10823580000000.0,12114499000000.0,11040259000000.0
2060.0,11529964000000.0,12233665000000.0,11994379000000.0,12493824000000.0,9577016000000.0,10933048000000.0,11227210000000.0,10685650000000.0,12016949000000.0,10934700000000.0
2061.0,11429245000000.0,12184571000000.0,11905220000000.0,12381281000000.0,9426694000000.0,10797030000000.0,11111520000000.0,10552960000000.0,11982261000000.0,10808379000000.0
2062.0,11409024000000.0,12124426000000.0,11782578000000.0,12233199000000.0,9288916000000.0,10649477000000.0,10998914000000.0,10415578000000.0,11877817000000.0,10652018000000.0
2063.0,11337693000000.0,12073068000000.0,11688143000000.0,12121773000000.0,9131845000000.0,10494206000000.0,10907457000000.0,10257353000000.0,11802659000000.0,10518459000000.0
2064.0,11268354000000.0,12047934000000.0,11534642000000.0,12012777000000.0,8962556000000.0,10344628000000.0,10750781000000.0,10139511000000.0,11683198000000.0,10398327000000.0
2065.0,11164392000000.0,12002373000000.0,11390895000000.0,11891810000000.0,8803852000000.0,10252780000000.0,10597888000000.0,10001057000000.0,11613753000000.0,10250740000000.0
2066.0,11066652000000.0,11950463000000.0,11252398000000.0,11783706000000.0,8633953000000.0,10076501000000.0,10512105000000.0,9900215000000.0,11533746000000.0,10115900000000.0
2067.0,11001593000000.0,11859201000000.0,11115768000000.0,11671509000000.0,8452041600000.0,9976310000000.0,10376402000000.0,9808172000000.0,11398290000000.0,9996768000000.0
2068.0,10957506000000.0,11789690000000.0,10971026000000.0,11506309000000.0,8290202300000.0,9849502000000.0,10231979000000.0,9664771000000.0,11350505000000.0,9875777000000.0
2069.0,10881370000000.0,11697981000000.0,10886397000000.0,11356677000000.0,8135005000000.0,9679470000000.0,10061097000000.0,9520342000000.0,11296715000000.0,9762723000000.0
2070.0,10798505000000.0,11653731000000.0,10765780000000.0,11248494000000.0,7970515600000.0,9552333000000.0,9924083000000.0,9390039000000.0,11212148000000.0,9662682000000.0
2071.0,10716724000000.0,11543473000000.0,10705274000000.0,11100245000000.0,7815764000000.0,9458890000000.0,9773483000000.0,9310821000000.0,11167441000000.0,9515542000000.0
2072.0,10726510000000.0,11476650000000.0,10620514000000.0,10972891000000.0,7655526500000.0,9341200000000.0,9623090000000.0,9168373000000.0,11088310000000.0,9375675000000.0
2073.0,10699903000000.0,11378589000000.0,10513490000000.0,10806023000000.0,7526826400000.0,9172323000000.0,9482259000000.0,9032653000000.0,10957213000000.0,9248467000000.0
2074.0,10629079000000.0,11271629000000.0,10376807000000.0,10681356000000.0,7390471700000.0,9059824000000.0,9328321000000.0,8911433000000.0,10873842000000.0,9077041000000.0
2075.0,10578567000000.0,11186780000000.0,10197074000000.0,10621834000000.0,7252092000000.0,8925590000000.0,9203990000000.0,8808599000000.0,10731517000000.0,8926178000000.0
2076.0,10537877000000.0,11119304000000.0,10052860000000.0,10459205000000.0,7107134400000.0,8831616000000.0,9055288000000.0,8645517000000.0,10628908000000.0,8775738000000.0
2077.0,10409686000000.0,11047710000000.0,9942805000000.0,10353203000000.0,6975224000000.0,8711914400000.0,8918280000000.0,8493353400000.0,10524820000000.0,8645247500000.0
2078.0,10293764000000.0,10991366000000.0,9880088000000.0,10223047000000.0,6816369500000.0,8559960000000.0,8790958700000.0,8372145400000.0,10411953000000.0,8495659000000.0
2079.0,10227607000000.0,10861868000000.0,9808314000000.0,10073194000000.0,6661283500000.0,8409132300000.0,8655883000000.0,8296719000000.0,10294723000000.0,8366503500000.0
2080.0,10115888000000.0,10699721000000.0,9670454000000.0,9920215000000.0,6515630000000.0,8241635400000.0,8472546500000.0,8189635500000.0,10164026000000.0,8252045000000.0
2081.0,10053353000000.0,10595668000000.0,9511733000000.0,9792091000000.0,6383119400000.0,8087729000000.0,8342875400000.0,8065459400000.0,10045934000000.0,8097622000000.0
2082.0,9963160000000.0,10444540000000.0,9351603000000.0,9653456000000.0,6253324500000.0,7945386500000.0,8189083000000.0,7948574700000.0,9915044000000.0,7953841700000.0
2083.0,9892020000000.0,10335636000000.0,9165457000000.0,9521180000000.0,6132177300000.0,7830423700000.0,8049013000000.0,7846879600000.0,9823799000000.0,7854454000000.0
2084.0,9805898000000.0,10194206000000.0,9074443000000.0,9429682000000.0,5977611000000.0,7672821000000.0,7887332000000.0,7719814700000.0,9727227000000.0,7720473000000.0
2085.0,9747623000000.0,10055725000000.0,8894104000000.0,9333480000000.0,5818822400000.0,7524688000000.0,7744832700000.0,7576602000000.0,9637682000000.0,7566868000000.0
2086.0,9668342000000.0,10007172000000.0,8830452000000.0,9232906000000.0,5683881000000.0,7387252500000.0,7588840000000.0,7428967000000.0,9513490000000.0,7434885700000.0
2087.0,9597888000000.0,9936291000000.0,8648181000000.0,9082197000000.0,5552754700000.0,7280726600000.0,7457485000000.0,7302603600000.0,9430031000000.0,7315214000000.0
2088.0,9525025000000.0,9862794000000.0,8487059300000.0,8936721000000.0,5413751000000.0,7182460400000.0,7279346000000.0,7155975000000.0,9307458000000.0,7168810500000.0
2089.0,9445281000000.0,9759389000000.0,8282045400000.0,8812313000000.0,5270993400000.0,7063034000000.0,7105244000000.0,7011157700000.0,9164526000000.0,7031954600000.0
2090.0,9365993000000.0,9612565000000.0,8074997000000.0,8702895000000.0,5129778000000.0,6931950300000.0,6958993000000.0,6860404400000.0,9082956000000.0,6888007700000.0
2091.0,9275296000000.0,9483332000000.0,7920196500000.0,8552103500000.0,5008567300000.0,6814651000000.0,6804697000000.0,6741829000000.0,8948678000000.0,6769405000000.0
2092.0,9202210000000.0,9334511000000.0,7777032300000.0,8443352600000.0,4881333600000.0,6704253600000.0,6671728400000.0,6626971500000.0,8810339000000.0,6635699000000.0
2093.0,9097164000000.0,9221318000000.0,7702473300000.0,8341432600000.0,4759127300000.0,6554741000000.0,6559652000000.0,6464604700000.0,8652880600000.0,6523757500000.0
2094.0,8985629000000.0,9074477000000.0,7481605000000.0,8211644000000.0,4646609400000.0,6427370000000.0,6443437000000.0,6328295000000.0,8566620000000.0,6395894000000.0
2095.0,8896306000000.0,8963997000000.0,7341797300000.0,8068095500000.0,4517396500000.0,6316366000000.0,6330017000000.0,6187034000000.0,8452446400000.0,6294514000000.0
2096.0,8789085400000.0,8843540000000.0,7218501000000.0,7922741000000.0,4389105600000.0,6184330300000.0,6198456000000.0,6089878000000.0,8371796000000.0,6171170000000.0
2097.0,8712559000000.0,8715637400000.0,7078077000000.0,7804103000000.0,4259208000000.0,6074774600000.0,6053348000000.0,6011602600000.0,8276295000000.0,6059839700000.0
2098.0,8655547000000.0,8597600700000.0,6916233000000.0,7696751300000.0,4133939000000.0,5947777400000.0,5928098700000.0,5893483700000.0,8206146000000.0,5933531000000.0
2099.0,8571749700000.0,8509674000000.0,6772263000000.0,7568084700000.0,4014242300000.0,5804404000000.0,5837236000000.0,5756717000000.0,8124636000000.0,5831694000000.0
2100.0,8450394300000.0,8372247000000.0,6685792400000.0,7459973000000.0,3886917600000.0,5711226000000.0,5715510000000.0,5684363500000.0,8029887500000.0,5706924000000.0
