time,EC-EARTH3,NORESM2-MM,CESM2,INM-CM5-0,INM-CM4-8,CANESM5,IPSL-CM6A-LR,ACCESS-CM2,MPI-ESM1-2-HR,CESM2-WACCM,CAMS-CSM1-0,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,ACCESS-ESM1-5,FGOALS-F3-L,GFDL-ESM4
2010.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0,2254141000.0
2011.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0,2234708500.0
2012.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0,2235934200.0
2013.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0,2219536000.0
2014.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0,2215232000.0
2015.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0,2201708500.0
2016.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0,2175007200.0
2017.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0,2147995400.0
2018.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0,2126940700.0
2019.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0,2118556700.0
2020.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0,2088165500.0
2021.0,2061757400.0,2046330200.0,2040012200.0,2050053400.0,2057742200.0,2063351800.0,2057722100.0,2058229000.0,2062606500.0,2061301800.0,2052116000.0,2052285700.0,2051166600.0,2045318700.0,2039765800.0,2032265600.0,2044626700.0
2022.0,2026112300.0,2003829100.0,2000479600.0,2007435300.0,2025736400.0,2033947300.0,2017614800.0,2021505300.0,2045775200.0,2014042000.0,2012291500.0,2030930000.0,2010680800.0,2005987300.0,1982551300.0,1999939000.0,1987964400.0
2023.0,2006418000.0,1964224000.0,1949833300.0,1971743200.0,1993373600.0,2009600900.0,1986496000.0,1972727700.0,2008518500.0,1955385000.0,1992134800.0,2010728000.0,1969987500.0,1961719800.0,1946995200.0,1965976000.0,1952954200.0
2024.0,1967219300.0,1926329500.0,1904671500.0,1945036000.0,1974279400.0,1970335700.0,1952426000.0,1931408100.0,1971400300.0,1918518800.0,1947952500.0,1984583300.0,1935070500.0,1942559600.0,1909513700.0,1904290000.0,1931055100.0
2025.0,1930447600.0,1881842800.0,1872729200.0,1908725000.0,1957209000.0,1936320900.0,1910961900.0,1866336400.0,1930784900.0,1869160100.0,1914401900.0,1945183900.0,1907906000.0,1901605900.0,1865082500.0,1871171600.0,1910753000.0
2026.0,1903536100.0,1826785700.0,1819932700.0,1885452800.0,1931607400.0,1911113500.0,1871212700.0,1794266400.0,1897449300.0,1803416000.0,1921447800.0,1910527200.0,1872585300.0,1854750600.0,1810116700.0,1835613300.0,1876337000.0
2027.0,1873205200.0,1773628300.0,1749884400.0,1874690000.0,1908687500.0,1881374800.0,1844810800.0,1749015800.0,1914447400.0,1756677500.0,1873328300.0,1874732500.0,1812870100.0,1810601700.0,1766499300.0,1773354100.0,1841752000.0
2028.0,1847307100.0,1734874000.0,1719169700.0,1846651900.0,1889930600.0,1851506800.0,1819427000.0,1675747300.0,1872317800.0,1708781700.0,1860242600.0,1848598300.0,1748104300.0,1784878100.0,1724270300.0,1736143500.0,1823427600.0
2029.0,1797352600.0,1666853900.0,1678058900.0,1807509200.0,1870567000.0,1812722000.0,1778654700.0,1587057500.0,1829435300.0,1645198000.0,1827311000.0,1807996900.0,1734031100.0,1743191900.0,1679753600.0,1699596500.0,1805642900.0
2030.0,1762739800.0,1612654100.0,1610735900.0,1778180900.0,1850935300.0,1776475100.0,1740567300.0,1496684800.0,1779636900.0,1583447600.0,1810323100.0,1752361900.0,1700372900.0,1691597800.0,1638372900.0,1651288400.0,1771849700.0
2031.0,1746736600.0,1571530100.0,1554785500.0,1762446700.0,1830920400.0,1734788100.0,1699491500.0,1416889700.0,1758225900.0,1512129900.0,1821672400.0,1711701800.0,1644905000.0,1665465100.0,1591205600.0,1604802600.0,1739770000.0
2032.0,1721991400.0,1496860000.0,1507607600.0,1742495900.0,1807405200.0,1678734000.0,1656497500.0,1348202400.0,1749023900.0,1493882400.0,1798014500.0,1653769500.0,1603485000.0,1622362000.0,1545016300.0,1567013100.0,1714450200.0
2033.0,1678388200.0,1424665900.0,1428429700.0,1731049100.0,1787923000.0,1617897000.0,1614173000.0,1299557900.0,1715982000.0,1455846300.0,1778045400.0,1597648400.0,1559712900.0,1589604000.0,1494769000.0,1519552100.0,1696567800.0
2034.0,1621193000.0,1389597600.0,1363007900.0,1719100500.0,1769542100.0,1556952800.0,1553451000.0,1249352800.0,1682308600.0,1414635500.0,1760025000.0,1540905500.0,1491008400.0,1551125100.0,1457262300.0,1471552300.0,1662655500.0
2035.0,1601331200.0,1364974000.0,1335948000.0,1696124700.0,1743232900.0,1488488700.0,1509046300.0,1216807300.0,1649610100.0,1362561400.0,1745510000.0,1466385000.0,1450184700.0,1517030700.0,1413283500.0,1448019800.0,1628940200.0
2036.0,1569730700.0,1336503900.0,1290724500.0,1666841700.0,1717657700.0,1408177000.0,1460526600.0,1170600800.0,1622236800.0,1322399900.0,1749580700.0,1429487900.0,1410776700.0,1475866600.0,1355042800.0,1406731900.0,1614110600.0
2037.0,1522010600.0,1347238300.0,1227796200.0,1645846000.0,1696084600.0,1357774300.0,1420233300.0,1132160600.0,1622892200.0,1275013800.0,1731348400.0,1387229200.0,1343761400.0,1436200400.0,1302871300.0,1362237800.0,1579061200.0
2038.0,1464371600.0,1298090500.0,1176123900.0,1640390400.0,1666212900.0,1310190500.0,1351664300.0,1090499300.0,1607786500.0,1243400400.0,1714664800.0,1342879900.0,1317788500.0,1403647700.0,1252026800.0,1347407100.0,1542880100.0
2039.0,1442642000.0,1262950000.0,1111683100.0,1614471600.0,1632600200.0,1259311600.0,1285357700.0,1053069760.0,1592968600.0,1194147200.0,1696434600.0,1307457200.0,1276268300.0,1376786600.0,1193270000.0,1305579000.0,1513661700.0
2040.0,1401333400.0,1254524500.0,1084436200.0,1590619400.0,1596198400.0,1208146600.0,1237896200.0,1026898050.0,1566430700.0,1139968500.0,1683665500.0,1263259900.0,1240240600.0,1382419500.0,1122653800.0,1257888400.0,1490616800.0
2041.0,1318487900.0,1240510300.0,1043944060.0,1560448600.0,1573531400.0,1165878800.0,1204100700.0,992549400.0,1529693400.0,1090897900.0,1666017800.0,1217770900.0,1205646300.0,1359183500.0,1092736300.0,1234589200.0,1472797400.0
2042.0,1308806800.0,1208704300.0,1000226300.0,1543957600.0,1562713600.0,1125551400.0,1167039100.0,971212160.0,1499606800.0,1017121700.0,1656736300.0,1193838600.0,1167839000.0,1334760800.0,1055543600.0,1198514300.0,1439796700.0
2043.0,1280917400.0,1193970000.0,968220000.0,1528531700.0,1546116600.0,1086013000.0,1126538900.0,946216260.0,1489325700.0,971484540.0,1652332800.0,1163573900.0,1120610200.0,1306908300.0,1016089800.0,1151846300.0,1403804700.0
2044.0,1233736400.0,1167313400.0,938588740.0,1528132400.0,1526744700.0,1054472450.0,1110796000.0,913297200.0,1471357200.0,921684000.0,1627205800.0,1133584100.0,1186134100.0,1294123100.0,964997570.0,1137226600.0,1372824200.0
2045.0,1167538800.0,1138930300.0,925995970.0,1515461800.0,1509097000.0,1029415900.0,1076679200.0,894483900.0,1451034400.0,874184450.0,1605086800.0,1095686100.0,1110336900.0,1276778400.0,936610400.0,1109002600.0,1355862800.0
2046.0,1128004900.0,1126398300.0,898958850.0,1483399200.0,1489552100.0,995583940.0,1051014100.0,870324800.0,1422832500.0,847133250.0,1574422100.0,1067835000.0,1070082400.0,1263226200.0,927000700.0,1070399550.0,1334749700.0
2047.0,1080920600.0,1107630700.0,869623040.0,1457297300.0,1470734300.0,953172540.0,1041796030.0,850720640.0,1386714100.0,817213060.0,1588129800.0,1051965600.0,1042088200.0,1247802800.0,898371000.0,1058213600.0,1306411300.0
2048.0,1039398300.0,1084522000.0,854480640.0,1433780500.0,1449492100.0,925262000.0,1014495500.0,825869800.0,1373969800.0,782727100.0,1528479400.0,1033062500.0,1023825900.0,1227786100.0,920459200.0,1038759740.0,1288356400.0
2049.0,1007712640.0,1064440300.0,825208450.0,1408673800.0,1433573100.0,908639940.0,990594600.0,796222140.0,1352645200.0,751547650.0,1488837600.0,1009273800.0,1019786050.0,1208304000.0,903282100.0,1013175800.0,1273495400.0
2050.0,980367400.0,1048636900.0,811374700.0,1395492200.0,1415410300.0,884846140.0,973325000.0,768863740.0,1322468000.0,727426940.0,1623095000.0,997612900.0,985475840.0,1188542800.0,880879200.0,1004869060.0,1241430900.0
2051.0,919361600.0,1023571900.0,788352500.0,1375724800.0,1398236900.0,863640900.0,964689500.0,753857100.0,1292301200.0,703696830.0,1543250300.0,980936900.0,955491500.0,1166416000.0,850313340.0,988240600.0,1222539500.0
2052.0,877211200.0,1000436000.0,762384640.0,1341955100.0,1378683300.0,870093400.0,940444860.0,733651460.0,1274359600.0,693801100.0,1463241200.0,961455200.0,999743040.0,1154412900.0,833226050.0,975487360.0,1199663100.0
2053.0,873096200.0,995225900.0,744427650.0,1319072500.0,1374015700.0,849712500.0,930613400.0,708391500.0,1249720300.0,670611600.0,1454425900.0,957313100.0,947566400.0,1125816800.0,819981630.0,990097700.0,1183683700.0
2054.0,859354600.0,995046100.0,723456000.0,1322828000.0,1357044100.0,831561900.0,916291200.0,687620160.0,1215235200.0,660495100.0,1427460500.0,941350140.0,932702700.0,1097039600.0,807901300.0,965943230.0,1184279800.0
2055.0,829670660.0,984981760.0,717197630.0,1320378000.0,1334955500.0,815049500.0,906787140.0,666079040.0,1187954000.0,650349440.0,1419351200.0,934682300.0,922644030.0,1078018800.0,792204740.0,952565250.0,1171787400.0
2056.0,896746940.0,982986430.0,688114200.0,1298876300.0,1328149000.0,798226400.0,896451600.0,650087940.0,1166442500.0,624000500.0,1456823400.0,921251200.0,915593340.0,1057979900.0,814623600.0,954530560.0,1153620900.0
2057.0,861329400.0,986209900.0,677236160.0,1292754800.0,1311322400.0,780372400.0,878008200.0,630663700.0,1145070000.0,618996900.0,1410565500.0,907849860.0,899034940.0,1034857800.0,807720800.0,943217540.0,1133820700.0
2058.0,831474750.0,980616500.0,663306900.0,1279342000.0,1296726400.0,763917500.0,864019600.0,610134460.0,1133378300.0,612306800.0,1394936300.0,906452100.0,893526600.0,1012353200.0,785041860.0,933166100.0,1120020600.0
2059.0,882778940.0,962917700.0,644491650.0,1282870300.0,1284323500.0,752691140.0,848988000.0,587015000.0,1129342000.0,595110000.0,1388037900.0,895516160.0,898500350.0,993898940.0,769882100.0,940439040.0,1143115400.0
2060.0,833748000.0,954914370.0,631718800.0,1282559400.0,1276538400.0,740430200.0,830171800.0,573129660.0,1107922200.0,598054900.0,1375769600.0,895845800.0,862386900.0,991806100.0,759670400.0,919720500.0,1120632800.0
2061.0,811446100.0,956928200.0,614200600.0,1294104300.0,1266029200.0,730353400.0,826383360.0,559862000.0,1079261300.0,591941300.0,1360361700.0,893804300.0,846454800.0,977083500.0,753179140.0,913075650.0,1104021000.0
2062.0,952794430.0,943812400.0,609258400.0,1310698600.0,1261563300.0,719500000.0,817363800.0,544532600.0,1081957800.0,576620500.0,1349947300.0,888336400.0,915679940.0,993477570.0,742157060.0,954573800.0,1090087800.0
2063.0,927804700.0,936167700.0,599227700.0,1283895900.0,1242820400.0,705740400.0,803917630.0,534199170.0,1158543700.0,580709100.0,1341471500.0,907629300.0,879739840.0,965588540.0,733787970.0,908266900.0,1078864100.0
2064.0,848799200.0,945220030.0,589251460.0,1275093600.0,1232842600.0,692341400.0,794653300.0,521498600.0,1103462900.0,571748160.0,1321602300.0,905401860.0,862765000.0,963048600.0,726941200.0,899208300.0,1077206900.0
2065.0,820639400.0,920494200.0,583582900.0,1284603800.0,1232211000.0,678859900.0,783630340.0,511636450.0,1093329400.0,564158500.0,1324193400.0,893869000.0,834874240.0,963455200.0,717095300.0,915190850.0,1071540700.0
2066.0,854817700.0,915162800.0,575226400.0,1276790100.0,1227406200.0,674208500.0,774752800.0,506010850.0,1084696200.0,556827260.0,1310604900.0,880582300.0,816942200.0,962063500.0,788479600.0,894046700.0,1064854850.0
2067.0,816919550.0,910039000.0,574068700.0,1265550700.0,1214511500.0,663550340.0,765889600.0,503375740.0,1073759400.0,557721900.0,1293693400.0,869233400.0,813475100.0,953902660.0,718756100.0,884758340.0,1052934660.0
2068.0,800520640.0,891695800.0,570541400.0,1255655600.0,1210316400.0,657686000.0,761789600.0,491324770.0,1055273340.0,551325950.0,1278973600.0,857613250.0,818564740.0,945387400.0,708404200.0,897094850.0,1044465860.0
2069.0,816995460.0,887018900.0,565998900.0,1248566100.0,1206470300.0,653874300.0,757772350.0,482830800.0,1042930700.0,545182600.0,1265819600.0,842680450.0,798749900.0,938308500.0,709317400.0,881866500.0,1037795400.0
2070.0,803433900.0,878304100.0,561229440.0,1240113900.0,1205875600.0,648934100.0,757154300.0,478328000.0,1035749060.0,538665800.0,1256207900.0,829801100.0,810169100.0,928826600.0,696594400.0,869169660.0,1027206500.0
2071.0,784835500.0,866300800.0,557671900.0,1253845100.0,1277703600.0,638468800.0,746938240.0,476421800.0,1024560260.0,544054140.0,1252020200.0,820231550.0,837144200.0,921250600.0,689525200.0,872044740.0,1018185150.0
2072.0,783511040.0,860933570.0,554123260.0,1236743200.0,1248869000.0,631002500.0,740157100.0,469855400.0,1015485760.0,537156350.0,1240959400.0,812880640.0,792235500.0,912217150.0,685649600.0,863229250.0,1019545900.0
2073.0,816458300.0,854204350.0,549764100.0,1221774800.0,1241035800.0,631780400.0,751508100.0,475873380.0,1009533300.0,533484450.0,1242356500.0,806654340.0,780334100.0,907090700.0,684000960.0,852669500.0,1013461250.0
2074.0,792096600.0,847675900.0,545657860.0,1218431600.0,1230152800.0,625577600.0,743865100.0,474753760.0,994149250.0,543062140.0,1220077700.0,794399170.0,905429900.0,894695300.0,677404200.0,855449400.0,1015259900.0
2075.0,770229060.0,844362000.0,542028600.0,1213491500.0,1218911600.0,619680100.0,744016450.0,474159780.0,984574000.0,530231040.0,1203928300.0,783308800.0,838410430.0,886607940.0,667072800.0,845973760.0,1011116160.0
2076.0,765796900.0,837201150.0,537361500.0,1213753600.0,1216603400.0,615722240.0,745780540.0,492567420.0,979881700.0,527525400.0,1201366800.0,773159100.0,807993860.0,887359300.0,661985150.0,850377150.0,1018473100.0
2077.0,764809000.0,832173800.0,534263970.0,1221683200.0,1212939300.0,615076740.0,736391900.0,492858530.0,978979300.0,526034000.0,1185467300.0,776861600.0,784858940.0,875393000.0,657863900.0,847871740.0,1086031000.0
2078.0,776566000.0,844634100.0,532138460.0,1279220700.0,1257407100.0,619247100.0,730821600.0,495193760.0,971239200.0,521501440.0,1165797400.0,778288640.0,772023740.0,864910600.0,654851840.0,835282050.0,1029841200.0
2079.0,757556300.0,829406460.0,529144580.0,1276289900.0,1228449800.0,615528300.0,735909700.0,492664060.0,960319100.0,569007170.0,1152803100.0,768425600.0,837271740.0,868675650.0,646919400.0,829019500.0,1017624200.0
2080.0,749567170.0,819755300.0,539396100.0,1268670600.0,1207316000.0,618500300.0,728750200.0,485162430.0,956253100.0,534152350.0,1211994600.0,760253700.0,876452000.0,860863940.0,644212860.0,842801800.0,1032423900.0
2081.0,828871500.0,817340860.0,529860670.0,1257972100.0,1213157000.0,620074800.0,725454300.0,490222530.0,996199230.0,524353860.0,1177159200.0,754163500.0,813574200.0,850050400.0,638175040.0,838723900.0,1012982600.0
2082.0,783783500.0,809142500.0,527400000.0,1260920600.0,1211234700.0,624497540.0,722093760.0,486823400.0,984904200.0,554875600.0,1135524100.0,760872300.0,790863740.0,845548600.0,633744300.0,857845760.0,1006452860.0
2083.0,748760400.0,807795500.0,525280580.0,1255469400.0,1280263800.0,618169150.0,718710800.0,479715680.0,985740800.0,553718900.0,1125450000.0,772249600.0,775976600.0,837655000.0,628044860.0,854647800.0,994080200.0
2084.0,739078340.0,812083460.0,539787840.0,1270186400.0,1249145100.0,627873100.0,712650940.0,482060380.0,1053098200.0,535501400.0,1109412500.0,770867260.0,770147140.0,831773950.0,628538050.0,845722600.0,987123460.0
2085.0,991767300.0,822448830.0,540799550.0,1262550500.0,1244785800.0,616478460.0,706471360.0,475321150.0,1028860500.0,525915680.0,1101427800.0,761423000.0,763702460.0,831529300.0,623425300.0,882929000.0,1049518200.0
2086.0,878967550.0,815947140.0,579333300.0,1244537600.0,1238007800.0,605999300.0,704745200.0,476629730.0,1023902500.0,522379300.0,1086271900.0,756681860.0,755957300.0,831758900.0,617990850.0,899044160.0,1070259000.0
2087.0,854674200.0,803124540.0,555437300.0,1241069600.0,1231737300.0,595468400.0,715958500.0,474871140.0,1027269760.0,517469540.0,1080102000.0,755059260.0,786364600.0,829873400.0,608785540.0,871165500.0,991318500.0
2088.0,801701600.0,832841600.0,555883500.0,1239142500.0,1226666900.0,601704500.0,710047040.0,469733630.0,1027930600.0,511168100.0,1070647100.0,746156350.0,771171260.0,831001200.0,605931260.0,902084200.0,989125760.0
2089.0,790421760.0,854262140.0,555020800.0,1236389100.0,1221512100.0,645064450.0,700882240.0,467206800.0,1025748350.0,508202780.0,1060070300.0,741984400.0,742921600.0,834087740.0,635515800.0,882607000.0,993197060.0
2090.0,830379970.0,845864000.0,551262200.0,1229141500.0,1215994600.0,605126000.0,705076300.0,464740670.0,1026927300.0,499902240.0,1108609000.0,739346750.0,740589000.0,873935600.0,607184450.0,871589000.0,996053200.0
2091.0,796996800.0,838932030.0,556954200.0,1227839700.0,1214425500.0,592156800.0,715038660.0,460854700.0,1072068540.0,501932060.0,1068321300.0,737102000.0,742357600.0,903506200.0,607678850.0,937739100.0,999164200.0
2092.0,780957250.0,824540860.0,546887360.0,1220604900.0,1232033000.0,594166460.0,738714700.0,460650880.0,1122397000.0,488987200.0,1063304000.0,734073860.0,731424100.0,869100100.0,611758140.0,904337300.0,1014753100.0
2093.0,780990500.0,834034300.0,547755650.0,1229411500.0,1235598300.0,623075800.0,745220350.0,456387460.0,1136632200.0,484838240.0,1060695500.0,742591550.0,721636400.0,872477060.0,609134100.0,880082000.0,1017174660.0
2094.0,777003260.0,827734600.0,540244350.0,1261228300.0,1236309600.0,599694340.0,737124100.0,454780830.0,1132276100.0,498071600.0,1085996800.0,747258560.0,910049000.0,901546050.0,637792600.0,902950340.0,1012942900.0
2095.0,770294300.0,816542500.0,536416900.0,1223718000.0,1235813000.0,606107500.0,737381570.0,454902080.0,1103134700.0,489222370.0,1287101200.0,741862600.0,908509440.0,889395300.0,651592200.0,916364600.0,1109999700.0
2096.0,765497300.0,826039230.0,536952500.0,1217488800.0,1281650600.0,610625700.0,750602750.0,453482800.0,1087759700.0,516925980.0,1223063400.0,764558340.0,760552700.0,912934660.0,634663800.0,913722500.0,1073385660.0
2097.0,772786300.0,834230850.0,539291200.0,1290850700.0,1275836400.0,604071300.0,781954600.0,453921150.0,1085930500.0,502393180.0,1184618100.0,752053250.0,721307200.0,923975900.0,625990700.0,899142800.0,1089069800.0
2098.0,791515970.0,816747600.0,534287600.0,1258546800.0,1291035500.0,632234240.0,816663700.0,492174460.0,1206741400.0,498032160.0,1150111100.0,752890560.0,710526200.0,945312300.0,647660350.0,979335040.0,1059494460.0
2099.0,777750140.0,806447040.0,526969150.0,1266222200.0,1280063200.0,668057860.0,781321300.0,484053760.0,1136936100.0,502392670.0,1211915900.0,776565000.0,858666430.0,942030400.0,632635800.0,928291260.0,1062824300.0
2100.0,762232700.0,830125400.0,530562000.0,1325231400.0,1333302000.0,634011500.0,773521300.0,486476030.0,1173312400.0,493714270.0,1195102100.0,754655550.0,784541100.0,930838850.0,624803500.0,909561000.0,1056361860.0
