time,GISS-E2-R,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,NORESM1-M,GFDL-ESM2G,GFDL-CM3,CCSM4,MPI-ESM-LR,IPSL-CM5A-LR
2015.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0,29021032000.0
2016.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0,28899471000.0
2017.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0,28696269000.0
2018.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0,28584643000.0
2019.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0,28502360000.0
2020.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0,28475646000.0
2021.0,28281102000.0,28391990000.0,28321987000.0,28236171000.0,28305690000.0,28307167000.0,28281555000.0,28281276000.0,28308361000.0,28337097000.0
2022.0,28175032000.0,28224848000.0,28075061000.0,28190816000.0,28314348000.0,28156684000.0,28202880000.0,28219447000.0,28192332000.0,28258427000.0
2023.0,28043264000.0,28022153000.0,28067879000.0,28010295000.0,28186003000.0,28034073000.0,28182008000.0,28066939000.0,28037063000.0,28079237000.0
2024.0,27920091000.0,27817118000.0,27896010000.0,27870446000.0,28066458000.0,28144308000.0,27982445000.0,27964695000.0,27922590000.0,28005468000.0
2025.0,27861815000.0,27668060000.0,27786166000.0,27707853000.0,27942138000.0,27837866000.0,27840002000.0,27871099000.0,27983399000.0,27850789000.0
2026.0,27724134000.0,27506467000.0,27603400000.0,27521522000.0,27867503000.0,27776620000.0,27696873000.0,27712553000.0,27775998000.0,27757427000.0
2027.0,27523740000.0,27321698000.0,27402285000.0,27386524000.0,27847487000.0,27579628000.0,27576136000.0,27696718000.0,27720204000.0,27599313000.0
2028.0,27351601000.0,27153040000.0,27284380000.0,27188339000.0,27673383000.0,27489968000.0,27438195000.0,27489194000.0,27542663000.0,27388190000.0
2029.0,27139460000.0,26920581000.0,27251302000.0,27086055000.0,27459910000.0,27414292000.0,27442928000.0,27365444000.0,27438604000.0,27262865000.0
2030.0,27244876000.0,26766117000.0,27009294000.0,27010376000.0,27376198000.0,27299525000.0,27261723000.0,27237157000.0,27343661000.0,27058123000.0
2031.0,26963280000.0,26618755000.0,26795774000.0,26820192000.0,27241212000.0,27323662000.0,27068537000.0,27043283000.0,27236796000.0,26866580000.0
2032.0,26774977000.0,26326233000.0,26501558000.0,26747190000.0,27118553000.0,27063410000.0,26997600000.0,26883314000.0,27050275000.0,26687347000.0
2033.0,26635194000.0,26137512000.0,26349830000.0,26460082000.0,27070228000.0,26916160000.0,26772324000.0,26645406000.0,26872450000.0,26471279000.0
2034.0,26434499000.0,25940371000.0,26099522000.0,26258633000.0,26874081000.0,26729476000.0,26676058000.0,26427142000.0,26691870000.0,26367453000.0
2035.0,26247264000.0,25653545000.0,25978223000.0,26011970000.0,26691381000.0,26672837000.0,26435619000.0,26217218000.0,26506945000.0,26744992000.0
2036.0,26019547000.0,25418015000.0,25559335000.0,25814000000.0,26729860000.0,26522393000.0,26275432000.0,25988665000.0,26341487000.0,26170780000.0
2037.0,25875333000.0,25191100000.0,25306653000.0,25523940000.0,26463588000.0,26358139000.0,26257117000.0,25849258000.0,26252104000.0,25870023000.0
2038.0,25753936000.0,25014624000.0,25162881000.0,25339441000.0,26350027000.0,26380155000.0,26063410000.0,25609124000.0,26042284000.0,25707536000.0
2039.0,25579876000.0,24621965000.0,25102969000.0,25148424000.0,26106960000.0,26246115000.0,25920428000.0,25465737000.0,25816934000.0,25474114000.0
2040.0,25404848000.0,24311409000.0,24850800000.0,24976003000.0,26115203000.0,26180730000.0,25787884000.0,25243634000.0,25633956000.0,25360534000.0
2041.0,25264726000.0,24077208000.0,24636105000.0,24752240000.0,25829765000.0,26451229000.0,25621940000.0,25020555000.0,25528728000.0,25206469000.0
2042.0,25142082000.0,23925170000.0,24524130000.0,24588583000.0,25697096000.0,26068953000.0,25550442000.0,24757068000.0,25468850000.0,25128335000.0
2043.0,25172152000.0,23782416000.0,24316785000.0,24396614000.0,25613808000.0,25995325000.0,25338140000.0,24533076000.0,25269010000.0,24886075000.0
2044.0,24889993000.0,23510188000.0,24196835000.0,24139008000.0,25453892000.0,25965873000.0,25144652000.0,24434893000.0,25084901000.0,24727680000.0
2045.0,24756950000.0,23376570000.0,23838138000.0,23992723000.0,25408256000.0,25901466000.0,24983947000.0,24164350000.0,24934756000.0,24559774000.0
2046.0,24530948000.0,23099361000.0,23672621000.0,23843285000.0,25108097000.0,25855042000.0,24821682000.0,24056770000.0,24839756000.0,24353432000.0
2047.0,24358255000.0,22913970000.0,23524640000.0,23678013000.0,25118978000.0,25718886000.0,24607013000.0,23751156000.0,24752261000.0,24220246000.0
2048.0,24240327000.0,22593358000.0,23331592000.0,23478815000.0,24971141000.0,26061610000.0,24456649000.0,23834320000.0,24567296000.0,24073472000.0
2049.0,24017302000.0,22416495000.0,23184908000.0,23364311000.0,24850719000.0,25576698000.0,24317962000.0,23604077000.0,24540092000.0,23888447000.0
2050.0,23905845000.0,22184432000.0,22895378000.0,23103891000.0,24591514000.0,25461615000.0,24307526000.0,23314040000.0,24296710000.0,23725623000.0
2051.0,23703171000.0,21985518000.0,22713057000.0,22931573000.0,24410771000.0,25358598000.0,23935037000.0,23178146000.0,24145890000.0,23525937000.0
2052.0,23538866000.0,21828686000.0,22561055000.0,22846188000.0,24265726000.0,25249083000.0,23777475000.0,23106716000.0,24006552000.0,23366842000.0
2053.0,23449235000.0,21616796000.0,22490590000.0,22610397000.0,24065305000.0,25391337000.0,23607327000.0,22855205000.0,23879350000.0,23211704000.0
2054.0,23236497000.0,21559345000.0,22276858000.0,22488910000.0,23958389000.0,25159186000.0,23383048000.0,22601069000.0,23714988000.0,23089523000.0
2055.0,23073680000.0,21208451000.0,22164777000.0,22296710000.0,23875800000.0,25059527000.0,23131437000.0,22460320000.0,23631884000.0,22969230000.0
2056.0,23119510000.0,21013307000.0,22057685000.0,22062130000.0,23694547000.0,25227790000.0,22979740000.0,22498480000.0,23509107000.0,22811703000.0
2057.0,22785337000.0,20824498000.0,21889925000.0,21832282000.0,23547742000.0,24920914000.0,22776371000.0,22260752000.0,23394339000.0,22682490000.0
2058.0,22578948000.0,20597762000.0,21714944000.0,21608217000.0,23509817000.0,24793852000.0,22492156000.0,22967142000.0,23184398000.0,22490417000.0
2059.0,22428220000.0,20384823000.0,21510480000.0,21385458000.0,23333980000.0,24750053000.0,22367705000.0,22348042000.0,23028044000.0,22286598000.0
2060.0,22292355000.0,20210360000.0,21456542000.0,21184135000.0,23226397000.0,24604439000.0,22266315000.0,22059168000.0,22871652000.0,22168838000.0
2061.0,22152970000.0,20005601000.0,21211038000.0,20914063000.0,23067318000.0,24504492000.0,22789755000.0,21850139000.0,22867663000.0,22014650000.0
2062.0,22151710000.0,19822866000.0,21158892000.0,20733125000.0,23317852000.0,24412135000.0,22078970000.0,21682182000.0,22620686000.0,21910962000.0
2063.0,21862164000.0,19648938000.0,21167436000.0,20548278000.0,22985425000.0,24455944000.0,21756363000.0,21463527000.0,22577758000.0,21922136000.0
2064.0,21708417000.0,19478030000.0,20849408000.0,20614930000.0,22722210000.0,24245955000.0,21583230000.0,21313763000.0,22423603000.0,21593260000.0
2065.0,21566794000.0,19350403000.0,20685976000.0,20957086000.0,22589817000.0,24256422000.0,21486998000.0,21180547000.0,22272965000.0,21466390000.0
2066.0,22316626000.0,19205251000.0,20534680000.0,20218771000.0,22417377000.0,24113334000.0,21294785000.0,21109735000.0,22149743000.0,21334163000.0
2067.0,21629383000.0,19069628000.0,20730059000.0,19975234000.0,22331300000.0,24484086000.0,21220657000.0,20951249000.0,22025521000.0,21497737000.0
2068.0,21383668000.0,18943697000.0,20303063000.0,19772510000.0,22238802000.0,23950500000.0,21197260000.0,20866896000.0,21970500000.0,21374642000.0
2069.0,21196343000.0,18802969000.0,20173441000.0,19607849000.0,22143480000.0,23820456000.0,21040833000.0,20697833000.0,21820940000.0,21087547000.0
2070.0,21404580000.0,18658193000.0,20193542000.0,19487134000.0,22021233000.0,23794436000.0,20900210000.0,20543175000.0,21611176000.0,20990863000.0
2071.0,21045766000.0,18524099000.0,20144812000.0,19226436000.0,21938913000.0,23639920000.0,20716400000.0,20511797000.0,21496037000.0,20833483000.0
2072.0,20922567000.0,18513200000.0,19893098000.0,19035802000.0,21851146000.0,23566617000.0,20581853000.0,20295911000.0,21453246000.0,20701172000.0
2073.0,20876250000.0,18432244000.0,19765344000.0,18867841000.0,21719622000.0,23542376000.0,20618777000.0,20226912000.0,21308387000.0,20724484000.0
2074.0,20755354000.0,18236350000.0,19598025000.0,18757304000.0,21879222000.0,23389352000.0,20475271000.0,20056678000.0,21217114000.0,20659851000.0
2075.0,20719704000.0,18134460000.0,19502225000.0,18602795000.0,21748834000.0,23283927000.0,20289500000.0,19904160000.0,21117628000.0,20450892000.0
2076.0,21029290000.0,17975146000.0,19333908000.0,18562892000.0,21502628000.0,23157877000.0,20178820000.0,19750756000.0,20980090000.0,20335735000.0
2077.0,20607857000.0,17878460000.0,19207459000.0,18417070000.0,21426043000.0,23108733000.0,20103143000.0,19609660000.0,20919335000.0,20270400000.0
2078.0,20554990000.0,17770375000.0,19059770000.0,18288292000.0,21347740000.0,22991643000.0,19980425000.0,19902640000.0,21225275000.0,20168554000.0
2079.0,20577511000.0,17661053000.0,18947840000.0,18140450000.0,21232202000.0,22908813000.0,19892298000.0,19537037000.0,20945349000.0,20057184000.0
2080.0,20608238000.0,17515215000.0,18791890000.0,18051537000.0,21172770000.0,22892098000.0,19792994000.0,19571590000.0,20672705000.0,19942867000.0
2081.0,20406161000.0,17413386000.0,18664612000.0,17880455000.0,21116609000.0,22835038000.0,19706650000.0,19415130000.0,20575275000.0,19818715000.0
2082.0,20294836000.0,17263473000.0,18564106000.0,17788811000.0,20972816000.0,22755560000.0,19566868000.0,19189811000.0,20459493000.0,19698887000.0
2083.0,20172995000.0,17158281000.0,18427060000.0,17654700000.0,20838982000.0,22558695000.0,19504376000.0,19100684000.0,20417841000.0,19545678000.0
2084.0,20205638000.0,17265360000.0,18264218000.0,17451395000.0,20798580000.0,22544708000.0,19378629000.0,19484850000.0,20237804000.0,19453198000.0
2085.0,20660410000.0,17046581000.0,18158813000.0,17320022000.0,20712260000.0,22275772000.0,19448713000.0,18994840000.0,20331411000.0,19401052000.0
2086.0,20203071000.0,16865807000.0,18006344000.0,17407918000.0,20537905000.0,22430368000.0,19311740000.0,18813084000.0,21088550000.0,19320662000.0
2087.0,20165590000.0,16789708000.0,17885835000.0,18417359000.0,20506933000.0,22172162000.0,19212159000.0,18611319000.0,20119808000.0,19171100000.0
2088.0,19936629000.0,16654716000.0,17806756000.0,17153010000.0,20392036000.0,21996160000.0,19050920000.0,18504573000.0,19976745000.0,19085527000.0
2089.0,19859534000.0,16569322000.0,17604088000.0,16972339000.0,20354427000.0,21897642000.0,18950152000.0,18384855000.0,19844106000.0,18988570000.0
2090.0,19948028000.0,16546166000.0,17471212000.0,16870051000.0,20190575000.0,21770795000.0,18885548000.0,18197015000.0,19708094000.0,18929371000.0
2091.0,19764337000.0,16478998000.0,17381620000.0,16724337000.0,20101646000.0,21665094000.0,18789660000.0,18081393000.0,19681580000.0,18825515000.0
2092.0,19644023000.0,16357029000.0,17216901000.0,16635021000.0,19992451000.0,21631572000.0,19109833000.0,17971186000.0,19734143000.0,18724313000.0
2093.0,19622257000.0,16247941000.0,17113073000.0,16526285000.0,19922416000.0,21658132000.0,18634547000.0,17868384000.0,19514810000.0,18828632000.0
2094.0,19503702000.0,16291026000.0,17179484000.0,16426575000.0,19858250000.0,21651460000.0,18531805000.0,18002000000.0,19406592000.0,18537680000.0
2095.0,20017050000.0,16140054000.0,16884956000.0,16342195000.0,19724483000.0,21381544000.0,18461563000.0,17784408000.0,19307289000.0,18582907000.0
2096.0,19542036000.0,16019476000.0,16674584000.0,16547244000.0,21128333000.0,21543991000.0,18424306000.0,17641974000.0,19202531000.0,18518944000.0
2097.0,19414327000.0,15929465000.0,16485003000.0,16190258000.0,20064549000.0,21954994000.0,18324816000.0,17523100000.0,19441684000.0,18344692000.0
2098.0,19333681000.0,15840475000.0,16316668000.0,16053136000.0,19671816000.0,21377230000.0,18222035000.0,17501129000.0,19196164000.0,18323382000.0
2099.0,19241058000.0,15779169000.0,16159703000.0,15965210000.0,19438137000.0,22732980000.0,18400639000.0,17393537000.0,19165194000.0,18233686000.0
2100.0,19198736000.0,15660968000.0,16030764000.0,15865753000.0,19389313000.0,21684748000.0,18128552000.0,17317442000.0,19022246000.0,18115473000.0
