time,CESM2-WACCM,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,TAIESM1,IITM-ESM
2049.0,15676494000.0,33486742000.0,25325206000.0,19508877000.0,20262752000.0,26935160000.0,11854968000.0,14000069000.0,39037088000.0
2050.0,14342538000.0,33040546000.0,25252750000.0,19000980000.0,20015510000.0,25499249000.0,12030962000.0,13467361000.0,39923393000.0
2051.0,13968001000.0,32107948000.0,24686227000.0,18269260000.0,18706850000.0,25036130000.0,11441158000.0,12758414000.0,37393490000.0
2052.0,13592836000.0,29183052000.0,23824822000.0,18393123000.0,17907420000.0,24268722000.0,10596184000.0,12025452000.0,35289334000.0
2053.0,12506560000.0,27112590000.0,23320740000.0,18098334000.0,17787730000.0,23855282000.0,10301226000.0,11500639000.0,35687950000.0
2054.0,13257829000.0,26545904000.0,22477648000.0,16604263000.0,17599228000.0,22448912000.0,10089364000.0,11266711000.0,35556450000.0
2055.0,13590132000.0,25397529000.0,21959868000.0,14860033000.0,16929559000.0,22106638000.0,9139724000.0,11041198000.0,34093744000.0
2056.0,12592530000.0,24801896000.0,21562659000.0,13896588000.0,16073253000.0,21381612000.0,8452755500.0,10669155000.0,32314400000.0
2057.0,11456271000.0,25554706000.0,20621156000.0,14210358000.0,14862660000.0,19807885000.0,8433782300.0,9783624000.0,31626656000.0
2058.0,11262820000.0,25418700000.0,19737238000.0,13531490000.0,14668804000.0,18251846000.0,8244667000.0,9334136000.0,29079456000.0
2059.0,11176969000.0,23886803000.0,19026924000.0,12772337000.0,14347098000.0,19060939000.0,7977928000.0,9416625000.0,29150386000.0
2060.0,10468437000.0,22257523000.0,17455428000.0,12729255000.0,13746895000.0,19062716000.0,7822971400.0,9322094000.0,27925432000.0
2061.0,10150928000.0,22032876000.0,16834644000.0,11980563000.0,13138396000.0,17888010000.0,7834459600.0,8537049600.0,27796687000.0
2062.0,9150804000.0,22715906000.0,16191196000.0,11580975000.0,12410662000.0,17279922000.0,7392614400.0,8360176600.0,28018072000.0
2063.0,9176243000.0,23216394000.0,14809996000.0,10941198000.0,11622988000.0,17297869000.0,6433649700.0,8058602000.0,26573961000.0
2064.0,8987219000.0,21884050000.0,13927692000.0,10433359000.0,11285207000.0,16952343000.0,6312091600.0,7620032500.0,26285263000.0
2065.0,9197135000.0,20954204000.0,13253740000.0,10353840000.0,11001350000.0,15652237000.0,6469269000.0,7522809300.0,25986253000.0
2066.0,9279329000.0,20396235000.0,12500100000.0,10602093000.0,11095505000.0,16313582000.0,6410139600.0,7542550000.0,24431604000.0
2067.0,9835543000.0,18720140000.0,12438273000.0,10308638000.0,10851342000.0,16178100000.0,6416721000.0,7369241000.0,23289480000.0
2068.0,9793077000.0,18411928000.0,12467162000.0,9420673000.0,10729188000.0,16246287000.0,5884699600.0,7264612000.0,23865560000.0
2069.0,9181642000.0,19074180000.0,12608503000.0,8844282000.0,10342031000.0,15679640000.0,5646412000.0,6667598300.0,24414330000.0
2070.0,9567623000.0,19361757000.0,12738766000.0,9073606000.0,10113356000.0,15319364000.0,5426468000.0,6598413300.0,24439849000.0
2071.0,9324102000.0,19079997000.0,12632285000.0,9366974000.0,10164549000.0,15594284000.0,4667165000.0,6545979400.0,24560146000.0
2072.0,8390727000.0,18330712000.0,12521511000.0,9211395000.0,10250059000.0,15406130000.0,4039457800.0,6311463000.0,25053520000.0
2073.0,8809301000.0,18677326000.0,12191847000.0,8816882000.0,10066367000.0,15012563000.0,4046637600.0,6176708000.0,24181148000.0
2074.0,9000012000.0,18322248000.0,12166323000.0,8199905300.0,9560600000.0,15089136000.0,3899057400.0,6193577000.0,24391037000.0
2075.0,8781028000.0,17086575000.0,12541801000.0,8197153000.0,9413508000.0,15154596000.0,3761130200.0,6048535000.0,25421033000.0
2076.0,8119773000.0,16060287000.0,12624943000.0,8298002000.0,9608541000.0,14797745000.0,3939693600.0,5542072300.0,25731367000.0
2077.0,8146044000.0,15443473000.0,11928459000.0,7839159300.0,9259662000.0,14199970000.0,3901709800.0,5613285400.0,25653563000.0
2078.0,8172135000.0,15419150000.0,12171039000.0,7366969000.0,9160722000.0,13281730000.0,3472640000.0,5705403000.0,25248242000.0
2079.0,7904220000.0,15955007000.0,12137918000.0,7136192500.0,9233661000.0,13301942000.0,3661313800.0,5504592000.0,25768645000.0
2080.0,7303739400.0,16031475000.0,11953802000.0,7270736400.0,9394505000.0,13285519000.0,3957616000.0,5063278000.0,26012277000.0
2081.0,6889917000.0,15783138000.0,11783381000.0,7383943000.0,9409290000.0,12786728000.0,3904805000.0,4521619500.0,25312313000.0
2082.0,6477815000.0,15123856000.0,10880445000.0,7559191600.0,9341315000.0,13181463000.0,3627303000.0,4454800000.0,24594362000.0
2083.0,6137796000.0,14621799000.0,10977248000.0,7411322000.0,9036555000.0,12801620000.0,3223670500.0,4517496300.0,23020136000.0
2084.0,5667438000.0,14483557000.0,10873413000.0,7344690000.0,8716503000.0,12055372000.0,2906391000.0,4412965000.0,23481741000.0
2085.0,5268268500.0,14449704000.0,10572368000.0,6840625000.0,9143719000.0,12347647000.0,3059715800.0,4188927200.0,22838923000.0
2086.0,5637731000.0,14736589000.0,10481204000.0,6340134400.0,9146250000.0,11904819000.0,3120558800.0,4219938000.0,23396920000.0
2087.0,5482821000.0,14488600000.0,10064007000.0,6023983000.0,8818144000.0,10992795000.0,2992727600.0,4231952600.0,23485094000.0
2088.0,5212408000.0,14272139000.0,10194412000.0,5999139300.0,8544643000.0,11550131000.0,2861468400.0,4098531000.0,23416506000.0
2089.0,4850248700.0,13671321000.0,10224616000.0,6176498700.0,8265494500.0,11474766000.0,2722244400.0,4062084900.0,23057711000.0
2090.0,4961479000.0,13345281000.0,10097063000.0,6124680000.0,7944784000.0,10903798000.0,2697786400.0,3946211000.0,21694210000.0
2091.0,4834143700.0,13452560000.0,10039093000.0,5704341500.0,8087631000.0,10744123000.0,2791456500.0,3704647200.0,21679230000.0
2092.0,4910122000.0,13843837000.0,9343928000.0,5322374700.0,7977420000.0,11254801000.0,2655544000.0,3840181000.0,21922840000.0
2093.0,4858246700.0,13976574000.0,9719154000.0,5325732400.0,7949120000.0,10817075000.0,2577733600.0,3800009500.0,21869476000.0
2094.0,4681452000.0,13822724000.0,9665693000.0,5400631000.0,7631638000.0,10808741000.0,2612670500.0,3601917200.0,21314058000.0
2095.0,4810034000.0,13428368000.0,9451834000.0,5352210000.0,7906044400.0,10860439000.0,2697153300.0,3648657000.0,21171673000.0
2096.0,4728321000.0,13420768000.0,9749870000.0,5427532300.0,7596114400.0,10513517000.0,2580182000.0,3689561600.0,21805687000.0
2097.0,4584618000.0,13116882000.0,9744632000.0,5293244400.0,7267185000.0,10937434000.0,2527742700.0,3590267100.0,21105125000.0
2098.0,4798566400.0,12453865000.0,9804727000.0,5043790000.0,7514780000.0,10694273000.0,2531085000.0,3381938700.0,20928029000.0
2099.0,4887512000.0,12175585000.0,9814294000.0,5323197000.0,7825666000.0,10177065000.0,2500180500.0,3266570500.0,19589462000.0
2100.0,4696604000.0,12309588000.0,9750978000.0,5453720000.0,7908436000.0,10514415000.0,2666911200.0,3396468200.0,18365290000.0
