time,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-CM3,CCSM4,GISS-E2-R,GFDL-ESM2G
2026.0,12973992000.0,13196420000.0,13066537000.0,13207169000.0,13168659000.0,13041464000.0,12862256000.0,12986569000.0,13201015000.0,13086558000.0
2027.0,12824381000.0,12950858000.0,12844636000.0,13072434000.0,13057699000.0,12915054000.0,12674262000.0,12900701000.0,13084767000.0,12969654000.0
2028.0,12630517000.0,12807342000.0,12786518000.0,12956524000.0,13021558000.0,12730644000.0,12463389000.0,12703298000.0,12868326000.0,12809594000.0
2029.0,12417682000.0,12628332000.0,12568701000.0,12786564000.0,12796255000.0,12518783000.0,12194104000.0,12498584000.0,12679737000.0,12939752000.0
2030.0,12308770000.0,12436824000.0,12866996000.0,12608548000.0,12686185000.0,12327797000.0,11868455000.0,12335709000.0,12553649000.0,12620752000.0
2031.0,12381174000.0,12244915000.0,12244818000.0,12419028000.0,12688913000.0,12204361000.0,11573929000.0,12135600000.0,12687767000.0,12385995000.0
2032.0,12296123000.0,12083500000.0,12058884000.0,12202231000.0,12429443000.0,11969638000.0,11250370000.0,11894596000.0,12346137000.0,12562925000.0
2033.0,12057339000.0,11855662000.0,11850598000.0,12019201000.0,12252999000.0,11766818000.0,10854520000.0,11732736000.0,12087575000.0,12155465000.0
2034.0,11822705000.0,11669327000.0,11636444000.0,11908747000.0,12120995000.0,11554040000.0,10475675000.0,11520734000.0,11953791000.0,12006893000.0
2035.0,11678173000.0,11498625000.0,11405450000.0,11725746000.0,11923063000.0,11279720000.0,10114412000.0,11330011000.0,11713560000.0,11761970000.0
2036.0,11429305000.0,11324310000.0,11312179000.0,11575748000.0,12020002000.0,11039321000.0,9730281000.0,11154932000.0,11491034000.0,11613446000.0
2037.0,11255365000.0,11143887000.0,11335893000.0,11489467000.0,11798394000.0,10702758000.0,9432553000.0,10884531000.0,11288673000.0,11452732000.0
2038.0,11107427000.0,10945924000.0,10905997000.0,11310105000.0,11569562000.0,10452220000.0,9105704000.0,10654137000.0,11056544000.0,11308558000.0
2039.0,10910659000.0,10708353000.0,10639276000.0,11064880000.0,11329497000.0,10143584000.0,8726203000.0,10428555000.0,10833141000.0,11074542000.0
2040.0,10660078000.0,10475489000.0,10482979000.0,10790793000.0,11183554000.0,9797173000.0,8405008400.0,10233670000.0,10651988000.0,10991554000.0
2041.0,10456486000.0,10275571000.0,10303076000.0,10613796000.0,10990631000.0,9452648000.0,8039099400.0,10004421000.0,10482318000.0,10749390000.0
2042.0,10227281000.0,9997206000.0,10094757000.0,10393986000.0,10771634000.0,9161107000.0,7696552000.0,9794076000.0,10220740000.0,10569558000.0
2043.0,10026406000.0,9769317000.0,9954425000.0,10137760000.0,10531489000.0,8882491000.0,7367713300.0,9625132000.0,9943460000.0,10333628000.0
2044.0,9871573000.0,9530628000.0,9725858000.0,9876012000.0,10352865000.0,8687344000.0,6961672000.0,9359097000.0,9711383000.0,10127135000.0
2045.0,9697354000.0,9320568000.0,9492352000.0,9549323000.0,10440528000.0,8275943000.0,6591670300.0,9152907000.0,9477132000.0,9916316000.0
2046.0,9441374000.0,9086980000.0,9348256000.0,9342506000.0,10028764000.0,7980173000.0,6207943000.0,8943965000.0,9225117000.0,9786472000.0
2047.0,9209825000.0,8828955000.0,9166652000.0,9020435000.0,9831890000.0,7631050000.0,5880309000.0,8788420000.0,8982699000.0,9566531000.0
2048.0,8995697000.0,8598654000.0,8935255000.0,8749541000.0,9662285000.0,7372359700.0,5569770500.0,8581444600.0,8757115000.0,9373283000.0
2049.0,8751387000.0,8332225500.0,8673533000.0,8484681000.0,9441288000.0,7024343000.0,5230809600.0,8429358000.0,8535601700.0,9138008000.0
2050.0,8537265000.0,8157603300.0,8447521000.0,8269596700.0,9269851000.0,6718254600.0,4877963000.0,8243736000.0,8285041000.0,8890765000.0
2051.0,8294275000.0,7900296000.0,8214973000.0,8126371000.0,9229768000.0,6457105000.0,4822866000.0,8078256600.0,8095533600.0,8811661000.0
2052.0,8177424000.0,7804152300.0,7946925600.0,7877530000.0,9056356000.0,6178013700.0,4532690400.0,7987488300.0,7873575400.0,8519923700.0
2053.0,7908420600.0,7535522300.0,7648836600.0,7633700400.0,8937880000.0,5896463000.0,4192172800.0,7720602600.0,7819523000.0,8367708700.0
2054.0,7673577500.0,7329827000.0,7321179000.0,7426908700.0,8736399000.0,5698893300.0,3944583000.0,7525937700.0,7687594500.0,8180772400.0
2055.0,7467355000.0,7123365400.0,7106504000.0,7198786600.0,8602467000.0,5422440000.0,3710020600.0,7383025000.0,7436285000.0,7982995000.0
2056.0,7193257500.0,6995759000.0,6839296000.0,6981652000.0,8417335300.0,5220702000.0,3523042300.0,7193778700.0,7237214000.0,7757864000.0
2057.0,6948430300.0,6815898000.0,6619476500.0,6823356000.0,8267969000.0,5080878000.0,3310367700.0,6996750000.0,7075803600.0,7616960000.0
2058.0,6789286000.0,6647204400.0,6322392600.0,6641344500.0,8006886000.0,4825352700.0,3121984500.0,6808604000.0,6877933600.0,7379516000.0
2059.0,6499875000.0,6481738000.0,6087358500.0,6509006000.0,7834282000.0,4649747500.0,2958298600.0,6630713300.0,6707452000.0,7253927000.0
2060.0,6317692000.0,6388167700.0,5809322000.0,6445189600.0,7688048600.0,4463517000.0,2807199500.0,6431560000.0,6563577000.0,7073860600.0
2061.0,6105271000.0,6223811600.0,5489223700.0,6313018400.0,7486638600.0,4332520400.0,2666445800.0,6254149600.0,6390954500.0,6903465500.0
2062.0,5920039400.0,6048180000.0,5232979000.0,6100799500.0,7279295000.0,4142156500.0,2548376300.0,6052712000.0,6218050000.0,6681147000.0
2063.0,5735206400.0,5951216600.0,5058061000.0,5996728300.0,7033469000.0,4021054500.0,2441250300.0,5862344000.0,6032782300.0,6522338000.0
2064.0,5458375700.0,5835836000.0,4849760000.0,6021701000.0,6825915400.0,3842181400.0,2345042700.0,5649272300.0,5835147000.0,6358104000.0
2065.0,5224083500.0,5666407000.0,4633159000.0,5814528000.0,6594695700.0,3706476500.0,2232239400.0,5479345000.0,5687522000.0,6228852700.0
2066.0,5077729000.0,5564465000.0,4460915700.0,5725204500.0,6390304000.0,3555943200.0,2117089500.0,5326215000.0,5526692400.0,6018067000.0
2067.0,4878713000.0,5399041500.0,4270567400.0,5600052700.0,6242808000.0,3380610000.0,2033650800.0,5145542000.0,5365447700.0,5836602400.0
2068.0,4713283600.0,5267223600.0,4128172500.0,5511774700.0,5993501000.0,3232719000.0,1962702200.0,4985493500.0,5194944500.0,5662047700.0
2069.0,4561401000.0,5103024600.0,3958942200.0,5406246400.0,5735665000.0,3079404000.0,1892628700.0,4779567000.0,5016492000.0,5457933300.0
2070.0,4397755000.0,4953693000.0,3789681000.0,5423331300.0,5497435000.0,2941687600.0,1785523600.0,4604357600.0,4840104400.0,5287557000.0
2071.0,4209063200.0,4819093500.0,3621584100.0,5236852000.0,5391353000.0,2795292200.0,1727747600.0,4457889000.0,4727954000.0,5134357500.0
2072.0,4021516500.0,4683829000.0,3573692000.0,5114266000.0,5152224000.0,2671764500.0,1636617900.0,4306457000.0,4650410000.0,4967478000.0
2073.0,3890466300.0,4538750000.0,3462679000.0,5019030000.0,5084458500.0,2514466600.0,1573022500.0,4160351200.0,4465624000.0,4863963000.0
2074.0,3700972300.0,4402814500.0,3620962000.0,4906748000.0,4806769000.0,2423860500.0,1512646400.0,4024301300.0,4324487700.0,4715984000.0
2075.0,3559907000.0,4230199300.0,3398909000.0,4835088400.0,4618053600.0,2281931000.0,1468811900.0,3898263600.0,4206527500.0,4565198000.0
2076.0,3439029800.0,4062242600.0,3248124400.0,4683167000.0,4468870700.0,2150078000.0,1398189300.0,3773515000.0,4114823200.0,4452947500.0
2077.0,3334608400.0,3911494100.0,3157559800.0,4617374000.0,4307971000.0,2055161300.0,1340424700.0,3664542200.0,4008706800.0,4345794600.0
2078.0,3171838700.0,3751224300.0,3071369200.0,4473150000.0,4144709000.0,1990615200.0,1298192600.0,3528804900.0,3903506000.0,4201670000.0
2079.0,3072685800.0,3593777200.0,2996585000.0,4322462700.0,4005654000.0,1912110800.0,1249598800.0,3426029800.0,3819942000.0,4090067200.0
2080.0,2936177700.0,3454703600.0,2942456300.0,4211397600.0,3852157200.0,1836280800.0,1203136100.0,3347848200.0,3733983200.0,3944868600.0
2081.0,2845365500.0,3350237000.0,2857283300.0,4047020000.0,3720192800.0,1741127600.0,1158939300.0,3222613500.0,3723481900.0,3848857900.0
2082.0,2733786600.0,3228415500.0,2750447900.0,3860589600.0,3564815600.0,1676005800.0,1105219100.0,3130177800.0,3582165000.0,3898005800.0
2083.0,2625719800.0,3087132400.0,2668708400.0,3720074000.0,3440648000.0,1602330400.0,1070207170.0,3039548000.0,3513744400.0,3692955600.0
2084.0,2524923100.0,2951071500.0,2570620200.0,3569070600.0,3396876300.0,1542850300.0,1024375200.0,2962163700.0,3439151900.0,3603325000.0
2085.0,2436003800.0,2850035700.0,2478462000.0,3705574000.0,3383054300.0,1502769300.0,980461060.0,2871506200.0,3384068600.0,3505239600.0
2086.0,2338422500.0,2870264600.0,2395384600.0,3358203400.0,3155491000.0,1437024900.0,952410300.0,2766014200.0,3292301800.0,3407713000.0
2087.0,2268009000.0,2722000400.0,2298725400.0,3210507000.0,3018280700.0,1399376400.0,913337100.0,2695341800.0,3211773700.0,3339248000.0
2088.0,2154637000.0,2646660000.0,2204648200.0,3227450600.0,2908753000.0,1342103400.0,871513300.0,2636515800.0,3140856000.0,3258999600.0
2089.0,2076857600.0,2577348600.0,2112878500.0,2948968400.0,2811551700.0,1293820200.0,830919550.0,2568385300.0,3099135000.0,3204729900.0
2090.0,1981673700.0,2518927600.0,2032402600.0,2834610000.0,2721302800.0,1257062400.0,806851400.0,2479424000.0,3071522800.0,3129257000.0
2091.0,1910065900.0,2438775300.0,1941959600.0,2676852500.0,2626080300.0,1194178000.0,780603500.0,2414105600.0,3013652700.0,3048055000.0
2092.0,1837271200.0,2371445000.0,1857279400.0,2570913500.0,2527861000.0,1142309600.0,757484100.0,2355379500.0,2986296300.0,2980599300.0
2093.0,1775169900.0,2299046000.0,1797278200.0,2451874600.0,2472973000.0,1103137000.0,742296060.0,2294693400.0,2931724000.0,2911039500.0
2094.0,1700692100.0,2232930000.0,1726825500.0,2404548000.0,2397985500.0,1066622200.0,716405300.0,2257352700.0,2887687700.0,2845765600.0
2095.0,1642985600.0,2177963300.0,1672410400.0,2702793500.0,2291868200.0,1013781400.0,697763700.0,2180793600.0,2844113400.0,2809440300.0
2096.0,1608704300.0,2134752100.0,1593513500.0,2656143400.0,2200486700.0,956677100.0,677724160.0,2137000400.0,2813860600.0,2760454000.0
2097.0,1572616400.0,2098795300.0,1571524100.0,2314019300.0,2123227400.0,916431940.0,656857700.0,2084621400.0,2750582300.0,2702035000.0
2098.0,1537085000.0,2054678300.0,1533561200.0,2200858400.0,2092402200.0,877177000.0,619635650.0,2039751200.0,2736502800.0,2675131400.0
2099.0,1493599700.0,2010698600.0,1506357400.0,2398779000.0,2037389400.0,850456400.0,608692300.0,1995420700.0,2661279500.0,2588322600.0
2100.0,1453614600.0,1976445200.0,1467033700.0,2110175000.0,2011381200.0,801558660.0,581598460.0,1977957200.0,2623272200.0,2528987000.0
