time,CANESM2,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R
2036.0,11414085000.0,11121254000.0,11999694000.0,11171385000.0,11627359000.0,8935396000.0,11467272000.0,11715228000.0,11736930000.0,11365994000.0,12247561000.0
2037.0,11194763000.0,11062506000.0,11813558000.0,10917437000.0,11472987000.0,8587610600.0,11275710000.0,11560863000.0,11479743000.0,11160331000.0,12151045000.0
2038.0,10986830000.0,10820856000.0,11636987000.0,10687045000.0,11329470000.0,8199028700.0,11119264000.0,11331674000.0,11293337000.0,11166995000.0,12080837000.0
2039.0,10741268000.0,10604514000.0,11478633000.0,10553734000.0,11156631000.0,7778538000.0,10957868000.0,11227433000.0,11110835000.0,11026033000.0,11916229000.0
2040.0,10626067000.0,10642851000.0,11277127000.0,10287085000.0,10994457000.0,7384998000.0,10751484000.0,11078963000.0,10990316000.0,10696589000.0,11815153000.0
2041.0,10479023000.0,10295322000.0,11041343000.0,10041071000.0,10817550000.0,7093278000.0,10602370000.0,10944579000.0,10716058000.0,10520520000.0,11775912000.0
2042.0,10282454000.0,10131505000.0,10857219000.0,9843140000.0,10604223000.0,6735009000.0,10416059000.0,10737987000.0,10516516000.0,10378830000.0,11660869000.0
2043.0,10125765000.0,9919897000.0,10684170000.0,9637534000.0,10438148000.0,6403353600.0,10169819000.0,10586467000.0,10298509000.0,10180753000.0,11569964000.0
2044.0,9980876000.0,9711360000.0,10470928000.0,9399175000.0,10216873000.0,6134562300.0,9983518000.0,10412535000.0,10059630000.0,10030152000.0,11464033000.0
2045.0,9833650000.0,9478071000.0,10214285000.0,9173937000.0,9989992000.0,5869293600.0,9829459000.0,10289316000.0,9867694000.0,9851517000.0,11366382000.0
2046.0,9756687000.0,9304413000.0,10011361000.0,8985032000.0,9824489000.0,5702687000.0,9606030000.0,10223340000.0,9689038000.0,9667747000.0,11340243000.0
2047.0,9492871000.0,9234347000.0,9869165000.0,8730923000.0,9569014000.0,5425247000.0,9427112000.0,10176768000.0,9471490000.0,9481193000.0,11172870000.0
2048.0,9510198000.0,8992631000.0,9706511000.0,8817415000.0,9341238000.0,5218193400.0,9218253000.0,9857061000.0,9473201000.0,9363159000.0,11144044000.0
2049.0,9196968000.0,8843614000.0,9454519000.0,8432311300.0,9167744000.0,5033183700.0,8987467000.0,9755458000.0,9273159000.0,9172131000.0,11070151000.0
2050.0,9061089000.0,8621837000.0,9262710000.0,8234661000.0,9037468000.0,4827626000.0,8775443000.0,9630801000.0,9081954000.0,9147579000.0,10935136000.0
2051.0,8871150000.0,8471060000.0,9088393000.0,8032591400.0,9014511000.0,4668185000.0,8599320000.0,9483629000.0,8885424000.0,8910750000.0,10837846000.0
2052.0,8714202000.0,8389555000.0,8854778000.0,7850807000.0,8740000000.0,4473793000.0,8425867000.0,9318912000.0,8689156000.0,8739885000.0,10719112000.0
2053.0,8626152000.0,8137259500.0,8654333000.0,7678293000.0,8558974000.0,4349799400.0,8202319000.0,9183556000.0,8516616000.0,8644029000.0,10587914000.0
2054.0,8422522400.0,8235265000.0,8461837000.0,7472028000.0,8359908400.0,4182718500.0,8109032000.0,9095335000.0,8357576700.0,8481959000.0,10459641000.0
2055.0,8278319600.0,7980972000.0,8266052600.0,7313808400.0,8192094700.0,4021569000.0,7879499000.0,8934833000.0,8170717700.0,8543137000.0,10362873000.0
2056.0,8059503000.0,7929183700.0,8072394000.0,7138535400.0,7999968000.0,3892895700.0,7653606400.0,8756417000.0,8021873700.0,8258075600.0,10343555000.0
2057.0,7910779400.0,7796861000.0,7887638000.0,6923302000.0,7811999000.0,3746347300.0,7512514600.0,8618927000.0,7882551000.0,8072526300.0,10193846000.0
2058.0,7758137300.0,7657880600.0,7716880400.0,6787584500.0,7863940600.0,3639848700.0,7342548500.0,8524754000.0,7741362000.0,7938754000.0,10075784000.0
2059.0,7594460700.0,7598558000.0,7550427600.0,6652740600.0,7531728400.0,3515883000.0,7229844000.0,8412029400.0,7730780700.0,7849232000.0,10113416000.0
2060.0,7450261000.0,7419062300.0,7360590300.0,6529563000.0,7352278500.0,3400549600.0,7076814300.0,8278972000.0,7561807400.0,7683228000.0,9934220000.0
2061.0,7305016300.0,7340516400.0,7197895000.0,6865659000.0,7214739500.0,3301606100.0,6948114000.0,8113847000.0,7370656000.0,7614337000.0,9826108000.0
2062.0,7124011500.0,7237035000.0,7409386500.0,6459885600.0,7079494000.0,3199325200.0,6844300300.0,7976946700.0,7329714700.0,7551677400.0,9704240000.0
2063.0,6908018000.0,7112643000.0,7022442000.0,6165930500.0,6900457000.0,3096064300.0,6833427500.0,7826618000.0,7086647300.0,7525320700.0,9582541000.0
2064.0,6727593000.0,7006459000.0,6872740000.0,6059388400.0,7082152000.0,3029815000.0,6686169600.0,7713074700.0,6955598000.0,7365967400.0,9456463000.0
2065.0,6567811600.0,6892699600.0,6737311000.0,5871655400.0,6676499500.0,2936602400.0,6891852300.0,7567106000.0,6827589600.0,7238165000.0,9341980000.0
2066.0,6438703600.0,7428116500.0,6565931500.0,5742904300.0,6605979600.0,2874076200.0,6659196400.0,7439604000.0,6695394300.0,7148694000.0,9228653000.0
2067.0,6320348700.0,6828435500.0,6419031600.0,5608350700.0,6475799600.0,2800699400.0,6483948500.0,7286954000.0,6584559600.0,7089373700.0,9139170000.0
2068.0,6176467500.0,6720991000.0,6293183000.0,5480401400.0,6331275000.0,2727972900.0,6444626000.0,7229339000.0,6442476000.0,7112191500.0,9062519000.0
2069.0,6060559000.0,6599545000.0,6196130300.0,5392584700.0,6585557000.0,2662265300.0,6285811700.0,7150186000.0,6408946700.0,6844721000.0,8950237000.0
2070.0,5910783500.0,6530019300.0,7172626000.0,5310813000.0,6282117600.0,2590463000.0,6241358300.0,6972437500.0,6219473000.0,6782343700.0,8873400000.0
2071.0,5804120000.0,6422894600.0,6147572000.0,5162205700.0,6460701000.0,2530888400.0,6111806500.0,7137041000.0,6081236000.0,6736530000.0,8803029000.0
2072.0,5667538000.0,6345923000.0,6209756700.0,5052613000.0,6065497600.0,2474255000.0,6065154600.0,6853596700.0,5971439600.0,6623579000.0,8670814000.0
2073.0,5573078000.0,6293780500.0,5964714500.0,4928253400.0,5958418000.0,2431322000.0,5981265400.0,6704220000.0,5893123000.0,6538148000.0,8788466000.0
2074.0,5546375700.0,6200035300.0,5909388300.0,4854789600.0,5918259700.0,2380665900.0,6219511300.0,6604175000.0,5740812000.0,6461926400.0,8586950700.0
2075.0,5461844500.0,6139847700.0,5788215300.0,4996545000.0,5832491000.0,2319491000.0,5970726400.0,6504819000.0,5649498000.0,6393316400.0,8438201000.0
2076.0,5381885400.0,6070646300.0,5713731600.0,4898532400.0,5781085700.0,2279102000.0,5915493400.0,6398403000.0,5642545000.0,6423007700.0,8286299000.0
2077.0,5329792500.0,5978606600.0,5652307500.0,4656630300.0,5658351000.0,2242528800.0,5777083000.0,6456908300.0,5467990500.0,6278116000.0,8288104000.0
2078.0,5184451000.0,5921307000.0,5573947000.0,4546960400.0,5613810000.0,2196598000.0,5708949500.0,6302501000.0,5469338000.0,6266593000.0,8122999000.0
2079.0,5412060700.0,5963812400.0,5529473000.0,4499917300.0,5495485000.0,2154403600.0,5635079000.0,6180801500.0,5330071600.0,6129369600.0,8004551700.0
2080.0,5063724000.0,5831750700.0,5471381500.0,4421589000.0,5407168000.0,2120475500.0,5577703400.0,6083028000.0,5341591600.0,6100647400.0,7938892000.0
2081.0,5164287500.0,5768915500.0,5417488400.0,4328994300.0,5288728000.0,2086363500.0,5547597300.0,6116777000.0,5199363000.0,6292705000.0,7869373400.0
2082.0,5016217600.0,5735645700.0,5464109000.0,4865025500.0,5190748000.0,2046194200.0,5472178700.0,6189431300.0,5117923300.0,6069075500.0,7785978000.0
2083.0,4967017000.0,5655996400.0,5456116700.0,4294872000.0,5107998700.0,2023887200.0,5358903300.0,5998258000.0,5043258400.0,5947156500.0,7698310700.0
2084.0,4876194000.0,5585739300.0,5322956300.0,4199521000.0,5035847000.0,1993368300.0,5268271000.0,5857287700.0,4967335000.0,5973849000.0,7589037600.0
2085.0,4798397400.0,5548642000.0,5256776000.0,4133816300.0,4998937000.0,1972306000.0,5198381000.0,5788613000.0,4885423000.0,6185097000.0,7512409600.0
2086.0,4743269000.0,5474791000.0,5211170300.0,4063165700.0,4872721000.0,1946473100.0,5185378300.0,5735553500.0,4799747000.0,5887323000.0,7463379500.0
2087.0,5131423000.0,5514233000.0,5199042000.0,4109621500.0,4761477600.0,1919598200.0,5056886300.0,5745275000.0,4759941000.0,5821035000.0,7392859600.0
2088.0,5170086000.0,5407446000.0,5115298300.0,3982667300.0,4731422000.0,1894231600.0,4962989600.0,5713995000.0,4687030000.0,5760596000.0,7389489700.0
2089.0,4717845500.0,5362239000.0,5070669300.0,3922857700.0,4572093000.0,1870940900.0,4910011400.0,5638649000.0,4618902000.0,5778833000.0,7289553400.0
2090.0,4844275700.0,5297833500.0,5029288400.0,3873801700.0,4455218000.0,1951375900.0,4879418400.0,5588245000.0,4579384000.0,5704494000.0,7203104000.0
2091.0,4641182000.0,5258493000.0,5041507000.0,3819488000.0,4405765000.0,1839198100.0,4780647400.0,5596467000.0,4499363000.0,5661583400.0,7161558000.0
2092.0,4578386000.0,5199084000.0,4923982300.0,3987966000.0,4282590200.0,1807313800.0,4890673700.0,5540182500.0,4412003300.0,5626308000.0,7177733000.0
2093.0,4528141300.0,5222143000.0,5138255000.0,3888582000.0,4258701000.0,1760403600.0,4711207000.0,5487062500.0,4328552000.0,5582889500.0,7131903000.0
2094.0,4502256000.0,5094354000.0,5008163000.0,3690162200.0,4121880000.0,1735124500.0,4698513000.0,5479065000.0,4341816300.0,5685241000.0,7049197600.0
2095.0,4453501000.0,5041787000.0,4912117000.0,3930153500.0,4055389200.0,1709958900.0,4662193700.0,5406440400.0,4233025800.0,5555280400.0,6978864600.0
2096.0,4402070500.0,5011808000.0,4873979000.0,3667815200.0,4219932000.0,1692606100.0,4643017700.0,5424163300.0,4232630500.0,5499964400.0,6939075000.0
2097.0,4818270000.0,4948464600.0,4782699000.0,3789405400.0,4693899300.0,1725045900.0,4534737000.0,5361787000.0,4173571600.0,5458749000.0,6897808000.0
2098.0,4358422000.0,4904652000.0,4734556000.0,3604718800.0,4151628000.0,1664460200.0,4515775000.0,5319845000.0,4075694600.0,5854880300.0,6965858000.0
2099.0,4304367600.0,4838856700.0,4705566700.0,3551811800.0,4064242400.0,1646305300.0,4422782500.0,5301724700.0,4039396600.0,5490249700.0,6957560300.0
2100.0,4251060200.0,4807735300.0,4687317000.0,3561540400.0,4111873800.0,1632943600.0,4370735000.0,5400889000.0,3991323100.0,5443302400.0,6815277000.0
