time,UKESM1-0-LL,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CNRM-ESM2-1
2038.0,12325664000000.0,11672509000000.0,13127931000000.0,12619642000000.0,13169417000000.0
2039.0,12239282000000.0,11479989000000.0,13077736000000.0,12547570000000.0,13163014000000.0
2040.0,12127202000000.0,11327948000000.0,12993735000000.0,12446116000000.0,13131276000000.0
2041.0,12021851000000.0,11197699000000.0,12888878000000.0,12336096000000.0,13115109000000.0
2042.0,11870263000000.0,11086771000000.0,12809421000000.0,12166693000000.0,13094298000000.0
2043.0,11736847000000.0,10915166000000.0,12766872000000.0,12038990000000.0,13026536000000.0
2044.0,11632380000000.0,10736596000000.0,12708552000000.0,11967939000000.0,12996036000000.0
2045.0,11480873000000.0,10630663000000.0,12651696000000.0,11888305000000.0,12964954000000.0
2046.0,11374404000000.0,10481027000000.0,12577149000000.0,11795037000000.0,12919390000000.0
2047.0,11220949000000.0,10340814000000.0,12510833000000.0,11742403000000.0,12907748000000.0
2048.0,11033066000000.0,10178829000000.0,12446116000000.0,11670671000000.0,12866347000000.0
2049.0,10814687000000.0,10048510000000.0,12425589000000.0,11549804000000.0,12824791000000.0
2050.0,10620635000000.0,9900223000000.0,12359720000000.0,11452364000000.0,12820620000000.0
2051.0,10436765000000.0,9748076000000.0,12286676000000.0,11306600000000.0,12781506000000.0
2052.0,10289569000000.0,9625243000000.0,12243685000000.0,11128807000000.0,12763626000000.0
2053.0,10125358000000.0,9494734000000.0,12189206000000.0,10986235000000.0,12768255000000.0
2054.0,9899111000000.0,9358563000000.0,12073147000000.0,10854860000000.0,12678805000000.0
2055.0,9738504000000.0,9195821000000.0,11931505000000.0,10769850000000.0,12565809000000.0
2056.0,9560287000000.0,9035670000000.0,11796667000000.0,10671745000000.0,12511871000000.0
2057.0,9391492000000.0,8901245000000.0,11709546000000.0,10591536000000.0,12399099000000.0
2058.0,9264214000000.0,8797187000000.0,11609876000000.0,10483333000000.0,12352841000000.0
2059.0,9118466000000.0,8680165000000.0,11455193000000.0,10411685000000.0,12262555000000.0
2060.0,8957015000000.0,8535845000000.0,11294785000000.0,10372403000000.0,12182709000000.0
2061.0,8833655000000.0,8391855000000.0,11163198000000.0,10303033000000.0,12091843000000.0
2062.0,8693795500000.0,8249430500000.0,11060853000000.0,10242305000000.0,11987940000000.0
2063.0,8516012000000.0,8082536000000.0,10953716000000.0,10158396000000.0,11888026000000.0
2064.0,8338933300000.0,7923772000000.0,10805665000000.0,10080133000000.0,11768761000000.0
2065.0,8185507000000.0,7813376000000.0,10682460000000.0,10020764000000.0,11702765000000.0
2066.0,8039775600000.0,7641825000000.0,10537084000000.0,9913528000000.0,11582828000000.0
2067.0,7864943400000.0,7490479000000.0,10354403000000.0,9843752000000.0,11548111000000.0
2068.0,7725788000000.0,7307253000000.0,10254736000000.0,9736505000000.0,11468006000000.0
2069.0,7569500000000.0,7162973700000.0,10142017000000.0,9658103000000.0,11429282000000.0
2070.0,7398494300000.0,7069011300000.0,10047819000000.0,9576258000000.0,11355599000000.0
2071.0,7255445500000.0,6977490500000.0,10002143000000.0,9444837000000.0,11244146000000.0
2072.0,7102960500000.0,6878289000000.0,9932839000000.0,9359464000000.0,11050994000000.0
2073.0,6974421000000.0,6793811500000.0,9863085000000.0,9272806000000.0,10916599000000.0
2074.0,6853088000000.0,6682096700000.0,9786903000000.0,9210741000000.0,10840348000000.0
2075.0,6668367000000.0,6565822000000.0,9727917000000.0,9128862000000.0,10718316000000.0
2076.0,6518818700000.0,6467323000000.0,9657399000000.0,9039471000000.0,10603254000000.0
2077.0,6365720000000.0,6372633600000.0,9530120000000.0,8984629000000.0,10448794000000.0
2078.0,6217272400000.0,6316266000000.0,9411833000000.0,8857456000000.0,10343901000000.0
2079.0,6060511000000.0,6212667000000.0,9313184000000.0,8756130000000.0,10199512000000.0
2080.0,5901935700000.0,6089148000000.0,9223246000000.0,8679079300000.0,10070035000000.0
2081.0,5759588400000.0,5995104300000.0,9124491000000.0,8632895000000.0,9990519000000.0
2082.0,5615796000000.0,5862989000000.0,8999329000000.0,8572805000000.0,9926421000000.0
2083.0,5481858300000.0,5750321600000.0,8878490000000.0,8523780500000.0,9776860000000.0
2084.0,5354580000000.0,5665952000000.0,8782054700000.0,8486627300000.0,9632889000000.0
2085.0,5229997000000.0,5598779300000.0,8723666000000.0,8412890000000.0,9504094000000.0
2086.0,5104934000000.0,5471110000000.0,8618288000000.0,8370822600000.0,9421622000000.0
2087.0,4986735000000.0,5384246400000.0,8501780000000.0,8309416000000.0,9331459000000.0
2088.0,4854888000000.0,5306916500000.0,8421723000000.0,8232487600000.0,9220491000000.0
2089.0,4759480000000.0,5238393700000.0,8338225500000.0,8188251300000.0,9121604000000.0
2090.0,4669602500000.0,5153622600000.0,8224903000000.0,8143337700000.0,9041732000000.0
2091.0,4554502400000.0,5077734000000.0,8125763600000.0,8127634700000.0,8989200000000.0
2092.0,4444196400000.0,4977167700000.0,8019101000000.0,8093748400000.0,8903750000000.0
2093.0,4343870800000.0,4873430000000.0,7904237700000.0,8053629000000.0,8869328000000.0
2094.0,4266203800000.0,4787218700000.0,7822335500000.0,7998957000000.0,8788818500000.0
2095.0,4175671900000.0,4725349500000.0,7749239000000.0,7949490600000.0,8696805000000.0
2096.0,4074696600000.0,4664101000000.0,7665388400000.0,7906546700000.0,8596611400000.0
2097.0,3994993800000.0,4575199000000.0,7586981600000.0,7856923000000.0,8495194000000.0
2098.0,3880024500000.0,4503527000000.0,7521899000000.0,7788963000000.0,8394408000000.0
2099.0,3774293000000.0,4444649000000.0,7420102000000.0,7747771000000.0,8296674600000.0
2100.0,3700638600000.0,4384846000000.0,7312319000000.0,7689952000000.0,8178072000000.0
