time,MPI-ESM1-2-HR,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,UKESM1-0-LL,IPSL-CM6A-LR,TAIESM1,GFDL-ESM4
2026.0,13658936000000.0,13685545000000.0,13593023000000.0,13426470000000.0,13601572000000.0,13339634000000.0,13422395000000.0,13516792000000.0,13587539000000.0
2027.0,13654829000000.0,13685840000000.0,13557554000000.0,13366945000000.0,13595465000000.0,13220891000000.0,13390592000000.0,13470222000000.0,13580364000000.0
2028.0,13613014000000.0,13669704000000.0,13558039000000.0,13325528000000.0,13563630000000.0,13198468000000.0,13353137000000.0,13439581000000.0,13551750000000.0
2029.0,13622304000000.0,13654555000000.0,13513037000000.0,13323040000000.0,13555695000000.0,13155726000000.0,13330008000000.0,13379770000000.0,13545671000000.0
2030.0,13595278000000.0,13648269000000.0,13513790000000.0,13288775000000.0,13547206000000.0,13083359000000.0,13260647000000.0,13370863000000.0,13501006000000.0
2031.0,13555870000000.0,13642736000000.0,13500980000000.0,13229235000000.0,13532996000000.0,13020802000000.0,13176928000000.0,13326018000000.0,13475189000000.0
2032.0,13549064000000.0,13615021000000.0,13477201000000.0,13179157000000.0,13544015000000.0,12902977000000.0,13078283000000.0,13262255000000.0,13475191000000.0
2033.0,13534131000000.0,13583471000000.0,13464081000000.0,13138137000000.0,13535560000000.0,12866921000000.0,13011764000000.0,13184564000000.0,13448888000000.0
2034.0,13508216000000.0,13564634000000.0,13454915000000.0,13094560000000.0,13525890000000.0,12798868000000.0,12963956000000.0,13092672000000.0,13452609000000.0
2035.0,13483320000000.0,13539997000000.0,13415609000000.0,13061292000000.0,13522653000000.0,12731224000000.0,12905157000000.0,13021169000000.0,13438420000000.0
2036.0,13430333000000.0,13515970000000.0,13368105000000.0,13012278000000.0,13499692000000.0,12633840000000.0,12859309000000.0,12993856000000.0,13393110000000.0
2037.0,13391187000000.0,13483392000000.0,13333560000000.0,12964229000000.0,13444775000000.0,12518973000000.0,12814802000000.0,12890940000000.0,13352356000000.0
2038.0,13384677000000.0,13458662000000.0,13302830000000.0,12930925000000.0,13426378000000.0,12411501000000.0,12732764000000.0,12798287000000.0,13312512000000.0
2039.0,13382590000000.0,13437552000000.0,13286783000000.0,12888040000000.0,13430187000000.0,12268836000000.0,12675279000000.0,12725087000000.0,13286792000000.0
2040.0,13397406000000.0,13400327000000.0,13265343000000.0,12857676000000.0,13442568000000.0,12184545000000.0,12595586000000.0,12678497000000.0,13241662000000.0
2041.0,13388370000000.0,13371414000000.0,13225717000000.0,12797995000000.0,13404006000000.0,12065082000000.0,12520907000000.0,12619419000000.0,13207608000000.0
2042.0,13364348000000.0,13332905000000.0,13174596000000.0,12765538000000.0,13400062000000.0,11930366000000.0,12422423000000.0,12574781000000.0,13196630000000.0
2043.0,13354850000000.0,13315426000000.0,13069590000000.0,12695965000000.0,13399627000000.0,11797844000000.0,12387883000000.0,12484356000000.0,13198372000000.0
2044.0,13348544000000.0,13267815000000.0,13032896000000.0,12625863000000.0,13356948000000.0,11683764000000.0,12330914000000.0,12384549000000.0,13205064000000.0
2045.0,13353231000000.0,13243719000000.0,12952796000000.0,12540344000000.0,13324214000000.0,11605372000000.0,12293722000000.0,12287329000000.0,13181715000000.0
2046.0,13351658000000.0,13205657000000.0,12896374000000.0,12428521000000.0,13291999000000.0,11539685000000.0,12227455000000.0,12207457000000.0,13128023000000.0
2047.0,13326902000000.0,13168964000000.0,12857766000000.0,12364939000000.0,13288567000000.0,11416900000000.0,12136554000000.0,12113616000000.0,13095782000000.0
2048.0,13298361000000.0,13131219000000.0,12799749000000.0,12251498000000.0,13270047000000.0,11295410000000.0,12085176000000.0,12021128000000.0,13083371000000.0
2049.0,13295880000000.0,13091013000000.0,12735566000000.0,12189544000000.0,13234008000000.0,11196756000000.0,11966722000000.0,11953415000000.0,13092643000000.0
2050.0,13264612000000.0,13045775000000.0,12648936000000.0,12103070000000.0,13184783000000.0,11027178000000.0,11868592000000.0,11924928000000.0,13058452000000.0
2051.0,13223654000000.0,12994251000000.0,12596330000000.0,12010393000000.0,13160233000000.0,10910859000000.0,11733236000000.0,11846928000000.0,13030048000000.0
2052.0,13179919000000.0,12975838000000.0,12532594000000.0,11949660000000.0,13102617000000.0,10703841000000.0,11617826000000.0,11791098000000.0,13031322000000.0
2053.0,13129189000000.0,12921300000000.0,12468325000000.0,11846965000000.0,13076484000000.0,10566042000000.0,11498377000000.0,11688405000000.0,13000156000000.0
2054.0,13115120000000.0,12881999000000.0,12388378000000.0,11728807000000.0,13068365000000.0,10413178000000.0,11421225000000.0,11608682000000.0,12966210000000.0
2055.0,13101831000000.0,12828606000000.0,12328987000000.0,11587344000000.0,13074664000000.0,10341829000000.0,11309568000000.0,11515740000000.0,12931021000000.0
2056.0,13083545000000.0,12772705000000.0,12272969000000.0,11492634000000.0,13043139000000.0,10217807000000.0,11209262000000.0,11456121000000.0,12911681000000.0
2057.0,13047642000000.0,12735345000000.0,12153219000000.0,11388312000000.0,13014394000000.0,10079679000000.0,11058694000000.0,11387745000000.0,12873593000000.0
2058.0,13024101000000.0,12689959000000.0,12090297000000.0,11263796000000.0,13016596000000.0,9936580000000.0,10964275000000.0,11334303000000.0,12826592000000.0
2059.0,12993258000000.0,12639539000000.0,12008485000000.0,11156481000000.0,13012944000000.0,9746358000000.0,10810100000000.0,11194438000000.0,12804603000000.0
2060.0,12963499000000.0,12596224000000.0,11904064000000.0,11093624000000.0,13009143000000.0,9570126000000.0,10721993000000.0,11072040000000.0,12788558000000.0
2061.0,12960623000000.0,12539111000000.0,11766397000000.0,10949579000000.0,13013232000000.0,9390429000000.0,10626305000000.0,10948476000000.0,12759841000000.0
2062.0,12956304000000.0,12469263000000.0,11666465000000.0,10866177000000.0,12972400000000.0,9208116000000.0,10573999000000.0,10852723000000.0,12727475000000.0
2063.0,12950869000000.0,12428296000000.0,11580800000000.0,10768748000000.0,12917980000000.0,9026810000000.0,10508013000000.0,10777171000000.0,12718458000000.0
2064.0,12932912000000.0,12376716000000.0,11498733000000.0,10578744000000.0,12874540000000.0,8862925000000.0,10389050000000.0,10665767000000.0,12705240000000.0
2065.0,12924594000000.0,12337768000000.0,11388755000000.0,10509231000000.0,12883686000000.0,8682535400000.0,10277527000000.0,10551019000000.0,12667115000000.0
2066.0,12918128000000.0,12267015000000.0,11254232000000.0,10470836000000.0,12857070000000.0,8544015000000.0,10114256000000.0,10469339000000.0,12678236000000.0
2067.0,12874219000000.0,12205975000000.0,11162058000000.0,10387114000000.0,12834059000000.0,8429087000000.0,9938310000000.0,10342516000000.0,12695297000000.0
2068.0,12841430000000.0,12123760000000.0,11043796000000.0,10296353000000.0,12780156000000.0,8272796000000.0,9822907000000.0,10194682000000.0,12650535000000.0
2069.0,12810871000000.0,12069051000000.0,10962950000000.0,10232425000000.0,12750745000000.0,8155830000000.0,9632201000000.0,10058464000000.0,12620735000000.0
2070.0,12764337000000.0,12027531000000.0,10858321000000.0,10133330000000.0,12699072000000.0,8049888600000.0,9509715000000.0,9955760000000.0,12597850000000.0
2071.0,12714412000000.0,11979666000000.0,10761429000000.0,10009977000000.0,12687182000000.0,7895063000000.0,9398219000000.0,9843059000000.0,12559824000000.0
2072.0,12685064000000.0,11951376000000.0,10639089000000.0,9928959000000.0,12698602000000.0,7747389600000.0,9249699000000.0,9743791000000.0,12544887000000.0
2073.0,12645579000000.0,11885560000000.0,10505569000000.0,9847110000000.0,12678886000000.0,7623612000000.0,9116618000000.0,9693572000000.0,12515064000000.0
2074.0,12607999000000.0,11814677000000.0,10447287000000.0,9768319000000.0,12642550000000.0,7500419600000.0,8972273000000.0,9619487000000.0,12469588000000.0
2075.0,12550228000000.0,11751269000000.0,10403145000000.0,9683542000000.0,12627490000000.0,7385842000000.0,8866178000000.0,9516679000000.0,12437574000000.0
2076.0,12538208000000.0,11676648000000.0,10330893000000.0,9546720000000.0,12598208000000.0,7209677000000.0,8785473000000.0,9450650000000.0,12396203000000.0
2077.0,12526460000000.0,11620979000000.0,10261274000000.0,9428284000000.0,12535297000000.0,7038330500000.0,8675502000000.0,9339413000000.0,12347594000000.0
2078.0,12516247000000.0,11547285000000.0,10185128000000.0,9321192000000.0,12487962000000.0,6892475600000.0,8524996000000.0,9219202000000.0,12256585000000.0
2079.0,12497664000000.0,11480558000000.0,10120702000000.0,9201941000000.0,12475153000000.0,6736320700000.0,8392447000000.0,9060073000000.0,12230066000000.0
2080.0,12431116000000.0,11423101000000.0,10075718000000.0,9118476000000.0,12452975000000.0,6589197600000.0,8276870000000.0,8968045000000.0,12200971000000.0
2081.0,12399147000000.0,11331278000000.0,10009007000000.0,9070299000000.0,12398506000000.0,6428019000000.0,8161864500000.0,8880202000000.0,12140608000000.0
2082.0,12388674000000.0,11262534000000.0,9952608000000.0,9034837000000.0,12334255000000.0,6312330500000.0,8022879400000.0,8736894600000.0,12083483000000.0
2083.0,12377326000000.0,11201783000000.0,9897963000000.0,8966430000000.0,12254841000000.0,6180222000000.0,7917760000000.0,8619825000000.0,12020043000000.0
2084.0,12351574000000.0,11124435000000.0,9865634000000.0,8852635000000.0,12203490000000.0,6076003000000.0,7829026500000.0,8488007000000.0,11975036000000.0
2085.0,12347769000000.0,11080181000000.0,9771269000000.0,8744262400000.0,12122396000000.0,5912296000000.0,7756526000000.0,8353963600000.0,11915312000000.0
2086.0,12312926000000.0,11023804000000.0,9693741000000.0,8655770500000.0,12052827000000.0,5772500500000.0,7651471000000.0,8221590300000.0,11870679000000.0
2087.0,12284143000000.0,10955480000000.0,9625169000000.0,8583699000000.0,12017616000000.0,5630760000000.0,7529064000000.0,8083650600000.0,11807361000000.0
2088.0,12247793000000.0,10889858000000.0,9568335000000.0,8502778500000.0,11974461000000.0,5506481000000.0,7424155600000.0,7939852000000.0,11776717000000.0
2089.0,12217587000000.0,10826058000000.0,9522172000000.0,8412526000000.0,11916483000000.0,5385229400000.0,7297397000000.0,7832922000000.0,11725524000000.0
2090.0,12139094000000.0,10771742000000.0,9495433000000.0,8336242600000.0,11876569000000.0,5258915300000.0,7216903000000.0,7732218300000.0,11687117000000.0
2091.0,12120111000000.0,10702086000000.0,9421010000000.0,8241209000000.0,11825113000000.0,5154846300000.0,7127710600000.0,7600603700000.0,11610094000000.0
2092.0,12091955000000.0,10641511000000.0,9379730000000.0,8151043700000.0,11794723000000.0,5036438000000.0,6992894000000.0,7489493400000.0,11550414000000.0
2093.0,12047977000000.0,10582443000000.0,9300139000000.0,8080640700000.0,11743340000000.0,4927093500000.0,6909193000000.0,7336233500000.0,11516395000000.0
2094.0,12010742000000.0,10512492000000.0,9236237000000.0,7996786000000.0,11698849000000.0,4803157000000.0,6809233400000.0,7241518000000.0,11469617000000.0
2095.0,11966863000000.0,10448277000000.0,9137386000000.0,7902045000000.0,11669781000000.0,4657001300000.0,6698069700000.0,7114552000000.0,11432624000000.0
2096.0,11943438000000.0,10381074000000.0,9026582000000.0,7812613000000.0,11673744000000.0,4541283600000.0,6588400700000.0,6957751600000.0,11356264000000.0
2097.0,11908005000000.0,10332774000000.0,8955272000000.0,7761809000000.0,11638797000000.0,4408140000000.0,6462286000000.0,6794820700000.0,11320071000000.0
2098.0,11885021000000.0,10255174000000.0,8855206000000.0,7706771000000.0,11582966000000.0,4284425200000.0,6359672700000.0,6717196000000.0,11312459000000.0
2099.0,11845409000000.0,10190398000000.0,8775954000000.0,7645121000000.0,11525975000000.0,4145287300000.0,6249102400000.0,6604022000000.0,11285854000000.0
2100.0,11821350000000.0,10121974000000.0,8691928000000.0,7600014000000.0,11427721000000.0,3991409000000.0,6154963000000.0,6506665000000.0,11275352000000.0
