time,MRI-ESM2-0,CNRM-ESM2-1,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL
2052.0,40615580000000.0,37504623000000.0,40642017000000.0,39053050000000.0,37795790000000.0
2053.0,40444164000000.0,37157637000000.0,40497934000000.0,38743596000000.0,37389804000000.0
2054.0,40295490000000.0,36959100000000.0,40272860000000.0,38507934000000.0,37068432000000.0
2055.0,40007004000000.0,36664810000000.0,40111350000000.0,38300065000000.0,36760227000000.0
2056.0,39841622000000.0,36375610000000.0,39917940000000.0,38057395000000.0,36319682000000.0
2057.0,39564727000000.0,36031533000000.0,39651550000000.0,37842235000000.0,35899790000000.0
2058.0,39341624000000.0,35495858000000.0,39468224000000.0,37680017000000.0,35548110000000.0
2059.0,39202532000000.0,35094876000000.0,39280097000000.0,37571954000000.0,35271950000000.0
2060.0,39038707000000.0,34658150000000.0,38979600000000.0,37467164000000.0,34930010000000.0
2061.0,38866850000000.0,34358413000000.0,38795450000000.0,37233994000000.0,34553890000000.0
2062.0,38610920000000.0,34053000000000.0,38611106000000.0,37033834000000.0,34126007000000.0
2063.0,38547394000000.0,33763644000000.0,38431410000000.0,36802597000000.0,33824403000000.0
2064.0,38379120000000.0,33446802000000.0,38168200000000.0,36557200000000.0,33504660000000.0
2065.0,38084624000000.0,33047727000000.0,37849676000000.0,36320483000000.0,33159979000000.0
2066.0,37820295000000.0,32486281000000.0,37603504000000.0,36148610000000.0,32957641000000.0
2067.0,37599998000000.0,31998295000000.0,37348850000000.0,35894363000000.0,32732197000000.0
2068.0,37464303000000.0,31609040000000.0,37030164000000.0,35805270000000.0,32414697000000.0
2069.0,37292050000000.0,31201279000000.0,36748923000000.0,35621660000000.0,32123342000000.0
2070.0,37106106000000.0,31012780000000.0,36534867000000.0,35407543000000.0,31871450000000.0
2071.0,36917626000000.0,30483142000000.0,36305480000000.0,35198566000000.0,31654249000000.0
2072.0,36740463000000.0,29958670000000.0,35949593000000.0,34980135000000.0,31420300000000.0
2073.0,36549413000000.0,29534350000000.0,35682693000000.0,34713524000000.0,31120763000000.0
2074.0,36392100000000.0,29151648000000.0,35502418000000.0,34495145000000.0,30632529000000.0
2075.0,36143380000000.0,28843540000000.0,35321186000000.0,34323711000000.0,30259336000000.0
2076.0,35936864000000.0,28404169000000.0,35149280000000.0,34188898000000.0,29912415000000.0
2077.0,35707658000000.0,28009715000000.0,34890169000000.0,33922746000000.0,29702440000000.0
2078.0,35517228000000.0,27690434000000.0,34553727000000.0,33692848000000.0,29457216000000.0
2079.0,35234163000000.0,27429744000000.0,34310235000000.0,33539377000000.0,29231371000000.0
2080.0,35054722000000.0,27016296000000.0,34152360000000.0,33387954000000.0,28889944000000.0
2081.0,34867239000000.0,26648135000000.0,33932788000000.0,33274764000000.0,28535893000000.0
2082.0,34674965000000.0,26280592000000.0,33683604000000.0,33116157000000.0,28206640000000.0
2083.0,34468165000000.0,25956629000000.0,33448056000000.0,32933810000000.0,27944295000000.0
2084.0,34201424000000.0,25391620000000.0,33190538000000.0,32764456000000.0,27586660000000.0
2085.0,33945616000000.0,24997255000000.0,32954634000000.0,32591028000000.0,27340732000000.0
2086.0,33803498000000.0,24614133000000.0,32728376000000.0,32388130000000.0,27129120000000.0
2087.0,33713514000000.0,24253575000000.0,32582048000000.0,32200053000000.0,26932916000000.0
2088.0,33620960000000.0,23859560000000.0,32369591000000.0,32111774000000.0,26637372000000.0
2089.0,33511960000000.0,23599522000000.0,32177490000000.0,31955840000000.0,26415000000000.0
2090.0,33258853000000.0,23291358000000.0,31963070000000.0,31749378000000.0,26158196000000.0
2091.0,33124822000000.0,22956177000000.0,31778157000000.0,31620128000000.0,25912133000000.0
2092.0,32956228000000.0,22540500000000.0,31614726000000.0,31453893000000.0,25607430000000.0
2093.0,32802586000000.0,22133925000000.0,31394273000000.0,31201836000000.0,25378108000000.0
2094.0,32612026000000.0,21707153000000.0,31145790000000.0,31105013000000.0,25221547000000.0
2095.0,32440700000000.0,21292714000000.0,30917687000000.0,30930146000000.0,24959120000000.0
2096.0,32335639000000.0,20964467000000.0,30631740000000.0,30775523000000.0,24735350000000.0
2097.0,32208587000000.0,20592140000000.0,30420412000000.0,30631518000000.0,24579324000000.0
2098.0,32129224000000.0,20260682000000.0,30239801000000.0,30468706000000.0,24415855000000.0
2099.0,32056262000000.0,19837180000000.0,30032550000000.0,30344164000000.0,24179114000000.0
2100.0,31907956000000.0,19485914000000.0,29792343000000.0,30211278000000.0,23959106000000.0
