time,UKESM1-0-LL,MIROC6,CNRM-ESM2-1,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,EC-EARTH3,MPI-ESM1-2-HR,TAIESM1,IPSL-CM6A-LR,CNRM-CM6-1,CANESM5,CESM2-WACCM
2023.0,44129564000000.0,44299840000000.0,43831173000000.0,44153476000000.0,44301925000000.0,44143963000000.0,43922823000000.0,44137437000000.0,43939084000000.0,44166784000000.0,43999717000000.0,43960860000000.0,44173323000000.0
2024.0,44074543000000.0,44260610000000.0,43756825000000.0,44086854000000.0,44198405000000.0,44136854000000.0,43723757000000.0,43981287000000.0,43732160000000.0,44148650000000.0,43924865000000.0,43909493000000.0,44114030000000.0
2025.0,44011120000000.0,44199873000000.0,43783800000000.0,43965215000000.0,44165245000000.0,44030150000000.0,43581696000000.0,43938962000000.0,43601740000000.0,44014710000000.0,43849095000000.0,43881178000000.0,44060950000000.0
2026.0,44022270000000.0,44206966000000.0,43644782000000.0,43874228000000.0,43985130000000.0,44010215000000.0,43502243000000.0,43939973000000.0,43414140000000.0,43974480000000.0,43728127000000.0,43782267000000.0,43984806000000.0
2027.0,44026795000000.0,44159415000000.0,43479376000000.0,43775368000000.0,43933510000000.0,43961380000000.0,43428790000000.0,43883984000000.0,43347348000000.0,43862760000000.0,43451320000000.0,43687630000000.0,43877020000000.0
2028.0,43937616000000.0,44196195000000.0,43325613000000.0,43737310000000.0,43763620000000.0,43951380000000.0,43376950000000.0,43885760000000.0,43163847000000.0,43718700000000.0,43304503000000.0,43646920000000.0,43846690000000.0
2029.0,43826080000000.0,44158505000000.0,43024952000000.0,43743620000000.0,43756010000000.0,43888706000000.0,43257590000000.0,43849980000000.0,43050676000000.0,43526344000000.0,43172550000000.0,43585244000000.0,43780774000000.0
2030.0,43727184000000.0,44128633000000.0,42798514000000.0,43643090000000.0,43668774000000.0,43822500000000.0,43124490000000.0,43841445000000.0,42917230000000.0,43399200000000.0,43061216000000.0,43474510000000.0,43668304000000.0
2031.0,43651560000000.0,44154445000000.0,42617467000000.0,43501564000000.0,43524630000000.0,43653270000000.0,43112173000000.0,43795744000000.0,42716050000000.0,43303983000000.0,43004380000000.0,43361365000000.0,43561194000000.0
2032.0,43555825000000.0,44149823000000.0,42499205000000.0,43512300000000.0,43377570000000.0,43622544000000.0,43073400000000.0,43767684000000.0,42447107000000.0,43130770000000.0,42866382000000.0,43297867000000.0,43518874000000.0
2033.0,43472660000000.0,44191240000000.0,42245076000000.0,43407527000000.0,43321980000000.0,43535200000000.0,42949916000000.0,43749317000000.0,42295570000000.0,42932860000000.0,42746908000000.0,43214540000000.0,43401794000000.0
2034.0,43279186000000.0,44193242000000.0,42088347000000.0,43330580000000.0,43301516000000.0,43497697000000.0,42902070000000.0,43628173000000.0,42117968000000.0,42739526000000.0,42418775000000.0,43102484000000.0,43252514000000.0
2035.0,43123783000000.0,44120274000000.0,41947624000000.0,43220503000000.0,43273100000000.0,43527710000000.0,42758413000000.0,43621303000000.0,41917056000000.0,42610720000000.0,42167540000000.0,42972268000000.0,43071940000000.0
2036.0,42927535000000.0,44086057000000.0,41700135000000.0,43166577000000.0,43161800000000.0,43412254000000.0,42571570000000.0,43503210000000.0,41788685000000.0,42425913000000.0,41936447000000.0,42942295000000.0,42861240000000.0
2037.0,42735130000000.0,44006646000000.0,41279260000000.0,43031646000000.0,43059270000000.0,43432047000000.0,42429730000000.0,43464033000000.0,41688400000000.0,42336650000000.0,41724164000000.0,42773720000000.0,42699290000000.0
2038.0,42647520000000.0,43984250000000.0,41043630000000.0,42901686000000.0,42911136000000.0,43383788000000.0,42265740000000.0,43343325000000.0,41453116000000.0,42123596000000.0,41513606000000.0,42667224000000.0,42655610000000.0
2039.0,42508696000000.0,44006927000000.0,40877110000000.0,42838524000000.0,42796130000000.0,43234424000000.0,42174200000000.0,43252367000000.0,41152720000000.0,41980790000000.0,41181120000000.0,42545745000000.0,42554083000000.0
2040.0,42368175000000.0,43954890000000.0,40785560000000.0,42773294000000.0,42700220000000.0,43214380000000.0,41971683000000.0,43182688000000.0,40935560000000.0,41805620000000.0,40899506000000.0,42395597000000.0,42378910000000.0
2041.0,42235350000000.0,43876760000000.0,40553966000000.0,42616607000000.0,42569980000000.0,43127507000000.0,41733967000000.0,43017350000000.0,40641780000000.0,41622780000000.0,40764800000000.0,42243604000000.0,42172870000000.0
2042.0,42053677000000.0,43851125000000.0,40341800000000.0,42522970000000.0,42482167000000.0,43050020000000.0,41650110000000.0,42866986000000.0,40394134000000.0,41526000000000.0,40443870000000.0,42151600000000.0,42027070000000.0
2043.0,41869230000000.0,43885775000000.0,40083235000000.0,42363480000000.0,42331424000000.0,42979025000000.0,41495170000000.0,42701383000000.0,40128680000000.0,41316386000000.0,39969343000000.0,42076784000000.0,41817152000000.0
2044.0,41691147000000.0,43798200000000.0,39796870000000.0,42240930000000.0,42268677000000.0,42936370000000.0,41341837000000.0,42567568000000.0,39991732000000.0,41121904000000.0,39694300000000.0,41912392000000.0,41591348000000.0
2045.0,41503305000000.0,43711950000000.0,39543797000000.0,42141610000000.0,42225413000000.0,42832388000000.0,41242507000000.0,42465940000000.0,39705635000000.0,40931320000000.0,39382967000000.0,41776857000000.0,41457495000000.0
2046.0,41318475000000.0,43688164000000.0,39044510000000.0,42054747000000.0,42203955000000.0,42728474000000.0,41114950000000.0,42382913000000.0,39288146000000.0,40717292000000.0,38995190000000.0,41594970000000.0,41262913000000.0
2047.0,41008060000000.0,43617314000000.0,38563530000000.0,42019095000000.0,42111960000000.0,42589047000000.0,40871634000000.0,42264530000000.0,38950995000000.0,40482590000000.0,38571650000000.0,41431406000000.0,41047170000000.0
2048.0,40749130000000.0,43568840000000.0,38191994000000.0,41829295000000.0,41951570000000.0,42429000000000.0,40673844000000.0,42071600000000.0,38629960000000.0,40190597000000.0,38161476000000.0,41289672000000.0,40841972000000.0
2049.0,40423690000000.0,43471293000000.0,37930850000000.0,41721333000000.0,41743156000000.0,42390207000000.0,40403206000000.0,41910454000000.0,38378075000000.0,39905795000000.0,37867233000000.0,41127460000000.0,40629520000000.0
2050.0,40096030000000.0,43427853000000.0,37722150000000.0,41585450000000.0,41461656000000.0,42264353000000.0,40162877000000.0,41732322000000.0,38040513000000.0,39714455000000.0,37429430000000.0,40987892000000.0,40430268000000.0
2051.0,39816083000000.0,43428667000000.0,37416300000000.0,41398060000000.0,41286990000000.0,42085130000000.0,39992940000000.0,41543063000000.0,37743500000000.0,39548894000000.0,37222837000000.0,40800490000000.0,40123513000000.0
2052.0,39576584000000.0,43361240000000.0,37007460000000.0,41201900000000.0,41105620000000.0,41913323000000.0,39792805000000.0,41453816000000.0,37416123000000.0,39347890000000.0,37024086000000.0,40619276000000.0,39873763000000.0
2053.0,39196664000000.0,43333796000000.0,36719244000000.0,40945520000000.0,40901422000000.0,41746596000000.0,39677500000000.0,41343737000000.0,37115207000000.0,39031690000000.0,36852006000000.0,40383988000000.0,39583304000000.0
2054.0,38801267000000.0,43353807000000.0,36414420000000.0,40835865000000.0,40734610000000.0,41648340000000.0,39476990000000.0,41202104000000.0,36727784000000.0,38775846000000.0,36608326000000.0,40196096000000.0,39342936000000.0
2055.0,38472520000000.0,43301230000000.0,36169207000000.0,40584080000000.0,40591540000000.0,41470610000000.0,39128725000000.0,41039805000000.0,36242503000000.0,38484027000000.0,36248010000000.0,39835020000000.0,39069640000000.0
2056.0,38047526000000.0,43232470000000.0,35758367000000.0,40346105000000.0,40420810000000.0,41399440000000.0,38910960000000.0,40910420000000.0,35787940000000.0,38338530000000.0,35925434000000.0,39626333000000.0,38697987000000.0
2057.0,37619543000000.0,43155144000000.0,35353142000000.0,40088970000000.0,40382004000000.0,41249780000000.0,38750890000000.0,40821663000000.0,35453000000000.0,38225666000000.0,35518402000000.0,39443720000000.0,38404545000000.0
2058.0,37279255000000.0,43118854000000.0,35064818000000.0,39813013000000.0,40181360000000.0,41138100000000.0,38603082000000.0,40721696000000.0,35100142000000.0,37958990000000.0,35151743000000.0,39310120000000.0,38072850000000.0
2059.0,36861196000000.0,43020087000000.0,34586545000000.0,39583962000000.0,39993500000000.0,41068600000000.0,38318436000000.0,40575017000000.0,34837264000000.0,37721783000000.0,34589920000000.0,39074304000000.0,37799420000000.0
2060.0,36443720000000.0,42977260000000.0,34259862000000.0,39438060000000.0,39742480000000.0,40960050000000.0,38103683000000.0,40348055000000.0,34429108000000.0,37462460000000.0,34053590000000.0,38746000000000.0,37490967000000.0
2061.0,36025557000000.0,42955922000000.0,33989698000000.0,39211670000000.0,39500640000000.0,40769930000000.0,37899390000000.0,40140370000000.0,33942397000000.0,37220187000000.0,33644840000000.0,38524422000000.0,37142780000000.0
2062.0,35715816000000.0,42977896000000.0,33689006000000.0,39012937000000.0,39188133000000.0,40649433000000.0,37711190000000.0,40040250000000.0,33534025000000.0,36968950000000.0,33125128000000.0,38271615000000.0,36877750000000.0
2063.0,35408298000000.0,42908888000000.0,33316955000000.0,38800726000000.0,38946105000000.0,40498530000000.0,37477687000000.0,39847276000000.0,33242590000000.0,36657300000000.0,32743365000000.0,38045160000000.0,36582260000000.0
2064.0,35087460000000.0,42857184000000.0,32881322000000.0,38577224000000.0,38737800000000.0,40347254000000.0,37175677000000.0,39724656000000.0,32757923000000.0,36419406000000.0,32024834000000.0,37749220000000.0,36244800000000.0
2065.0,34853832000000.0,42835280000000.0,32383215000000.0,38333024000000.0,38530430000000.0,40228180000000.0,36894943000000.0,39516937000000.0,32344713000000.0,36162576000000.0,31557010000000.0,37477667000000.0,35941540000000.0
2066.0,34409630000000.0,42855000000000.0,31831536000000.0,38083130000000.0,38343570000000.0,40061324000000.0,36634430000000.0,39327630000000.0,31989883000000.0,35940800000000.0,31165432000000.0,37189648000000.0,35717500000000.0
2067.0,33807938000000.0,42781290000000.0,31306333000000.0,37822960000000.0,38033944000000.0,39942500000000.0,36470962000000.0,39218450000000.0,31529082000000.0,35711910000000.0,30793779000000.0,36871636000000.0,35382066000000.0
2068.0,33196958000000.0,42698216000000.0,30779925000000.0,37530997000000.0,37848230000000.0,39771730000000.0,36189747000000.0,39085850000000.0,31135246000000.0,35396944000000.0,30479376000000.0,36608003000000.0,35024647000000.0
2069.0,32643876000000.0,42661900000000.0,30175952000000.0,37192420000000.0,37582847000000.0,39587180000000.0,35937216000000.0,38972944000000.0,30638942000000.0,35126828000000.0,30167578000000.0,36277260000000.0,34667613000000.0
2070.0,32198562000000.0,42713286000000.0,29717659000000.0,36890015000000.0,37365070000000.0,39390017000000.0,35756416000000.0,38787340000000.0,30286482000000.0,34829255000000.0,29697516000000.0,35988856000000.0,34311837000000.0
2071.0,31672500000000.0,42654180000000.0,29285887000000.0,36526180000000.0,37113765000000.0,39241470000000.0,35475046000000.0,38549957000000.0,29911304000000.0,34595820000000.0,29269533000000.0,35692944000000.0,33945800000000.0
2072.0,31072260000000.0,42607095000000.0,28774192000000.0,36201206000000.0,36873745000000.0,39047955000000.0,35166603000000.0,38259080000000.0,29566165000000.0,34293700000000.0,28815753000000.0,35385053000000.0,33617246000000.0
2073.0,30623878000000.0,42553643000000.0,28278977000000.0,35904907000000.0,36570730000000.0,38920847000000.0,34754180000000.0,38032940000000.0,29171068000000.0,34005896000000.0,28347319000000.0,35010700000000.0,33257990000000.0
2074.0,30140630000000.0,42503273000000.0,27764099000000.0,35558280000000.0,36326087000000.0,38637220000000.0,34491372000000.0,37830642000000.0,28791496000000.0,33699542000000.0,27801296000000.0,34687320000000.0,32889928000000.0
2075.0,29628940000000.0,42411003000000.0,27317968000000.0,35109269000000.0,36128934000000.0,38436723000000.0,34156552000000.0,37645585000000.0,28365755000000.0,33387547000000.0,27242898000000.0,34376960000000.0,32551167000000.0
2076.0,29248746000000.0,42314090000000.0,26844236000000.0,34815300000000.0,35979030000000.0,38236990000000.0,33861010000000.0,37466150000000.0,27967231000000.0,33028798000000.0,26699132000000.0,34016156000000.0,32186497000000.0
2077.0,28774505000000.0,42287107000000.0,26318358000000.0,34529770000000.0,35770203000000.0,38026667000000.0,33409898000000.0,37216164000000.0,27427183000000.0,32699926000000.0,26218575000000.0,33676420000000.0,31747524000000.0
2078.0,28317636000000.0,42153376000000.0,25653953000000.0,34188355000000.0,35431383000000.0,37872020000000.0,32875230000000.0,37018900000000.0,26885023000000.0,32370676000000.0,25582310000000.0,33334445000000.0,31310918000000.0
2079.0,27927796000000.0,42098577000000.0,25132785000000.0,33837710000000.0,35122387000000.0,37715836000000.0,32401010000000.0,36789335000000.0,26347129000000.0,32017515000000.0,25003091000000.0,32936695000000.0,30837370000000.0
2080.0,27503570000000.0,42085655000000.0,24614395000000.0,33427357000000.0,34683562000000.0,37546357000000.0,31947665000000.0,36632695000000.0,25855756000000.0,31724835000000.0,24375282000000.0,32537945000000.0,30390226000000.0
2081.0,26997424000000.0,42011990000000.0,24188580000000.0,33079752000000.0,34350842000000.0,37348113000000.0,31460323000000.0,36404336000000.0,25318570000000.0,31407512000000.0,23927462000000.0,32216044000000.0,30074120000000.0
2082.0,26403085000000.0,41981317000000.0,23645271000000.0,32819498000000.0,34048220000000.0,37095760000000.0,31065930000000.0,36223393000000.0,24767657000000.0,31161158000000.0,23354887000000.0,31842841000000.0,29665450000000.0
2083.0,25839628000000.0,41863750000000.0,23255595000000.0,32444892000000.0,33663285000000.0,36899167000000.0,30680124000000.0,35935630000000.0,24131374000000.0,30894102000000.0,22691275000000.0,31497858000000.0,29253900000000.0
2084.0,25329314000000.0,41750470000000.0,22892912000000.0,32198100000000.0,33259510000000.0,36732340000000.0,30293166000000.0,35713170000000.0,23628760000000.0,30523194000000.0,22096768000000.0,31228483000000.0,28812824000000.0
2085.0,24860978000000.0,41678290000000.0,22505624000000.0,31854262000000.0,32999280000000.0,36524695000000.0,29820461000000.0,35468290000000.0,23141468000000.0,30197397000000.0,21389670000000.0,30911708000000.0,28315247000000.0
2086.0,24374128000000.0,41703290000000.0,21982290000000.0,31540875000000.0,32623326000000.0,36301100000000.0,29452367000000.0,35286890000000.0,22575147000000.0,29776440000000.0,20865782000000.0,30488385000000.0,27790062000000.0
2087.0,23869786000000.0,41656284000000.0,21489166000000.0,31199263000000.0,32313239000000.0,36138650000000.0,29119436000000.0,35023948000000.0,22001872000000.0,29380210000000.0,20242495000000.0,30074596000000.0,27282792000000.0
2088.0,23321440000000.0,41538410000000.0,21000454000000.0,30920608000000.0,32043590000000.0,36006180000000.0,28776891000000.0,34803993000000.0,21497695000000.0,29034738000000.0,19578260000000.0,29750198000000.0,26838024000000.0
2089.0,22836276000000.0,41439330000000.0,20564520000000.0,30633802000000.0,31669153000000.0,35780966000000.0,28335380000000.0,34588039000000.0,21002715000000.0,28695847000000.0,18864342000000.0,29387517000000.0,26311423000000.0
2090.0,22377799000000.0,41278067000000.0,19974416000000.0,30285834000000.0,31237803000000.0,35531240000000.0,27757952000000.0,34388557000000.0,20510100000000.0,28375777000000.0,18202850000000.0,28963808000000.0,25756988000000.0
2091.0,21889242000000.0,41238695000000.0,19522533000000.0,29948453000000.0,30841920000000.0,35325550000000.0,27089480000000.0,34189177000000.0,20026099000000.0,28073980000000.0,17604368000000.0,28419530000000.0,25155661000000.0
2092.0,21440970000000.0,41192890000000.0,18952783000000.0,29608290000000.0,30473856000000.0,35076885000000.0,26613037000000.0,33922426000000.0,19457882000000.0,27724672000000.0,17101519000000.0,27948116000000.0,24511729000000.0
2093.0,21014098000000.0,41180012000000.0,18499380000000.0,29245609000000.0,30170631000000.0,34820608000000.0,26139462000000.0,33593793000000.0,18930555000000.0,27353921000000.0,16572593000000.0,27428007000000.0,23895623000000.0
2094.0,20539442000000.0,41127198000000.0,17991717000000.0,28836950000000.0,29783161000000.0,34627029000000.0,25690966000000.0,33246507000000.0,18443154000000.0,26954625000000.0,16010726000000.0,26874586000000.0,23370532000000.0
2095.0,19986804000000.0,41105080000000.0,17483436000000.0,28514382000000.0,29454152000000.0,34360458000000.0,25247960000000.0,32929976000000.0,17960253000000.0,26514390000000.0,15492113000000.0,26369150000000.0,22778026000000.0
2096.0,19541147000000.0,41039625000000.0,16936805000000.0,28252079000000.0,29101540000000.0,34139000000000.0,24739920000000.0,32659605000000.0,17457446000000.0,26078470000000.0,15051952000000.0,25819351000000.0,22203550000000.0
2097.0,19135604000000.0,40953590000000.0,16527212000000.0,27904254000000.0,28814036000000.0,33903850000000.0,24367450000000.0,32335253000000.0,16900152000000.0,25713697000000.0,14593815000000.0,25267238000000.0,21630277000000.0
2098.0,18700959000000.0,40847560000000.0,16094526000000.0,27598183000000.0,28459061000000.0,33750568000000.0,23961650000000.0,32104316000000.0,16397272000000.0,25259164000000.0,14171042000000.0,24686973000000.0,21184834000000.0
2099.0,18186093000000.0,40793956000000.0,15609738000000.0,27349697000000.0,28074102000000.0,33518170000000.0,23503883000000.0,31920440000000.0,15915801000000.0,24869146000000.0,13679128000000.0,24200211000000.0,20591050000000.0
2100.0,17712474000000.0,40682094000000.0,15113285000000.0,27078615000000.0,27693708000000.0,33296908000000.0,22875512000000.0,31552302000000.0,15387185000000.0,24536018000000.0,13277570000000.0,23635964000000.0,20123264000000.0
