time,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,MPI-ESM-LR,GFDL-ESM2G,CCSM4,CANESM2,GISS-E2-R,IPSL-CM5A-LR,GFDL-CM3
2015.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0,916264500000.0
2016.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0,899065100000.0
2017.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0,887950340000.0
2018.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0,877365040000.0
2019.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0,870006850000.0
2020.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0,854413400000.0
2021.0,845311440000.0,852101000000.0,840491500000.0,840471900000.0,826280900000.0,844147100000.0,837588900000.0,844053350000.0,849431500000.0,844138150000.0
2022.0,835296560000.0,839678700000.0,826470400000.0,818933400000.0,809905300000.0,833837200000.0,830843260000.0,845692340000.0,830019500000.0,841470250000.0
2023.0,838894700000.0,829980900000.0,807998500000.0,807318000000.0,789433600000.0,801697800000.0,820182650000.0,832755660000.0,821809000000.0,825524700000.0
2024.0,835434800000.0,821135300000.0,800113360000.0,798024900000.0,779271200000.0,758928800000.0,809822400000.0,822100600000.0,803865700000.0,803009900000.0
2025.0,827118100000.0,823112200000.0,793384450000.0,791969800000.0,764503800000.0,742677200000.0,792401700000.0,809891460000.0,788138160000.0,791014400000.0
2026.0,811964800000.0,814938500000.0,797694300000.0,781621300000.0,758840950000.0,710210500000.0,778002900000.0,804363700000.0,770411860000.0,769864900000.0
2027.0,799856700000.0,799844300000.0,782619300000.0,764843260000.0,754729300000.0,682402840000.0,765014500000.0,791767600000.0,753375700000.0,732015950000.0
2028.0,790009400000.0,780400000000.0,758201500000.0,755689500000.0,734807400000.0,667964600000.0,746290500000.0,784556500000.0,725905240000.0,707450200000.0
2029.0,779466960000.0,755801000000.0,740111940000.0,754168370000.0,713754100000.0,643260500000.0,735723260000.0,788098200000.0,708932000000.0,690906600000.0
2030.0,761252940000.0,737441400000.0,720202040000.0,759339000000.0,696240600000.0,615232100000.0,735019300000.0,783647640000.0,684065900000.0,672294200000.0
2031.0,747657170000.0,724726500000.0,702749200000.0,756053000000.0,682783600000.0,604481600000.0,717403300000.0,769266600000.0,658558000000.0,639171500000.0
2032.0,734460300000.0,704364150000.0,678723500000.0,761165840000.0,672550100000.0,585813850000.0,693689450000.0,752268100000.0,635540340000.0,622831860000.0
2033.0,727682400000.0,691373100000.0,663341040000.0,746331400000.0,660205670000.0,560840200000.0,672517850000.0,740169940000.0,606062500000.0,607249700000.0
2034.0,722250370000.0,679455700000.0,660240900000.0,726367540000.0,632612700000.0,534304420000.0,664802160000.0,732869360000.0,603173550000.0,584402700000.0
2035.0,712699740000.0,656998860000.0,652836900000.0,705200260000.0,609039900000.0,516438160000.0,649415300000.0,727288100000.0,586479600000.0,575795800000.0
2036.0,706950500000.0,644452650000.0,627952840000.0,697607060000.0,596845900000.0,487395500000.0,624853250000.0,719652600000.0,558194360000.0,549708070000.0
2037.0,683468700000.0,608004100000.0,612042400000.0,684729570000.0,584699800000.0,474414970000.0,604411270000.0,712871000000.0,537123620000.0,529722740000.0
2038.0,663860100000.0,598534650000.0,593316000000.0,661740200000.0,569184100000.0,453512560000.0,583634900000.0,704825700000.0,520647100000.0,509966060000.0
2039.0,654635400000.0,581981400000.0,576962300000.0,654713900000.0,553281000000.0,429056360000.0,572753600000.0,690057640000.0,501575800000.0,486892140000.0
2040.0,631963600000.0,564008200000.0,555278700000.0,642451800000.0,533701130000.0,416090060000.0,558587050000.0,672063500000.0,493392460000.0,466403500000.0
2041.0,606518000000.0,548613400000.0,544096260000.0,625793700000.0,516922830000.0,399962640000.0,544676350000.0,648946600000.0,472137920000.0,454096780000.0
2042.0,579045600000.0,528147120000.0,532430200000.0,608864240000.0,506174180000.0,386689000000.0,523503140000.0,622936650000.0,460889030000.0,431177800000.0
2043.0,562348600000.0,513713300000.0,526154300000.0,589690630000.0,496077140000.0,372365230000.0,504473780000.0,604265640000.0,438134200000.0,418416700000.0
2044.0,545353800000.0,495117600000.0,522069400000.0,568030200000.0,479743670000.0,354379330000.0,488473460000.0,594727200000.0,419196100000.0,399322350000.0
2045.0,529164340000.0,467526450000.0,517520400000.0,551959130000.0,466737660000.0,337827920000.0,474694060000.0,578461960000.0,398351000000.0,381329670000.0
2046.0,505776800000.0,450467660000.0,509066580000.0,545363000000.0,449574300000.0,318884540000.0,463252600000.0,565830100000.0,372876000000.0,366526100000.0
2047.0,477665620000.0,428986700000.0,495172500000.0,522841880000.0,437463320000.0,312487970000.0,440224970000.0,553873800000.0,364176150000.0,347190850000.0
2048.0,455511900000.0,413210840000.0,480994230000.0,508709540000.0,424272360000.0,300682250000.0,417661800000.0,537582700000.0,346381580000.0,329931800000.0
2049.0,439182160000.0,398973170000.0,467088930000.0,501712220000.0,410453700000.0,288869600000.0,398693270000.0,516224160000.0,323719270000.0,312427900000.0
2050.0,424964950000.0,382048860000.0,457082100000.0,486154860000.0,394158180000.0,273847980000.0,381065130000.0,501924400000.0,307585060000.0,296974480000.0
2051.0,413661760000.0,362790220000.0,440500360000.0,479145530000.0,376861920000.0,260696740000.0,361592780000.0,486198540000.0,292477900000.0,279001170000.0
2052.0,399068530000.0,348425700000.0,430228670000.0,461246140000.0,361288730000.0,250071500000.0,341364280000.0,477330280000.0,280825500000.0,265343580000.0
2053.0,374810020000.0,337401840000.0,415238950000.0,451868560000.0,349407840000.0,240390000000.0,326447700000.0,462770600000.0,266651400000.0,250443760000.0
2054.0,357265100000.0,318444770000.0,407891200000.0,439470300000.0,340897630000.0,232167280000.0,306122500000.0,452579800000.0,252463610000.0,236161610000.0
2055.0,341508420000.0,302019640000.0,397083020000.0,426303950000.0,328829830000.0,222886380000.0,294620500000.0,440957270000.0,240029710000.0,227392860000.0
2056.0,324427320000.0,290598520000.0,386528400000.0,402002670000.0,312289430000.0,211540510000.0,278799100000.0,431826370000.0,225930260000.0,217462300000.0
2057.0,308511600000.0,281156500000.0,370022900000.0,387341780000.0,299765700000.0,200914900000.0,265459860000.0,416614060000.0,211936870000.0,202854270000.0
2058.0,290685030000.0,272352070000.0,354011220000.0,374530180000.0,287029700000.0,192622380000.0,252916780000.0,405607970000.0,201239920000.0,191831970000.0
2059.0,282819330000.0,262741210000.0,348312540000.0,364971900000.0,276840870000.0,183862020000.0,243061670000.0,393361000000.0,190042730000.0,178413100000.0
2060.0,270756460000.0,253421960000.0,336833800000.0,351545950000.0,270227600000.0,171043370000.0,227208170000.0,384277220000.0,181680230000.0,166336460000.0
2061.0,255944100000.0,239227220000.0,325822320000.0,342780180000.0,261722540000.0,162083650000.0,212341370000.0,371255670000.0,171700980000.0,157889660000.0
2062.0,241981130000.0,226184770000.0,316592550000.0,333745980000.0,254131440000.0,149433530000.0,198677220000.0,362568200000.0,160032240000.0,146849420000.0
2063.0,229452560000.0,217716800000.0,311981740000.0,323486020000.0,245250340000.0,139287180000.0,185314600000.0,356107200000.0,151326230000.0,134570210000.0
2064.0,214386770000.0,209756050000.0,299026200000.0,308296350000.0,239170300000.0,131187876000.0,170453470000.0,344149360000.0,141190090000.0,125263970000.0
2065.0,207652680000.0,199690930000.0,286519130000.0,299669400000.0,231856550000.0,121830250000.0,159839010000.0,339953350000.0,131837000000.0,117213680000.0
2066.0,193986950000.0,183262100000.0,270650180000.0,288072070000.0,221363650000.0,114208830000.0,150387130000.0,330115380000.0,123967210000.0,108248990000.0
2067.0,179832340000.0,175038140000.0,257199010000.0,272014150000.0,213486700000.0,106381990000.0,138403020000.0,322446300000.0,112549610000.0,100423344000.0
2068.0,170595480000.0,162632680000.0,238870940000.0,263337750000.0,202358800000.0,99718070000.0,126326210000.0,316211200000.0,105035880000.0,91910360000.0
2069.0,161331920000.0,153329190000.0,230042750000.0,249876040000.0,194781380000.0,93874940000.0,115371155000.0,312513270000.0,97217270000.0,83853610000.0
2070.0,151749790000.0,143815560000.0,217762230000.0,239990420000.0,186250850000.0,86061110000.0,108119155000.0,300953170000.0,88995460000.0,77932400000.0
2071.0,138076160000.0,136843624000.0,208860350000.0,227122860000.0,180731480000.0,79709225000.0,99430650000.0,290260550000.0,80545460000.0,69396350000.0
2072.0,130021400000.0,126239530000.0,204342580000.0,215156950000.0,170361720000.0,75475110000.0,90544430000.0,283902440000.0,73591980000.0,62972580000.0
2073.0,119309550000.0,114145110000.0,187465680000.0,207314730000.0,163644880000.0,71202490000.0,80250530000.0,276046640000.0,66018030000.0,57699013000.0
2074.0,111400600000.0,104371470000.0,170095000000.0,196455120000.0,155157800000.0,63767930000.0,75027180000.0,268211140000.0,58889980000.0,52496003000.0
2075.0,104407090000.0,96262360000.0,157842620000.0,186739440000.0,148826240000.0,57261003000.0,68921340000.0,258292480000.0,52623830000.0,47073020000.0
2076.0,98305540000.0,85943580000.0,147426230000.0,179228980000.0,142576100000.0,52756357000.0,62447833000.0,249550200000.0,47153627000.0,41065220000.0
2077.0,93325430000.0,79488156000.0,138996810000.0,167345110000.0,136603970000.0,47561007000.0,56041330000.0,242583780000.0,42167243000.0,36148920000.0
2078.0,86342360000.0,74842950000.0,132162200000.0,156502150000.0,128779290000.0,42859037000.0,49303745000.0,237934020000.0,37661620000.0,32105175000.0
2079.0,81590470000.0,68374900000.0,124415190000.0,152360550000.0,122418260000.0,37722970000.0,43937060000.0,231025790000.0,32640100000.0,29094150000.0
2080.0,73879840000.0,62939554000.0,114756060000.0,144583070000.0,115386090000.0,33768802000.0,37532560000.0,224202360000.0,29361662000.0,26275787000.0
2081.0,65857060000.0,55849402000.0,105083270000.0,137307500000.0,107871760000.0,30732970000.0,32168480000.0,214412660000.0,25314464000.0,22651816000.0
2082.0,60032720000.0,49067282000.0,97457210000.0,132476650000.0,103068260000.0,27886176000.0,28637903000.0,205264080000.0,22260417000.0,20405197000.0
2083.0,54440776000.0,45002770000.0,87966335000.0,126354780000.0,97863780000.0,24716931000.0,24813855000.0,196004300000.0,19456637000.0,17938799000.0
2084.0,48753463000.0,40215564000.0,81426570000.0,120021790000.0,91075770000.0,22271830000.0,21152940000.0,189154130000.0,17122652000.0,15565080000.0
2085.0,43747040000.0,36483910000.0,74726830000.0,113947935000.0,87465830000.0,19627868000.0,18509590000.0,182277010000.0,15402671000.0,14021823000.0
2086.0,37852393000.0,33171155000.0,68534735000.0,107969700000.0,82336375000.0,17346134000.0,16152210000.0,173658650000.0,13623811000.0,12482447000.0
2087.0,34058916000.0,29497672000.0,61589730000.0,100214230000.0,76542020000.0,15775018000.0,14025049000.0,167906460000.0,12580557000.0,11169647000.0
2088.0,31607366000.0,26212663000.0,56683090000.0,93166540000.0,69971530000.0,13878777000.0,11969434000.0,163465200000.0,10713423000.0,10204320000.0
2089.0,29207515000.0,23042420000.0,52458885000.0,85697810000.0,65929860000.0,12152733000.0,10262393000.0,158420040000.0,9703788000.0,9166125000.0
2090.0,26894400000.0,21005840000.0,47618384000.0,79810050000.0,60860727000.0,10572656000.0,8146679000.0,153092370000.0,8768775000.0,7876939300.0
2091.0,24808280000.0,18959421000.0,42442703000.0,73276420000.0,56635105000.0,9762799000.0,6838625300.0,146924040000.0,7904759300.0,7293473000.0
2092.0,22791772000.0,17019378000.0,37664575000.0,67417723000.0,51521950000.0,8796946000.0,5912232000.0,139156030000.0,7105770500.0,6392997400.0
2093.0,20453616000.0,15471875000.0,33159645000.0,62485620000.0,48330166000.0,7670000600.0,5107719000.0,135345990000.0,6499225600.0,5886229500.0
2094.0,18400772000.0,13776629000.0,30068003000.0,56902906000.0,44822376000.0,7021750000.0,4453466000.0,132051770000.0,6038892500.0,5441231000.0
2095.0,16928963000.0,12427875000.0,27184630000.0,54137106000.0,42170315000.0,6340536300.0,3932186000.0,127826910000.0,5560603600.0,5201832000.0
2096.0,15445863000.0,11401377000.0,24836129000.0,49865130000.0,39834993000.0,5970392000.0,3641832200.0,123120370000.0,5044451300.0,4820761000.0
2097.0,13621326000.0,10025853000.0,22997360000.0,45918056000.0,36633440000.0,5237184500.0,3326731300.0,116731060000.0,4726663000.0,4507299000.0
2098.0,12692118000.0,9319963000.0,21200996000.0,41221304000.0,34401310000.0,5005060600.0,2992762000.0,113033240000.0,4602283500.0,4220984000.0
2099.0,11654406000.0,8511395300.0,18776762000.0,38324515000.0,32351210000.0,4595544000.0,2652770300.0,109080710000.0,4204192000.0,3946053400.0
2100.0,10376441000.0,7679217000.0,17420712000.0,35803890000.0,30915470000.0,4375976400.0,2327837700.0,105180820000.0,3858072600.0,3555831000.0
