time,CESM2-WACCM,ACCESS-CM2,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5
2068.0,118183620000.0,121060690000.0,123886200000.0,121130670000.0,122536750000.0,125116550000.0
2069.0,117068415000.0,120399920000.0,123342960000.0,120316985000.0,122204865000.0,124469140000.0
2070.0,116193755000.0,119616815000.0,122506610000.0,119747750000.0,121356660000.0,123940170000.0
2071.0,114927740000.0,119063520000.0,121779175000.0,118834364000.0,120839800000.0,123251876000.0
2072.0,114271300000.0,118566970000.0,120995730000.0,118355690000.0,119941915000.0,122567655000.0
2073.0,113146580000.0,117758484000.0,120296030000.0,117430890000.0,119276310000.0,122255530000.0
2074.0,111743025000.0,117028030000.0,119356840000.0,116367655000.0,118701130000.0,121352660000.0
2075.0,110522350000.0,116488510000.0,118402930000.0,115753420000.0,117936810000.0,120785590000.0
2076.0,109665510000.0,115771330000.0,117636020000.0,114788090000.0,117343060000.0,120365570000.0
2077.0,108155910000.0,114816840000.0,116865335000.0,113791740000.0,116576850000.0,119768140000.0
2078.0,107189740000.0,113619650000.0,115970015000.0,112848840000.0,115956940000.0,119111880000.0
2079.0,105879750000.0,112719400000.0,114888990000.0,112037280000.0,115208100000.0,118632950000.0
2080.0,104035475000.0,112051420000.0,113524580000.0,110962310000.0,113877990000.0,117612140000.0
2081.0,102593675000.0,110972000000.0,112807160000.0,110099620000.0,113193484000.0,116892490000.0
2082.0,101157190000.0,110148940000.0,111536580000.0,109208035000.0,112353270000.0,116097516000.0
2083.0,99685210000.0,109170390000.0,110377705000.0,108411280000.0,111334100000.0,115484480000.0
2084.0,98173820000.0,107875370000.0,109413030000.0,107202990000.0,110782990000.0,114620680000.0
2085.0,96474540000.0,106869785000.0,107609360000.0,106080380000.0,110147084000.0,113750385000.0
2086.0,94587050000.0,105488090000.0,106495934000.0,105058615000.0,109114920000.0,113003500000.0
2087.0,92892530000.0,104558990000.0,105106070000.0,103900650000.0,108323455000.0,112407510000.0
2088.0,90947750000.0,103124664000.0,104080850000.0,102819050000.0,107379870000.0,111381470000.0
2089.0,88835390000.0,102008040000.0,102813475000.0,101700600000.0,106535840000.0,110604290000.0
2090.0,87014950000.0,100792754000.0,101902440000.0,100625660000.0,105550720000.0,109920770000.0
2091.0,84908474000.0,99553460000.0,100610030000.0,99334700000.0,104034090000.0,108919890000.0
2092.0,82702350000.0,98346610000.0,99119990000.0,97820350000.0,103253590000.0,107991880000.0
2093.0,80441370000.0,97292860000.0,97405720000.0,96017430000.0,102290700000.0,107279590000.0
2094.0,77797030000.0,95923990000.0,95958510000.0,94335450000.0,100808920000.0,106622770000.0
2095.0,75776524000.0,94429480000.0,94047216000.0,93063360000.0,99155870000.0,105613870000.0
2096.0,73619360000.0,92873480000.0,92054630000.0,91972040000.0,97755150000.0,104558715000.0
2097.0,71486280000.0,91665580000.0,90047620000.0,90259990000.0,96630810000.0,103164050000.0
2098.0,69416920000.0,90195214000.0,88348160000.0,88530240000.0,95266870000.0,102149560000.0
2099.0,67308560000.0,88620294000.0,86254220000.0,87301540000.0,93686670000.0,100942290000.0
2100.0,65291590000.0,87079035000.0,84285790000.0,85903024000.0,92079230000.0,99947970000.0
2101.0,62992830000.0,85432470000.0,81860500000.0,84281524000.0,90213300000.0,98850830000.0
2102.0,61345518000.0,83418720000.0,79555370000.0,82817040000.0,88477100000.0,97660854000.0
2103.0,58910540000.0,81870620000.0,77446210000.0,81250520000.0,86429930000.0,96678355000.0
2104.0,56680034000.0,79967560000.0,74515130000.0,80047235000.0,84001160000.0,95229130000.0
2105.0,54810070000.0,78220710000.0,71743955000.0,78329780000.0,82261890000.0,93910750000.0
2106.0,53013717000.0,76423640000.0,68824100000.0,77077955000.0,80430060000.0,92661360000.0
2107.0,51085484000.0,74922844000.0,66321730000.0,75303125000.0,78435934000.0,91280630000.0
2108.0,49460470000.0,73342440000.0,63975633000.0,73753520000.0,76686490000.0,90002490000.0
2109.0,48021668000.0,71503420000.0,61585000000.0,72087140000.0,74613090000.0,88022295000.0
2110.0,46400946000.0,69736810000.0,59385938000.0,70618480000.0,72712946000.0,86705220000.0
2111.0,44566340000.0,68093430000.0,57289015000.0,68747600000.0,71062900000.0,85445570000.0
2112.0,42618870000.0,66342180000.0,55485790000.0,66938330000.0,68744880000.0,83464850000.0
2113.0,41213665000.0,64390940000.0,53904570000.0,65444532000.0,66913477000.0,81819730000.0
2114.0,39696445000.0,63218820000.0,51869983000.0,63573025000.0,64947143000.0,79795730000.0
2115.0,38236940000.0,61724316000.0,49983394000.0,62154810000.0,63105270000.0,78226380000.0
2116.0,37174702000.0,59821610000.0,47947166000.0,60319560000.0,61439975000.0,76517720000.0
2117.0,35811045000.0,58073674000.0,45769904000.0,58764214000.0,59408120000.0,74888675000.0
2118.0,34569260000.0,56416133000.0,44046700000.0,57130283000.0,57217724000.0,73659330000.0
2119.0,33452660000.0,54707030000.0,42517380000.0,55319605000.0,55330615000.0,71885726000.0
2120.0,32552483000.0,53338540000.0,40487862000.0,53880630000.0,53475900000.0,70444480000.0
2121.0,31361999000.0,51624624000.0,38535328000.0,52654780000.0,51907047000.0,68436316000.0
2122.0,30207113000.0,49987740000.0,36579918000.0,51362755000.0,50189120000.0,66834526000.0
2123.0,29230930000.0,48602090000.0,34460220000.0,49622192000.0,48634380000.0,65096294000.0
2124.0,28301457000.0,47240946000.0,32879346000.0,48184193000.0,47160058000.0,63454204000.0
2125.0,27576226000.0,46095110000.0,30967777000.0,46971105000.0,45404238000.0,61922060000.0
2126.0,26923758000.0,44608070000.0,29491448000.0,45522980000.0,44169736000.0,60720116000.0
2127.0,26170909000.0,43492405000.0,28132340000.0,44392133000.0,42755630000.0,59103728000.0
2128.0,25330780000.0,42062696000.0,26459197000.0,42779824000.0,41608987000.0,57881313000.0
2129.0,24674988000.0,41026680000.0,25187009000.0,41844437000.0,40441926000.0,56306467000.0
2130.0,23878834000.0,39663680000.0,23871486000.0,40531420000.0,39008113000.0,55106810000.0
2131.0,23142033000.0,38625423000.0,22541738000.0,39489340000.0,37790585000.0,53429860000.0
2132.0,22262923000.0,37285163000.0,21626687000.0,38573080000.0,36783514000.0,52232462000.0
2133.0,21430960000.0,36049388000.0,20578419000.0,37107704000.0,35775870000.0,50933068000.0
2134.0,20789725000.0,34933043000.0,19488709000.0,36146164000.0,34914456000.0,49550844000.0
2135.0,20008505000.0,34321646000.0,18569253000.0,34968216000.0,33494454000.0,48290517000.0
2136.0,19179831000.0,33410802000.0,17667880000.0,33811771000.0,32205101000.0,46874694000.0
2137.0,18249087000.0,32549920000.0,16850427000.0,32528120000.0,31194081000.0,45227626000.0
2138.0,17421036000.0,31582722000.0,15816133000.0,31675343000.0,30298937000.0,44129010000.0
2139.0,16521668000.0,30675860000.0,14959692000.0,30730449000.0,29461258000.0,42867802000.0
2140.0,15939664000.0,29827088000.0,14200873000.0,29803383000.0,28654838000.0,41224143000.0
2141.0,15229551000.0,28656484000.0,13254830000.0,28761043000.0,27948890000.0,40072393000.0
2142.0,14401135000.0,27751037000.0,12384487000.0,27810554000.0,27060756000.0,38571147000.0
2143.0,13725069000.0,27013745000.0,11769957000.0,27035180000.0,26350062000.0,37461324000.0
2144.0,13105254000.0,26316775000.0,10954907000.0,26182482000.0,25589776000.0,36367192000.0
2145.0,12528938000.0,25391522000.0,10290871000.0,25347676000.0,24879770000.0,34855027000.0
2146.0,11874848000.0,24566837000.0,9647726000.0,24493808000.0,23845333000.0,33848635000.0
2147.0,11188803000.0,23687182000.0,9174010000.0,23692524000.0,23202260000.0,32868389000.0
2148.0,10459524000.0,23118344000.0,8842259000.0,23155335000.0,22427736000.0,31514323000.0
2149.0,9898524000.0,22436096000.0,8439953000.0,22328506000.0,21661520000.0,30504813000.0
2150.0,9427248000.0,21726444000.0,8062834000.0,21447225000.0,20907495000.0,29502175000.0
2151.0,8889417000.0,21096140000.0,7712479000.0,20594737000.0,20220127000.0,28529201000.0
2152.0,8348171000.0,20231358000.0,7390503400.0,19917920000.0,19582015000.0,27765990000.0
2153.0,7899303400.0,19328616000.0,6988551700.0,19158925000.0,18805977000.0,26916045000.0
2154.0,7461058600.0,18611090000.0,6750155000.0,18488328000.0,18316384000.0,26126980000.0
2155.0,6943977500.0,18070876000.0,6472680400.0,17947720000.0,17663054000.0,25546652000.0
2156.0,6700182000.0,17478031000.0,6316117500.0,17309002000.0,17052723000.0,24699742000.0
2157.0,6471908000.0,16923568000.0,6190720500.0,16684304000.0,16380697000.0,23897890000.0
2158.0,6138640400.0,16467328000.0,6037547000.0,16316748000.0,15770394000.0,23043647000.0
2159.0,5847866000.0,15926056000.0,5876521500.0,15810650000.0,15352356000.0,21994960000.0
2160.0,5663209000.0,15443554000.0,5773577700.0,15196562000.0,14810325000.0,21027777000.0
2161.0,5423134000.0,14982228000.0,5724218000.0,14686568000.0,14299110000.0,20186466000.0
2162.0,5256019500.0,14453880000.0,5560523300.0,13995535000.0,13786457000.0,19472876000.0
2163.0,5079355000.0,14097720000.0,5381279000.0,13393599000.0,13303112000.0,18912334000.0
2164.0,4883540500.0,13716783000.0,5235239400.0,12847907000.0,12802213000.0,18277753000.0
2165.0,4689991000.0,13266413000.0,5081549300.0,12103398000.0,12190276000.0,17851908000.0
2166.0,4556631000.0,12892645000.0,4985531400.0,11668938000.0,11687295000.0,17219430000.0
2167.0,4451726300.0,12608217000.0,4905837000.0,11088304000.0,11051300000.0,16680170000.0
2168.0,4355227000.0,12126475000.0,4837560000.0,10519112000.0,10551757000.0,15937602000.0
2169.0,4275401500.0,11766283000.0,4745238000.0,9870754000.0,10074323000.0,15396702000.0
2170.0,4174116600.0,11415285000.0,4628745700.0,9483526000.0,9710178000.0,14570594000.0
2171.0,4090099500.0,10998065000.0,4580656600.0,9119557000.0,9253473000.0,14011833000.0
2172.0,3977028900.0,10630155000.0,4505720000.0,8826009000.0,8847555000.0,13448091000.0
2173.0,3879296500.0,10196369000.0,4425763000.0,8474079000.0,8591929000.0,12864255000.0
2174.0,3741152300.0,9764543000.0,4371133400.0,8113367600.0,8223994400.0,12454078000.0
2175.0,3673277200.0,9447614000.0,4248392400.0,7890917400.0,7761299500.0,11906710000.0
2176.0,3653283600.0,9217707000.0,4217222700.0,7708469000.0,7444336600.0,11314911000.0
2177.0,3597187000.0,8798028000.0,4166011100.0,7510245000.0,7122318300.0,10915520000.0
2178.0,3569139200.0,8572861000.0,4121581000.0,7426614300.0,6817940500.0,10373069000.0
2179.0,3482881800.0,8338616300.0,4076669200.0,7182947300.0,6624647000.0,10012514000.0
2180.0,3439317500.0,8140511000.0,4058942500.0,6967662600.0,6405771000.0,9523113000.0
2181.0,3421233400.0,7846701000.0,3998817500.0,6869808600.0,6250913300.0,9143645000.0
2182.0,3397891300.0,7504699400.0,3928360700.0,6762228700.0,6037193000.0,8819368000.0
2183.0,3365413600.0,7285020700.0,3811065000.0,6658054000.0,5760732000.0,8536549400.0
2184.0,3297839400.0,7012977700.0,3737784000.0,6545887700.0,5585289700.0,8316339000.0
2185.0,3260563200.0,6807057400.0,3674964000.0,6404579000.0,5447590000.0,8114176500.0
2186.0,3200060200.0,6700449300.0,3623982600.0,6280678000.0,5284628500.0,7879799000.0
2187.0,3152303400.0,6480624600.0,3610565400.0,6161688000.0,5141521000.0,7703147500.0
2188.0,3093516300.0,6214654500.0,3522641200.0,6016817000.0,4972556000.0,7484334600.0
2189.0,3087566800.0,6016601000.0,3452871400.0,5964416000.0,4863101400.0,7260361700.0
2190.0,3056847600.0,5903393300.0,3394406700.0,5863653400.0,4811738000.0,7014526000.0
2191.0,3026613500.0,5774530600.0,3351251000.0,5806108000.0,4728498000.0,6765765600.0
2192.0,3008203000.0,5550843400.0,3333048600.0,5692961000.0,4669292500.0,6593212000.0
2193.0,2972342000.0,5449237500.0,3328904400.0,5607105500.0,4632630300.0,6410077700.0
2194.0,2944626400.0,5337289700.0,3243603000.0,5560630000.0,4535213000.0,6246157300.0
2195.0,2932707300.0,5155872000.0,3215158500.0,5529795600.0,4488271000.0,6085552000.0
2196.0,2900885800.0,5060669000.0,3117738500.0,5449370600.0,4443257000.0,5976723500.0
2197.0,2860774400.0,4864058000.0,3058238200.0,5355389000.0,4352648000.0,5863554000.0
2198.0,2855888100.0,4776054300.0,2977460500.0,5316488000.0,4309186000.0,5791108600.0
2199.0,2802833700.0,4655513600.0,2894181000.0,5265644000.0,4237997000.0,5708012000.0
2200.0,2741798400.0,4574914600.0,2811198200.0,5192469000.0,4168702500.0,5594113000.0
2201.0,2725791700.0,4439883000.0,2765492000.0,5153584000.0,4124024800.0,5501734000.0
2202.0,2670645800.0,4365227000.0,2762481700.0,5117965300.0,4085674800.0,5430158300.0
2203.0,2652197600.0,4231585000.0,2648462000.0,5095036000.0,4082909400.0,5316910600.0
2204.0,2590801700.0,4109086700.0,2622328800.0,5038211000.0,4058376700.0,5196276700.0
2205.0,2584512800.0,4054207700.0,2601905200.0,4976781000.0,4001154300.0,5147630000.0
2206.0,2501710800.0,3921058600.0,2546699000.0,4926813700.0,3967810000.0,5056677000.0
2207.0,2440120000.0,3792422700.0,2506061300.0,4914406000.0,3943799800.0,4993330000.0
2208.0,2396607200.0,3747313200.0,2487221800.0,4889536000.0,3894248200.0,4890814500.0
2209.0,2375092500.0,3642367000.0,2410643200.0,4847757000.0,3843511600.0,4822377500.0
2210.0,2356611600.0,3597798400.0,2395142100.0,4785558000.0,3789854500.0,4785243600.0
2211.0,2353760300.0,3546504400.0,2391459800.0,4672270300.0,3723102000.0,4728126000.0
2212.0,2331974700.0,3488525000.0,2356845000.0,4612335600.0,3713460500.0,4627428400.0
2213.0,2293278700.0,3471387400.0,2273613600.0,4551080000.0,3704650000.0,4612713500.0
2214.0,2259142000.0,3455220500.0,2269670700.0,4548848600.0,3644985600.0,4589115400.0
2215.0,2206932200.0,3369131500.0,2247666000.0,4546778000.0,3621912300.0,4511098400.0
2216.0,2195722800.0,3283912000.0,2192522000.0,4499066400.0,3561348000.0,4464850000.0
2217.0,2175685000.0,3217418000.0,2177924600.0,4483804000.0,3531958000.0,4436623000.0
2218.0,2160894000.0,3172586800.0,2151809000.0,4444115000.0,3508853800.0,4425673000.0
2219.0,2148644900.0,3115522600.0,2143188200.0,4383819300.0,3469816000.0,4411629600.0
2220.0,2131218800.0,3043051000.0,2108528100.0,4364886000.0,3464065800.0,4369798000.0
2221.0,2115354200.0,2982856200.0,2068213200.0,4331389000.0,3433941500.0,4294428700.0
2222.0,2050334300.0,2938878500.0,2035093800.0,4297439700.0,3422259500.0,4286001700.0
2223.0,2043146100.0,2929916400.0,2004698900.0,4260890400.0,3409582800.0,4228508700.0
2224.0,2033507800.0,2884657000.0,2001919700.0,4189167900.0,3374041900.0,4200730000.0
2225.0,2018031400.0,2873962500.0,1996878000.0,4127360800.0,3345742600.0,4162963500.0
2226.0,1957511200.0,2862698200.0,1955604900.0,4090327600.0,3285139000.0,4097060900.0
2227.0,1911370200.0,2843365400.0,1947029400.0,4072471300.0,3265837000.0,4065334300.0
2228.0,1881771300.0,2793321200.0,1924066400.0,4053014800.0,3242007300.0,3996591000.0
2229.0,1878155800.0,2740922600.0,1875737700.0,4040010000.0,3209908000.0,3961166800.0
2230.0,1863673900.0,2716782800.0,1830089200.0,4032700200.0,3147435800.0,3930283000.0
2231.0,1839713400.0,2672946200.0,1814600700.0,4013753900.0,3134675200.0,3906001400.0
2232.0,1839323000.0,2615799300.0,1782370200.0,3966895400.0,3054908700.0,3883505000.0
2233.0,1838735200.0,2574390800.0,1780523900.0,3916911900.0,3046367700.0,3822887000.0
2234.0,1825817900.0,2568218000.0,1765999700.0,3905185000.0,3028999200.0,3773910500.0
2235.0,1807346300.0,2548269600.0,1730028200.0,3900054500.0,3008614100.0,3721277000.0
2236.0,1768282800.0,2522222300.0,1707584600.0,3860276200.0,2948670500.0,3701211600.0
2237.0,1752727200.0,2454768600.0,1706971100.0,3840150500.0,2938399000.0,3659789800.0
2238.0,1727354900.0,2439591400.0,1681405400.0,3827013000.0,2924577300.0,3645340700.0
2239.0,1700167800.0,2419818000.0,1663458200.0,3795940900.0,2920926000.0,3631211800.0
2240.0,1657805400.0,2407177000.0,1644229900.0,3779598800.0,2892222700.0,3587411500.0
2241.0,1641371600.0,2373877500.0,1619244300.0,3757523000.0,2869660700.0,3586078000.0
2242.0,1625012000.0,2358525000.0,1586486900.0,3752272400.0,2844169000.0,3553397000.0
2243.0,1616579700.0,2304029000.0,1582529800.0,3751973000.0,2827353300.0,3529557500.0
2244.0,1615475000.0,2303254800.0,1563022100.0,3726043100.0,2798803500.0,3497329000.0
2245.0,1601513100.0,2282407000.0,1559527400.0,3694408400.0,2785873000.0,3479335700.0
2246.0,1595787400.0,2281990100.0,1552871600.0,3656322300.0,2770888200.0,3439235600.0
2247.0,1559784600.0,2246160600.0,1541977000.0,3645502000.0,2750431200.0,3462553000.0
2248.0,1551413600.0,2219295000.0,1515257200.0,3612938000.0,2701939500.0,3457303600.0
2249.0,1541313300.0,2190413000.0,1514440700.0,3606460200.0,2689596000.0,3483160800.0
2250.0,1517319000.0,2183064300.0,1505614000.0,3564784000.0,2676461800.0,3411643000.0
2251.0,1503272400.0,2176582700.0,1471365000.0,3547650300.0,2659639300.0,3392663000.0
2252.0,1483946900.0,2152212700.0,1453914400.0,3507232500.0,2649280000.0,3371579600.0
2253.0,1483424300.0,2151329500.0,1439763700.0,3489069600.0,2637975000.0,3307234600.0
2254.0,1475471600.0,2143977100.0,1425346000.0,3476158700.0,2604192300.0,3279587000.0
2255.0,1471567400.0,2142103400.0,1425009800.0,3448973600.0,2605561000.0,3278126800.0
2256.0,1466015200.0,2115726200.0,1401613300.0,3396893200.0,2586414000.0,3267236000.0
2257.0,1455942400.0,2082623200.0,1387574400.0,3377647900.0,2568115500.0,3244952800.0
2258.0,1434588800.0,2053835800.0,1382820000.0,3376777700.0,2565745700.0,3217211000.0
2259.0,1428283900.0,2051863800.0,1381355300.0,3341725000.0,2550162000.0,3186963200.0
2260.0,1415075600.0,2047429600.0,1381226600.0,3300209200.0,2549493800.0,3186818600.0
2261.0,1414877400.0,2033136000.0,1369983200.0,3282906400.0,2526583300.0,3176471800.0
2262.0,1381328600.0,1979867600.0,1367408900.0,3271564800.0,2505121300.0,3165937400.0
2263.0,1364013400.0,1978399500.0,1353007700.0,3265688300.0,2500541700.0,3137430300.0
2264.0,1363731600.0,1970984800.0,1344358400.0,3236386000.0,2488481000.0,3134558000.0
2265.0,1334426500.0,1996187000.0,1319487100.0,3225968400.0,2485596000.0,3122905000.0
2266.0,1332855400.0,1955759700.0,1319351200.0,3219281200.0,2442028800.0,3117901600.0
2267.0,1332856200.0,1944907800.0,1294875600.0,3205228000.0,2441830100.0,3108652000.0
2268.0,1315865500.0,1913313700.0,1271896000.0,3184941000.0,2423311400.0,3093099000.0
2269.0,1313813000.0,1912223000.0,1271721100.0,3122265000.0,2420531500.0,3061522000.0
2270.0,1302255400.0,1910682400.0,1270506200.0,3106906000.0,2400021500.0,3060770800.0
2271.0,1296123100.0,1903260500.0,1232696400.0,3098658600.0,2393556500.0,3042023400.0
2272.0,1295479800.0,1897149200.0,1218655200.0,3077712400.0,2378066400.0,3004633600.0
2273.0,1292557000.0,1867929600.0,1218089600.0,3030031600.0,2356790000.0,2999667500.0
2274.0,1284768900.0,1855182600.0,1217932900.0,3029963800.0,2350497300.0,2990203400.0
2275.0,1284698900.0,1854380900.0,1217072000.0,3008365800.0,2329475300.0,2981672200.0
2276.0,1279573400.0,1844432500.0,1199850500.0,3006143700.0,2329326800.0,2972020200.0
2277.0,1276352600.0,1832817200.0,1199655000.0,2975910400.0,2328095200.0,2955599600.0
2278.0,1271170300.0,1811647700.0,1199499900.0,2964807000.0,2287722000.0,2941429200.0
2279.0,1247750400.0,1811040900.0,1199402100.0,2942747100.0,2287152600.0,2937183500.0
2280.0,1247314400.0,1801049200.0,1179559000.0,2935410200.0,2263617500.0,2921159200.0
2281.0,1238579800.0,1797132200.0,1166487400.0,2911433200.0,2251708200.0,2908305200.0
2282.0,1235447900.0,1796408000.0,1143312000.0,2911240400.0,2238739700.0,2901744600.0
2283.0,1233101700.0,1773346300.0,1143203200.0,2909950700.0,2204597200.0,2867842300.0
2284.0,1232008700.0,1761500900.0,1137930100.0,2895622100.0,2203517200.0,2841314000.0
2285.0,1230022100.0,1733537500.0,1134930600.0,2877554400.0,2195226400.0,2826868700.0
2286.0,1216042900.0,1717317600.0,1134847200.0,2869395000.0,2193984000.0,2826303700.0
2287.0,1213307100.0,1670555100.0,1134894300.0,2861499000.0,2185703400.0,2810247700.0
2288.0,1200427500.0,1670234900.0,1134243000.0,2838247400.0,2160172800.0,2771324700.0
2289.0,1160598800.0,1656351600.0,1134065500.0,2830515000.0,2148228600.0,2770953700.0
2290.0,1158945500.0,1649664900.0,1120132400.0,2829014800.0,2141783200.0,2760994800.0
2291.0,1158861000.0,1633706800.0,1119078000.0,2831606500.0,2127781400.0,2738372000.0
2292.0,1154399200.0,1632442400.0,1112699100.0,2824186400.0,2104276000.0,2726262300.0
2293.0,1154309200.0,1627098800.0,1110540700.0,2806792200.0,2080431600.0,2725354000.0
2294.0,1154307300.0,1623636200.0,1110326000.0,2806854100.0,2069889200.0,2714714600.0
