time,CAMS-CSM1-0,MRI-ESM2-0,GFDL-ESM4,EC-EARTH3-VEG
2053.0,13305552000000.0,11960790000000.0,12700173000000.0,12210743000000.0
2054.0,13259857000000.0,11883524000000.0,12642437000000.0,12150266000000.0
2055.0,13245967000000.0,11778057000000.0,12561006000000.0,12094375000000.0
2056.0,13222616000000.0,11713476000000.0,12517770000000.0,12015659000000.0
2057.0,13211438000000.0,11638114000000.0,12461007000000.0,11958797000000.0
2058.0,13177784000000.0,11546204000000.0,12408849000000.0,11846314000000.0
2059.0,13164059000000.0,11523348000000.0,12345038000000.0,11769950000000.0
2060.0,13090967000000.0,11460050000000.0,12303377000000.0,11679976000000.0
2061.0,13071739000000.0,11471347000000.0,12282942000000.0,11631732000000.0
2062.0,13042687000000.0,11456018000000.0,12215276000000.0,11608899000000.0
2063.0,12993004000000.0,11346187000000.0,12127203000000.0,11528650000000.0
2064.0,12982193000000.0,11343704000000.0,12081768000000.0,11482647000000.0
2065.0,12994732000000.0,11303621000000.0,12029195000000.0,11420953000000.0
2066.0,12946279000000.0,11305703000000.0,11950755000000.0,11361144000000.0
2067.0,12957987000000.0,11295970000000.0,11939805000000.0,11315339000000.0
2068.0,12885340000000.0,11271720000000.0,11916428000000.0,11276794000000.0
2069.0,12871093000000.0,11279920000000.0,11879468000000.0,11210433000000.0
2070.0,12851180000000.0,11217918000000.0,11863493000000.0,11151933000000.0
2071.0,12817465000000.0,11209021000000.0,11838805000000.0,11059862000000.0
2072.0,12781961000000.0,11145002000000.0,11811036000000.0,11029392000000.0
2073.0,12727074000000.0,11098577000000.0,11744855000000.0,10961946000000.0
2074.0,12697523000000.0,11065564000000.0,11668668000000.0,10891426000000.0
2075.0,12678959000000.0,11021644000000.0,11654757000000.0,10824877000000.0
2076.0,12596945000000.0,10983564000000.0,11603457000000.0,10749457000000.0
2077.0,12582485000000.0,10960839000000.0,11535569000000.0,10666626000000.0
2078.0,12548469000000.0,10941969000000.0,11495308000000.0,10591752000000.0
2079.0,12529126000000.0,10936174000000.0,11438749000000.0,10506358000000.0
2080.0,12506398000000.0,10888038000000.0,11392052000000.0,10430351000000.0
2081.0,12513204000000.0,10815377000000.0,11362506000000.0,10353693000000.0
2082.0,12509588000000.0,10755789000000.0,11361693000000.0,10299245000000.0
2083.0,12482122000000.0,10736879000000.0,11363141000000.0,10255909000000.0
2084.0,12436296000000.0,10683697000000.0,11327053000000.0,10173737000000.0
2085.0,12358298000000.0,10649402000000.0,11337407000000.0,10135170000000.0
2086.0,12324014000000.0,10597506000000.0,11300170000000.0,10080006000000.0
2087.0,12297585000000.0,10544272000000.0,11337672000000.0,10005703000000.0
2088.0,12247262000000.0,10524943000000.0,11347705000000.0,9936832000000.0
2089.0,12192384000000.0,10512205000000.0,11313371000000.0,9904425000000.0
2090.0,12167988000000.0,10481125000000.0,11272244000000.0,9842491000000.0
2091.0,12174848000000.0,10460590000000.0,11242389000000.0,9767109000000.0
2092.0,12146660000000.0,10441664000000.0,11220989000000.0,9711030000000.0
2093.0,12173277000000.0,10401438000000.0,11148087000000.0,9644532000000.0
2094.0,12114949000000.0,10342594000000.0,11119773000000.0,9542663000000.0
2095.0,12090533000000.0,10337445000000.0,11086142000000.0,9474578000000.0
2096.0,12041628000000.0,10319443000000.0,11082547000000.0,9401483000000.0
2097.0,11988012000000.0,10289693000000.0,11041831000000.0,9318719000000.0
2098.0,11966363000000.0,10274374000000.0,11043787000000.0,9267706000000.0
2099.0,11918959000000.0,10255314000000.0,11034833000000.0,9215409000000.0
2100.0,11876726000000.0,10248321000000.0,10988665000000.0,9103761000000.0
