time,TAIESM1,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,KACE-1-0-G,GFDL-ESM4,UKESM1-0-LL,IITM-ESM
2037.0,132393590000.0,133025590000.0,132433370000.0,132982690000.0,133265105000.0,133099480000.0,133172150000.0,132266820000.0,131598010000.0
2038.0,131782480000.0,133453590000.0,132334680000.0,132775540000.0,133076600000.0,132850820000.0,132881170000.0,132328090000.0,131374840000.0
2039.0,131577490000.0,133028120000.0,132297390000.0,132711910000.0,133008966000.0,132760890000.0,132971280000.0,131963010000.0,130910750000.0
2040.0,131318940000.0,132854670000.0,132094830000.0,132649310000.0,132903590000.0,133323735000.0,132809680000.0,131746955000.0,130644840000.0
2041.0,131222060000.0,132715045000.0,131681800000.0,132370104000.0,132709370000.0,132548210000.0,132884130000.0,131889020000.0,130201200000.0
2042.0,130931870000.0,132722450000.0,131494120000.0,132134790000.0,132939596000.0,132248550000.0,132691570000.0,131329720000.0,129766840000.0
2043.0,130679010000.0,132126950000.0,131315880000.0,131952590000.0,132841400000.0,132226050000.0,132213710000.0,131053340000.0,129404944000.0
2044.0,130101560000.0,132618950000.0,131214950000.0,132133724000.0,132369826000.0,132437705000.0,132703220000.0,131123770000.0,129010926000.0
2045.0,129556280000.0,132008940000.0,130859710000.0,131577610000.0,132332995000.0,132158050000.0,132390880000.0,130601830000.0,128634765000.0
2046.0,129329030000.0,132062530000.0,130589990000.0,131287490000.0,132284430000.0,131816930000.0,132649705000.0,130220960000.0,128011540000.0
2047.0,128999160000.0,131810435000.0,130234200000.0,131084026000.0,132056080000.0,131814550000.0,132268130000.0,130350050000.0,127431795000.0
2048.0,128614560000.0,131705270000.0,129789860000.0,130713395000.0,131751490000.0,131570160000.0,131885760000.0,129890255000.0,127134065000.0
2049.0,128267575000.0,131279470000.0,129501995000.0,130467280000.0,131628860000.0,131314385000.0,131912580000.0,129306540000.0,126630110000.0
2050.0,127639550000.0,130987530000.0,129136510000.0,130619080000.0,131406570000.0,131295100000.0,131991175000.0,128865526000.0,126181330000.0
2051.0,127419744000.0,130821160000.0,128757850000.0,129913790000.0,131157920000.0,130720240000.0,131426670000.0,128749550000.0,125645955000.0
2052.0,126918320000.0,130763915000.0,128463740000.0,129422000000.0,130904590000.0,130535620000.0,131135010000.0,128349570000.0,124708300000.0
2053.0,126324030000.0,130530620000.0,128293175000.0,129040540000.0,130771980000.0,130679300000.0,131681165000.0,127668625000.0,123969790000.0
2054.0,125644750000.0,130345510000.0,127779520000.0,128881190000.0,130586714000.0,130332570000.0,131551420000.0,127086215000.0,123646600000.0
2055.0,125150440000.0,130338920000.0,127368240000.0,129011120000.0,130606180000.0,129903530000.0,131020900000.0,126588820000.0,122812930000.0
2056.0,124550455000.0,130015670000.0,126966780000.0,128382220000.0,130679690000.0,129730490000.0,131012320000.0,125935755000.0,122177970000.0
2057.0,124083180000.0,129723875000.0,126561030000.0,128163080000.0,130302930000.0,129445134000.0,130747530000.0,125689340000.0,121817104000.0
2058.0,123299820000.0,129423820000.0,125900350000.0,127698710000.0,130052900000.0,129355060000.0,130446250000.0,125155780000.0,120778380000.0
2059.0,122624540000.0,129312380000.0,125476460000.0,127457440000.0,129360855000.0,129054970000.0,130071680000.0,125015106000.0,120047550000.0
2060.0,122057800000.0,129194385000.0,125039780000.0,127220680000.0,129218950000.0,128788260000.0,129983530000.0,124127600000.0,119510280000.0
2061.0,121597330000.0,128829530000.0,124439760000.0,126924415000.0,129062306000.0,128356380000.0,129815070000.0,123654630000.0,118849940000.0
2062.0,120747794000.0,128611540000.0,123992880000.0,126219805000.0,129085470000.0,128097340000.0,130586370000.0,122885530000.0,118087440000.0
2063.0,120115405000.0,128732080000.0,123058405000.0,126824780000.0,128720880000.0,127873840000.0,129816860000.0,122655880000.0,117600160000.0
2064.0,119502470000.0,128658210000.0,122539460000.0,125930390000.0,128625470000.0,127552940000.0,129582260000.0,121633860000.0,116846950000.0
2065.0,118751715000.0,128315090000.0,121729384000.0,125325740000.0,128503150000.0,127202660000.0,129482680000.0,121064640000.0,116135040000.0
2066.0,117736735000.0,127800350000.0,121388060000.0,124813770000.0,128235586000.0,126986740000.0,129291305000.0,120391340000.0,115311480000.0
2067.0,116844020000.0,127383040000.0,120826080000.0,124349870000.0,127912346000.0,126652280000.0,129269840000.0,119832600000.0,114696045000.0
2068.0,116351920000.0,127292790000.0,120284450000.0,124231130000.0,127622570000.0,126408380000.0,129016880000.0,119130270000.0,113956980000.0
2069.0,115293585000.0,127073034000.0,119645380000.0,123684585000.0,127006650000.0,126030720000.0,128766150000.0,118422180000.0,112831380000.0
2070.0,114289350000.0,126623770000.0,118990954000.0,123235780000.0,126723285000.0,125428700000.0,128334380000.0,117914810000.0,112356440000.0
2071.0,113563255000.0,126375690000.0,118739210000.0,122880130000.0,126459950000.0,125109680000.0,128139510000.0,117056290000.0,111367840000.0
2072.0,112341600000.0,126076940000.0,117439350000.0,122790980000.0,126398000000.0,124553210000.0,128175235000.0,116320230000.0,110493770000.0
2073.0,111223250000.0,125565714000.0,116607630000.0,121865320000.0,125640560000.0,124106780000.0,127830300000.0,115425570000.0,109394230000.0
2074.0,110155710000.0,125326400000.0,116061030000.0,121567870000.0,125419360000.0,123925900000.0,127637610000.0,114543070000.0,108635180000.0
2075.0,109553940000.0,125217956000.0,115410540000.0,121058100000.0,125046260000.0,123506650000.0,127833235000.0,113924784000.0,108294070000.0
2076.0,108520650000.0,125123930000.0,114502220000.0,120582240000.0,124790190000.0,122858840000.0,127374240000.0,113196420000.0,107391880000.0
2077.0,107347485000.0,124679510000.0,113588625000.0,120054040000.0,124463690000.0,122364035000.0,127108060000.0,112715780000.0,106296750000.0
2078.0,106146185000.0,124547440000.0,112899530000.0,119534750000.0,124039090000.0,122108666000.0,126762940000.0,111805660000.0,105172220000.0
2079.0,105604600000.0,124716230000.0,112169580000.0,118990260000.0,123812310000.0,121744020000.0,126584530000.0,110874070000.0,104372770000.0
2080.0,104624130000.0,124019016000.0,111340770000.0,118353430000.0,123411400000.0,121668534000.0,126502945000.0,110004160000.0,103598320000.0
2081.0,103718035000.0,123583240000.0,110247715000.0,117917835000.0,123295930000.0,121023810000.0,126186500000.0,109186450000.0,102980670000.0
2082.0,102392210000.0,123364704000.0,109106630000.0,117257420000.0,122617050000.0,120274485000.0,125928650000.0,108349090000.0,101328100000.0
2083.0,101444930000.0,123210610000.0,108714460000.0,116470210000.0,122140205000.0,119785780000.0,125799416000.0,107603330000.0,100682880000.0
2084.0,100576035000.0,122905840000.0,107364110000.0,115762135000.0,121767715000.0,119243070000.0,125313720000.0,106526780000.0,100072550000.0
2085.0,99705050000.0,122747480000.0,106554700000.0,115092250000.0,121504236000.0,118748610000.0,125295150000.0,105707790000.0,98220016000.0
2086.0,98643730000.0,122704270000.0,105423840000.0,114438870000.0,120986900000.0,118342566000.0,125131250000.0,104563170000.0,97337940000.0
2087.0,97965780000.0,122549670000.0,104566290000.0,113721156000.0,120817510000.0,117692916000.0,124947320000.0,103787670000.0,96596410000.0
2088.0,96920990000.0,122229590000.0,103575140000.0,113204930000.0,120431890000.0,117026865000.0,124450570000.0,103234610000.0,95164210000.0
2089.0,96078905000.0,121941410000.0,102655240000.0,112968460000.0,119765926000.0,116659765000.0,124294275000.0,102373870000.0,94092665000.0
2090.0,94780910000.0,121771920000.0,101432100000.0,112145920000.0,119481700000.0,116352310000.0,124190925000.0,101255090000.0,93117330000.0
2091.0,94000180000.0,121379316000.0,100684030000.0,111677950000.0,119038500000.0,115946890000.0,123952250000.0,99960620000.0,92107650000.0
2092.0,93041250000.0,121084240000.0,99710860000.0,111315040000.0,118725730000.0,115512934000.0,123760440000.0,98944510000.0,91044000000.0
2093.0,91959390000.0,120996970000.0,98817786000.0,110599550000.0,117999390000.0,114814960000.0,123416584000.0,97924970000.0,89821690000.0
2094.0,90907580000.0,120580050000.0,97944396000.0,110376130000.0,117700460000.0,114388040000.0,123242080000.0,96533310000.0,88694520000.0
2095.0,89573000000.0,120761560000.0,96946810000.0,109941920000.0,117088076000.0,113599870000.0,122885120000.0,95494420000.0,87642320000.0
2096.0,88719720000.0,120159010000.0,95864520000.0,109329900000.0,116638360000.0,113405436000.0,122611570000.0,94594620000.0,86825345000.0
2097.0,87394850000.0,119858530000.0,94769430000.0,108813140000.0,116165460000.0,112987780000.0,122587865000.0,94063560000.0,85737740000.0
2098.0,86245950000.0,119694260000.0,93675676000.0,108160870000.0,115666750000.0,112327420000.0,122251860000.0,92998520000.0,84467910000.0
2099.0,85241740000.0,119360850000.0,92704730000.0,107337300000.0,115397140000.0,111874064000.0,121812510000.0,92411960000.0,83334610000.0
2100.0,84252220000.0,118989870000.0,91351010000.0,106745450000.0,114670750000.0,111340970000.0,121500630000.0,91372225000.0,82081150000.0
