time,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,GFDL-ESM4
2037.0,33496570000.0,33239642000.0,33512870000.0,33606330000.0
2038.0,33462272000.0,33131067000.0,33480694000.0,33577757000.0
2039.0,33360749000.0,33038680000.0,33449066000.0,33552355000.0
2040.0,33306565000.0,32972480000.0,33393297000.0,33481880000.0
2041.0,33256047000.0,32882586000.0,33343058000.0,33438314000.0
2042.0,33204830000.0,32817992000.0,33307017000.0,33394223000.0
2043.0,33129374000.0,32749543000.0,33263063000.0,33358252000.0
2044.0,33035944000.0,32617976000.0,33239337000.0,33324956000.0
2045.0,32967987000.0,32562254000.0,33189430000.0,33285330000.0
2046.0,32891216000.0,32429666000.0,33093839000.0,33240828000.0
2047.0,32797770000.0,32320037000.0,33040930000.0,33194953000.0
2048.0,32660630000.0,32237009000.0,32993497000.0,33157294000.0
2049.0,32598760000.0,32145326000.0,32921436000.0,33100640000.0
2050.0,32482060000.0,31951923000.0,32866353000.0,33030023000.0
2051.0,32362248000.0,31836416000.0,32833223000.0,33000053000.0
2052.0,32280461000.0,31602387000.0,32783143000.0,32939442000.0
2053.0,32213279000.0,31386638000.0,32666284000.0,32903664000.0
2054.0,32058962000.0,31155139000.0,32556368000.0,32836510000.0
2055.0,31928404000.0,30879484000.0,32496732000.0,32807750000.0
2056.0,31799583000.0,30648168000.0,32491618000.0,32752056000.0
2057.0,31719877000.0,30329719000.0,32392706000.0,32783536000.0
2058.0,31573905000.0,30040947000.0,32277140000.0,32707002000.0
2059.0,31470348000.0,29851871000.0,32185008000.0,32640970000.0
2060.0,31294933000.0,29622817000.0,32104260000.0,32663384000.0
2061.0,31093725000.0,29356362000.0,32012067000.0,32576760000.0
2062.0,30913595000.0,29056692000.0,31866737000.0,32513421000.0
2063.0,30747312000.0,28754221000.0,31788222000.0,32451326000.0
2064.0,30502023000.0,28509598000.0,31696738000.0,32385702000.0
2065.0,30279168000.0,28200560000.0,31607544000.0,32331106000.0
2066.0,30060909000.0,27923850000.0,31508894000.0,32270158000.0
2067.0,29998662000.0,27645740000.0,31420980000.0,32253682000.0
2068.0,29732188000.0,27364805000.0,31277433000.0,32206057000.0
2069.0,29588500000.0,27138970000.0,31218065000.0,32113994000.0
2070.0,29399370000.0,26863892000.0,31136158000.0,32137701000.0
2071.0,29142825000.0,26549912000.0,31043873000.0,32037616000.0
2072.0,28973350000.0,26240633000.0,30974593000.0,31971731000.0
2073.0,28796187000.0,25943333000.0,30913933000.0,31915327000.0
2074.0,28581247000.0,25707970000.0,30815267000.0,31866632000.0
2075.0,28393474000.0,25466966000.0,30676384000.0,31794715000.0
2076.0,28144837000.0,25190715000.0,30541586000.0,31790885000.0
2077.0,27922708000.0,24957417000.0,30461950000.0,31664374000.0
2078.0,27719741000.0,24617191000.0,30456916000.0,31612742000.0
2079.0,27453745000.0,24352748000.0,30331595000.0,31698140000.0
2080.0,27240686000.0,24105861000.0,30578440000.0,31534630000.0
2081.0,27088564000.0,23961104000.0,30303537000.0,31478043000.0
2082.0,26919272000.0,23774624000.0,30223563000.0,31398390000.0
2083.0,26750150000.0,23422780000.0,30090201000.0,31364545000.0
2084.0,26599064000.0,23116650000.0,30015699000.0,31308580000.0
2085.0,26839146000.0,22870060000.0,29947236000.0,31306078000.0
2086.0,26301284000.0,22609697000.0,29831641000.0,31254900000.0
2087.0,26194510000.0,22265549000.0,29727801000.0,31224297000.0
2088.0,26043187000.0,22016682000.0,29696924000.0,31318886000.0
2089.0,26003786000.0,21731641000.0,29529407000.0,31099017000.0
2090.0,25781844000.0,21400046000.0,29488564000.0,31096732000.0
2091.0,25707495000.0,21133713000.0,29370320000.0,30986457000.0
2092.0,25633671000.0,20724200000.0,29539803000.0,30890547000.0
2093.0,25443174000.0,20446390000.0,29287655000.0,30842360000.0
2094.0,25315631000.0,20153854000.0,29225466000.0,30805008000.0
2095.0,25096983000.0,19904520000.0,29065665000.0,30760198000.0
2096.0,25159379000.0,19638039000.0,29002525000.0,30704069000.0
2097.0,24994314000.0,19297900000.0,28914854000.0,30647388000.0
2098.0,24734757000.0,18987274000.0,28837376000.0,30622933000.0
2099.0,24559335000.0,18750810000.0,28819876000.0,30553907000.0
2100.0,24379255000.0,18435400000.0,28858976000.0,30495486000.0
