time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2055.0,13598913000000.0,15939065000000.0,11284958000000.0,14927410000000.0,13705625000000.0
2056.0,13370552000000.0,15742781000000.0,11104366000000.0,14818556000000.0,13643013000000.0
2057.0,13265124000000.0,15683355000000.0,10875143000000.0,14764892000000.0,13489279000000.0
2058.0,13109837000000.0,15504236000000.0,10605158000000.0,14679182000000.0,13273553000000.0
2059.0,12964527000000.0,15320277000000.0,10271602000000.0,14559333000000.0,13062442000000.0
2060.0,12842744000000.0,15213781000000.0,10025314000000.0,14526838000000.0,13007118000000.0
2061.0,12583473000000.0,15092411000000.0,9812864000000.0,14421958000000.0,12902985000000.0
2062.0,12476662000000.0,14988557000000.0,9603148000000.0,14361948000000.0,12790024000000.0
2063.0,12268132000000.0,14939783000000.0,9375853000000.0,14245875000000.0,12632499000000.0
2064.0,12116363000000.0,14914337000000.0,9184486000000.0,14173826000000.0,12628139000000.0
2065.0,11880017000000.0,14840183000000.0,8937856000000.0,14119131000000.0,12496913000000.0
2066.0,11627962000000.0,14718612000000.0,8632962000000.0,13983369000000.0,12404904000000.0
2067.0,11494783000000.0,14596489000000.0,8407297300000.0,13874767000000.0,12213220000000.0
2068.0,11384925000000.0,14507737000000.0,8133288700000.0,13846374000000.0,12092053000000.0
2069.0,11196420000000.0,14411187000000.0,7935079500000.0,13734917000000.0,12065824000000.0
2070.0,11100652000000.0,14336774000000.0,7760275600000.0,13645943000000.0,11970152000000.0
2071.0,10908961000000.0,14218425000000.0,7534357000000.0,13518289000000.0,11824972000000.0
2072.0,10729191000000.0,14114208000000.0,7266098500000.0,13408172000000.0,11606796000000.0
2073.0,10566789000000.0,14037433000000.0,7084395000000.0,13205923000000.0,11489671000000.0
2074.0,10386883000000.0,13996325000000.0,6887566700000.0,13008520000000.0,11404725000000.0
2075.0,10237441000000.0,13925974000000.0,6723343500000.0,12883128000000.0,11222782000000.0
2076.0,10010125000000.0,13782510000000.0,6500553000000.0,12820033000000.0,11120231000000.0
2077.0,9809162000000.0,13734393000000.0,6316754000000.0,12727436000000.0,10998304000000.0
2078.0,9640323000000.0,13644404000000.0,6117262400000.0,12641604000000.0,10819223000000.0
2079.0,9513061000000.0,13496255000000.0,5930766000000.0,12546241000000.0,10664464000000.0
2080.0,9322268000000.0,13342160000000.0,5736835000000.0,12475274000000.0,10543861000000.0
2081.0,9135321000000.0,13270310000000.0,5547889000000.0,12343896000000.0,10401435000000.0
2082.0,8988000000000.0,13174936000000.0,5378636000000.0,12213552000000.0,10209520000000.0
2083.0,8833778000000.0,13084311000000.0,5211961000000.0,12105061000000.0,10050131000000.0
2084.0,8700748000000.0,13037810000000.0,5075086000000.0,11951937000000.0,9950842000000.0
2085.0,8563062000000.0,12961294000000.0,4888058000000.0,11812915000000.0,9849765000000.0
2086.0,8351623700000.0,12940540000000.0,4758669000000.0,11659021000000.0,9692526000000.0
2087.0,8217365000000.0,12818276000000.0,4618727000000.0,11533035000000.0,9542050000000.0
2088.0,8032560000000.0,12775077000000.0,4484412500000.0,11394482000000.0,9383888000000.0
2089.0,7930357000000.0,12683047000000.0,4348236800000.0,11252647000000.0,9346811000000.0
2090.0,7799739000000.0,12636536000000.0,4179165200000.0,11184060000000.0,9225281000000.0
2091.0,7680986400000.0,12652416000000.0,4060837600000.0,11100049000000.0,9121020000000.0
2092.0,7614111000000.0,12615522000000.0,3916412700000.0,10994583000000.0,8982579000000.0
2093.0,7432257400000.0,12556235000000.0,3809098900000.0,10921941000000.0,8748309400000.0
2094.0,7242623500000.0,12493965000000.0,3696750000000.0,10796359000000.0,8577845000000.0
2095.0,7093034700000.0,12419341000000.0,3565559000000.0,10611644000000.0,8440587500000.0
2096.0,6978086600000.0,12316337000000.0,3476726200000.0,10534920000000.0,8291210000000.0
2097.0,6866260000000.0,12253068000000.0,3367352400000.0,10455624000000.0,8131000000000.0
2098.0,6716243000000.0,12164648000000.0,3241864600000.0,10332036000000.0,7978955600000.0
2099.0,6554650700000.0,12052464000000.0,3128040400000.0,10280286000000.0,7879939000000.0
2100.0,6413659700000.0,11965674000000.0,3018713500000.0,10169187000000.0,7817268000000.0
