time,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0
2058.0,45680180000.0,27693482000.0,35617206000.0,41135560000.0
2059.0,47066560000.0,27299582000.0,35777530000.0,41986052000.0
2060.0,48066822000.0,26992300000.0,35851870000.0,42861834000.0
2061.0,48535360000.0,27951776000.0,36038440000.0,43385487000.0
2062.0,48953004000.0,29411748000.0,36405416000.0,44770880000.0
2063.0,49448080000.0,29049922000.0,35983516000.0,46895560000.0
2064.0,48683954000.0,28463847000.0,35674810000.0,47436403000.0
2065.0,47841810000.0,28692795000.0,35419574000.0,46552965000.0
2066.0,48636290000.0,28243003000.0,34542215000.0,46686380000.0
2067.0,48975938000.0,28006875000.0,34853306000.0,45104017000.0
2068.0,47840980000.0,27907004000.0,34383737000.0,44656914000.0
2069.0,48298420000.0,28246548000.0,33706240000.0,43667722000.0
2070.0,48716620000.0,28646816000.0,33031225000.0,43960275000.0
2071.0,49774370000.0,28186173000.0,32151296000.0,43350820000.0
2072.0,49959640000.0,28892633000.0,31504577000.0,40669934000.0
2073.0,49199200000.0,27979740000.0,31179373000.0,39274190000.0
2074.0,49281340000.0,27720840000.0,31586630000.0,38696514000.0
2075.0,50121847000.0,27657417000.0,32262576000.0,38036554000.0
2076.0,49634796000.0,27623164000.0,31798143000.0,36669020000.0
2077.0,49542440000.0,26978494000.0,31756319000.0,37377980000.0
2078.0,49173926000.0,27044737000.0,32299248000.0,36515316000.0
2079.0,48753720000.0,27294153000.0,32127255000.0,36218565000.0
2080.0,49364017000.0,27938960000.0,31738915000.0,36678033000.0
2081.0,49559134000.0,28846811000.0,32817263000.0,37283135000.0
2082.0,49504715000.0,27976004000.0,32722063000.0,35767173000.0
2083.0,49907820000.0,27596513000.0,32964583000.0,35328570000.0
2084.0,51041542000.0,27911672000.0,34221770000.0,33833863000.0
2085.0,50046780000.0,28122479000.0,34656784000.0,33020539000.0
2086.0,51894956000.0,27733055000.0,34489684000.0,32311233000.0
2087.0,53189997000.0,27682386000.0,34658914000.0,32597713000.0
2088.0,53932110000.0,27768074000.0,35297386000.0,32964788000.0
2089.0,52546863000.0,28049111000.0,35734614000.0,33022468000.0
2090.0,53367464000.0,27976350000.0,36098540000.0,33289683000.0
2091.0,53528756000.0,29156325000.0,35326693000.0,33396623000.0
2092.0,53673554000.0,29459261000.0,34597237000.0,33645685000.0
2093.0,53850943000.0,30808609000.0,33630112000.0,33903657000.0
2094.0,52611977000.0,30208815000.0,34358434000.0,33903542000.0
2095.0,53452530000.0,30670320000.0,34740376000.0,34272508000.0
2096.0,53562515000.0,32040456000.0,34526670000.0,34670154000.0
2097.0,53245480000.0,31474640000.0,34103818000.0,33850227000.0
2098.0,51600724000.0,31601640000.0,33742848000.0,32348790000.0
2099.0,52266025000.0,31893592000.0,33645804000.0,31076946000.0
2100.0,51441484000.0,32374512000.0,34137307000.0,31331123000.0
