time,CANESM5,IPSL-CM6A-LR,UKESM1-0-LL,CNRM-ESM2-1,MRI-ESM2-0
2059.0,22789886000.0,26098481000.0,14743343000.0,30917073000.0,33494830000.0
2060.0,22391575000.0,24977648000.0,14044480000.0,29252628000.0,33100829000.0
2061.0,22006979000.0,23942926000.0,13630996000.0,27926936000.0,31732183000.0
2062.0,21358123000.0,23049665000.0,12781623000.0,27467350000.0,30540192000.0
2063.0,20865616000.0,22322592000.0,12162701000.0,27228273000.0,29062322000.0
2064.0,20767711000.0,21923467000.0,11881773000.0,25836214000.0,28507648000.0
2065.0,20679877000.0,21807266000.0,11483334000.0,25979202000.0,29070850000.0
2066.0,20236607000.0,21049547000.0,11122407000.0,24662874000.0,26960757000.0
2067.0,19767250000.0,20729160000.0,11072606000.0,24025750000.0,26076965000.0
2068.0,19503266000.0,20283152000.0,10775623000.0,23388336000.0,26051555000.0
2069.0,19075210000.0,19834216000.0,10812466000.0,22817150000.0,24637176000.0
2070.0,19077743000.0,19126530000.0,10434186000.0,22823713000.0,24482494000.0
2071.0,18757896000.0,18478258000.0,10445319000.0,21573910000.0,24638296000.0
2072.0,18045817000.0,18171687000.0,10351932000.0,20796916000.0,24636447000.0
2073.0,17803289000.0,18219870000.0,10253918000.0,21275193000.0,25148060000.0
2074.0,16920298000.0,18053634000.0,10586243000.0,21460543000.0,25000888000.0
2075.0,16849039000.0,17619466000.0,11018546000.0,22183680000.0,24911690000.0
2076.0,16522562000.0,16431680000.0,10916618000.0,22722236000.0,25187938000.0
2077.0,16607053000.0,16854061000.0,10745647000.0,22305139000.0,25944105000.0
2078.0,15917596000.0,16945377000.0,10447613000.0,23218176000.0,25869652000.0
2079.0,15902121000.0,17091454000.0,10058249000.0,23552893000.0,25614617000.0
2080.0,16080097000.0,17428710000.0,9757114000.0,22492830000.0,25571478000.0
2081.0,16346562000.0,16971165000.0,9716775000.0,21979519000.0,25236759000.0
2082.0,16511915000.0,17927123000.0,9555977000.0,20908240000.0,26247842000.0
2083.0,16084829000.0,18373982000.0,9416775000.0,20398911000.0,25573892000.0
2084.0,15908694000.0,18407260000.0,9422875000.0,20145764000.0,24430901000.0
2085.0,15703196000.0,17784390000.0,9485195000.0,20134355000.0,24562147000.0
2086.0,15851070000.0,17565923000.0,9581962000.0,19991038000.0,24369162000.0
2087.0,15312530000.0,17738200000.0,9779996000.0,19826176000.0,23753130000.0
2088.0,15158826000.0,17275965000.0,9496187000.0,19929747000.0,23359068000.0
2089.0,15605217000.0,17285320000.0,10154765000.0,19602946000.0,22917940000.0
2090.0,15573108000.0,17397735000.0,10353872000.0,19509703000.0,22289834000.0
2091.0,15271673000.0,17724450000.0,10734134000.0,19482802000.0,22331675000.0
2092.0,15257851000.0,18394917000.0,11135073000.0,18812551000.0,22359046000.0
2093.0,15206307000.0,18699260000.0,11213600000.0,18926737000.0,22393076000.0
2094.0,15132538000.0,18772662000.0,11358500000.0,19846710000.0,22358661000.0
2095.0,15059254000.0,19338293000.0,11056905000.0,20200096000.0,22149925000.0
2096.0,15089215000.0,18716190000.0,11782192000.0,20083750000.0,22016055000.0
2097.0,15309673000.0,19306217000.0,11818512000.0,19583134000.0,22287230000.0
2098.0,15214773000.0,19101618000.0,11924511000.0,19475380000.0,21980647000.0
2099.0,15252127000.0,20017983000.0,11607038000.0,19430360000.0,21600379000.0
2100.0,15072200000.0,20255822000.0,11724004000.0,18830328000.0,21629895000.0
