time,GISS-E2-R,GFDL-CM3,CESM1-CAM5,GFDL-ESM2G,CCSM4,IPSL-CM5A-LR,NORESM1-M,CSIRO-MK3-6-0
2044.0,15749890000000.0,15395706000000.0,15475090000000.0,16020796000000.0,16255424000000.0,15397434000000.0,14467978000000.0,16339217000000.0
2045.0,15614547000000.0,15153976000000.0,15299214000000.0,16019992000000.0,16256702000000.0,15246099000000.0,14385048000000.0,16284663000000.0
2046.0,15611937000000.0,15031017000000.0,15201991000000.0,15987033000000.0,16167691000000.0,15102520000000.0,14233097000000.0,16190333000000.0
2047.0,15478548000000.0,14833981000000.0,15069955000000.0,15874820000000.0,16012324000000.0,14850036000000.0,14166078000000.0,16025000000000.0
2048.0,15335458000000.0,14725802000000.0,15009163000000.0,15745516000000.0,15872971000000.0,14681091000000.0,13973765000000.0,15869663000000.0
2049.0,15245185000000.0,14539110000000.0,14875588000000.0,15698831000000.0,15737045000000.0,14586530000000.0,13802299000000.0,15760931000000.0
2050.0,15136188000000.0,14404241000000.0,14575398000000.0,15578749000000.0,15600618000000.0,14430666000000.0,13651986000000.0,15649985000000.0
2051.0,15029766000000.0,14298124000000.0,14372076000000.0,15435642000000.0,15485422000000.0,14252264000000.0,13480941000000.0,15455996000000.0
2052.0,14944694000000.0,14166357000000.0,14241212000000.0,15343116000000.0,15322614000000.0,14069815000000.0,13377909000000.0,15371265000000.0
2053.0,14752548000000.0,13988940000000.0,14059827000000.0,15233586000000.0,15264901000000.0,13880580000000.0,13092756000000.0,15242478000000.0
2054.0,14584929000000.0,13783585000000.0,13886397000000.0,15131824000000.0,15197825000000.0,13674658000000.0,12935401000000.0,15122677000000.0
2055.0,14474013000000.0,13611237000000.0,13734527000000.0,15067156000000.0,15107997000000.0,13574557000000.0,12781498000000.0,15039622000000.0
2056.0,14400125000000.0,13498453000000.0,13552181000000.0,14939265000000.0,14984572000000.0,13451117000000.0,12581064000000.0,14923436000000.0
2057.0,14232489000000.0,13430711000000.0,13442325000000.0,14834387000000.0,14874725000000.0,13288628000000.0,12308101000000.0,14887231000000.0
2058.0,14030601000000.0,13300348000000.0,13278941000000.0,14718094000000.0,14722795000000.0,13145953000000.0,12178510000000.0,14750197000000.0
2059.0,13914848000000.0,13092075000000.0,13028105000000.0,14626232000000.0,14620769000000.0,13003504000000.0,11980453000000.0,14645229000000.0
2060.0,13847259000000.0,12955238000000.0,12819906000000.0,14564533000000.0,14536158000000.0,12752144000000.0,11869413000000.0,14487055000000.0
2061.0,13738822000000.0,12824374000000.0,12721241000000.0,14566550000000.0,14474384000000.0,12633171000000.0,11609152000000.0,14360699000000.0
2062.0,13530887000000.0,12698587000000.0,12531222000000.0,14484313000000.0,14380676000000.0,12501920000000.0,11440326000000.0,14285660000000.0
2063.0,13451658000000.0,12527340000000.0,12406073000000.0,14420062000000.0,14219508000000.0,12342737000000.0,11326597000000.0,14190988000000.0
2064.0,13353631000000.0,12390170000000.0,12165597000000.0,14381254000000.0,14089891000000.0,12155953000000.0,11143336000000.0,14111115000000.0
2065.0,13208996000000.0,12211316000000.0,11950660000000.0,14346888000000.0,13963623000000.0,11956221000000.0,11012705000000.0,14084230000000.0
2066.0,13080947000000.0,12114652000000.0,11689706000000.0,14238771000000.0,13837463000000.0,11848818000000.0,10810292000000.0,14007529000000.0
2067.0,12960339000000.0,11931997000000.0,11515174000000.0,14214823000000.0,13810919000000.0,11755556000000.0,10645424000000.0,13907666000000.0
2068.0,12847604000000.0,11784970000000.0,11365127000000.0,14161354000000.0,13724395000000.0,11602766000000.0,10362279000000.0,13845649000000.0
2069.0,12686891000000.0,11703371000000.0,11131828000000.0,14064447000000.0,13636371000000.0,11474263000000.0,10143892000000.0,13690401000000.0
2070.0,12532147000000.0,11546080000000.0,10992700000000.0,14014867000000.0,13507047000000.0,11341487000000.0,9986232000000.0,13533198000000.0
2071.0,12403452000000.0,11434220000000.0,10782749000000.0,13943581000000.0,13299640000000.0,11174100000000.0,9775979000000.0,13446054000000.0
2072.0,12311902000000.0,11347772000000.0,10561329000000.0,13921930000000.0,13147216000000.0,11005736000000.0,9605965000000.0,13309936000000.0
2073.0,12239173000000.0,11111598000000.0,10367268000000.0,13798556000000.0,13016783000000.0,10873426000000.0,9425529000000.0,13110182000000.0
2074.0,12148515000000.0,10931450000000.0,10232799000000.0,13744148000000.0,12765351000000.0,10717762000000.0,9230718000000.0,12969471000000.0
2075.0,12119481000000.0,10776543000000.0,10103123000000.0,13703323000000.0,12590594000000.0,10638282000000.0,9082765000000.0,12880005000000.0
2076.0,12007368000000.0,10647057000000.0,9878180000000.0,13617121000000.0,12393908000000.0,10500364000000.0,8920097000000.0,12728265000000.0
2077.0,11901018000000.0,10500856000000.0,9629981000000.0,13459306000000.0,12275245000000.0,10369921000000.0,8714240700000.0,12650338000000.0
2078.0,11839837000000.0,10415040000000.0,9435366000000.0,13354839000000.0,12107697000000.0,10260232000000.0,8522252000000.0,12501625000000.0
2079.0,11727865000000.0,10347303000000.0,9233652000000.0,13334806000000.0,11885624000000.0,10103845000000.0,8390037700000.0,12323374000000.0
2080.0,11734192000000.0,10233570000000.0,9074679000000.0,13279462000000.0,11741285000000.0,9938555000000.0,8226906600000.0,12088395000000.0
2081.0,11607407000000.0,10129358000000.0,8865573000000.0,13150130000000.0,11613370000000.0,9857477000000.0,8145121300000.0,11920131000000.0
2082.0,11522980000000.0,10022358000000.0,8607313000000.0,13059062000000.0,11494368000000.0,9701200000000.0,8032275000000.0,11799619000000.0
2083.0,11477742000000.0,9840374000000.0,8464766000000.0,12983665000000.0,11383207000000.0,9532121000000.0,7899557000000.0,11725225000000.0
2084.0,11405132000000.0,9707911000000.0,8310960400000.0,12991635000000.0,11199947000000.0,9438831000000.0,7716092000000.0,11539928000000.0
2085.0,11391375000000.0,9588464000000.0,8195888600000.0,12877879000000.0,11071388000000.0,9274756000000.0,7491532400000.0,11393033000000.0
2086.0,11348227000000.0,9447031000000.0,7993778000000.0,12761133000000.0,10910080000000.0,9157601000000.0,7275785000000.0,11247382000000.0
2087.0,11272113000000.0,9338605000000.0,7786260000000.0,12664423000000.0,10668290000000.0,9024056000000.0,7184615000000.0,11086571000000.0
2088.0,11175321000000.0,9220601000000.0,7559581300000.0,12593700000000.0,10491181000000.0,8862740000000.0,7041526500000.0,10992266000000.0
2089.0,11064659000000.0,9078398000000.0,7414091000000.0,12466040000000.0,10338485000000.0,8716038400000.0,6892744000000.0,10861705000000.0
2090.0,10960103000000.0,8970335000000.0,7241686000000.0,12369945000000.0,10163602000000.0,8566938000000.0,6778279000000.0,10784322000000.0
2091.0,10956833000000.0,8817055000000.0,7059070000000.0,12292034000000.0,9949271000000.0,8356866600000.0,6590094600000.0,10676283000000.0
2092.0,10888212000000.0,8629585000000.0,6932911400000.0,12220475000000.0,9800645000000.0,8183678000000.0,6384595000000.0,10552605000000.0
2093.0,10854424000000.0,8500637300000.0,6821742400000.0,12137714000000.0,9614111000000.0,8056125500000.0,6188767400000.0,10433867000000.0
2094.0,10765513000000.0,8337343600000.0,6665798700000.0,12139427000000.0,9480886000000.0,7959856000000.0,5991672300000.0,10334959000000.0
2095.0,10732616000000.0,8210413500000.0,6474932000000.0,12063287000000.0,9322642000000.0,7868199000000.0,5804219400000.0,10250800000000.0
2096.0,10692941000000.0,8082173000000.0,6342327700000.0,11970460000000.0,9162694000000.0,7741562000000.0,5700293000000.0,10103904000000.0
2097.0,10668726000000.0,7981400300000.0,6238921300000.0,11833989000000.0,9099308000000.0,7632918700000.0,5600700300000.0,10004235000000.0
2098.0,10606291000000.0,7807953000000.0,6080463600000.0,11758644000000.0,8979421000000.0,7539571000000.0,5489090000000.0,9845306000000.0
2099.0,10575004000000.0,7658104000000.0,5882117600000.0,11710052000000.0,8858388000000.0,7362072000000.0,5384665000000.0,9661404000000.0
2100.0,10530041000000.0,7508538700000.0,5771520000000.0,11585554000000.0,8744413000000.0,7253701000000.0,5240548500000.0,9542048000000.0
