time,GISS-E2-R,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,GFDL-ESM2G,CANESM2,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2051.0,1453532700.0,1473933200.0,728094200.0,1095568500.0,1060574600.0,703160770.0,1503180400.0,891313300.0,1376482300.0,1112131700.0,1066708400.0
2052.0,1448833400.0,1473580800.0,707607550.0,1083778700.0,1056653800.0,690909060.0,1490807700.0,882634750.0,1360179800.0,1099958400.0,1069005950.0
2053.0,1455734700.0,1469407900.0,720035400.0,1067000900.0,1067828800.0,671168800.0,1480567300.0,875526600.0,1337739900.0,1076641500.0,1053378000.0
2054.0,1436515600.0,1449841000.0,718678460.0,1045953200.0,1059135600.0,671017150.0,1465080000.0,847243800.0,1325280000.0,1064432640.0,1037662700.0
2055.0,1427395500.0,1437107500.0,695936260.0,1036003460.0,1053811300.0,662428000.0,1458122400.0,829755970.0,1342388700.0,1061738500.0,1017448960.0
2056.0,1426588500.0,1430357000.0,684114370.0,1021791000.0,1060483000.0,659807300.0,1452701400.0,815563300.0,1320228600.0,1044695100.0,1001934200.0
2057.0,1421469400.0,1411206000.0,675487740.0,1005048060.0,1063803650.0,649302600.0,1447024900.0,807225200.0,1307141900.0,1024593540.0,991591740.0
2058.0,1412729000.0,1404289000.0,672002240.0,1000397300.0,1083336400.0,640371840.0,1433870200.0,806060540.0,1306223900.0,1011301000.0,990954000.0
2059.0,1404102000.0,1420795100.0,658640700.0,980274300.0,1114198900.0,639564400.0,1417252500.0,786082900.0,1288825900.0,984453800.0,1087948000.0
2060.0,1395917600.0,1405366000.0,651789300.0,968014400.0,1095857400.0,635594750.0,1412826900.0,773384400.0,1275078800.0,961977340.0,1197852200.0
2061.0,1396560300.0,1393900000.0,652617700.0,961070300.0,1097495000.0,622336500.0,1416747800.0,764006460.0,1258851000.0,939467800.0,1100181100.0
2062.0,1389857400.0,1383584900.0,666377340.0,945921700.0,1070042750.0,619196540.0,1406715500.0,756629000.0,1263908600.0,916155400.0,1029823040.0
2063.0,1388962700.0,1373277700.0,648007360.0,940055700.0,1054613950.0,608604300.0,1403772300.0,760302400.0,1264109700.0,879656770.0,1005296260.0
2064.0,1379302800.0,1370927600.0,636630140.0,931958700.0,1040279400.0,597653950.0,1403086000.0,751081400.0,1243753600.0,882782140.0,1040915200.0
2065.0,1389556500.0,1368572000.0,627154300.0,927882750.0,1036892900.0,626957500.0,1430433200.0,750459300.0,1237805400.0,875826050.0,998989500.0
2066.0,1406779300.0,1356728700.0,620676030.0,921090100.0,1022853440.0,593629760.0,1428465700.0,746481500.0,1234187300.0,850152900.0,983801500.0
2067.0,1414121000.0,1359213700.0,612146050.0,910960640.0,1018798800.0,584664770.0,1423912600.0,731518660.0,1239581400.0,831661600.0,971584000.0
2068.0,1401568000.0,1416976000.0,599310600.0,904644900.0,983050700.0,576994240.0,1448321700.0,716791360.0,1242969900.0,824272900.0,958197200.0
2069.0,1395329300.0,1370355300.0,592299300.0,911694140.0,964251700.0,565207230.0,1466432100.0,726061200.0,1230819100.0,818762300.0,948380700.0
2070.0,1428611200.0,1370568800.0,577962050.0,918270500.0,991984600.0,558236200.0,1507068200.0,740502800.0,1220140800.0,799677500.0,930823900.0
2071.0,1402755300.0,1391502700.0,564079500.0,939766900.0,1105295500.0,548622340.0,1496930700.0,715656700.0,1218517200.0,787383740.0,915426300.0
2072.0,1403034100.0,1383622400.0,560941630.0,912731400.0,1086517500.0,538901800.0,1597545000.0,714328640.0,1221865000.0,775407600.0,908930600.0
2073.0,1417844600.0,1379435100.0,609487700.0,907951100.0,1043644540.0,537312800.0,1573054600.0,713615170.0,1211247200.0,787578100.0,894987500.0
2074.0,1413587100.0,1449748500.0,572441500.0,902652500.0,1029735100.0,527486080.0,1576296000.0,710835200.0,1259177100.0,775550200.0,871979700.0
2075.0,1401598000.0,1387729200.0,548235970.0,901543300.0,1000252400.0,520956220.0,1626746900.0,746718140.0,1252105700.0,764634800.0,987054340.0
2076.0,1400948200.0,1379909200.0,539237570.0,896969540.0,1015612300.0,532373700.0,1762623700.0,744584600.0,1261720400.0,749431040.0,913456500.0
2077.0,1432111100.0,1455238500.0,545567360.0,900150400.0,1033324200.0,521952450.0,1631626000.0,731669900.0,1241783000.0,770960400.0,879130750.0
2078.0,1406109400.0,1390416600.0,529566000.0,897084200.0,1048191900.0,513704670.0,1656207900.0,749838140.0,1236587600.0,770171400.0,907148800.0
2079.0,1455187200.0,1369627400.0,520764100.0,887302800.0,1029148600.0,514336400.0,1697664300.0,751102100.0,1252178800.0,742289300.0,893054850.0
2080.0,1464591700.0,1402790100.0,518874530.0,882870700.0,1011996100.0,506706370.0,1708537500.0,741390850.0,1250655200.0,729039600.0,908065540.0
2081.0,1429809700.0,1407342700.0,517960500.0,889706430.0,1001243900.0,498280800.0,1692016100.0,739221500.0,1247771600.0,724315200.0,904941200.0
2082.0,1424768600.0,1392283600.0,509306980.0,884391800.0,989002940.0,493707550.0,1736002200.0,802932400.0,1259407900.0,771765500.0,918238460.0
2083.0,1447975300.0,1372688600.0,498713440.0,872033150.0,1063201300.0,493661700.0,1695461200.0,753344000.0,1238690200.0,750176600.0,906032960.0
2084.0,1442768600.0,1373216800.0,492337800.0,889202000.0,1118332700.0,487952260.0,1749341600.0,744779140.0,1228573400.0,727876160.0,893775040.0
2085.0,1443690900.0,1373922400.0,511343300.0,880336000.0,1211298600.0,483592500.0,1726247000.0,749770000.0,1226542800.0,734969700.0,886283840.0
2086.0,1458095500.0,1373270000.0,518527040.0,884378500.0,1163955800.0,477349800.0,1709485800.0,750654000.0,1219620400.0,756130400.0,919419970.0
2087.0,1450970900.0,1380680700.0,485994050.0,881839700.0,1127858700.0,479099230.0,1697038000.0,741160800.0,1213366100.0,737487100.0,890219900.0
2088.0,1506894500.0,1379474000.0,474583230.0,891374140.0,1099167200.0,483482180.0,1707532400.0,743649860.0,1232390700.0,726298200.0,874933900.0
2089.0,1524129500.0,1367954700.0,470510000.0,893726700.0,1093823200.0,477707680.0,1848369500.0,736662140.0,1212323200.0,747371970.0,866961540.0
2090.0,1516155800.0,1430906200.0,464041380.0,915338240.0,1110870900.0,470985700.0,1785419600.0,730410240.0,1203398500.0,736160400.0,876679600.0
2091.0,1496364800.0,1599617200.0,462193570.0,898636350.0,1118327600.0,463873570.0,1745997800.0,724292400.0,1233937800.0,722992100.0,873051600.0
2092.0,1495954800.0,1459424900.0,457392800.0,896263700.0,1114186100.0,462143330.0,1742241400.0,741012860.0,1225474700.0,717311600.0,887302660.0
2093.0,1492988700.0,1412657300.0,448924160.0,889402400.0,1102384000.0,458598500.0,1727775700.0,762584200.0,1206494300.0,725769540.0,854619600.0
2094.0,1490863700.0,1408569500.0,458127260.0,891201150.0,1128433000.0,454054000.0,1769327600.0,744412860.0,1216393600.0,722110140.0,876746600.0
2095.0,1509880000.0,1394997500.0,510250340.0,895192770.0,1145701800.0,449278660.0,1768019100.0,723728300.0,1213352800.0,712648800.0,847031360.0
2096.0,1530718000.0,1382591400.0,462856960.0,886447360.0,1149997300.0,446172770.0,1747502000.0,716485000.0,1206998500.0,757909100.0,839962300.0
2097.0,1513201800.0,1401431400.0,449770300.0,882104400.0,1139647000.0,442762050.0,1770820900.0,714385000.0,1202728700.0,753586560.0,861419140.0
2098.0,1507736800.0,1386786800.0,440738700.0,882473900.0,1121904100.0,435178660.0,1747993100.0,707532160.0,1200083600.0,740464900.0,834294800.0
2099.0,1515371100.0,1388954800.0,439895330.0,886742500.0,1109203700.0,429227900.0,1767180300.0,702551500.0,1197612700.0,729538370.0,832071900.0
2100.0,1513697300.0,1461436300.0,506017150.0,898920060.0,1169197800.0,426512000.0,1741684400.0,699229000.0,1193498000.0,739550100.0,831997000.0
