time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,CCSM4,GFDL-ESM2G,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2076.0,16462437000.0,24910290000.0,5783602700.0,15497548000.0,20202424000.0,11461314000.0,14440412000.0,11508312000.0
2077.0,16459671000.0,24150792000.0,5524037000.0,15360650000.0,20156287000.0,11183633000.0,14318943000.0,11391356000.0
2078.0,15831143000.0,23503729000.0,5243678700.0,14789428000.0,20056136000.0,11136985000.0,14179782000.0,10837428000.0
2079.0,15291215000.0,23869377000.0,4877550600.0,14350605000.0,19646855000.0,10778633000.0,13989403000.0,10725687000.0
2080.0,14768237000.0,22962334000.0,4672408000.0,14377494000.0,19013800000.0,10585847000.0,13463285000.0,10363604000.0
2081.0,13933450000.0,22578977000.0,4331501600.0,13778699000.0,18413790000.0,10533657000.0,13234175000.0,9825695000.0
2082.0,13540126000.0,22694950000.0,4341522400.0,13924682000.0,17935880000.0,10336844000.0,13104539000.0,9435807000.0
2083.0,12903989000.0,22409790000.0,4124231200.0,14099716000.0,17307050000.0,10036541000.0,13180232000.0,8883354000.0
2084.0,12777436000.0,22124941000.0,3823519000.0,13949392000.0,16995318000.0,10073625000.0,12630500000.0,8385216000.0
2085.0,12218401000.0,21012824000.0,3785767000.0,13402980000.0,16627860000.0,9894814000.0,12537182000.0,8460907500.0
2086.0,11850240000.0,20510687000.0,3709828900.0,13177889000.0,15897845000.0,9514453000.0,11972677000.0,8460633600.0
2087.0,11876545000.0,20090239000.0,3526130200.0,13127613000.0,15255408000.0,9147463000.0,11618827000.0,8078443000.0
2088.0,11094714000.0,19629023000.0,3251918600.0,12910847000.0,15141477000.0,8757072000.0,11048116000.0,7583204400.0
2089.0,10591150000.0,19644932000.0,3057821000.0,12961652000.0,15113866000.0,8531588000.0,10813955000.0,7307919000.0
2090.0,10491591000.0,19417006000.0,2926438100.0,13070877000.0,15009255000.0,8277800000.0,10451879000.0,7053874000.0
2091.0,9870414000.0,19693472000.0,2917876200.0,13097132000.0,14985994000.0,8072775000.0,9922505000.0,6887627000.0
2092.0,9441572000.0,19221385000.0,2732635400.0,12490578000.0,14508690000.0,7935839700.0,9614702000.0,6486051000.0
2093.0,8792338000.0,18662926000.0,2564999200.0,11853656000.0,13935109000.0,7994125000.0,9242621000.0,6191921000.0
2094.0,8437259000.0,18176950000.0,2554923000.0,11508064000.0,13424213000.0,7926801400.0,8951630000.0,6173830000.0
2095.0,8393970000.0,17304883000.0,2445131000.0,11152694000.0,13414282000.0,7817782300.0,8794271000.0,5967660000.0
2096.0,8398128600.0,17214804000.0,2381106000.0,11207719000.0,13179063000.0,7546186000.0,8407867000.0,5793548300.0
2097.0,8224635000.0,17066199000.0,2155959600.0,11222680000.0,13223941000.0,7156913000.0,7998569000.0,5580654600.0
2098.0,7976482000.0,16547168000.0,2097499800.0,10528463000.0,12761627000.0,7022093300.0,7560300000.0,5540234000.0
2099.0,7734878700.0,16069009000.0,1955103600.0,10297956000.0,12614703000.0,6755996700.0,7349715000.0,5315099000.0
2100.0,7341846000.0,16175436000.0,1829459700.0,10288024000.0,12071020000.0,6564323000.0,7299403300.0,5190205400.0
