time,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR,UKESM1-0-LL,MPI-ESM1-2-HR
2056.0,775369800.0,865279400.0,689413700.0,420232400.0,1009776450.0
2057.0,762144400.0,852717500.0,677202750.0,406836000.0,992827650.0
2058.0,768205760.0,843446900.0,667493060.0,402694000.0,984210400.0
2059.0,750294900.0,857767800.0,655353600.0,396319800.0,979880100.0
2060.0,755370430.0,848931500.0,645398100.0,380772200.0,963282100.0
2061.0,756340600.0,835164700.0,649872700.0,375118850.0,939468000.0
2062.0,749133440.0,824775400.0,638996740.0,381148300.0,940762800.0
2063.0,774196500.0,817067200.0,631271100.0,373743840.0,1007865660.0
2064.0,770195700.0,817712640.0,622597600.0,363178080.0,954721500.0
2065.0,753620200.0,818022000.0,614539600.0,360129280.0,950309570.0
2066.0,744267140.0,809904960.0,606807400.0,403535000.0,941441660.0
2067.0,734706000.0,801509440.0,602394240.0,367796380.0,932037440.0
2068.0,723609860.0,795402750.0,599423100.0,357372540.0,917347400.0
2069.0,711246660.0,790323650.0,599118000.0,351862300.0,907926300.0
2070.0,699250200.0,781992640.0,599141060.0,347681920.0,903262400.0
2071.0,693949000.0,774687800.0,589200000.0,339738720.0,892113340.0
2072.0,691308860.0,776562240.0,583199500.0,335382820.0,886279740.0
2073.0,684961340.0,773706000.0,596130560.0,351965820.0,878246900.0
2074.0,673613600.0,775918600.0,589403840.0,333953250.0,867945340.0
2075.0,663594800.0,774546500.0,592787840.0,326926850.0,859095700.0
2076.0,658149300.0,781766200.0,597742340.0,325348830.0,853532900.0
2077.0,655211600.0,856309760.0,589451840.0,328981220.0,851659000.0
2078.0,658627200.0,795313900.0,584845760.0,337441860.0,846154200.0
2079.0,649991700.0,780310900.0,591371140.0,327584200.0,837202050.0
2080.0,642625000.0,798497500.0,587257540.0,322052480.0,831820200.0
2081.0,638831500.0,777891400.0,576054300.0,319044670.0,867235400.0
2082.0,646053700.0,771764860.0,573118900.0,314837900.0,862266400.0
2083.0,662526660.0,760285760.0,569002100.0,309297250.0,865557500.0
2084.0,662043300.0,753357800.0,563404350.0,305874850.0,931972900.0
2085.0,649546940.0,812051840.0,559524300.0,305704220.0,904208100.0
2086.0,645031000.0,805542660.0,557983360.0,299927170.0,897815740.0
2087.0,640155900.0,756022460.0,573943040.0,292230400.0,900312960.0
2088.0,636521600.0,753890240.0,562624900.0,297719600.0,899642430.0
2089.0,632094400.0,757483970.0,550475900.0,302255460.0,902493060.0
2090.0,629877060.0,757756700.0,556239100.0,293748670.0,903793340.0
2091.0,628470100.0,760593860.0,567844600.0,297757540.0,936783600.0
2092.0,623605250.0,771257340.0,587460300.0,299107000.0,993249800.0
2093.0,635673200.0,773075840.0,593993150.0,291651550.0,1020103740.0
2094.0,637369660.0,769524160.0,585477570.0,288235000.0,1002829200.0
2095.0,632689300.0,850280800.0,582610240.0,289017060.0,980211260.0
2096.0,659546800.0,820503000.0,597511100.0,289487600.0,962931900.0
2097.0,643722940.0,836164200.0,637021500.0,305454140.0,957868500.0
2098.0,644747700.0,809670500.0,656832100.0,335602140.0,1095411000.0
2099.0,674116030.0,808120000.0,627848060.0,330610430.0,1009127300.0
2100.0,648315650.0,800797250.0,619446850.0,317848670.0,1029109060.0
