time,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5,ACCESS-CM2
2037.0,10104949000.0,8916804000.0,10947180000.0,10023970000.0,10564400000.0,10528199000.0
2038.0,9892994000.0,8512625700.0,10537684000.0,9535604000.0,10353934000.0,10221479000.0
2039.0,9533371000.0,8184404500.0,10275165000.0,9188722000.0,9895514000.0,9996628000.0
2040.0,9188285000.0,7934862000.0,9893251000.0,8674941000.0,9358190000.0,9644723000.0
2041.0,9032553000.0,7602084000.0,9505133000.0,8263590400.0,9006750000.0,9200156000.0
2042.0,8521099300.0,7106855400.0,9175527000.0,7964240000.0,8723390000.0,8851292000.0
2043.0,8232183300.0,6769185000.0,8810444000.0,7704764400.0,8318743600.0,8536057000.0
2044.0,7900236000.0,6508171000.0,8417543000.0,7240953300.0,7970395000.0,8072357000.0
2045.0,7489067000.0,6123204000.0,8036815000.0,6752277000.0,7635524600.0,7686306000.0
2046.0,7159593000.0,5799863000.0,7732772400.0,6409047000.0,7311320600.0,7212234000.0
2047.0,6922481700.0,5525371000.0,7485876700.0,6149276700.0,7029293600.0,6954366500.0
2048.0,6586162700.0,5294571000.0,7159757000.0,5719843300.0,6794511000.0,6871617500.0
2049.0,6303291000.0,4918789000.0,6833269000.0,5419531000.0,6497028600.0,6425059300.0
2050.0,5952201700.0,4583186400.0,6530680300.0,5198518000.0,6255664600.0,5964412400.0
2051.0,5700843500.0,4454119400.0,6315294700.0,4911354000.0,5902190000.0,5545734000.0
2052.0,5370915000.0,4303501000.0,6674606600.0,4597913600.0,5692306400.0,5316123000.0
2053.0,5204346400.0,4138957800.0,5869150000.0,4351326700.0,5368093700.0,4909010000.0
2054.0,4864243000.0,3836137500.0,5674188000.0,4166366000.0,5138985500.0,4531641000.0
2055.0,4599021000.0,3624908800.0,5476226600.0,3886825000.0,4875132000.0,4232856300.0
2056.0,4314361300.0,3452358400.0,5121008600.0,3635515400.0,4607193000.0,3955033300.0
2057.0,4066421200.0,3227287600.0,4867199000.0,3342238700.0,4370076000.0,3675108000.0
2058.0,3796872200.0,3042283500.0,4630365000.0,3103975200.0,4111623700.0,3457084400.0
2059.0,3597587200.0,2883062800.0,4484661000.0,2932689700.0,3891733800.0,3212923100.0
2060.0,3339027200.0,2702281700.0,4244822800.0,2736454100.0,3663410200.0,2998734300.0
2061.0,3119985000.0,2474372900.0,4082901000.0,2571290000.0,3389563400.0,2760259300.0
2062.0,2914396200.0,2377500000.0,3984873200.0,2356145200.0,3178039800.0,2565155000.0
2063.0,2728017200.0,2218271000.0,3803522600.0,2212721700.0,2997061000.0,2364762400.0
2064.0,2553105700.0,2103358600.0,3662375200.0,2082382800.0,2817431000.0,2185425200.0
2065.0,2382096400.0,1958802300.0,3585653200.0,1969989900.0,2627023400.0,2052478300.0
2066.0,2218968300.0,1793746200.0,3420658200.0,1822401900.0,2478846700.0,1897471700.0
2067.0,2027232000.0,1686358000.0,3271201300.0,1661207400.0,2331256800.0,1779082400.0
2068.0,1823174800.0,1544138500.0,3111387100.0,1537212700.0,2099844900.0,1670136800.0
2069.0,1659947900.0,1440305900.0,3002210000.0,1420384600.0,1926633300.0,1531389800.0
2070.0,1488196700.0,1308718500.0,2947268900.0,1256673400.0,1745273500.0,1342336600.0
2071.0,1333612500.0,1133580500.0,2753563100.0,1081667600.0,1529835600.0,1156489000.0
2072.0,1211595500.0,1003101600.0,2593845800.0,960889700.0,1373131400.0,1044865600.0
2073.0,1078654500.0,849675200.0,2474593800.0,840248450.0,1246092500.0,953028030.0
2074.0,913715700.0,748791300.0,2359323600.0,743785860.0,1063242240.0,821418000.0
2075.0,780621000.0,642757900.0,2239178500.0,643444700.0,922666800.0,715453100.0
2076.0,667926340.0,573373900.0,2106784900.0,561289100.0,826381630.0,655831200.0
2077.0,584653400.0,504983230.0,2037103500.0,511145150.0,717977540.0,592508350.0
2078.0,497904860.0,432343100.0,1945927300.0,427472030.0,643688700.0,510017920.0
2079.0,416759870.0,383239460.0,1877670100.0,367163300.0,571999940.0,464101220.0
2080.0,319596580.0,318265300.0,1740066700.0,342885000.0,495512930.0,392314500.0
2081.0,253470780.0,247002860.0,1621750500.0,272322780.0,394550500.0,323220600.0
2082.0,189978750.0,220184400.0,1533290000.0,208672100.0,313409600.0,261532370.0
2083.0,169069470.0,168890190.0,1480308500.0,164086740.0,241167490.0,239166510.0
2084.0,152607220.0,144249360.0,1338719200.0,143223340.0,210922670.0,206317680.0
2085.0,126880740.0,125700210.0,1260669000.0,128683384.0,179100930.0,175393630.0
2086.0,113000984.0,108563830.0,1188759200.0,106456750.0,148748910.0,160972430.0
2087.0,99786536.0,98158070.0,1140047400.0,85671624.0,129261030.0,145921420.0
2088.0,92069690.0,84835810.0,1062016960.0,74580850.0,118773940.0,135019460.0
2089.0,86846100.0,79454490.0,992620400.0,68879690.0,101044540.0,121209260.0
2090.0,74762010.0,76422540.0,949970200.0,64143356.0,91173144.0,113155920.0
2091.0,68035250.0,69214820.0,914563800.0,59645184.0,81903990.0,106611190.0
2092.0,61853280.0,60879636.0,845140030.0,50313852.0,72448664.0,97478490.0
2093.0,58052996.0,55977240.0,791094850.0,45508956.0,67058700.0,89620830.0
2094.0,50947250.0,51218916.0,716336400.0,39632430.0,62325364.0,85590220.0
2095.0,47326004.0,47512960.0,675026940.0,37972324.0,55324820.0,81441730.0
2096.0,44265224.0,43587244.0,640198700.0,33180374.0,53643148.0,71341120.0
2097.0,42337216.0,40769572.0,590620500.0,32363118.0,51772652.0,61913024.0
2098.0,37071400.0,39849830.0,559150400.0,31457618.0,47917612.0,59835900.0
2099.0,36024172.0,39375144.0,543237570.0,30830724.0,44314010.0,58321544.0
2100.0,32572866.0,38278500.0,465230880.0,29881718.0,43404500.0,57001070.0
2101.0,31148028.0,33802544.0,424594370.0,29368636.0,42694830.0,51927444.0
2102.0,29208562.0,30451208.0,404004960.0,29214734.0,41952372.0,48760670.0
2103.0,27208430.0,29628896.0,369668200.0,26126294.0,41180540.0,42462244.0
2104.0,26680406.0,29077704.0,348876400.0,21538738.0,36368420.0,40868764.0
2105.0,23535382.0,28737864.0,323939400.0,21199196.0,32998088.0,38165896.0
2106.0,22535622.0,28011602.0,290918800.0,20270304.0,32211154.0,33135300.0
2107.0,22080938.0,26380156.0,281281900.0,18996146.0,31640726.0,29711888.0
2108.0,20704576.0,24940846.0,270367230.0,16915566.0,31720814.0,26542198.0
2109.0,18770758.0,24795658.0,232372180.0,16608905.0,30852154.0,21893164.0
2110.0,16707333.0,21533256.0,224752020.0,15057702.0,30409610.0,21183146.0
2111.0,16305058.0,20498462.0,212751170.0,14877434.0,30109418.0,20180172.0
2112.0,13783978.0,19476554.0,197767700.0,13980806.0,29520970.0,19394572.0
2113.0,13596342.0,17710436.0,181008030.0,10939312.0,29376914.0,19140706.0
2114.0,12432997.0,16416130.0,175240200.0,10569665.0,28103726.0,16370668.0
2115.0,11571466.0,16176693.0,160983620.0,9605123.0,26637774.0,12974447.0
2116.0,10961576.0,16124172.0,154939570.0,9564639.0,25606836.0,10317512.0
2117.0,10539685.0,14180618.0,139341380.0,9329576.0,22763628.0,9800213.0
2118.0,10174238.0,13990355.0,133599050.0,9041506.0,22428862.0,7753412.0
2119.0,9894469.0,13522160.0,132465820.0,8894635.0,21276320.0,7495703.0
2120.0,9723665.0,13416466.0,125969800.0,8180342.5,20729200.0,6877187.5
2121.0,9052218.0,12721260.0,119014904.0,8006195.0,19982594.0,6613479.5
2122.0,7901846.0,12314102.0,113835970.0,7940581.5,18845614.0,6455896.0
2123.0,6735349.5,11911962.0,110905336.0,6919525.5,16711741.0,6201461.0
2124.0,6388809.5,11597669.0,99800856.0,6794451.5,16328036.0,5986142.0
2125.0,6255278.0,11145202.0,92623140.0,5631977.0,15892699.0,5646728.5
2126.0,5862521.0,10905735.0,88930504.0,5515656.5,15177538.0,5588370.0
2127.0,5239703.5,10363028.0,84985760.0,5453448.0,15015512.0,4562067.5
2128.0,4470153.0,10239975.0,80310000.0,5307183.0,12412796.0,3582952.8
2129.0,3851673.2,10022425.0,76524610.0,5036879.5,11724720.0,2971671.0
2130.0,3834373.0,9825586.0,71983310.0,4957628.5,11262732.0,2833725.8
2131.0,3538473.0,9623616.0,70506220.0,4070941.5,11014330.0,2627562.8
2132.0,3420166.2,8740150.0,68221540.0,4040943.8,10657448.0,1945420.8
2133.0,3211398.5,8533450.0,67406856.0,3518802.5,10448470.0,1573267.2
2134.0,3184678.0,7385712.0,65053092.0,3506000.8,10410365.0,1488968.5
2135.0,2872765.5,7136459.5,61490664.0,2899391.8,10160737.0,1466985.8
2136.0,2280185.0,7114647.5,61048970.0,2825660.0,10132104.0,1449371.4
2137.0,2263158.8,6915519.0,58505990.0,2739803.8,10110206.0,1446285.5
2138.0,2166000.5,6604595.5,55084416.0,2434433.8,9897293.0,1194799.5
2139.0,1885085.9,6329981.5,54316716.0,1985434.2,9675094.0,1119460.4
2140.0,1894864.4,6263213.5,53064760.0,1799225.4,9497057.0,1116003.1
2141.0,1818842.9,6219978.0,48584484.0,1702429.1,9329121.0,756351.2
2142.0,1474065.9,5649591.0,48279570.0,1518971.2,8463767.0,752747.4
2143.0,1463845.6,5425289.0,47644110.0,1442385.4,7488149.5,653991.5
2144.0,1436511.4,5237605.5,45130050.0,1362274.8,7425403.0,623419.25
2145.0,1428223.4,5181529.5,41976180.0,1117633.8,7276528.5,620374.3
2146.0,1295683.2,4708940.5,40769550.0,1028028.94,6982530.5,616103.7
2147.0,1141412.6,4340794.0,40546950.0,784106.1,6839918.5,588375.25
2148.0,1053213.5,4147305.0,39657150.0,768553.44,6727585.5,553475.25
2149.0,1047758.6,4003066.0,39127484.0,765903.75,6711177.5,552003.2
2150.0,1002494.94,3837514.5,38931188.0,730857.6,6556539.5,552005.25
2151.0,928332.0,3780648.0,38178780.0,621440.94,5424367.5,552037.9
2152.0,926329.1,3784201.2,37832816.0,620398.7,4864572.0,551985.8
2153.0,925235.6,3688099.2,37586310.0,608571.8,4682633.5,551970.75
2154.0,923427.25,3185151.0,36217704.0,605352.25,4402224.0,552227.1
2155.0,740376.9,3028736.2,33393398.0,598373.44,4310996.5,552136.9
2156.0,738870.5,2959542.2,31394464.0,504404.6,4022876.5,552384.8
2157.0,672415.8,2913766.8,31273976.0,501517.94,3962402.2,551951.4
2158.0,671000.06,2516691.0,31154432.0,487096.34,3816681.2,551964.75
2159.0,667588.94,2482245.5,29366264.0,486880.66,3746320.0,552038.56
2160.0,667601.3,2503547.0,29178460.0,487086.47,3297798.0,539398.9
2161.0,666332.2,2433524.8,28995732.0,487352.75,2939122.5,539497.4
2162.0,631118.6,2338856.5,28646474.0,483858.12,2679183.2,533769.7
2163.0,581092.5,2168457.5,28474094.0,483488.84,2668216.0,531431.5
2164.0,553980.4,2074066.5,28587804.0,483611.16,2468142.2,531460.5
2165.0,553694.5,2001722.9,28359744.0,483343.6,2462809.5,531456.8
2166.0,546616.06,1872388.4,28012970.0,483000.8,2545769.5,530265.56
2167.0,538977.9,1730381.1,27101584.0,477932.3,2299748.2,530350.2
2168.0,539017.7,1723673.2,27068036.0,478242.9,2209027.2,523114.25
2169.0,537300.0,1712620.8,26867354.0,470570.4,2124634.5,523409.97
2170.0,537176.06,1548933.8,25916688.0,470725.53,1966956.8,523192.62
2171.0,535987.25,1476602.1,25814276.0,470146.9,1957705.9,523524.62
2172.0,530405.1,1473111.2,25744162.0,469108.56,1912226.5,523632.75
2173.0,529750.56,1352965.8,23233228.0,468913.6,1793080.4,520292.22
2174.0,529504.25,1278934.2,23221656.0,468451.88,1774108.9,520263.03
2175.0,526652.2,1243013.2,23181418.0,467790.06,1732946.1,515756.94
2176.0,526457.56,1120297.0,22134308.0,466300.53,1432880.8,516034.88
2177.0,526513.1,1130602.9,21875916.0,458265.34,1420240.9,515717.16
2178.0,526550.4,982003.9,21686354.0,449571.6,1416025.0,515417.66
2179.0,523813.75,977794.8,20695294.0,447859.5,1355217.8,515139.75
2180.0,523966.22,906516.7,20582674.0,435108.66,1348625.0,510851.1
2181.0,524041.44,905207.3,19929264.0,435085.12,1344923.9,510816.22
2182.0,523917.38,880467.75,19594642.0,435109.78,1195298.8,509586.78
2183.0,523196.53,879733.7,19292528.0,435120.4,1047360.2,504851.34
2184.0,523135.7,878355.1,17544412.0,435117.28,1045766.5,504410.25
2185.0,519062.47,874975.0,17256924.0,429849.12,1503671.8,504489.16
2186.0,519116.16,872858.06,17005974.0,429829.25,1028887.5,504317.4
2187.0,519175.16,787212.75,17234914.0,426420.8,1035430.75,504775.2
2188.0,506326.47,712412.6,16570225.0,421640.03,963063.0,504245.3
2189.0,501657.1,644216.4,16313406.0,421635.16,921240.25,497145.16
2190.0,501695.16,572332.2,15854389.0,419645.5,919951.0,497384.22
2191.0,501733.22,571679.2,15597313.0,419619.38,919173.1,497382.12
2192.0,494486.84,570983.7,15288804.0,419669.1,782561.6,497577.12
2193.0,490188.28,569120.56,15201233.0,419603.12,874899.0,497744.6
2194.0,487330.34,570004.0,14304814.0,419553.06,735718.06,504807.03
2195.0,487476.62,559812.75,13918466.0,413653.5,686255.06,497544.8
2196.0,486185.4,559747.25,11967333.0,413690.75,684238.44,497621.47
2197.0,482780.06,559189.06,11939802.0,407616.28,686398.9,497684.3
2198.0,482659.0,634977.5,12254643.0,404853.3,682486.94,497449.44
2199.0,482666.3,556325.4,11839486.0,404844.0,656029.9,497794.62
2200.0,480405.56,532337.2,11808882.0,402447.5,661614.9,497952.72
2201.0,473480.4,532221.2,11646021.0,402447.34,653841.7,504791.8
2202.0,473509.62,531959.9,11842794.0,402449.28,652973.44,504370.4
2203.0,473651.7,531700.56,11673421.0,402419.34,654194.3,497590.28
2204.0,467382.25,1034462.3,11720443.0,398823.78,651736.5,497249.38
2205.0,460277.75,621560.06,12427340.0,398816.22,628001.44,497505.44
2206.0,459375.9,530348.3,11542752.0,398796.53,585540.8,497223.62
2207.0,459935.4,531665.56,11549253.0,385443.62,578426.8,497316.16
2208.0,459104.06,529873.8,11530497.0,374073.3,572070.44,497419.03
2209.0,460197.0,531430.06,11625298.0,374099.62,572214.9,497100.16
2210.0,459077.88,555210.9,11484706.0,374073.47,571836.3,496939.53
2211.0,459038.88,523365.53,10980638.0,371099.75,572160.3,489793.38
2212.0,458596.6,534385.5,10960876.0,371098.62,576784.3,489130.22
2213.0,458290.6,524418.94,10947211.0,371100.0,727094.6,488241.88
2214.0,458362.53,522928.75,10866205.0,371097.62,571959.9,473995.28
2215.0,458538.1,524341.9,10861451.0,371085.06,572162.6,470850.12
2216.0,458838.16,523639.84,10838701.0,371083.47,572032.2,468832.88
2217.0,451899.56,523299.94,10728459.0,363219.1,572213.3,469010.62
2218.0,451439.8,523012.94,10826865.0,363240.7,571862.2,468742.97
2219.0,451331.3,521938.47,10617883.0,356013.72,571902.2,469024.62
2220.0,446090.06,520496.56,10616694.0,348455.28,572076.4,469157.75
2221.0,446098.7,514659.38,10664882.0,348428.94,595761.0,469127.06
2222.0,445649.62,513368.1,10620630.0,356008.56,578712.6,469080.44
2223.0,445281.88,513607.7,10622799.0,355996.47,572096.75,469000.5
2224.0,445664.53,514570.78,10587751.0,356028.78,571801.6,468871.5
2225.0,445581.34,507098.38,10516687.0,348378.94,571860.7,468878.22
2226.0,445954.12,508275.47,10523948.0,348378.34,567941.44,468939.38
2227.0,445971.1,506932.44,9667471.0,348407.72,567981.44,468795.44
2228.0,445850.97,506968.88,9661897.0,348378.2,568052.94,468853.12
2229.0,446120.44,504703.06,9634670.0,348418.97,568094.8,468899.78
2230.0,446032.97,499938.2,9632816.0,348391.7,567975.0,468877.06
2231.0,446218.5,499241.4,9633500.0,348407.7,568072.0,468471.0
2232.0,445780.4,499525.88,9602827.0,348426.72,568147.5,468440.9
2233.0,445385.72,499311.28,9607291.0,348437.62,574717.75,468531.88
2234.0,445431.4,529679.5,9590097.0,348402.72,567940.2,464550.72
2235.0,445233.78,496400.9,9573255.0,348381.72,568891.0,464020.28
2236.0,437672.34,496701.66,9631342.0,348380.38,564869.06,463958.5
2237.0,438024.47,591885.56,9560654.0,348408.06,568982.2,463112.66
2238.0,437648.66,492743.2,8551651.0,348417.72,563268.94,462825.06
2239.0,437515.2,492695.53,8550240.0,345367.4,563602.56,462871.3
2240.0,431580.53,485940.12,8523944.0,345365.53,563506.75,462552.7
2241.0,431039.66,486108.47,8504169.0,345375.78,563581.56,462603.4
2242.0,424511.12,493099.53,8494904.0,345364.06,563594.06,461961.53
2243.0,423543.6,493324.16,8300400.0,345355.72,563485.3,461349.78
2244.0,423440.4,493081.28,8484138.0,344663.2,563487.4,460827.88
2245.0,423391.3,492948.6,8693923.0,344662.47,563281.8,460199.03
2246.0,422142.4,492878.28,8207952.0,344608.6,563542.3,460081.72
2247.0,420911.1,492568.78,8244702.5,344617.5,562405.2,460002.28
2248.0,416975.03,492591.53,8190787.0,344610.8,562349.7,459641.84
2249.0,417937.44,485767.75,8032035.0,344624.06,557521.6,453605.4
2250.0,416508.84,485930.03,8106158.5,344638.3,557468.75,452445.6
2251.0,414148.62,485794.22,8028745.0,345321.62,557430.94,450846.1
2252.0,411632.8,485868.4,7990745.0,344618.1,563092.8,445626.2
2253.0,409250.38,485601.06,7876905.5,344615.9,561783.06,444514.16
2254.0,409207.22,486005.53,7851892.5,344593.44,558343.4,442099.34
2255.0,409233.1,485991.97,7869039.0,344565.5,558339.06,439319.22
2256.0,409230.38,486137.4,7826706.5,344586.7,561961.0,437369.4
2257.0,409242.97,495739.8,7819454.0,344579.75,561841.8,442671.44
2258.0,409203.22,496898.4,7820837.0,344593.72,563303.06,442638.7
2259.0,409246.44,493019.75,7917468.5,344616.75,563350.1,437352.03
2260.0,409249.03,492699.97,7936080.0,344599.3,561885.3,436751.94
2261.0,409269.8,492027.66,7965619.5,344616.72,561941.56,430637.6
2262.0,409211.3,485517.38,7975615.0,344628.06,563200.9,425362.16
2263.0,409283.66,485819.44,7894227.0,344605.97,563092.75,425375.0
2264.0,409239.72,487169.66,7914921.0,344603.66,557487.7,424461.3
2265.0,409251.84,481956.6,8229013.0,344582.78,556093.94,424456.53
2266.0,409231.38,477991.28,8428806.0,344599.97,555967.3,425301.16
2267.0,409227.66,477998.9,8450850.0,344640.66,556009.4,424465.94
2268.0,409259.38,477691.72,8321431.0,344621.56,556021.44,411567.75
2269.0,409187.28,477749.88,8265164.5,344576.97,551914.25,412371.34
2270.0,409214.47,733015.75,8557602.0,344552.9,546318.25,411568.53
2271.0,409203.28,478152.06,8348302.5,344595.38,547480.5,411588.03
2272.0,409230.66,477660.25,8468891.0,344601.78,546430.25,412403.47
2273.0,409224.25,477437.38,8488627.0,344594.8,547668.7,412410.75
2274.0,409231.34,477660.0,8477780.0,344584.0,547737.25,425336.47
2275.0,409212.72,477545.72,8451123.0,344558.78,546167.3,430595.6
2276.0,409218.28,477594.16,8441019.0,344519.28,546560.1,425312.94
2277.0,414976.97,478647.4,8451936.0,344562.53,553848.1,425300.3
2278.0,411634.56,479404.72,8445109.0,344564.78,557418.3,412411.84
2279.0,409257.5,478034.9,8424877.0,344567.12,562315.3,412420.66
2280.0,409213.8,477831.12,7980330.5,344577.97,556775.56,412437.66
2281.0,409275.0,477698.53,7827501.5,344580.97,557703.3,412410.9
2282.0,409233.5,479032.94,7830065.0,344589.84,557768.3,417704.34
2283.0,409192.4,477600.03,7818668.0,344556.38,563160.56,412427.12
2284.0,409190.72,479114.0,7821129.0,344554.4,563510.75,412416.44
2285.0,409247.47,477824.84,7694345.5,344546.06,563301.5,425317.44
2286.0,409221.72,473111.06,7705574.5,344553.0,563335.6,412432.4
2287.0,409218.53,459865.53,7674272.0,344561.94,563134.44,412418.94
2288.0,409205.44,458330.34,7643379.5,344542.4,562384.6,412398.22
2289.0,409194.97,458368.34,7619345.0,344517.12,561626.06,412432.84
2290.0,409262.12,458603.66,7592402.5,344525.25,562322.44,412428.6
2291.0,409248.12,459736.75,7592432.5,344499.3,557610.7,412458.56
2292.0,409233.12,458559.66,7594475.0,344471.7,557560.25,424528.8
2293.0,409232.94,458760.0,7592830.5,344472.03,557084.56,424536.06
2294.0,409241.5,458597.06,7548018.5,344472.97,557707.8,424510.84
2295.0,409281.06,459981.28,7579340.0,344492.9,557807.44,424553.2
2296.0,409251.44,458719.75,7648221.5,344499.2,557676.25,411620.75
2297.0,409225.66,458468.47,7535342.0,344496.03,563360.25,411600.47
2298.0,409204.12,866882.1,8171631.0,344481.94,563233.5,425330.03
2299.0,409189.72,458064.4,7449736.0,341180.38,561149.75,411616.12
2300.0,409200.97,451068.3,7342812.0,341173.2,560981.6,411649.38
