time,CESM1-CAM5,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G,NORESM1-M,IPSL-CM5A-LR,CCSM4,GFDL-CM3,MPI-ESM-LR,GISS-E2-R,CNRM-CM5
2025.0,2994174200000.0,2937501300000.0,2960351300000.0,3004050200000.0,2919426400000.0,2975174200000.0,2993878700000.0,2833476200000.0,2941710500000.0,3000182000000.0,2970388800000.0
2026.0,2988457600000.0,2900190800000.0,2911948500000.0,2976301000000.0,2890656000000.0,2949054700000.0,2971022400000.0,2780922600000.0,2919161100000.0,2968491000000.0,2953658200000.0
2027.0,2962637200000.0,2866181000000.0,2854747600000.0,2951624300000.0,2843123000000.0,2914868300000.0,2932579500000.0,2726585400000.0,2887457000000.0,2957131400000.0,2927513800000.0
2028.0,2945412200000.0,2838281300000.0,2801477400000.0,2935522000000.0,2817293800000.0,2889190000000.0,2904497600000.0,2681831200000.0,2855771300000.0,2938319100000.0,2890067000000.0
2029.0,2925898200000.0,2816394700000.0,2763058600000.0,2897130600000.0,2789123800000.0,2857162800000.0,2870979900000.0,2624850200000.0,2826863000000.0,2930488600000.0,2859713700000.0
2030.0,2906317000000.0,2787213000000.0,2738991000000.0,2862948500000.0,2755649000000.0,2819281000000.0,2849400000000.0,2560001300000.0,2810937600000.0,2898516200000.0,2837173000000.0
2031.0,2881772000000.0,2757781600000.0,2699246200000.0,2845632000000.0,2731917400000.0,2774668700000.0,2829017200000.0,2500953400000.0,2789472700000.0,2875840800000.0,2812282100000.0
2032.0,2854525000000.0,2730356600000.0,2665697800000.0,2819245700000.0,2688040000000.0,2745451200000.0,2806619300000.0,2431668000000.0,2776561000000.0,2852620900000.0,2785968400000.0
2033.0,2820396300000.0,2702915100000.0,2624897000000.0,2804402400000.0,2655700600000.0,2710799600000.0,2800864700000.0,2360910500000.0,2748469500000.0,2814513800000.0,2773025800000.0
2034.0,2801411300000.0,2662054500000.0,2583444300000.0,2800926000000.0,2620942200000.0,2673586500000.0,2767984000000.0,2297682200000.0,2739377800000.0,2791612000000.0,2747733400000.0
2035.0,2783163400000.0,2616599000000.0,2539197600000.0,2795005000000.0,2570790600000.0,2637815300000.0,2725435100000.0,2243604500000.0,2689805000000.0,2782857800000.0,2712542000000.0
2036.0,2769946000000.0,2579045000000.0,2485908700000.0,2786460400000.0,2535894800000.0,2573095000000.0,2710776000000.0,2189349700000.0,2657045200000.0,2750958300000.0,2687954800000.0
2037.0,2726276600000.0,2530089000000.0,2429561300000.0,2759968200000.0,2512449700000.0,2515496000000.0,2678958600000.0,2129609800000.0,2632943000000.0,2725645600000.0,2655651400000.0
2038.0,2713626600000.0,2510259000000.0,2414245600000.0,2743049700000.0,2479885400000.0,2468736400000.0,2641547800000.0,2077536000000.0,2635096000000.0,2701701200000.0,2628741800000.0
2039.0,2682507200000.0,2470479100000.0,2357453400000.0,2728032000000.0,2437068400000.0,2428907000000.0,2603592500000.0,2020816800000.0,2590321100000.0,2672387700000.0,2588648000000.0
2040.0,2653121700000.0,2420308200000.0,2313907000000.0,2696416300000.0,2408498600000.0,2395511500000.0,2567189300000.0,1964890400000.0,2570888400000.0,2644150300000.0,2548006000000.0
2041.0,2623513000000.0,2388800800000.0,2283636000000.0,2685375000000.0,2376944000000.0,2346367800000.0,2523462600000.0,1900592100000.0,2517283400000.0,2606745000000.0,2522950700000.0
2042.0,2581236300000.0,2338454200000.0,2238082700000.0,2678939500000.0,2328119000000.0,2311788200000.0,2482836300000.0,1835454200000.0,2474758400000.0,2583355700000.0,2508850700000.0
2043.0,2543376100000.0,2300914000000.0,2201453600000.0,2675451000000.0,2292788000000.0,2278317400000.0,2447514300000.0,1771058600000.0,2442110000000.0,2552890700000.0,2483766200000.0
2044.0,2506760400000.0,2247187000000.0,2160696200000.0,2654405700000.0,2267295300000.0,2233518500000.0,2415488700000.0,1712587000000.0,2420692200000.0,2533611500000.0,2467555200000.0
2045.0,2474982000000.0,2203214400000.0,2101807500000.0,2633684700000.0,2252934200000.0,2187955800000.0,2388045600000.0,1663121600000.0,2414143900000.0,2500913800000.0,2448775200000.0
2046.0,2427557200000.0,2155972700000.0,2038567800000.0,2599440400000.0,2220641200000.0,2145759800000.0,2356303400000.0,1613337900000.0,2367408800000.0,2481124000000.0,2430841400000.0
2047.0,2391465500000.0,2102374600000.0,2012011400000.0,2574113300000.0,2170822300000.0,2100141500000.0,2305371700000.0,1552597100000.0,2323603000000.0,2458477700000.0,2398452000000.0
2048.0,2372933500000.0,2054000300000.0,1963475900000.0,2560952400000.0,2139405200000.0,2069446000000.0,2275264000000.0,1486513800000.0,2290721200000.0,2430355400000.0,2372009000000.0
2049.0,2343727800000.0,2008641600000.0,1912356000000.0,2540197000000.0,2103797900000.0,2026235000000.0,2246411300000.0,1424743700000.0,2250779100000.0,2380872500000.0,2333118800000.0
2050.0,2306901800000.0,1973705800000.0,1878440700000.0,2524109600000.0,2060105000000.0,1974717500000.0,2201213500000.0,1373482800000.0,2224371000000.0,2351032200000.0,2313436800000.0
2051.0,2274906600000.0,1933240200000.0,1830179600000.0,2510639000000.0,2019850200000.0,1940330500000.0,2166349200000.0,1323927200000.0,2180076000000.0,2320993400000.0,2286946000000.0
2052.0,2264696600000.0,1905999500000.0,1795620300000.0,2468068000000.0,1980310100000.0,1894090400000.0,2132650400000.0,1265312600000.0,2162024100000.0,2283603200000.0,2252871300000.0
2053.0,2243987500000.0,1869695300000.0,1744025700000.0,2463163000000.0,1950174700000.0,1857096300000.0,2117383700000.0,1210967300000.0,2129178900000.0,2255856600000.0,2217352000000.0
2054.0,2211542700000.0,1841274400000.0,1713672300000.0,2452403300000.0,1923899700000.0,1814041500000.0,2099926700000.0,1156666100000.0,2084792400000.0,2233013400000.0,2194459700000.0
2055.0,2176558300000.0,1816309300000.0,1658147000000.0,2428285000000.0,1879516000000.0,1775583000000.0,2075060600000.0,1105564400000.0,2055670700000.0,2208654400000.0,2171259000000.0
2056.0,2148226400000.0,1769271900000.0,1613802800000.0,2417417300000.0,1845504600000.0,1745387300000.0,2046621900000.0,1058033240000.0,2022550700000.0,2178233800000.0,2140025300000.0
2057.0,2115300400000.0,1717499500000.0,1577130400000.0,2399557600000.0,1803160000000.0,1708739700000.0,2016327800000.0,1020387260000.0,1973294300000.0,2151268400000.0,2111602400000.0
2058.0,2090567900000.0,1670567800000.0,1540799600000.0,2378215500000.0,1778407800000.0,1663806900000.0,1994744800000.0,983284800000.0,1942109700000.0,2113274200000.0,2081315200000.0
2059.0,2070651000000.0,1633001100000.0,1505819000000.0,2369546000000.0,1737590600000.0,1638421900000.0,1974389000000.0,937857600000.0,1941502000000.0,2084853300000.0,2048865300000.0
2060.0,2028257400000.0,1606456600000.0,1478315500000.0,2328673600000.0,1710545200000.0,1599365600000.0,1941064800000.0,897849360000.0,1884923100000.0,2066672500000.0,2020028000000.0
2061.0,2010295300000.0,1580055800000.0,1452905000000.0,2304099700000.0,1689065600000.0,1563371000000.0,1919337000000.0,866108800000.0,1866903600000.0,2027594800000.0,1984110900000.0
2062.0,1971904600000.0,1539828400000.0,1417057500000.0,2287856000000.0,1657114200000.0,1527322200000.0,1899367900000.0,830474000000.0,1846181200000.0,1996627800000.0,1956619900000.0
2063.0,1928624700000.0,1498399500000.0,1374571300000.0,2261210000000.0,1630946200000.0,1497438000000.0,1873895200000.0,797806170000.0,1838615100000.0,1971207400000.0,1933987500000.0
2064.0,1889523100000.0,1467164100000.0,1335348600000.0,2222455500000.0,1602175400000.0,1463586900000.0,1859156200000.0,764678700000.0,1818544800000.0,1939691500000.0,1908586700000.0
2065.0,1863145200000.0,1437424200000.0,1303420300000.0,2231017100000.0,1570972000000.0,1424612400000.0,1836584000000.0,734023500000.0,1792499500000.0,1908528600000.0,1888300800000.0
2066.0,1853221500000.0,1402329500000.0,1270555500000.0,2218494800000.0,1539972300000.0,1389008900000.0,1808350800000.0,704508500000.0,1752845100000.0,1866169800000.0,1866568400000.0
2067.0,1834645500000.0,1366857000000.0,1251268900000.0,2214727000000.0,1509186900000.0,1355526300000.0,1769536500000.0,673659600000.0,1725533300000.0,1842807700000.0,1837984500000.0
2068.0,1807564000000.0,1333463600000.0,1219345800000.0,2202917100000.0,1486439400000.0,1326272500000.0,1744254900000.0,648649400000.0,1695105500000.0,1815930000000.0,1815577000000.0
2069.0,1779305700000.0,1299514000000.0,1180774200000.0,2189736800000.0,1446198000000.0,1299312500000.0,1729183100000.0,621877600000.0,1661410500000.0,1790677500000.0,1792879600000.0
2070.0,1760211400000.0,1267207900000.0,1151239200000.0,2167560000000.0,1420340100000.0,1276537600000.0,1705785800000.0,600568760000.0,1654128200000.0,1770967000000.0,1760749600000.0
2071.0,1727686100000.0,1237700000000.0,1131646700000.0,2165183600000.0,1394637500000.0,1245026200000.0,1683876100000.0,579445700000.0,1646243000000.0,1755595700000.0,1751789000000.0
2072.0,1699831700000.0,1200570900000.0,1114995800000.0,2157809000000.0,1375885700000.0,1218118700000.0,1664148300000.0,555700700000.0,1602595800000.0,1729379000000.0,1731001000000.0
2073.0,1682223900000.0,1181016900000.0,1085909570000.0,2156110700000.0,1351299200000.0,1184570900000.0,1641926000000.0,536656580000.0,1580331000000.0,1714911200000.0,1712322200000.0
2074.0,1665723000000.0,1152122200000.0,1060921000000.0,2162889600000.0,1328267500000.0,1148816200000.0,1606967200000.0,521101930000.0,1547565900000.0,1695142100000.0,1686800200000.0
2075.0,1642283800000.0,1121047400000.0,1037280200000.0,2145641800000.0,1305583700000.0,1130256400000.0,1585375000000.0,502477230000.0,1523521000000.0,1671613900000.0,1656387300000.0
2076.0,1613921500000.0,1100635200000.0,1016291500000.0,2139770500000.0,1283322800000.0,1109232700000.0,1565951700000.0,487281460000.0,1488474100000.0,1650094000000.0,1633775600000.0
2077.0,1583080700000.0,1070541770000.0,995938000000.0,2113949900000.0,1262602200000.0,1088533950000.0,1551236200000.0,471909830000.0,1471248900000.0,1632424400000.0,1602453100000.0
2078.0,1553320800000.0,1051011840000.0,973704800000.0,2103862600000.0,1231722400000.0,1070273500000.0,1535411500000.0,454284900000.0,1457203000000.0,1618189500000.0,1574883700000.0
2079.0,1546532700000.0,1029019300000.0,955463500000.0,2093519000000.0,1200992800000.0,1053298200000.0,1518859700000.0,436230700000.0,1445486500000.0,1598955800000.0,1550704300000.0
2080.0,1513693400000.0,1007533560000.0,935674700000.0,2070636100000.0,1179961100000.0,1033298250000.0,1496498800000.0,421729340000.0,1424339200000.0,1575920900000.0,1528651300000.0
2081.0,1493267000000.0,978690900000.0,926265500000.0,2085554100000.0,1158866100000.0,1016134800000.0,1474848800000.0,410344420000.0,1409986600000.0,1557256600000.0,1510553000000.0
2082.0,1465897000000.0,967151100000.0,911710500000.0,2084595400000.0,1135085400000.0,997960500000.0,1472330900000.0,399524460000.0,1411954500000.0,1537351000000.0,1486761100000.0
2083.0,1444172300000.0,956845800000.0,889712740000.0,2055836500000.0,1109026800000.0,981440300000.0,1451502900000.0,387719140000.0,1394957000000.0,1510620700000.0,1469120900000.0
2084.0,1424190600000.0,934229500000.0,876251900000.0,2030676500000.0,1084226670000.0,965370900000.0,1441443900000.0,376275900000.0,1360032200000.0,1488806500000.0,1459318400000.0
2085.0,1400205300000.0,914541050000.0,854855000000.0,2016980400000.0,1072574000000.0,947700430000.0,1430660200000.0,367478930000.0,1350485000000.0,1479071600000.0,1433165200000.0
2086.0,1375427600000.0,901747400000.0,836316300000.0,2009502800000.0,1050099800000.0,930461700000.0,1422580000000.0,354686040000.0,1334112000000.0,1465099000000.0,1411958700000.0
2087.0,1352516500000.0,884231200000.0,824138800000.0,2000707800000.0,1023544100000.0,914738800000.0,1406387000000.0,347416300000.0,1321121600000.0,1451056000000.0,1387430500000.0
2088.0,1321127500000.0,866840600000.0,811165940000.0,1997081100000.0,1005139070000.0,896357040000.0,1392013700000.0,340371240000.0,1301973800000.0,1441997900000.0,1371561300000.0
2089.0,1296256700000.0,856980700000.0,793583400000.0,1986643600000.0,984674860000.0,875571100000.0,1387648100000.0,331528860000.0,1291092400000.0,1424815600000.0,1344721900000.0
2090.0,1269779300000.0,840722940000.0,776215500000.0,1976448200000.0,977058000000.0,857927650000.0,1379549300000.0,323889000000.0,1268945500000.0,1413794000000.0,1330475200000.0
2091.0,1254085000000.0,824727200000.0,761604100000.0,1969129800000.0,962904260000.0,839777260000.0,1356821400000.0,317198930000.0,1242944500000.0,1405274200000.0,1309598500000.0
2092.0,1228312500000.0,808289240000.0,742140900000.0,1955758100000.0,945478960000.0,826028650000.0,1339382400000.0,308552400000.0,1221601700000.0,1402321200000.0,1291911400000.0
2093.0,1216909100000.0,795755800000.0,724284300000.0,1943809400000.0,930915350000.0,812180050000.0,1330454900000.0,301469530000.0,1193444500000.0,1388748200000.0,1265192700000.0
2094.0,1203932000000.0,783827200000.0,712552500000.0,1940689900000.0,910015800000.0,794645700000.0,1315503300000.0,293605870000.0,1178869300000.0,1378135300000.0,1236532600000.0
2095.0,1182016900000.0,769441700000.0,703433800000.0,1934550500000.0,892712100000.0,780232700000.0,1299648600000.0,285487860000.0,1168065300000.0,1373080500000.0,1220642000000.0
2096.0,1160851800000.0,757776250000.0,692040600000.0,1916443200000.0,876482200000.0,768009000000.0,1290135300000.0,279038070000.0,1166443300000.0,1365219600000.0,1205121700000.0
2097.0,1145833900000.0,751021260000.0,684709200000.0,1912676300000.0,870847150000.0,756524400000.0,1277536600000.0,272865760000.0,1153077200000.0,1354896600000.0,1182696100000.0
2098.0,1136117000000.0,740262500000.0,668200200000.0,1908523300000.0,854293200000.0,741035300000.0,1265905600000.0,265382900000.0,1139884600000.0,1340662300000.0,1168031500000.0
2099.0,1120132500000.0,725983500000.0,659106400000.0,1900994900000.0,840802440000.0,722375540000.0,1254302800000.0,258763980000.0,1125381300000.0,1323221900000.0,1153021900000.0
2100.0,1104284000000.0,715504300000.0,643997760000.0,1890244500000.0,829080340000.0,712793460000.0,1246883000000.0,249914210000.0,1112707600000.0,1317526300000.0,1138607900000.0
