time,TAIESM1,MPI-ESM1-2-HR,NORESM2-MM,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,ACCESS-CM2,IPSL-CM6A-LR,EC-EARTH3,ACCESS-ESM1-5,CMCC-CM2-SR5,MRI-ESM2-0,EC-EARTH3-VEG,CANESM5,INM-CM5-0,INM-CM4-8,CESM2,CAMS-CSM1-0,CESM2-WACCM
2010.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0
2011.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0
2012.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0
2013.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0
2014.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0
2015.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0
2016.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0
2017.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0
2018.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0
2019.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0
2020.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0
2021.0,1103505200.0,1100927600.0,1109328500.0,1102715100.0,1098748800.0,1097841800.0,1099527300.0,1097494500.0,1096792400.0,1101215900.0,1106051700.0,1082589400.0,1107424600.0,1100287100.0,1098576400.0,1100020500.0,1097825300.0,1116848400.0,1114333000.0
2022.0,1091769700.0,1091036400.0,1088439900.0,1083978500.0,1084372500.0,1088918000.0,1088875900.0,1100241200.0,1090887000.0,1086440600.0,1098186900.0,1075133300.0,1099904800.0,1087545500.0,1088156400.0,1092733400.0,1084324700.0,1099397800.0,1101854300.0
2023.0,1079238700.0,1141780200.0,1076406900.0,1072245250.0,1055197440.0,1065121700.0,1073901700.0,1084010500.0,1075323100.0,1064340000.0,1089105200.0,1051850300.0,1090820000.0,1080932700.0,1072670100.0,1086893200.0,1071183200.0,1091399200.0,1088642800.0
2024.0,1086095200.0,1080465400.0,1061787840.0,1049773900.0,1037657400.0,1045781400.0,1063469300.0,1069863230.0,1065693250.0,1031794200.0,1073751200.0,1034421250.0,1079061200.0,1063033150.0,1048142700.0,1073787800.0,1053467970.0,1078416400.0,1108613600.0
2025.0,1063148350.0,1068345800.0,1041215400.0,1035271800.0,1013812740.0,1027335940.0,1025649400.0,1049951100.0,1048264800.0,1003202300.0,1058249860.0,1009470900.0,1060906300.0,1045375800.0,1029150100.0,1060732400.0,1033772800.0,1065859000.0,1070445440.0
2026.0,1035550100.0,1058956100.0,1032847700.0,1018109600.0,985188600.0,1015307600.0,990829300.0,1046979200.0,1036994100.0,965693000.0,1045745600.0,987395840.0,1043287200.0,1032152300.0,1007339800.0,1037746750.0,1021560060.0,1046468100.0,1055986750.0
2027.0,1017004400.0,1074781300.0,1006135700.0,1008053900.0,954643650.0,990208060.0,966822100.0,1031960200.0,1017640770.0,938083460.0,1021743940.0,963951040.0,1019043300.0,1025173440.0,985306430.0,1014714300.0,998604540.0,1037388900.0,1042287400.0
2028.0,1001791040.0,1125890700.0,979035140.0,989115700.0,946742000.0,968451460.0,950146750.0,1025805630.0,988547840.0,913790140.0,1000573060.0,935634750.0,1002396700.0,990421100.0,966856000.0,983129660.0,972729600.0,1041714750.0,1022168900.0
2029.0,989173250.0,1060835400.0,950964350.0,972660400.0,909551550.0,952626600.0,919181300.0,1000404400.0,1026462700.0,893791900.0,978754200.0,905073500.0,1006331100.0,973404400.0,956982800.0,953312600.0,943973200.0,1019735740.0,998327100.0
2030.0,966371840.0,1030581000.0,922464260.0,946195460.0,896797500.0,926624500.0,898692350.0,980486500.0,977852200.0,867347140.0,964695200.0,858913900.0,965658430.0,948543740.0,914341440.0,931420740.0,917719500.0,1001837950.0,977478900.0
2031.0,929965300.0,1108509000.0,904980700.0,923226400.0,864027400.0,906212700.0,862807500.0,982275800.0,941532000.0,837411460.0,966378200.0,838082560.0,955881150.0,929559700.0,874905100.0,912664770.0,883514300.0,987917950.0,954599200.0
2032.0,906075200.0,1054494850.0,878939000.0,901160600.0,855441800.0,884707500.0,853455100.0,949078200.0,924048600.0,824206400.0,934299840.0,812405440.0,940393660.0,891616060.0,841988030.0,874023360.0,847970400.0,975023550.0,962462140.0
2033.0,875951100.0,1013061570.0,853201660.0,888362200.0,826342000.0,866676740.0,828488000.0,933509300.0,930180200.0,792112300.0,903823500.0,833527100.0,921035650.0,865757300.0,818039000.0,875100400.0,821832700.0,954084030.0,918661950.0
2034.0,867434900.0,990548500.0,835430800.0,862262300.0,790824770.0,848725600.0,798947260.0,923081100.0,896969200.0,767605800.0,870271000.0,771547000.0,894541440.0,839716900.0,787670600.0,830159100.0,794666500.0,943325200.0,899335360.0
2035.0,844387300.0,971772000.0,801764860.0,838567360.0,768973950.0,879166140.0,771523650.0,910855200.0,864427300.0,738543300.0,835297150.0,741980000.0,863845400.0,816564860.0,771005500.0,808684700.0,765933100.0,957087040.0,880172700.0
2036.0,818669100.0,967430900.0,783434800.0,807399600.0,739097800.0,856187800.0,745319100.0,883233200.0,845951900.0,715448700.0,808566000.0,707968060.0,836129150.0,789594000.0,756703800.0,791049860.0,738643460.0,926656960.0,856304100.0
2037.0,792907970.0,965042200.0,767132160.0,781175900.0,722883800.0,821505150.0,710176900.0,858981200.0,834387840.0,689240640.0,788716400.0,685204900.0,813350700.0,762941060.0,728325060.0,777100700.0,696392640.0,915002900.0,864651700.0
2038.0,779289100.0,998784060.0,730855000.0,749328800.0,690949900.0,799742400.0,683716200.0,837755600.0,806528260.0,662794400.0,766565500.0,672762750.0,799604400.0,734805500.0,705846140.0,746923900.0,663301000.0,903341200.0,826305900.0
2039.0,743285500.0,989878800.0,708797250.0,726899650.0,662771000.0,790902850.0,652205400.0,815119360.0,786410700.0,646668100.0,744585100.0,650291600.0,774853400.0,719028600.0,684125250.0,722522100.0,637395500.0,889505500.0,802207500.0
2040.0,723494460.0,965880200.0,683748030.0,706638200.0,632727400.0,771535550.0,624781760.0,797676900.0,766382700.0,619475600.0,722629800.0,635570800.0,759642600.0,691575100.0,667647600.0,709385500.0,611830660.0,872016800.0,776219900.0
2041.0,688032640.0,941661760.0,669621250.0,694798850.0,603045100.0,757200000.0,602700540.0,783788000.0,750464000.0,598559000.0,709369150.0,608954400.0,723271600.0,663939460.0,648871550.0,684382500.0,578809540.0,868926900.0,750008200.0
2042.0,682854100.0,972412400.0,647589760.0,675653100.0,573058940.0,742965200.0,584706560.0,761065800.0,730731840.0,576821600.0,679737150.0,593804500.0,704401660.0,641326340.0,637289300.0,655499900.0,554717440.0,857411900.0,730696900.0
2043.0,661348800.0,928240450.0,616165000.0,659681340.0,545287740.0,716009860.0,548553660.0,735395650.0,713757900.0,560809200.0,658262700.0,574973440.0,690143800.0,619851900.0,625014140.0,624210560.0,532382340.0,837832700.0,711607800.0
2044.0,638111550.0,967482430.0,589207360.0,642700740.0,524669250.0,703725250.0,530413400.0,721227900.0,691858400.0,540620200.0,636165200.0,560273150.0,667692400.0,576790700.0,604013700.0,592743500.0,498051780.0,852345700.0,678170400.0
2045.0,618509950.0,929310100.0,589980500.0,626499300.0,522221630.0,682466050.0,514672420.0,703349800.0,658336900.0,524097380.0,610116160.0,541743940.0,678818370.0,570046100.0,587226940.0,568346050.0,468588000.0,816018240.0,649406400.0
2046.0,589576100.0,911809400.0,565662000.0,601286850.0,497368540.0,663466600.0,491198100.0,678380000.0,631537860.0,507219040.0,591737340.0,523279780.0,634274560.0,540034200.0,577896200.0,555041660.0,441939000.0,795414600.0,639730560.0
2047.0,561973600.0,908496260.0,548411700.0,576797250.0,481141860.0,652690750.0,472897000.0,650539840.0,621995200.0,485295780.0,574863040.0,525767260.0,606870300.0,513337900.0,550836160.0,537287200.0,425025860.0,783241700.0,597287200.0
2048.0,535845440.0,898237060.0,532829600.0,560545900.0,469310000.0,647272100.0,450734820.0,626188540.0,598241000.0,464533760.0,561399550.0,505858500.0,600476900.0,503571360.0,530518560.0,521562400.0,400419360.0,770146050.0,568054000.0
2049.0,511265700.0,882989200.0,509830400.0,549288400.0,444569860.0,632547200.0,430872960.0,591047300.0,578200200.0,450591940.0,525692860.0,489773060.0,574655400.0,474779500.0,519165630.0,500725120.0,386388130.0,757682200.0,558786600.0
2050.0,489292640.0,866897300.0,493335330.0,534807650.0,429135400.0,615056060.0,411393060.0,564806800.0,559219650.0,433426880.0,507338780.0,478937120.0,556031100.0,457045730.0,501023520.0,488754850.0,366135870.0,745521340.0,536803300.0
2051.0,468056500.0,849492160.0,474427550.0,514008000.0,413702140.0,604201000.0,400267800.0,542108400.0,541709500.0,418409400.0,481444300.0,480930140.0,533266720.0,436627230.0,488982180.0,479317380.0,362358620.0,727699900.0,508639140.0
2052.0,448744960.0,841832800.0,453403360.0,498610080.0,397373250.0,584883200.0,379991170.0,515232900.0,524583230.0,405110140.0,453756220.0,461053950.0,514242500.0,422492200.0,473121660.0,513387550.0,341999230.0,691854200.0,480362940.0
2053.0,426720770.0,828958660.0,440956770.0,477197500.0,371487460.0,572876160.0,356684220.0,499890020.0,506416930.0,392162700.0,436191520.0,452728000.0,492478620.0,405832480.0,460583200.0,469559140.0,325800030.0,669324600.0,448395360.0
2054.0,409212480.0,813881900.0,425515420.0,461730850.0,359989600.0,570801900.0,344395070.0,477042300.0,486089340.0,389423940.0,420577400.0,443469280.0,478645600.0,394398370.0,443088640.0,450510400.0,301227460.0,671898940.0,433701020.0
2055.0,403152770.0,797885630.0,407353150.0,455593800.0,343349760.0,545534460.0,334503140.0,452105700.0,468828480.0,372207500.0,402587520.0,435549380.0,467844130.0,388615400.0,428130100.0,441461100.0,290566980.0,624724000.0,415773440.0
2056.0,390757600.0,782396600.0,391375400.0,442897730.0,331756450.0,540345540.0,324036540.0,426835940.0,456698240.0,359921180.0,382206750.0,424684930.0,448985600.0,392023600.0,421358600.0,428604320.0,275541060.0,604911600.0,393005000.0
2057.0,374279500.0,763516350.0,377764770.0,422128260.0,319584000.0,521097060.0,308221730.0,404956670.0,459064600.0,349459040.0,376171170.0,415894050.0,437901060.0,362320130.0,413863840.0,411806560.0,263829250.0,645076700.0,370850700.0
2058.0,357126750.0,731100400.0,361645860.0,413435000.0,307197500.0,497683000.0,292563550.0,392459500.0,434688500.0,337107000.0,351515420.0,408685060.0,418251600.0,355586900.0,399138400.0,400114340.0,247273460.0,572848200.0,356025180.0
2059.0,341430300.0,709220900.0,354023550.0,396972100.0,296081280.0,484307520.0,274724220.0,371645020.0,413679170.0,323450370.0,328078370.0,404423900.0,408939500.0,338241730.0,381131620.0,378734600.0,232404080.0,543046200.0,333201730.0
2060.0,329145020.0,656061100.0,345462300.0,386768130.0,296715650.0,469317150.0,262124140.0,356223360.0,401403740.0,310929660.0,305754620.0,395701820.0,401819700.0,324465200.0,369522460.0,366930020.0,223765090.0,530229340.0,318935680.0
2061.0,309852800.0,640404740.0,334314340.0,373456160.0,280705630.0,452106600.0,249492930.0,341363840.0,397073000.0,305174700.0,282280400.0,387259970.0,387677380.0,314277340.0,358747800.0,354068860.0,209880050.0,514529470.0,302202000.0
2062.0,292513950.0,608322560.0,313430140.0,363539800.0,273247970.0,439808580.0,238674400.0,328010460.0,387919260.0,294065470.0,269779040.0,375005060.0,378341760.0,305741280.0,344634020.0,344054180.0,198194910.0,495385020.0,287456350.0
2063.0,270304030.0,591159900.0,302422720.0,352833280.0,268017900.0,429610050.0,229693340.0,314163400.0,365836400.0,278599800.0,251018620.0,364121180.0,359844800.0,293080260.0,339480500.0,345179200.0,189194980.0,470370180.0,270769280.0
2064.0,255080600.0,558337860.0,291693760.0,344686100.0,253422130.0,412912860.0,221211760.0,301157470.0,353404860.0,270253280.0,240090460.0,359596960.0,344425340.0,282961400.0,319494300.0,331388350.0,182263040.0,454007330.0,257060830.0
2065.0,237386060.0,534475840.0,280454560.0,334300800.0,242725630.0,406303840.0,206638660.0,280576800.0,343767870.0,260958380.0,215439710.0,352333000.0,336886850.0,272830700.0,310246500.0,323465630.0,176521060.0,461496930.0,241903940.0
2066.0,226531820.0,517311140.0,269722850.0,320076160.0,236080030.0,392291680.0,200053280.0,263825520.0,324792000.0,254059460.0,198867490.0,344541000.0,326084260.0,262506830.0,300576770.0,315271940.0,172128770.0,437267330.0,228269870.0
2067.0,206380750.0,484652300.0,259082530.0,299435620.0,225943820.0,375886750.0,190321000.0,249581650.0,309065250.0,240283300.0,187265900.0,329208320.0,318061000.0,251019520.0,292344130.0,303037380.0,166923470.0,426603420.0,217417570.0
2068.0,195687940.0,457412830.0,277334500.0,286726500.0,208549120.0,353938500.0,183782960.0,234919260.0,302648420.0,231948530.0,178337460.0,311526430.0,306520220.0,241779740.0,281697400.0,294162980.0,156578990.0,412352300.0,204289710.0
2069.0,190557950.0,430667300.0,245937740.0,271222100.0,204249740.0,337156600.0,179465200.0,226783780.0,289390500.0,225570350.0,182380160.0,301818620.0,291978430.0,234681150.0,268328320.0,283972700.0,151164480.0,397142940.0,194039380.0
2070.0,173768510.0,410546620.0,235470980.0,273421100.0,196905420.0,323693820.0,171794260.0,210611340.0,273265800.0,216665860.0,164908750.0,289693440.0,281749500.0,220596350.0,252709180.0,273569120.0,144760770.0,390486750.0,183831840.0
2071.0,163483260.0,388085380.0,227487820.0,256421700.0,183408540.0,308638880.0,159910220.0,193273950.0,260048000.0,208340110.0,151820110.0,278986880.0,264258100.0,214254660.0,244804940.0,264258980.0,139298560.0,373552130.0,175308060.0
2072.0,159105000.0,372628100.0,213922830.0,244263580.0,176633540.0,290849920.0,156050100.0,187449630.0,245177940.0,199713650.0,144049700.0,269636300.0,248964940.0,203115800.0,233823650.0,261228480.0,135284260.0,360402900.0,169141180.0
2073.0,149138380.0,356290560.0,200122980.0,237383940.0,169535180.0,282844770.0,153857660.0,177374460.0,232482510.0,189741900.0,135614080.0,256965980.0,242796770.0,184545600.0,228244020.0,250764590.0,125964376.0,349244960.0,160215950.0
2074.0,140498540.0,344249060.0,192735790.0,229421280.0,163261650.0,271350460.0,149479600.0,172305330.0,225567500.0,182031140.0,133890560.0,241860320.0,240648200.0,171982500.0,221175420.0,243549090.0,121627540.0,355261500.0,156153550.0
2075.0,134229980.0,328512060.0,184811400.0,214892960.0,153749820.0,253787200.0,145907700.0,164530600.0,214335440.0,174966260.0,122599860.0,231882510.0,228143090.0,163424580.0,210573170.0,235965400.0,114810600.0,439676350.0,150627630.0
2076.0,131605464.0,307408400.0,178334110.0,206373230.0,145292830.0,241489660.0,141546030.0,156081000.0,201293440.0,170212380.0,113453510.0,226104270.0,213647300.0,153480500.0,205809870.0,226667250.0,111504360.0,358420380.0,143852670.0
2077.0,125101090.0,296842780.0,170217700.0,201019230.0,142657760.0,223981740.0,136441230.0,145782670.0,181482620.0,164117280.0,108208170.0,216365780.0,203794290.0,143549570.0,203122930.0,214537070.0,106551300.0,337305400.0,137306940.0
2078.0,119187010.0,279344420.0,163291120.0,192304400.0,132116170.0,212329020.0,132820930.0,138360480.0,169143330.0,159962700.0,102925020.0,205377090.0,191755140.0,143928510.0,201863950.0,205451330.0,97570744.0,321680220.0,130953590.0
2079.0,114497580.0,260901070.0,156003760.0,186993310.0,127173810.0,205777980.0,127791750.0,132148190.0,160830220.0,149291820.0,97735464.0,197700420.0,181563760.0,135945900.0,194108910.0,196807100.0,92624296.0,315485060.0,120738200.0
2080.0,104409040.0,251446270.0,145690740.0,182804130.0,121804620.0,196018130.0,122944910.0,124587990.0,154717800.0,140121470.0,95417704.0,187322720.0,169724930.0,125774180.0,190926380.0,191893020.0,89140720.0,305060160.0,115788330.0
2081.0,96839496.0,235255860.0,134984850.0,175615650.0,115896744.0,182509700.0,121653976.0,118423980.0,142649090.0,133109860.0,91226450.0,179589630.0,163393280.0,121511780.0,183656030.0,180681500.0,83530650.0,299003940.0,112732820.0
2082.0,93192140.0,222187060.0,128153730.0,172649570.0,108886664.0,172825490.0,117140136.0,110512910.0,134233890.0,127220040.0,85402376.0,174909550.0,152863280.0,113597100.0,180209870.0,176406610.0,80194130.0,293511360.0,107451350.0
2083.0,90499800.0,215015340.0,116566170.0,168319920.0,102214480.0,165085040.0,112682840.0,103276510.0,128710520.0,119809784.0,80409820.0,166276560.0,142734660.0,105742100.0,178919970.0,170236300.0,74386744.0,285918560.0,99388650.0
2084.0,87608856.0,202259000.0,113166650.0,159148160.0,97148680.0,159699180.0,108430620.0,94759096.0,121424740.0,114834136.0,74743960.0,160954780.0,134720660.0,98933200.0,176577310.0,162105280.0,70424020.0,279399460.0,94815176.0
2085.0,82782360.0,193879940.0,104162664.0,156974660.0,87405350.0,151239440.0,101626616.0,88048830.0,115358770.0,112295260.0,71741390.0,154296820.0,127447260.0,100868550.0,171137330.0,153184770.0,66403948.0,273169400.0,92515370.0
2086.0,78357070.0,182129570.0,98918824.0,153792560.0,81860230.0,145988690.0,96979520.0,81541600.0,108016744.0,105374980.0,65696148.0,150621310.0,119854050.0,86423220.0,164069760.0,145902030.0,63471200.0,264922130.0,83524080.0
2087.0,75083380.0,171765070.0,95192130.0,149974830.0,76565980.0,137625220.0,91352104.0,74405990.0,101263224.0,102531940.0,62024030.0,145697580.0,113675290.0,76611710.0,159648370.0,140388140.0,60383460.0,256975660.0,77752970.0
2088.0,71770040.0,162648930.0,87854024.0,140662420.0,72866904.0,129856696.0,84626480.0,70758560.0,98155990.0,95048344.0,57881748.0,137470720.0,104184680.0,71293730.0,153711000.0,134249230.0,55340356.0,248128110.0,74770040.0
2089.0,69504390.0,156965010.0,82069080.0,137051000.0,69440090.0,125905210.0,80183816.0,67167130.0,85551064.0,91677190.0,54268516.0,133379430.0,98021416.0,66136570.0,148873820.0,130932856.0,48747276.0,243315040.0,70241416.0
2090.0,64763690.0,149648460.0,77417810.0,132925256.0,66522828.0,121011700.0,78348030.0,61330896.0,77611600.0,87747144.0,51080144.0,125693530.0,91201920.0,60140170.0,145359340.0,137073600.0,45273516.0,236774580.0,68167710.0
2091.0,64954500.0,142600800.0,83467680.0,130287944.0,63944300.0,114215340.0,71456856.0,54671348.0,78740680.0,82173064.0,47351776.0,122160030.0,82997416.0,54325064.0,143693890.0,125095690.0,42208440.0,230146940.0,63234892.0
2092.0,57815360.0,136933400.0,73130200.0,125799200.0,60626770.0,108082050.0,62767850.0,49539084.0,69364800.0,78643610.0,43616164.0,116340280.0,74231340.0,51574196.0,141138690.0,123844800.0,41072540.0,230884180.0,56833856.0
2093.0,51252770.0,128928250.0,67878710.0,120401660.0,57570836.0,101283810.0,59382980.0,44377600.0,66497590.0,75477496.0,41322436.0,113219020.0,67995360.0,49634510.0,135116240.0,120137750.0,38039296.0,219080050.0,54768140.0
2094.0,46758244.0,121901130.0,62445104.0,121786120.0,54928660.0,87749390.0,51266444.0,39725276.0,60650196.0,72702360.0,40207412.0,108056800.0,61423990.0,43245764.0,138831090.0,112479270.0,35763372.0,210496000.0,50584696.0
2095.0,45045172.0,118527500.0,59055388.0,110937010.0,50948124.0,81333510.0,47607944.0,35794788.0,58123116.0,71406610.0,36684270.0,103181704.0,56211744.0,34120450.0,129327440.0,108211440.0,34427252.0,200722340.0,45854628.0
2096.0,41807600.0,113796990.0,55513490.0,104560140.0,51130612.0,77864220.0,43526764.0,30605942.0,54719990.0,67132420.0,34363828.0,105100110.0,51749676.0,31715638.0,122288264.0,101302200.0,32875992.0,193726690.0,43964588.0
2097.0,36896016.0,108288856.0,54029696.0,100369784.0,45549744.0,73915710.0,38561916.0,28140026.0,52340668.0,63040670.0,30706976.0,97950810.0,46709040.0,30231140.0,117117310.0,96129070.0,30349766.0,188665360.0,42041720.0
2098.0,35350664.0,102579170.0,50418984.0,98361450.0,45259770.0,68796376.0,34339896.0,24754416.0,48001076.0,63605612.0,28593436.0,97324760.0,42342892.0,27567384.0,113016210.0,94298110.0,26864824.0,182986510.0,39387010.0
2099.0,31564052.0,96463370.0,45952572.0,93293670.0,43130476.0,66076010.0,31597368.0,22100310.0,44894268.0,61870124.0,27239194.0,92238170.0,41686264.0,25082864.0,106000700.0,87723060.0,24713802.0,173260270.0,35795204.0
2100.0,29370020.0,95031416.0,41859548.0,91203704.0,39799384.0,61175748.0,29531092.0,18494954.0,41589830.0,59939770.0,28043408.0,91296190.0,37744096.0,22075166.0,102530860.0,84886136.0,23228982.0,165169090.0,32570146.0
