time,GFDL-CM3,MPI-ESM-LR,CNRM-CM5,GISS-E2-R,NORESM1-M,CANESM2,CESM1-CAM5,GFDL-ESM2G,CSIRO-MK3-6-0,IPSL-CM5A-LR,CCSM4
2018.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0,33740567000.0
2019.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0,33702191000.0
2020.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0,33882059000.0
2021.0,33508405000.0,33566837000.0,33660996000.0,33566726000.0,33516554000.0,34101873000.0,33471148000.0,33459239000.0,33581855000.0,33565899000.0,33633282000.0
2022.0,33419559000.0,33809449000.0,33434749000.0,33605638000.0,33459225000.0,33709220000.0,33625518000.0,33479416000.0,33455819000.0,33427980000.0,33478146000.0
2023.0,33305616000.0,33458190000.0,33331653000.0,33508934000.0,33372890000.0,33490570000.0,33391223000.0,33410531000.0,33386007000.0,33373243000.0,33624758000.0
2024.0,33186191000.0,33360278000.0,33288490000.0,33484861000.0,33432113000.0,33585852000.0,33350250000.0,33370040000.0,33294410000.0,33463780000.0,33575377000.0
2025.0,33078888000.0,33294467000.0,33324157000.0,33471869000.0,33189368000.0,33400166000.0,33879745000.0,33216870000.0,33525066000.0,33192170000.0,33402104000.0
2026.0,32945603000.0,33529688000.0,33311790000.0,33337627000.0,33116836000.0,33206049000.0,33972564000.0,33144324000.0,33230496000.0,33202596000.0,33594230000.0
2027.0,32910365000.0,33336977000.0,33269012000.0,33270160000.0,32991605000.0,33077002000.0,33287125000.0,33037510000.0,33101554000.0,33589981000.0,33294137000.0
2028.0,33028755000.0,33160034000.0,33043409000.0,33188850000.0,32881453000.0,32893782000.0,33183259000.0,33663193000.0,32967637000.0,33098095000.0,33301938000.0
2029.0,32675744000.0,33053962000.0,32885340000.0,33142346000.0,32916310000.0,32776792000.0,33116355000.0,33053063000.0,32866560000.0,32901427000.0,33153510000.0
2030.0,32425740000.0,33129830000.0,32775528000.0,33066854000.0,32782969000.0,33034019000.0,33075778000.0,32877435000.0,32787055000.0,32997368000.0,33138774000.0
2031.0,32192610000.0,32973335000.0,32691430000.0,33019064000.0,32670929000.0,32614918000.0,33436662000.0,32668700000.0,32811067000.0,32630540000.0,33607100000.0
2032.0,31873104000.0,32912726000.0,32569680000.0,32901964000.0,32548037000.0,32421153000.0,33019628000.0,32661144000.0,32566501000.0,32420194000.0,33165249000.0
2033.0,31573256000.0,32780218000.0,32482230000.0,32815995000.0,32354705000.0,32379994000.0,33019180000.0,32478566000.0,32557340000.0,32261573000.0,33649107000.0
2034.0,31318950000.0,33203333000.0,32348105000.0,32783395000.0,32149640000.0,32140526000.0,33030668000.0,32474958000.0,32336675000.0,32066951000.0,32895179000.0
2035.0,31031943000.0,32710308000.0,32168350000.0,32992831000.0,31931679000.0,32016538000.0,32743903000.0,32312790000.0,32152746000.0,31957293000.0,32782983000.0
2036.0,30736325000.0,32477272000.0,32031700000.0,32590678000.0,31724804000.0,31701510000.0,32706783000.0,32311853000.0,31988695000.0,31610704000.0,32741048000.0
2037.0,30444968000.0,32331485000.0,31820059000.0,32535953000.0,31862600000.0,31431416000.0,32531606000.0,32049283000.0,31839607000.0,31279760000.0,32628420000.0
2038.0,30174634000.0,32561580000.0,31675386000.0,32361904000.0,31556917000.0,31642750000.0,32511162000.0,31833727000.0,31965848000.0,30989638000.0,32473911000.0
2039.0,29753588000.0,32149885000.0,31708178000.0,32229523000.0,31229090000.0,31105448000.0,32252369000.0,31726182000.0,31782433000.0,30751545000.0,32340509000.0
2040.0,29334350000.0,31997180000.0,31345166000.0,32076940000.0,31364141000.0,30781546000.0,32441633000.0,31358558000.0,31506272000.0,30471432000.0,32246288000.0
2041.0,29034365000.0,31717054000.0,31086119000.0,31985723000.0,30939610000.0,30582813000.0,32032709000.0,31151456000.0,31318415000.0,30146318000.0,32137576000.0
2042.0,28731167000.0,31456805000.0,30976223000.0,31826174000.0,30622364000.0,30216374000.0,31819487000.0,30987299000.0,30997936000.0,29894111000.0,31916239000.0
2043.0,28261138000.0,31251170000.0,30742753000.0,31646087000.0,30348227000.0,30275764000.0,31567210000.0,30791492000.0,30811500000.0,29729660000.0,31725179000.0
2044.0,27882142000.0,31654810000.0,30893290000.0,31487158000.0,30215993000.0,29915340000.0,31337128000.0,30491042000.0,30513537000.0,29230184000.0,31589759000.0
2045.0,27939316000.0,31006624000.0,30529761000.0,31322165000.0,29917751000.0,29431802000.0,31156730000.0,30265684000.0,30283100000.0,28874082000.0,31498357000.0
2046.0,27348417000.0,30640600000.0,30260695000.0,31243907000.0,29805683000.0,28974473000.0,30886961000.0,29986134000.0,30008160000.0,28517640000.0,31411833000.0
2047.0,26778161000.0,30356259000.0,30122592000.0,31023966000.0,29408606000.0,28890837000.0,30722210000.0,29694935000.0,29679602000.0,28015172000.0,31062477000.0
2048.0,26237528000.0,30146605000.0,29899246000.0,30891794000.0,29021889000.0,28476455000.0,31158020000.0,29517590000.0,29420120000.0,27786484000.0,30839085000.0
2049.0,25715930000.0,29877152000.0,29489880000.0,30503640000.0,28802974000.0,28039754000.0,30370042000.0,29262316000.0,29177575000.0,27450840000.0,30661940000.0
2050.0,25231407000.0,29584558000.0,29309670000.0,30261897000.0,28359262000.0,27705320000.0,30072482000.0,29047200000.0,28855585000.0,27087112000.0,30443119000.0
2051.0,24943577000.0,29229933000.0,28988064000.0,29955422000.0,28038083000.0,27266398000.0,29922740000.0,28795642000.0,28713363000.0,26754234000.0,30224470000.0
2052.0,24394865000.0,28986245000.0,28759218000.0,29633147000.0,27701918000.0,27313168000.0,29728707000.0,28469030000.0,28669456000.0,26328412000.0,29995045000.0
2053.0,23912503000.0,28715397000.0,28522179000.0,29402597000.0,27386567000.0,26528060000.0,29501030000.0,28175882000.0,28134046000.0,25984750000.0,29964542000.0
2054.0,23395017000.0,28357562000.0,28321493000.0,29140623000.0,27260453000.0,26492715000.0,29229122000.0,28002515000.0,27898462000.0,25638711000.0,29990302000.0
2055.0,22797076000.0,28103030000.0,28000860000.0,28945086000.0,26914546000.0,25707100000.0,29016168000.0,28148478000.0,27679308000.0,25254498000.0,29838402000.0
2056.0,22287320000.0,27786942000.0,27757361000.0,28699940000.0,26642080000.0,25233193000.0,29290950000.0,27772910000.0,27218100000.0,24855736000.0,29427745000.0
2057.0,21767670000.0,27425886000.0,27520530000.0,28477990000.0,26428650000.0,24885834000.0,28625535000.0,27450796000.0,26760376000.0,24427594000.0,29168796000.0
2058.0,21330475000.0,27027210000.0,27509340000.0,28172022000.0,26147422000.0,24539169000.0,28376185000.0,27159233000.0,26415614000.0,24007209000.0,28973437000.0
2059.0,20757803000.0,26823264000.0,27069846000.0,27978906000.0,26097392000.0,24093997000.0,28144101000.0,27206697000.0,26034676000.0,23837178000.0,28738863000.0
2060.0,20115225000.0,26356031000.0,26691334000.0,27760597000.0,25761750000.0,24194922000.0,27809012000.0,26684610000.0,25727216000.0,23376138000.0,28506882000.0
2061.0,19596468000.0,26047267000.0,26355565000.0,27392620000.0,25648130000.0,23751574000.0,27858162000.0,26481998000.0,25877033000.0,22934639000.0,28245953000.0
2062.0,18932283000.0,25762134000.0,26132988000.0,26999532000.0,25391942000.0,23215110000.0,27652217000.0,26501960000.0,25156741000.0,22601658000.0,28144966000.0
2063.0,18395587000.0,25476166000.0,26151016000.0,26766193000.0,25072634000.0,22760258000.0,26993840000.0,26079228000.0,24754936000.0,22332830000.0,27764505000.0
2064.0,17798584000.0,25219040000.0,25773683000.0,26504800000.0,24837097000.0,22264885000.0,26696145000.0,25753220000.0,24507675000.0,21997486000.0,27572630000.0
2065.0,17205780000.0,24990362000.0,26637670000.0,26267367000.0,24484026000.0,21893777000.0,26465597000.0,25663205000.0,24134715000.0,21563388000.0,27335815000.0
2066.0,16608139000.0,24616313000.0,25926113000.0,25946884000.0,24324598000.0,21517763000.0,26255116000.0,25431870000.0,23802526000.0,21176881000.0,27065088000.0
2067.0,15954310000.0,24383540000.0,25235552000.0,25725485000.0,24020034000.0,21215210000.0,26087125000.0,25322420000.0,24075074000.0,20797331000.0,26774522000.0
2068.0,15393369000.0,24013660000.0,25093872000.0,25462188000.0,23757355000.0,20863090000.0,25889358000.0,26077620000.0,23230996000.0,20483640000.0,26665314000.0
2069.0,14829800000.0,23753644000.0,24779390000.0,25291719000.0,23370023000.0,20470073000.0,25676587000.0,24982356000.0,22909495000.0,20130216000.0,26521324000.0
2070.0,14387660000.0,24236628000.0,24504080000.0,25034228000.0,23146367000.0,20147587000.0,25394684000.0,24806758000.0,22607591000.0,20103303000.0,26222658000.0
2071.0,13969836000.0,23522296000.0,24348602000.0,24830542000.0,22951293000.0,19818945000.0,25409784000.0,24867336000.0,24165872000.0,19632404000.0,26397975000.0
2072.0,13523209000.0,23073087000.0,24264260000.0,24527008000.0,22765360000.0,19504380000.0,25005068000.0,24564406000.0,22153632000.0,19256623000.0,26154557000.0
2073.0,13133924000.0,22817706000.0,23982682000.0,24472695000.0,22515528000.0,19115106000.0,24868633000.0,24386994000.0,22505603000.0,18769676000.0,25747941000.0
2074.0,12815820000.0,22509998000.0,24113388000.0,24236597000.0,22290213000.0,18880715000.0,24635175000.0,25411510000.0,21772306000.0,18421996000.0,25490835000.0
2075.0,12323279000.0,22328756000.0,23543556000.0,23955400000.0,22534355000.0,18515343000.0,24435378000.0,24216318000.0,21349964000.0,19476593000.0,25553654000.0
2076.0,11981704000.0,22015617000.0,23532909000.0,23682798000.0,22018675000.0,18261127000.0,24143563000.0,24111080000.0,21160720000.0,18347000000.0,25327692000.0
2077.0,11564535000.0,21798756000.0,23108207000.0,23449416000.0,21691550000.0,18297614000.0,23818768000.0,23994294000.0,20846567000.0,17769998000.0,25082415000.0
2078.0,11187066000.0,21589289000.0,22937262000.0,23290448000.0,21505260000.0,17758577000.0,23607677000.0,23817062000.0,20974610000.0,17410443000.0,25094803000.0
2079.0,10708258000.0,21374410000.0,22653252000.0,22948475000.0,21341825000.0,17464467000.0,23487690000.0,23604064000.0,20553458000.0,17152675000.0,25021913000.0
2080.0,10377522000.0,21146898000.0,22386686000.0,22716158000.0,21013742000.0,17112506000.0,23122862000.0,23470811000.0,20249252000.0,16862719000.0,24623045000.0
2081.0,10040007000.0,21000350000.0,22198307000.0,22479970000.0,20741750000.0,19443685000.0,22878781000.0,25242667000.0,20614468000.0,16711188000.0,24426693000.0
2082.0,9642372000.0,22084114000.0,22134223000.0,22227894000.0,20567015000.0,17915613000.0,22614040000.0,24103293000.0,20221923000.0,17581996000.0,25940400000.0
2083.0,9374204000.0,20800758000.0,21726116000.0,21953884000.0,20266887000.0,16763698000.0,22409697000.0,23268723000.0,20600928000.0,16437212000.0,24515183000.0
2084.0,9035409000.0,20359358000.0,21566783000.0,21723218000.0,19968391000.0,16439853000.0,22203840000.0,23015440000.0,19540146000.0,16137725000.0,24149130000.0
2085.0,8732387000.0,20177207000.0,21327722000.0,21554719000.0,19776078000.0,16088476000.0,21895965000.0,22940068000.0,19256721000.0,15896070000.0,23962962000.0
2086.0,8490650000.0,19976352000.0,21158136000.0,21396398000.0,19564028000.0,15818930000.0,21657027000.0,22808195000.0,19296422000.0,15653580000.0,23780470000.0
2087.0,8212718600.0,19862155000.0,20966373000.0,21208377000.0,19330367000.0,16207387000.0,21453361000.0,22613066000.0,18831755000.0,15398920000.0,23689937000.0
2088.0,8064728000.0,19565690000.0,20735410000.0,21068593000.0,19052700000.0,15559525000.0,21182478000.0,22814308000.0,18708472000.0,15155133000.0,23680924000.0
2089.0,7789126000.0,19370732000.0,20471040000.0,20879038000.0,18795545000.0,15274454000.0,20921754000.0,22582026000.0,18436444000.0,14903624000.0,23648130000.0
2090.0,7498921000.0,19071638000.0,20416905000.0,20631464000.0,18642313000.0,15177352000.0,20764780000.0,22420972000.0,18254313000.0,14750146000.0,23513385000.0
2091.0,7303974000.0,18975110000.0,20124785000.0,20452192000.0,18438287000.0,14924833000.0,20514494000.0,22248538000.0,18032810000.0,14518833000.0,23205945000.0
2092.0,7039832600.0,18658662000.0,20322142000.0,20715900000.0,18219522000.0,14711369000.0,20225765000.0,22143998000.0,17788860000.0,14911991000.0,23047752000.0
2093.0,6810718700.0,18374531000.0,19699612000.0,20285848000.0,18173397000.0,14392385000.0,20151730000.0,22147324000.0,17651155000.0,16993852000.0,22948112000.0
2094.0,6519628000.0,18201592000.0,19413346000.0,20048880000.0,17747696000.0,14207417000.0,19970200000.0,22061193000.0,17435740000.0,14229000000.0,22802256000.0
2095.0,6291101000.0,18163292000.0,19194706000.0,19883997000.0,17521617000.0,14135103000.0,19675036000.0,21951040000.0,17235306000.0,14505151000.0,22656444000.0
2096.0,6121755000.0,18535033000.0,19516820000.0,19682000000.0,17376850000.0,13898972000.0,19558930000.0,21859774000.0,17562796000.0,13930111000.0,22678954000.0
2097.0,5943926000.0,17852768000.0,18819811000.0,19531106000.0,17495742000.0,13741510000.0,19348406000.0,21726058000.0,18033973000.0,14151408000.0,22472894000.0
2098.0,5799247000.0,17637913000.0,18618570000.0,19362990000.0,17044315000.0,13540268000.0,19171080000.0,21613613000.0,17844160000.0,13557590000.0,22307631000.0
2099.0,5560732700.0,17490090000.0,18435062000.0,19205466000.0,16793277000.0,13376570000.0,18966847000.0,21775817000.0,17130948000.0,13317228000.0,22157770000.0
2100.0,5392870400.0,17318881000.0,18295530000.0,19098270000.0,16631272000.0,13148626000.0,18776975000.0,21555182000.0,17044897000.0,13324202000.0,22456134000.0
