time,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GFDL-ESM2G,CCSM4,IPSL-CM5A-LR,GFDL-CM3,GISS-E2-R
2063.0,28750408000.0,28043794000.0,29663013000.0,26888667000.0,28591505000.0,25566218000.0,20117324000.0,28286185000.0
2064.0,28568168000.0,27953195000.0,29410630000.0,26514880000.0,28386353000.0,25313976000.0,19643079000.0,28133106000.0
2065.0,28299227000.0,27726742000.0,29177940000.0,26228519000.0,28143563000.0,24998111000.0,19288336000.0,27967599000.0
2066.0,28380377000.0,27499966000.0,29010608000.0,25925417000.0,27886942000.0,24680047000.0,18989904000.0,27923840000.0
2067.0,27841307000.0,27310275000.0,28749355000.0,25977129000.0,27643922000.0,24387391000.0,18541443000.0,27657294000.0
2068.0,27775543000.0,27033764000.0,28454668000.0,25597240000.0,27346010000.0,24147081000.0,18112246000.0,27470120000.0
2069.0,27400544000.0,26779260000.0,28249393000.0,25149274000.0,27056706000.0,23846676000.0,17738490000.0,27308515000.0
2070.0,27061455000.0,26558464000.0,27888771000.0,25125530000.0,26859696000.0,23471923000.0,17249985000.0,27055776000.0
2071.0,26762037000.0,26317017000.0,27469668000.0,24665880000.0,26611468000.0,23231547000.0,16915747000.0,26926027000.0
2072.0,26507060000.0,26057273000.0,27263336000.0,24338573000.0,26324190000.0,22932680000.0,16522248000.0,26728659000.0
2073.0,26230106000.0,25892952000.0,27278459000.0,23944368000.0,26005174000.0,22608579000.0,16131652000.0,26492502000.0
2074.0,26035876000.0,25653110000.0,26815110000.0,24232634000.0,25873445000.0,22263265000.0,15766053000.0,26387940000.0
2075.0,25722630000.0,25360237000.0,26434097000.0,23682392000.0,25649215000.0,21887818000.0,15380992000.0,26148383000.0
2076.0,25288160000.0,24999264000.0,26061136000.0,23437832000.0,25218600000.0,21441305000.0,14950583000.0,25901306000.0
2077.0,25044118000.0,24721370000.0,26179903000.0,23161570000.0,24912574000.0,21159432000.0,14486947000.0,25685983000.0
2078.0,24850285000.0,24480713000.0,25679647000.0,22930356000.0,24671758000.0,20736707000.0,14089619000.0,25504418000.0
2079.0,24567788000.0,24244732000.0,25477358000.0,22599414000.0,24393240000.0,20256115000.0,13664828000.0,25427005000.0
2080.0,24227273000.0,23862299000.0,25140802000.0,22300870000.0,24601473000.0,19870153000.0,13262217000.0,25188577000.0
2081.0,23898038000.0,23550482000.0,25052115000.0,22009217000.0,24141986000.0,19612991000.0,12815246000.0,24988350000.0
2082.0,23624354000.0,23276669000.0,24481303000.0,21796900000.0,23662258000.0,19292703000.0,12430661000.0,24647606000.0
2083.0,23325465000.0,22931760000.0,24157612000.0,21534198000.0,23456477000.0,18966130000.0,11964481000.0,24427380000.0
2084.0,23056580000.0,22597018000.0,24483381000.0,21144248000.0,23173650000.0,18574560000.0,11601250000.0,24221020000.0
2085.0,22779367000.0,22167792000.0,23944403000.0,21068376000.0,22799358000.0,18243900000.0,11169498000.0,23956530000.0
2086.0,23257272000.0,21804220000.0,23747690000.0,20814940000.0,22784397000.0,17857714000.0,10797840000.0,23672111000.0
2087.0,22392120000.0,21615570000.0,23626220000.0,20623632000.0,22363834000.0,17553242000.0,10563316000.0,23493833000.0
2088.0,22009980000.0,21322983000.0,23110382000.0,20438084000.0,22113080000.0,17225769000.0,10090959000.0,23270697000.0
2089.0,21879170000.0,21014410000.0,22803524000.0,20206055000.0,22065918000.0,16922982000.0,9724975000.0,22994172000.0
2090.0,21661878000.0,20697367000.0,22648350000.0,20038615000.0,21780795000.0,16585985000.0,9404095000.0,22802997000.0
2091.0,21291913000.0,20892766000.0,22112025000.0,19776324000.0,21425897000.0,16257432000.0,9083363000.0,22452904000.0
2092.0,21151486000.0,20204091000.0,21825675000.0,19606008000.0,21145285000.0,15917405000.0,8743321000.0,22164294000.0
2093.0,20848812000.0,19815617000.0,21488245000.0,19422738000.0,20874371000.0,15436344000.0,8355033600.0,21910598000.0
2094.0,20650367000.0,19516460000.0,21292420000.0,19079850000.0,20605932000.0,15056435000.0,8120406500.0,22923043000.0
2095.0,20314563000.0,19343786000.0,20952807000.0,18871144000.0,20358648000.0,14722636000.0,7861423000.0,21570728000.0
2096.0,20071692000.0,18898782000.0,20679692000.0,19207385000.0,20148943000.0,14382046000.0,7591454700.0,21307828000.0
2097.0,19789101000.0,18456170000.0,20403931000.0,18899397000.0,19897958000.0,14074925000.0,7350644700.0,21142100000.0
2098.0,19446077000.0,18048567000.0,20151446000.0,18611341000.0,19611742000.0,13847276000.0,7120675000.0,20863607000.0
2099.0,19153543000.0,17907503000.0,19941364000.0,18309940000.0,19397878000.0,15311210000.0,6837248000.0,20584147000.0
2100.0,18964080000.0,17556560000.0,19638028000.0,18189603000.0,19157710000.0,13357625000.0,6646250000.0,20331354000.0
