time,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR
2038.0,32793805000.0,29659134000.0,33585150000.0,30047130000.0,33671156000.0
2039.0,32607340000.0,28957432000.0,33564324000.0,29493127000.0,33603176000.0
2040.0,32329478000.0,28369148000.0,33625856000.0,28920975000.0,33506480000.0
2041.0,32078866000.0,27869485000.0,33671080000.0,28154044000.0,33478105000.0
2042.0,31765033000.0,27423269000.0,33553203000.0,27476957000.0,33427884000.0
2043.0,31463510000.0,26998553000.0,33532783000.0,26924913000.0,33382814000.0
2044.0,31241687000.0,26536497000.0,33492617000.0,26381062000.0,33336578000.0
2045.0,31019565000.0,26046312000.0,33439332000.0,25742195000.0,33223310000.0
2046.0,30783482000.0,25271605000.0,33352081000.0,25091434000.0,33154142000.0
2047.0,30527367000.0,24560898000.0,33312004000.0,24416140000.0,33105084000.0
2048.0,30173594000.0,23827962000.0,33225255000.0,23682324000.0,32989874000.0
2049.0,29805482000.0,23256304000.0,33172850000.0,22833824000.0,32959044000.0
2050.0,29606044000.0,22696829000.0,33127811000.0,22023430000.0,32839120000.0
2051.0,29274593000.0,22065105000.0,33076888000.0,21217520000.0,32725983000.0
2052.0,28812876000.0,21553367000.0,33053495000.0,20403020000.0,32622932000.0
2053.0,28462154000.0,20974744000.0,33060884000.0,19598750000.0,32476398000.0
2054.0,28028440000.0,20433030000.0,32837550000.0,18825760000.0,32352215000.0
2055.0,27727122000.0,19671680000.0,32723569000.0,17992350000.0,32178008000.0
2056.0,27393028000.0,19064281000.0,32632519000.0,17161328000.0,32009058000.0
2057.0,27064138000.0,18166860000.0,32504726000.0,16388165000.0,31902482000.0
2058.0,26759641000.0,17657520000.0,32390797000.0,15494371000.0,31716188000.0
2059.0,26523250000.0,17069678000.0,32300827000.0,14837393000.0,31510116000.0
2060.0,26340098000.0,16522431000.0,32156699000.0,13941906000.0,31297454000.0
2061.0,26072353000.0,15960835000.0,32088312000.0,13168226000.0,31075348000.0
2062.0,25793085000.0,15501927000.0,31918934000.0,12301806000.0,30866694000.0
2063.0,25476923000.0,14950235000.0,31772110000.0,11369177000.0,30638723000.0
2064.0,25145600000.0,14250333000.0,31537060000.0,10470088000.0,30379504000.0
2065.0,25018092000.0,13544531000.0,31432100000.0,9561567000.0,30219137000.0
2066.0,24585724000.0,12907888000.0,31279250000.0,8689490000.0,30008547000.0
2067.0,24300177000.0,12282002000.0,31093703000.0,7930374000.0,29843552000.0
2068.0,23934320000.0,11693164000.0,30936240000.0,7108962000.0,29607334000.0
2069.0,23778312000.0,11261539000.0,30818376000.0,6441505000.0,29419313000.0
2070.0,23319366000.0,10767162000.0,30607905000.0,5866521600.0,29232128000.0
2071.0,22957083000.0,10235393000.0,30316665000.0,5255575000.0,29431425000.0
2072.0,22653235000.0,9816472000.0,30028489000.0,4457318000.0,29006608000.0
2073.0,22230997000.0,9281352000.0,29699746000.0,3965748700.0,28850747000.0
2074.0,22110018000.0,8701206000.0,29382994000.0,3502523400.0,28637516000.0
2075.0,21682317000.0,8209898000.0,29137963000.0,3071748600.0,28411560000.0
2076.0,21361950000.0,7774844000.0,28848116000.0,2722292500.0,28175309000.0
2077.0,21088580000.0,7407582000.0,28477952000.0,2453672200.0,27947235000.0
2078.0,20757035000.0,7081595000.0,28225632000.0,2126411900.0,27816135000.0
2079.0,20480100000.0,6872030000.0,27883155000.0,1796519800.0,27607187000.0
2080.0,20245629000.0,6424410600.0,27478954000.0,1503628900.0,27355728000.0
2081.0,20004198000.0,6111679000.0,27239274000.0,1260066200.0,27145384000.0
2082.0,19818449000.0,5844704000.0,26965422000.0,1025329150.0,26801050000.0
2083.0,19558859000.0,5600682000.0,26574803000.0,819717440.0,26492066000.0
2084.0,19352945000.0,5337267700.0,26297210000.0,705952900.0,26244452000.0
2085.0,19107555000.0,5111218700.0,25826520000.0,601926300.0,26239375000.0
2086.0,18778860000.0,4888788500.0,25514983000.0,537119040.0,25838113000.0
2087.0,18487020000.0,4694550000.0,25217606000.0,446450780.0,25578922000.0
2088.0,18350651000.0,4490974700.0,24965282000.0,373223500.0,25328691000.0
2089.0,18094550000.0,4332346000.0,24671588000.0,271938850.0,25105720000.0
2090.0,17917389000.0,4113046500.0,24392692000.0,227363620.0,24769096000.0
2091.0,17705750000.0,3964553500.0,23997215000.0,195749200.0,24462303000.0
2092.0,17431640000.0,3817699000.0,23741983000.0,148312210.0,24161614000.0
2093.0,17260708000.0,3667776300.0,23530790000.0,111760150.0,23770920000.0
2094.0,17070766000.0,3506373600.0,23185740000.0,91403190.0,23477807000.0
2095.0,16727593000.0,3377513000.0,22746155000.0,69858104.0,23266963000.0
2096.0,16744254000.0,3187442700.0,22402802000.0,23868980.0,22936046000.0
2097.0,16381534000.0,3059710000.0,22059831000.0,23635370.0,22628012000.0
2098.0,16081620000.0,2986620700.0,21718323000.0,23319062.0,22469770000.0
2099.0,15912550000.0,2910434600.0,21296626000.0,22638232.0,22212563000.0
2100.0,15640086000.0,2836194600.0,20863238000.0,22418760.0,21868073000.0
