time,CCSM4,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,NORESM1-M,CANESM2,CNRM-CM5,GISS-E2-R,GFDL-CM3,GFDL-ESM2G
2044.0,131251370000.0,132416520000.0,130979320000.0,132069440000.0,132175330000.0,132063820000.0,131205890000.0,132329415000.0,134258290000.0,132983700000.0
2045.0,131111480000.0,132134170000.0,131025920000.0,131981460000.0,132104160000.0,131898170000.0,131018514000.0,132269530000.0,133999640000.0,132529120000.0
2046.0,130895315000.0,131925870000.0,130529070000.0,131851990000.0,131809290000.0,131717010000.0,130737030000.0,132164590000.0,133499250000.0,132389860000.0
2047.0,130777850000.0,131873140000.0,130595815000.0,131733600000.0,131634500000.0,131550160000.0,130658615000.0,132131406000.0,133725230000.0,132437430000.0
2048.0,130561950000.0,131804570000.0,130647200000.0,131547170000.0,131584340000.0,131469180000.0,130179320000.0,132580850000.0,133346150000.0,132165600000.0
2049.0,130128760000.0,131777544000.0,130083380000.0,131342746000.0,131352160000.0,131545060000.0,130011095000.0,132393990000.0,133253090000.0,132328730000.0
2050.0,129976386000.0,131755700000.0,129630360000.0,131147850000.0,131322620000.0,131162070000.0,129752500000.0,131829210000.0,133397480000.0,132345410000.0
2051.0,129728750000.0,131381850000.0,129445855000.0,131053490000.0,131038150000.0,130940210000.0,129503805000.0,131360160000.0,134275736000.0,131937790000.0
2052.0,129538000000.0,131189110000.0,128971760000.0,130736470000.0,130883080000.0,130721110000.0,129223950000.0,131319280000.0,134240770000.0,131900680000.0
2053.0,129205790000.0,131063070000.0,128623520000.0,130612360000.0,130676550000.0,130432655000.0,129242460000.0,131188320000.0,133821950000.0,131718040000.0
2054.0,128999330000.0,130809580000.0,128480910000.0,130432450000.0,130411000000.0,130167740000.0,128427390000.0,131017610000.0,133453020000.0,131606675000.0
2055.0,128737350000.0,131191390000.0,128110840000.0,130471730000.0,130377430000.0,130102840000.0,128213890000.0,130811120000.0,133188620000.0,131426350000.0
2056.0,128498620000.0,130361836000.0,127687150000.0,130587510000.0,129967900000.0,129847720000.0,127584650000.0,130758420000.0,133319610000.0,131264870000.0
2057.0,128243890000.0,129897780000.0,127442270000.0,130253455000.0,129820110000.0,129614230000.0,127001560000.0,130818860000.0,133464670000.0,131313970000.0
2058.0,127718670000.0,129549070000.0,127145370000.0,130054970000.0,129938790000.0,129480430000.0,126539430000.0,130564964000.0,133384060000.0,131247866000.0
2059.0,127352840000.0,129299685000.0,126970110000.0,130097870000.0,129613865000.0,129023060000.0,126578230000.0,130366450000.0,132943810000.0,130923850000.0
2060.0,127201180000.0,129026195000.0,126554860000.0,129995735000.0,129546215000.0,128859400000.0,125588350000.0,130243900000.0,133367660000.0,130828180000.0
2061.0,126759640000.0,128621200000.0,126293205000.0,129630680000.0,129151025000.0,128520150000.0,125232095000.0,130114945000.0,133357720000.0,130888835000.0
2062.0,126140560000.0,128639050000.0,125658400000.0,129426810000.0,128975140000.0,128185336000.0,124787020000.0,129790840000.0,133422350000.0,130858130000.0
2063.0,125797016000.0,128178676000.0,125414110000.0,129211950000.0,128739800000.0,128041290000.0,124182995000.0,129552680000.0,133273440000.0,130619370000.0
2064.0,125466940000.0,127769900000.0,125130800000.0,129046270000.0,128515430000.0,127800205000.0,123681890000.0,129526960000.0,132742740000.0,130098780000.0
2065.0,124834630000.0,127258260000.0,124354250000.0,128770490000.0,128130760000.0,127417110000.0,123389760000.0,129612460000.0,132850320000.0,130111840000.0
2066.0,124485190000.0,126983580000.0,123749390000.0,128673560000.0,127811750000.0,126794880000.0,122899070000.0,128955560000.0,133506810000.0,129871315000.0
2067.0,123938160000.0,126608990000.0,123039860000.0,128303555000.0,127757844000.0,126634100000.0,122395230000.0,128655385000.0,134028070000.0,129648500000.0
2068.0,123596970000.0,126347530000.0,122622030000.0,127992865000.0,127440120000.0,126132120000.0,121912115000.0,128776740000.0,132496520000.0,129611110000.0
2069.0,123049470000.0,125914830000.0,121920900000.0,127627890000.0,127100230000.0,125722130000.0,121183030000.0,128371520000.0,132417220000.0,129511310000.0
2070.0,122227245000.0,125580810000.0,121350730000.0,127492310000.0,126837560000.0,125256800000.0,120328620000.0,128327746000.0,132395630000.0,129466980000.0
2071.0,121771926000.0,125149650000.0,120604230000.0,127409240000.0,126495515000.0,124695430000.0,119563070000.0,128090140000.0,132211980000.0,129167480000.0
2072.0,121160360000.0,124616970000.0,120161620000.0,127108110000.0,126330600000.0,124264915000.0,118952460000.0,127661780000.0,131910620000.0,129144095000.0
2073.0,120768190000.0,124102580000.0,119583660000.0,126633300000.0,126151980000.0,123813050000.0,118222080000.0,127388340000.0,132056420000.0,128995710000.0
2074.0,120174100000.0,123980500000.0,119003320000.0,126402765000.0,125971505000.0,123272356000.0,117369315000.0,126946810000.0,131763010000.0,128804176000.0
2075.0,119610190000.0,123315820000.0,117729230000.0,126060520000.0,125659200000.0,122593630000.0,116816840000.0,126785650000.0,132094616000.0,128505880000.0
2076.0,118620020000.0,122645650000.0,117349016000.0,126071230000.0,125171370000.0,122186410000.0,116284630000.0,126520480000.0,131516130000.0,128193480000.0
2077.0,117956076000.0,122350330000.0,116620750000.0,125721625000.0,124878225000.0,121745334000.0,115632040000.0,126362040000.0,131287540000.0,128119540000.0
2078.0,117256080000.0,121729660000.0,115764675000.0,125290530000.0,124460240000.0,121278185000.0,114863430000.0,125877985000.0,131079120000.0,127855110000.0
2079.0,116481850000.0,121000530000.0,115212460000.0,125096400000.0,124035810000.0,120751770000.0,113769110000.0,125603370000.0,131020640000.0,127947350000.0
2080.0,115516190000.0,120555766000.0,114085710000.0,124611070000.0,123464550000.0,120020140000.0,112782926000.0,125500514000.0,131184165000.0,127092990000.0
2081.0,114636980000.0,119967695000.0,113286400000.0,124115410000.0,123096060000.0,119364040000.0,111788920000.0,125055450000.0,130771990000.0,126804300000.0
2082.0,113895540000.0,119634665000.0,112338960000.0,123848110000.0,122789675000.0,118808310000.0,111019180000.0,124604200000.0,130497930000.0,126621550000.0
2083.0,112570910000.0,119087260000.0,111477970000.0,123345440000.0,122403210000.0,118238265000.0,110032940000.0,124223594000.0,130199680000.0,126419880000.0
2084.0,111000600000.0,118344010000.0,110371010000.0,122803790000.0,121763340000.0,117542610000.0,109024460000.0,123945976000.0,129960250000.0,126188085000.0
2085.0,110208070000.0,117311460000.0,109660580000.0,122220480000.0,121465170000.0,116644635000.0,107788950000.0,123606150000.0,129777844000.0,125711516000.0
2086.0,108938410000.0,116599910000.0,108776700000.0,121994930000.0,120946980000.0,116002570000.0,106794074000.0,123151410000.0,129432084000.0,125364270000.0
2087.0,107808825000.0,116013610000.0,108277570000.0,121460640000.0,120594610000.0,115399050000.0,105698670000.0,122800310000.0,129106120000.0,125160580000.0
2088.0,107058940000.0,115616680000.0,106933850000.0,121100830000.0,119909390000.0,114520570000.0,104298180000.0,122567870000.0,128992980000.0,124980265000.0
2089.0,105797990000.0,114824740000.0,106153190000.0,120380860000.0,119376660000.0,113978970000.0,103073140000.0,122068500000.0,128936030000.0,124626760000.0
2090.0,104813450000.0,113895950000.0,104813050000.0,119777935000.0,118720640000.0,113242450000.0,101916885000.0,122189210000.0,128527880000.0,124425590000.0
2091.0,103604020000.0,112775900000.0,103508345000.0,119439220000.0,118177230000.0,111996480000.0,100423200000.0,121539790000.0,128157860000.0,124201320000.0
2092.0,102551560000.0,112086960000.0,101907440000.0,118745690000.0,117377565000.0,111404900000.0,99110580000.0,120914846000.0,127818916000.0,123680910000.0
2093.0,101319010000.0,111387220000.0,100518920000.0,118449480000.0,116926840000.0,110501370000.0,97778480000.0,120574240000.0,127479880000.0,123701410000.0
2094.0,99812890000.0,110512100000.0,99015090000.0,117997710000.0,116361460000.0,109596260000.0,96134595000.0,120194966000.0,127206980000.0,123310460000.0
2095.0,98894400000.0,109688660000.0,97131990000.0,117676940000.0,115895270000.0,108618450000.0,94997406000.0,119819800000.0,127029895000.0,123052340000.0
2096.0,97427520000.0,108954270000.0,95445380000.0,117091670000.0,115203240000.0,107748730000.0,92683300000.0,119286540000.0,126327280000.0,122407540000.0
2097.0,96291250000.0,108403300000.0,93686596000.0,116641776000.0,114480330000.0,106677270000.0,91547920000.0,118834460000.0,125988310000.0,121986390000.0
2098.0,94613400000.0,107344710000.0,92017615000.0,116158410000.0,113641005000.0,106143515000.0,89957065000.0,118358530000.0,125648350000.0,121619750000.0
2099.0,92948414000.0,106784410000.0,90102000000.0,115518800000.0,112752845000.0,105390785000.0,88614790000.0,117932016000.0,125403590000.0,121324230000.0
2100.0,91594250000.0,106502720000.0,88554370000.0,115073920000.0,112099920000.0,104379370000.0,87026040000.0,117698224000.0,124906226000.0,120772256000.0
