time,IPSL-CM6A-LR,MPI-ESM1-2-HR,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0
2062.0,59699210000.0,70232860000.0,50873920000.0,67835400000.0,63284433000.0
2063.0,58613633000.0,69890100000.0,49910243000.0,67206423000.0,62374855000.0
2064.0,57873890000.0,69721965000.0,49154703000.0,66789212000.0,65580620000.0
2065.0,56735314000.0,69125450000.0,48093530000.0,66449280000.0,62095778000.0
2066.0,55617774000.0,68476584000.0,46867993000.0,65731340000.0,61518060000.0
2067.0,54858174000.0,67806780000.0,46002442000.0,65285472000.0,60699130000.0
2068.0,54313685000.0,67251933000.0,44941380000.0,65655615000.0,60165075000.0
2069.0,53200800000.0,66677367000.0,44167570000.0,64460230000.0,60587168000.0
2070.0,52676874000.0,66349515000.0,43631124000.0,64004723000.0,59538997000.0
2071.0,51732185000.0,65643606000.0,42457870000.0,63510680000.0,58815824000.0
2072.0,50849563000.0,65138377000.0,41257940000.0,63011300000.0,58058957000.0
2073.0,50028330000.0,64637207000.0,40315280000.0,62253232000.0,57484170000.0
2074.0,49209934000.0,64518210000.0,39550804000.0,61537100000.0,57155117000.0
2075.0,48440930000.0,63760957000.0,38817620000.0,60924560000.0,56467180000.0
2076.0,47386930000.0,63022096000.0,37746680000.0,61095430000.0,56100508000.0
2077.0,46412570000.0,62656414000.0,36812640000.0,60178383000.0,55524490000.0
2078.0,45728120000.0,62181350000.0,35896470000.0,59718790000.0,54854685000.0
2079.0,45133816000.0,61486313000.0,34881626000.0,59235300000.0,54331167000.0
2080.0,44286900000.0,60734840000.0,33722704000.0,58864456000.0,53831795000.0
2081.0,43523813000.0,60282750000.0,32666399000.0,58268180000.0,53300000000.0
2082.0,42816897000.0,59773170000.0,31814308000.0,57716896000.0,52592808000.0
2083.0,41984963000.0,59278574000.0,31120589000.0,57178292000.0,52032307000.0
2084.0,41346430000.0,58937184000.0,30463386000.0,56499364000.0,51582700000.0
2085.0,40760330000.0,58427610000.0,29362774000.0,55887475000.0,51205250000.0
2086.0,39930712000.0,58240045000.0,28952494000.0,55280906000.0,50653192000.0
2087.0,39395750000.0,57547520000.0,28017742000.0,54675830000.0,50098086000.0
2088.0,38613420000.0,57442310000.0,27345996000.0,54095966000.0,49514980000.0
2089.0,38156300000.0,56688070000.0,26516838000.0,53410324000.0,50283426000.0
2090.0,37560710000.0,56318595000.0,25733853000.0,52986820000.0,48789670000.0
2091.0,36986687000.0,56968614000.0,25082536000.0,52484764000.0,48370580000.0
2092.0,37529854000.0,56075674000.0,24298142000.0,51922825000.0,47762970000.0
2093.0,35959340000.0,55483376000.0,23734776000.0,51517690000.0,46986998000.0
2094.0,35221045000.0,54898950000.0,23023768000.0,50825564000.0,46358843000.0
2095.0,34511070000.0,54427935000.0,22372876000.0,50087930000.0,45889700000.0
2096.0,33997865000.0,53948215000.0,21861216000.0,49625068000.0,45408555000.0
2097.0,33384004000.0,53476130000.0,21258476000.0,49186038000.0,44788285000.0
2098.0,32626911000.0,52960403000.0,20514085000.0,48643690000.0,44168188000.0
2099.0,31972210000.0,52494120000.0,19632687000.0,48452140000.0,43853156000.0
2100.0,31196094000.0,52122935000.0,19008220000.0,47800480000.0,43664593000.0
