time,CCSM4,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,GFDL-CM3,CANESM2,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR
2013.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0,51630133000.0
2014.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0,51604390000.0
2015.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0,51627910000.0
2016.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0,51620880000.0
2017.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0,51572470000.0
2018.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0,51569280000.0
2019.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0,51553366000.0
2020.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0,51535900000.0
2021.0,51539173000.0,51550000000.0,51522260000.0,51517272000.0,51500430000.0,51524210000.0,51485180000.0,51514253000.0,51570078000.0,51516520000.0,51516310000.0
2022.0,51510670000.0,51506910000.0,51500323000.0,51497374000.0,51488276000.0,51508340000.0,51450778000.0,51487867000.0,51517480000.0,51474575000.0,51484090000.0
2023.0,51513250000.0,51491287000.0,51453084000.0,51463180000.0,51430232000.0,51469070000.0,51399696000.0,51465080000.0,51485470000.0,51448943000.0,51456246000.0
2024.0,51487940000.0,51470660000.0,51422577000.0,51420045000.0,51415278000.0,51446960000.0,51394753000.0,51426628000.0,51474326000.0,51439387000.0,51415940000.0
2025.0,51467903000.0,51487265000.0,51394978000.0,51405644000.0,51380396000.0,51378660000.0,51368310000.0,51388658000.0,51522675000.0,51380680000.0,51401695000.0
2026.0,51631510000.0,51421057000.0,51368645000.0,51388953000.0,51358564000.0,51362525000.0,51311063000.0,51382333000.0,51437593000.0,51345592000.0,51378213000.0
2027.0,51436777000.0,51401230000.0,51551440000.0,51368018000.0,51337440000.0,51373322000.0,51297750000.0,51340415000.0,51419510000.0,51301380000.0,51329688000.0
2028.0,51412898000.0,51519670000.0,51363530000.0,51353248000.0,51295285000.0,51331887000.0,51281764000.0,51658110000.0,51400094000.0,51282047000.0,51305624000.0
2029.0,51354200000.0,51375616000.0,51367150000.0,51317880000.0,51275055000.0,51295910000.0,51265750000.0,51353110000.0,51388342000.0,51266687000.0,51277830000.0
2030.0,51325420000.0,51392390000.0,51331530000.0,51306150000.0,51250820000.0,51273118000.0,51240480000.0,51318546000.0,51372098000.0,51244257000.0,51260470000.0
2031.0,51310785000.0,51335660000.0,51320025000.0,51299574000.0,51232477000.0,51259093000.0,51225657000.0,51296540000.0,51353970000.0,51344597000.0,51238250000.0
2032.0,51286557000.0,51332567000.0,51291590000.0,51268500000.0,51218200000.0,51223994000.0,51196170000.0,51248124000.0,51323003000.0,51232080000.0,51211817000.0
2033.0,51271995000.0,51307480000.0,51271946000.0,51250120000.0,51176630000.0,51194720000.0,51170970000.0,51221148000.0,51306177000.0,51202236000.0,51198600000.0
2034.0,51255464000.0,51297894000.0,51255656000.0,51236733000.0,51114697000.0,51172504000.0,51129850000.0,51199398000.0,51294060000.0,51164594000.0,51175473000.0
2035.0,51228762000.0,51308663000.0,51240366000.0,51213790000.0,51096875000.0,51120850000.0,51096355000.0,51171553000.0,51273420000.0,51115753000.0,51145978000.0
2036.0,51193827000.0,51259126000.0,51251655000.0,51190985000.0,51054600000.0,51089277000.0,51068633000.0,51127160000.0,51270890000.0,51061980000.0,51128443000.0
2037.0,51171330000.0,51231190000.0,51188840000.0,51138310000.0,50988204000.0,51053593000.0,51026395000.0,51104063000.0,51263746000.0,51000373000.0,51101872000.0
2038.0,51144880000.0,51208614000.0,51161838000.0,51102204000.0,50932590000.0,51030438000.0,50993013000.0,51074330000.0,51231680000.0,50994303000.0,51065446000.0
2039.0,51119673000.0,51232895000.0,51149830000.0,51077530000.0,50891313000.0,51011056000.0,50929790000.0,51045786000.0,51199975000.0,50948930000.0,51025388000.0
2040.0,51045620000.0,51180650000.0,51106860000.0,51029040000.0,50823620000.0,51018252000.0,50880385000.0,51022700000.0,51161022000.0,50886955000.0,50959446000.0
2041.0,51019403000.0,51250460000.0,51090338000.0,51009450000.0,50740750000.0,50926750000.0,50851300000.0,50980688000.0,51133112000.0,50828230000.0,50929172000.0
2042.0,50980820000.0,51344663000.0,51077382000.0,50972205000.0,50665240000.0,50893316000.0,50802885000.0,50942575000.0,51089920000.0,50786607000.0,50884360000.0
2043.0,50933334000.0,51279614000.0,51060310000.0,50948436000.0,50594955000.0,50859380000.0,50731446000.0,50847818000.0,51057054000.0,50755957000.0,50851676000.0
2044.0,50920790000.0,51229454000.0,51032125000.0,50903806000.0,50505550000.0,50813560000.0,50673630000.0,50816830000.0,50993230000.0,50712420000.0,50799567000.0
2045.0,50882912000.0,51135600000.0,51004916000.0,50871880000.0,50452677000.0,50772500000.0,50601742000.0,50775732000.0,50965990000.0,50654474000.0,50764694000.0
2046.0,50830393000.0,51108594000.0,50933980000.0,50835948000.0,50378710000.0,50702880000.0,50528575000.0,50744970000.0,50925810000.0,50597147000.0,50715714000.0
2047.0,50788910000.0,51088515000.0,50893800000.0,50787885000.0,50292417000.0,50651540000.0,50455270000.0,50698100000.0,50883236000.0,50524295000.0,50659656000.0
2048.0,50756542000.0,51275590000.0,50846904000.0,50808898000.0,50220200000.0,50609865000.0,50342416000.0,50655187000.0,50811210000.0,50450320000.0,50594180000.0
2049.0,50715967000.0,51010280000.0,50831794000.0,50721833000.0,50149868000.0,50578207000.0,50263114000.0,50593120000.0,50762203000.0,50393780000.0,50527465000.0
2050.0,50689106000.0,50957087000.0,50798550000.0,50676210000.0,50060430000.0,50581045000.0,50164224000.0,50543690000.0,50708460000.0,50340925000.0,50478370000.0
2051.0,50653802000.0,50997432000.0,50783840000.0,50659780000.0,49982345000.0,50498130000.0,50059166000.0,50476204000.0,50663354000.0,50243256000.0,50408067000.0
2052.0,50592380000.0,50939440000.0,50746860000.0,50608490000.0,49840054000.0,50445136000.0,49940156000.0,50418164000.0,50620130000.0,50184170000.0,50351264000.0
2053.0,50548690000.0,50941153000.0,50711667000.0,50649190000.0,49807024000.0,50390835000.0,49794830000.0,50340380000.0,50599125000.0,50209206000.0,50296705000.0
2054.0,50543526000.0,50998657000.0,50686170000.0,50627070000.0,49691857000.0,50301440000.0,49662423000.0,50259067000.0,50514563000.0,50088850000.0,50248307000.0
2055.0,50508554000.0,50941178000.0,50646100000.0,50512613000.0,49597604000.0,50257375000.0,49572920000.0,50222680000.0,50478514000.0,50025110000.0,50199196000.0
2056.0,50430165000.0,50995577000.0,50631460000.0,50432713000.0,49532023000.0,50212790000.0,49491722000.0,50130870000.0,50428150000.0,49965224000.0,50151300000.0
2057.0,50321605000.0,50952160000.0,50592203000.0,50391482000.0,49464635000.0,50130720000.0,49350656000.0,50057626000.0,50361827000.0,49924645000.0,50088317000.0
2058.0,50261713000.0,50846884000.0,50619744000.0,50354213000.0,49341440000.0,50084170000.0,49199680000.0,49981768000.0,50268234000.0,49839630000.0,50020710000.0
2059.0,50218960000.0,50791764000.0,50540216000.0,50291585000.0,49250402000.0,49984807000.0,49093976000.0,49898037000.0,50158120000.0,49773826000.0,49970315000.0
2060.0,50208000000.0,50754090000.0,50527932000.0,50252775000.0,49123780000.0,49932734000.0,48996600000.0,49836120000.0,50062815000.0,49692463000.0,49897250000.0
2061.0,50136750000.0,50713300000.0,50480386000.0,50219880000.0,48972108000.0,49853040000.0,48887788000.0,49774770000.0,49948320000.0,49638334000.0,49837167000.0
2062.0,50097422000.0,50729566000.0,50444886000.0,50157990000.0,48872500000.0,49760928000.0,48755663000.0,49723265000.0,49845790000.0,49600168000.0,49778600000.0
2063.0,50041070000.0,50670686000.0,50434450000.0,50123428000.0,48750498000.0,49677950000.0,48621232000.0,49663545000.0,49743696000.0,49543782000.0,49719857000.0
2064.0,50001494000.0,50609906000.0,50388060000.0,50070905000.0,48608727000.0,49593900000.0,48530235000.0,49570025000.0,49653580000.0,49469750000.0,49657900000.0
2065.0,49948877000.0,50592420000.0,50342183000.0,50021260000.0,48503300000.0,49539590000.0,48411960000.0,49492550000.0,49510520000.0,49418820000.0,49561035000.0
2066.0,49900765000.0,50557220000.0,50274288000.0,49983046000.0,48398393000.0,49486750000.0,48323903000.0,49357365000.0,49462200000.0,49358560000.0,49483960000.0
2067.0,49834484000.0,50549210000.0,50193514000.0,49921896000.0,48265028000.0,49443103000.0,48203936000.0,49297695000.0,49310065000.0,49266807000.0,49435136000.0
2068.0,49817043000.0,50509190000.0,50163057000.0,49844834000.0,48177955000.0,49355563000.0,48018547000.0,49241813000.0,49224536000.0,49260770000.0,49375020000.0
2069.0,49853010000.0,50472935000.0,50181030000.0,49755156000.0,48110068000.0,49253736000.0,47904117000.0,49134023000.0,49093153000.0,49171948000.0,49317573000.0
2070.0,49730433000.0,50428174000.0,50108772000.0,49719235000.0,47969567000.0,49170270000.0,47749100000.0,49045795000.0,48992317000.0,49122853000.0,49267570000.0
2071.0,49645195000.0,51275743000.0,50062045000.0,49687925000.0,47839740000.0,49119007000.0,47553240000.0,48949250000.0,48920596000.0,49249570000.0,49204810000.0
2072.0,49605198000.0,50410717000.0,50044035000.0,49663214000.0,47729790000.0,49009336000.0,47356813000.0,48876933000.0,48757527000.0,48956854000.0,49128310000.0
2073.0,49536970000.0,50368942000.0,49999460000.0,49575620000.0,47595630000.0,48934030000.0,47179090000.0,48761795000.0,48673090000.0,48870064000.0,49064657000.0
2074.0,49487913000.0,50337670000.0,49965540000.0,49519770000.0,47469933000.0,48781870000.0,47024992000.0,48722424000.0,48529687000.0,48841527000.0,48983945000.0
2075.0,49436200000.0,50310340000.0,49922273000.0,49463263000.0,47342350000.0,48690115000.0,46817500000.0,48643550000.0,48376770000.0,48772570000.0,48915935000.0
2076.0,49362930000.0,50344450000.0,49914753000.0,49395655000.0,47153830000.0,48615395000.0,46620037000.0,48554332000.0,48268810000.0,48688914000.0,48825143000.0
2077.0,49342476000.0,50268426000.0,49882440000.0,49287586000.0,47061470000.0,48518025000.0,46426493000.0,48489857000.0,48104660000.0,48609386000.0,48739310000.0
2078.0,49296780000.0,50192986000.0,49846470000.0,49230650000.0,46895743000.0,48394117000.0,46218174000.0,48371740000.0,47992644000.0,48511386000.0,48652763000.0
2079.0,49402430000.0,50141258000.0,49806230000.0,49163334000.0,46777045000.0,48290190000.0,45981696000.0,48359170000.0,47897928000.0,48418443000.0,48562254000.0
2080.0,49167917000.0,50106660000.0,49734316000.0,49086575000.0,46697656000.0,48187683000.0,45789340000.0,48210805000.0,47812755000.0,48334533000.0,48481047000.0
2081.0,49112600000.0,50073362000.0,49729946000.0,48992130000.0,46574244000.0,48116010000.0,45661710000.0,48103576000.0,47771020000.0,48321270000.0,48419914000.0
2082.0,49081078000.0,50052550000.0,49671074000.0,48917737000.0,46482866000.0,48044122000.0,45473230000.0,48018130000.0,47670338000.0,48266740000.0,48345375000.0
2083.0,49006326000.0,50020114000.0,49651245000.0,48883106000.0,46379647000.0,47976874000.0,45342278000.0,47922250000.0,47613678000.0,48200847000.0,48218720000.0
2084.0,49529614000.0,49983713000.0,49582760000.0,48796910000.0,46197760000.0,47874572000.0,45165003000.0,47871676000.0,47525237000.0,48128307000.0,48154860000.0
2085.0,48894610000.0,49936667000.0,49579397000.0,48722530000.0,46056444000.0,47823438000.0,45024310000.0,47765090000.0,47444420000.0,48055005000.0,48094950000.0
2086.0,48819190000.0,49878540000.0,49487000000.0,48627530000.0,45930430000.0,47747465000.0,44849086000.0,47703667000.0,47300530000.0,48017375000.0,48010764000.0
2087.0,49176228000.0,49831928000.0,49444176000.0,48586980000.0,45855703000.0,47626930000.0,44737462000.0,47604343000.0,47183307000.0,47931370000.0,47934290000.0
2088.0,48780497000.0,49797276000.0,49411580000.0,48522270000.0,45724750000.0,47571993000.0,44531737000.0,47529402000.0,47230900000.0,47830980000.0,47867085000.0
2089.0,48663753000.0,49756200000.0,49296030000.0,48450200000.0,45653393000.0,47500694000.0,44362723000.0,47414300000.0,47015137000.0,47844508000.0,47820560000.0
2090.0,48563030000.0,49791160000.0,49259295000.0,48490820000.0,45704495000.0,47431725000.0,44201603000.0,47307588000.0,46928310000.0,47697252000.0,47743030000.0
2091.0,48516150000.0,49713110000.0,49230262000.0,48420594000.0,45433897000.0,47359380000.0,44035445000.0,47173153000.0,46805350000.0,47612785000.0,47643490000.0
2092.0,48416186000.0,49658990000.0,49196913000.0,48316480000.0,45346005000.0,47266330000.0,43822756000.0,47164965000.0,46666813000.0,47612686000.0,47576170000.0
2093.0,48337162000.0,49641374000.0,49152700000.0,48207080000.0,45215530000.0,47218745000.0,43585840000.0,46999540000.0,46550450000.0,47537304000.0,47500505000.0
2094.0,48248750000.0,49687257000.0,49151795000.0,48134650000.0,45073043000.0,47082095000.0,43300975000.0,46852590000.0,46439272000.0,47467460000.0,47405430000.0
2095.0,48232075000.0,49595030000.0,49061564000.0,48050630000.0,44884922000.0,47024360000.0,43039805000.0,46777340000.0,46318740000.0,47361614000.0,47305732000.0
2096.0,48074555000.0,49555186000.0,49020130000.0,47976964000.0,44775182000.0,46901436000.0,42843880000.0,46628516000.0,46176715000.0,47280497000.0,47203690000.0
2097.0,48037810000.0,49733180000.0,48982970000.0,47959572000.0,44656680000.0,46838944000.0,42649846000.0,46506610000.0,46063546000.0,47225540000.0,47067754000.0
2098.0,48301036000.0,49621090000.0,48895594000.0,47888360000.0,44530164000.0,46745900000.0,42424730000.0,46447570000.0,45934346000.0,47165520000.0,46995530000.0
2099.0,48055005000.0,49576010000.0,48870100000.0,47790334000.0,44413997000.0,46775538000.0,42224660000.0,46337724000.0,45796733000.0,47123423000.0,46932582000.0
2100.0,47968944000.0,49508463000.0,48838510000.0,47738410000.0,44261364000.0,46562040000.0,41996456000.0,46238590000.0,45667570000.0,47047467000.0,46790095000.0
