time,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4
2026.0,51453350000.0,51378430000.0,51388424000.0,51386240000.0,51477120000.0,51397575000.0,51427580000.0,51356990000.0
2027.0,51459630000.0,51336750000.0,51376718000.0,51353870000.0,51429700000.0,51382206000.0,51393250000.0,51331994000.0
2028.0,51444044000.0,51302780000.0,51387474000.0,51326290000.0,51423326000.0,51381756000.0,51358790000.0,51308073000.0
2029.0,51371100000.0,51276472000.0,51346686000.0,51298865000.0,51420414000.0,51418653000.0,51345134000.0,51309003000.0
2030.0,51721590000.0,51232850000.0,51323703000.0,51269220000.0,51372065000.0,51344257000.0,51323130000.0,51292380000.0
2031.0,51384316000.0,51215503000.0,51329475000.0,51245390000.0,51355046000.0,51364766000.0,51379958000.0,51233860000.0
2032.0,51406705000.0,51171643000.0,51301183000.0,51238814000.0,51331207000.0,51305296000.0,51303756000.0,51205920000.0
2033.0,51324473000.0,51149763000.0,51287204000.0,51215122000.0,51328930000.0,51289346000.0,51288285000.0,51141554000.0
2034.0,51284525000.0,51088720000.0,51265737000.0,51185242000.0,51349920000.0,51277300000.0,51270590000.0,51111390000.0
2035.0,51289317000.0,51042700000.0,51268194000.0,51145310000.0,51302330000.0,51263422000.0,51251260000.0,51059680000.0
2036.0,51269990000.0,51003040000.0,51222536000.0,51079344000.0,51262067000.0,51241005000.0,51227050000.0,51029135000.0
2037.0,51232915000.0,50949644000.0,51189498000.0,51047756000.0,51239360000.0,51230925000.0,51195367000.0,50961977000.0
2038.0,51205018000.0,50880545000.0,51160543000.0,51021760000.0,51241510000.0,51232403000.0,51170263000.0,50927470000.0
2039.0,51174210000.0,50822940000.0,51131847000.0,50964400000.0,51233866000.0,51289432000.0,51141490000.0,50884477000.0
2040.0,51178320000.0,50790540000.0,51100740000.0,50908455000.0,51228082000.0,51304223000.0,51119067000.0,50848270000.0
2041.0,51147407000.0,50723144000.0,51060093000.0,50861990000.0,51171504000.0,51182400000.0,51131347000.0,50809807000.0
2042.0,51120660000.0,50685026000.0,51026410000.0,50771694000.0,51153474000.0,51166420000.0,51077923000.0,50775458000.0
2043.0,51081687000.0,50631390000.0,50982207000.0,50724823000.0,51124707000.0,51141440000.0,51056330000.0,50760370000.0
2044.0,51047457000.0,50559873000.0,50960396000.0,50634138000.0,51098950000.0,51110040000.0,51013345000.0,50701460000.0
2045.0,51020833000.0,50486560000.0,50942670000.0,50544330000.0,51071054000.0,51121336000.0,50985046000.0,50640302000.0
2046.0,50933604000.0,50414870000.0,50909893000.0,50466540000.0,51034108000.0,51073290000.0,50925290000.0,50583240000.0
2047.0,50884428000.0,50334980000.0,50865226000.0,50416005000.0,51001467000.0,51030060000.0,50903077000.0,50516423000.0
2048.0,50860810000.0,50190475000.0,50821190000.0,50365470000.0,50932146000.0,51007963000.0,50866794000.0,50443678000.0
2049.0,50815210000.0,50097070000.0,50761187000.0,50321916000.0,50900040000.0,50960486000.0,50838210000.0,50374200000.0
2050.0,50766800000.0,49988440000.0,50707993000.0,50229500000.0,50867986000.0,50913206000.0,50763055000.0,50330104000.0
2051.0,50749608000.0,49887400000.0,50660460000.0,50153746000.0,50864530000.0,50913673000.0,50733576000.0,50248634000.0
2052.0,50709295000.0,49800323000.0,50580685000.0,50084123000.0,50814804000.0,50879693000.0,50688836000.0,50177890000.0
2053.0,50659676000.0,49709474000.0,50518830000.0,50008797000.0,50781745000.0,50839777000.0,50635465000.0,50108862000.0
2054.0,50613270000.0,49635512000.0,50467303000.0,49925206000.0,50737766000.0,50796495000.0,50609803000.0,50052383000.0
2055.0,50551448000.0,49558225000.0,50394857000.0,49834045000.0,50692727000.0,50763560000.0,50586882000.0,49984470000.0
2056.0,50497372000.0,49475686000.0,50343444000.0,49772188000.0,50648120000.0,50790744000.0,50497217000.0,49908330000.0
2057.0,50449076000.0,49315670000.0,50258158000.0,49709265000.0,50614583000.0,50711396000.0,50451050000.0,49834463000.0
2058.0,50396295000.0,49182280000.0,50191167000.0,49646130000.0,50653730000.0,50742080000.0,50390725000.0,49802780000.0
2059.0,50297590000.0,49085220000.0,50149890000.0,49551626000.0,50565116000.0,50660377000.0,50346103000.0,49710530000.0
2060.0,50208305000.0,48989970000.0,50074907000.0,49458655000.0,50515980000.0,50593493000.0,50260447000.0,49660887000.0
2061.0,50142230000.0,48873210000.0,50002473000.0,49346680000.0,50499224000.0,50564702000.0,50206024000.0,49577894000.0
2062.0,50070286000.0,48704872000.0,49952543000.0,49210843000.0,50447400000.0,50527293000.0,50132697000.0,49489460000.0
2063.0,49931284000.0,48488990000.0,49891316000.0,49044060000.0,50387325000.0,50497364000.0,50048290000.0,49421136000.0
2064.0,49863410000.0,48312150000.0,49824550000.0,48906633000.0,50373280000.0,50481730000.0,49985688000.0,49310556000.0
2065.0,49760300000.0,48104608000.0,49768690000.0,48774520000.0,50296173000.0,50408520000.0,49955615000.0,49284542000.0
2066.0,49663803000.0,47951245000.0,49677640000.0,48611447000.0,50270913000.0,50383200000.0,49887584000.0,49205080000.0
2067.0,49478922000.0,47754895000.0,49580140000.0,48441147000.0,50204240000.0,50319320000.0,49810727000.0,49169740000.0
2068.0,49340940000.0,47553786000.0,49485857000.0,48261497000.0,50147033000.0,50243750000.0,49730966000.0,49080320000.0
2069.0,49213320000.0,47336624000.0,49389162000.0,48120400000.0,50111620000.0,50183246000.0,49628545000.0,48930580000.0
2070.0,49084630000.0,47198065000.0,49254183000.0,47965094000.0,50035507000.0,50128486000.0,49573930000.0,48820450000.0
2071.0,48795312000.0,46976053000.0,49152377000.0,47684050000.0,49980457000.0,50086846000.0,49522885000.0,48725823000.0
2072.0,48623583000.0,46762373000.0,49087920000.0,47439780000.0,49976463000.0,50024900000.0,49410695000.0,48624316000.0
2073.0,48425046000.0,46529770000.0,48972083000.0,47235900000.0,49929806000.0,49977700000.0,49330684000.0,48465240000.0
2074.0,48092410000.0,46285775000.0,48813330000.0,47064363000.0,49866535000.0,49979940000.0,49217135000.0,48409150000.0
2075.0,47836623000.0,45934346000.0,48728363000.0,46862328000.0,49799090000.0,49885400000.0,49152420000.0,48286913000.0
2076.0,47611654000.0,45616173000.0,48567790000.0,46634450000.0,49789735000.0,49836233000.0,49048300000.0,48176034000.0
2077.0,47385770000.0,45309900000.0,48465388000.0,46373080000.0,49716240000.0,49769226000.0,48950000000.0,48044340000.0
2078.0,47232680000.0,45063290000.0,48354062000.0,46154416000.0,49697513000.0,49728123000.0,48856723000.0,47859070000.0
2079.0,47076110000.0,44834370000.0,48272437000.0,45975310000.0,49596210000.0,49690420000.0,48770850000.0,47718560000.0
2080.0,46951158000.0,44583137000.0,48069788000.0,45718503000.0,49546764000.0,49613615000.0,48685300000.0,47544173000.0
2081.0,46825066000.0,44392790000.0,47944690000.0,45492290000.0,49487438000.0,49544167000.0,48560960000.0,47416693000.0
2082.0,46698640000.0,44152120000.0,47795507000.0,45255356000.0,49416282000.0,49462235000.0,48463210000.0,47217100000.0
2083.0,46595568000.0,43852394000.0,47646536000.0,44937515000.0,49350020000.0,49413720000.0,48344805000.0,47017610000.0
2084.0,46436413000.0,43434290000.0,47543350000.0,44601344000.0,49324413000.0,49365758000.0,48255770000.0,46912532000.0
2085.0,46277386000.0,43110973000.0,47369867000.0,44247294000.0,49305678000.0,49238778000.0,48193663000.0,46830744000.0
2086.0,46095585000.0,42707177000.0,47194540000.0,43969483000.0,49161847000.0,49194370000.0,48075096000.0,46704673000.0
2087.0,45858600000.0,42383577000.0,47019590000.0,43678454000.0,49019507000.0,49051124000.0,47911002000.0,46594753000.0
2088.0,45716603000.0,42077303000.0,46790365000.0,43401544000.0,48962585000.0,48999540000.0,47726850000.0,46405450000.0
2089.0,45551215000.0,41723130000.0,46544085000.0,43175907000.0,48881510000.0,48926175000.0,47566790000.0,46064880000.0
2090.0,45319410000.0,41407648000.0,46308356000.0,42922930000.0,48767447000.0,48891044000.0,47423095000.0,45864430000.0
2091.0,45188930000.0,41123058000.0,46069187000.0,42675610000.0,48724333000.0,48772452000.0,47310103000.0,45694180000.0
2092.0,45067790000.0,40843784000.0,45806658000.0,42314470000.0,48679570000.0,48718705000.0,47167762000.0,45547626000.0
2093.0,44826550000.0,40447177000.0,45623747000.0,42097033000.0,48634642000.0,48631570000.0,47052290000.0,45395540000.0
2094.0,44660376000.0,40088940000.0,45342626000.0,41807536000.0,48538430000.0,48558880000.0,46941360000.0,45206410000.0
2095.0,44470145000.0,39776190000.0,45103186000.0,41618797000.0,48484753000.0,48475025000.0,46790590000.0,45077553000.0
2096.0,44258415000.0,39401853000.0,44928307000.0,41371770000.0,48366998000.0,48393273000.0,46606344000.0,44869267000.0
2097.0,44093825000.0,39120757000.0,44769313000.0,41134930000.0,48274612000.0,48274727000.0,46433770000.0,44723667000.0
2098.0,43854123000.0,38791050000.0,44590748000.0,40894177000.0,48227860000.0,48202400000.0,46313992000.0,44535890000.0
2099.0,43620250000.0,38476657000.0,44357448000.0,40685834000.0,48124150000.0,48088670000.0,46214504000.0,44375867000.0
2100.0,43436446000.0,38157926000.0,44117873000.0,40427370000.0,47938015000.0,48085250000.0,46110900000.0,44124017000.0
