time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,GISS-E2-R,CANESM2,GFDL-CM3,CNRM-CM5,NORESM1-M,IPSL-CM5A-LR,GFDL-ESM2G
2048.0,204667420000.0,169469330000.0,189153540000.0,139897720000.0,156366270000.0,137605550000.0,185877000000.0,198852620000.0,127268250000.0,177316460000.0
2049.0,203719920000.0,166816190000.0,185210290000.0,134727750000.0,152058580000.0,133420650000.0,182878860000.0,194998440000.0,123063220000.0,174270050000.0
2050.0,203117990000.0,164141480000.0,181230010000.0,129117480000.0,148640000000.0,129736410000.0,177831500000.0,193201960000.0,118082300000.0,167943490000.0
2051.0,202108140000.0,159651580000.0,177299500000.0,125567450000.0,145177950000.0,123934950000.0,176923790000.0,188632600000.0,113800520000.0,165730390000.0
2052.0,197716500000.0,155430260000.0,172717280000.0,122119184000.0,140275810000.0,119223490000.0,173215480000.0,184842170000.0,108337890000.0,163041180000.0
2053.0,193977880000.0,152034750000.0,170884140000.0,119104160000.0,137362940000.0,115190840000.0,169198000000.0,182031940000.0,104929340000.0,159699420000.0
2054.0,192180270000.0,151943580000.0,164782640000.0,116387620000.0,133073880000.0,111090730000.0,164299640000.0,178072580000.0,99142510000.0,155080150000.0
2055.0,190422380000.0,149531820000.0,162579700000.0,112513160000.0,129223550000.0,107800810000.0,160658590000.0,174480310000.0,94024290000.0,150876260000.0
2056.0,186625460000.0,146778820000.0,159379880000.0,108882210000.0,125491850000.0,104287790000.0,157586080000.0,171815450000.0,91206795000.0,147291900000.0
2057.0,184648700000.0,143387430000.0,156846030000.0,106365280000.0,121206370000.0,100278630000.0,154639810000.0,169514200000.0,87936885000.0,143158310000.0
2058.0,182768140000.0,140955800000.0,153347780000.0,103662330000.0,116821475000.0,97181590000.0,150515700000.0,166183880000.0,84636280000.0,139010670000.0
2059.0,182544480000.0,137897850000.0,150865380000.0,100513645000.0,115159340000.0,93160770000.0,148950910000.0,163622030000.0,80082480000.0,136215130000.0
2060.0,183824700000.0,135128515000.0,146941100000.0,96753290000.0,112011720000.0,88530350000.0,145042700000.0,160533600000.0,75811270000.0,132760540000.0
2061.0,182301460000.0,131683680000.0,144622140000.0,95158390000.0,107728445000.0,84362580000.0,141926350000.0,158111000000.0,72403706000.0,129680810000.0
2062.0,180400130000.0,127666086000.0,141516830000.0,93090160000.0,104653300000.0,80578900000.0,138578760000.0,158193650000.0,68536017000.0,125615415000.0
2063.0,178743350000.0,123419110000.0,138369530000.0,89758515000.0,101043860000.0,77543710000.0,133183910000.0,154970260000.0,64715067000.0,122150090000.0
2064.0,175365490000.0,120333885000.0,133752560000.0,87376560000.0,98728190000.0,74527695000.0,131284976000.0,151026580000.0,61335683000.0,118620390000.0
2065.0,171900630000.0,115870700000.0,130812035000.0,84961260000.0,95518384000.0,70894680000.0,126736015000.0,147248190000.0,59120670000.0,115504010000.0
2066.0,167745590000.0,114507325000.0,128362870000.0,83537750000.0,92908370000.0,68184723000.0,125194790000.0,143647460000.0,56590340000.0,112854180000.0
2067.0,165146620000.0,112734030000.0,126013970000.0,82109104000.0,89692240000.0,64670130000.0,122006856000.0,140682100000.0,53682770000.0,108992790000.0
2068.0,163388030000.0,110055190000.0,121616966000.0,79908920000.0,88098324000.0,61788630000.0,118753420000.0,136142184000.0,51292790000.0,107809735000.0
2069.0,159311130000.0,106000270000.0,117200450000.0,77285670000.0,86193760000.0,58529210000.0,116335930000.0,131487810000.0,48395543000.0,104854490000.0
2070.0,157064180000.0,102810920000.0,114327855000.0,76559835000.0,82761560000.0,55988060000.0,112370550000.0,128067150000.0,45558813000.0,101124890000.0
2071.0,153240630000.0,100143840000.0,110331660000.0,75100770000.0,80105230000.0,53100630000.0,110053120000.0,125024305000.0,43497533000.0,98435070000.0
2072.0,148219380000.0,96777710000.0,107354590000.0,73798160000.0,77513100000.0,50208457000.0,107788706000.0,120413350000.0,41289724000.0,97826630000.0
2073.0,144204320000.0,93860930000.0,105614190000.0,72372680000.0,74555870000.0,47900193000.0,104205260000.0,115941900000.0,38659610000.0,94421680000.0
2074.0,141030700000.0,90447820000.0,103352180000.0,69959100000.0,71613280000.0,45813015000.0,100960080000.0,111500510000.0,35982103000.0,91599590000.0
2075.0,138353920000.0,87441160000.0,101356904000.0,67643523000.0,69084640000.0,43325740000.0,97924070000.0,107318500000.0,33537432000.0,89376416000.0
2076.0,136055820000.0,84527096000.0,98481190000.0,65164030000.0,66581640000.0,40679043000.0,94480650000.0,104271810000.0,31565540000.0,85821680000.0
2077.0,133245750000.0,81823970000.0,96031320000.0,61526140000.0,63840772000.0,38557495000.0,91874845000.0,99405240000.0,29402990000.0,82092876000.0
2078.0,131565490000.0,78205030000.0,93322800000.0,59634024000.0,59771760000.0,36228833000.0,88448880000.0,96897245000.0,27761418000.0,80119280000.0
2079.0,127111225000.0,76339790000.0,90674600000.0,57572140000.0,57588433000.0,34413940000.0,85828000000.0,95307620000.0,26283272000.0,77832170000.0
2080.0,124569800000.0,74912350000.0,87470326000.0,55566217000.0,54223810000.0,32130925000.0,82874515000.0,91126970000.0,24649193000.0,75163250000.0
2081.0,121939100000.0,72419240000.0,85197250000.0,53266514000.0,52338710000.0,30422718000.0,79141740000.0,89615065000.0,22819690000.0,72711310000.0
2082.0,119590270000.0,70576234000.0,82396900000.0,51688120000.0,51042150000.0,28538905000.0,76256940000.0,86652625000.0,21548456000.0,70204660000.0
2083.0,116090405000.0,69520820000.0,78535040000.0,50129764000.0,49237533000.0,26188974000.0,73362860000.0,82754100000.0,20550840000.0,68330730000.0
2084.0,112427780000.0,66492883000.0,77471970000.0,48992780000.0,46408577000.0,24620597000.0,71751740000.0,80152900000.0,19499033000.0,65443365000.0
2085.0,110482810000.0,63002220000.0,74871470000.0,47553170000.0,44219814000.0,22849106000.0,68636328000.0,76790300000.0,17954505000.0,63468400000.0
2086.0,108415795000.0,62541623000.0,73715786000.0,45324340000.0,41056195000.0,21089174000.0,66364727000.0,75007300000.0,16500653000.0,61317894000.0
2087.0,106037600000.0,60991152000.0,70465710000.0,44007080000.0,39202770000.0,19377443000.0,63234195000.0,72353910000.0,14856746000.0,58234597000.0
2088.0,103397090000.0,59426763000.0,68376818000.0,42588120000.0,37468877000.0,17888072000.0,60621870000.0,70284580000.0,13173106000.0,55819750000.0
2089.0,101577245000.0,58041050000.0,65911276000.0,41305666000.0,35517796000.0,16331097000.0,57860840000.0,67693520000.0,11883183000.0,53977276000.0
2090.0,96908940000.0,55220160000.0,63461487000.0,39981370000.0,33123942000.0,14811409000.0,55915774000.0,65727455000.0,10765156000.0,51639950000.0
2091.0,93295830000.0,53641535000.0,60891770000.0,38777420000.0,31088170000.0,13521098000.0,54068765000.0,63393920000.0,9458819000.0,49565557000.0
2092.0,90565820000.0,52189840000.0,58765150000.0,37302520000.0,29410148000.0,12129177000.0,52362772000.0,61624025000.0,8473449000.0,47687467000.0
2093.0,86300434000.0,49900835000.0,56910103000.0,36240750000.0,27602743000.0,11235859000.0,50270052000.0,58899886000.0,7519907000.0,45255050000.0
2094.0,84397070000.0,47850540000.0,55781646000.0,34664840000.0,25662073000.0,10006601000.0,47874224000.0,56617030000.0,6888023600.0,44085965000.0
2095.0,81353420000.0,46232900000.0,53503900000.0,33588220000.0,24619610000.0,8672447000.0,46454362000.0,54533165000.0,5962461000.0,42323292000.0
2096.0,77262790000.0,44831412000.0,51197450000.0,32398789000.0,23042191000.0,7696298500.0,44728500000.0,53071983000.0,5193696000.0,40348500000.0
2097.0,73813250000.0,43541150000.0,49414775000.0,30498132000.0,20746285000.0,6863128600.0,42587540000.0,51052390000.0,4434329000.0,38415440000.0
2098.0,70580080000.0,41712310000.0,48094794000.0,28937580000.0,19515156000.0,5861535000.0,40645296000.0,49597630000.0,3812496600.0,36640588000.0
2099.0,67973816000.0,40450437000.0,45811343000.0,27713516000.0,18274816000.0,5000809500.0,38650802000.0,47094034000.0,3250548500.0,34189790000.0
2100.0,65096425000.0,38879007000.0,44007367000.0,27101338000.0,16883586000.0,4399451000.0,36881230000.0,45095666000.0,2777136000.0,32727149000.0
