time,MRI-ESM2-0,IPSL-CM6A-LR,UKESM1-0-LL,GFDL-ESM4
2053.0,11790580000000.0,12549003000000.0,10077729000000.0,12344424000000.0
2054.0,11694726000000.0,12441667000000.0,9942282000000.0,12260404000000.0
2055.0,11582677000000.0,12360940000000.0,9783794000000.0,12156211000000.0
2056.0,11522457000000.0,12257885000000.0,9632467000000.0,12092260000000.0
2057.0,11439500000000.0,12165264000000.0,9486121000000.0,12010396000000.0
2058.0,11328427000000.0,12050996000000.0,9352976000000.0,11955878000000.0
2059.0,11306847000000.0,11962007000000.0,9226145000000.0,11882515000000.0
2060.0,11230420000000.0,11921647000000.0,9102815000000.0,11811086000000.0
2061.0,11246186000000.0,11869158000000.0,9009158000000.0,11779920000000.0
2062.0,11246632000000.0,11786154000000.0,8861286000000.0,11706545000000.0
2063.0,11114004000000.0,11739432000000.0,8727842000000.0,11611014000000.0
2064.0,11100410000000.0,11653637000000.0,8601085000000.0,11551828000000.0
2065.0,11058633000000.0,11609371000000.0,8492175000000.0,11478429000000.0
2066.0,11075761000000.0,11548094000000.0,8333529400000.0,11388691000000.0
2067.0,11073414000000.0,11451774000000.0,8218020400000.0,11363817000000.0
2068.0,11040585000000.0,11367901000000.0,8082628300000.0,11333513000000.0
2069.0,11055730000000.0,11257953000000.0,7920948300000.0,11272185000000.0
2070.0,10977283000000.0,11168376000000.0,7812699700000.0,11248388000000.0
2071.0,10968685000000.0,11095589000000.0,7703765000000.0,11212454000000.0
2072.0,10893108000000.0,11069679000000.0,7587046600000.0,11173762000000.0
2073.0,10829575000000.0,11034250000000.0,7500785500000.0,11090894000000.0
2074.0,10791164000000.0,10995493000000.0,7412942000000.0,11011783000000.0
2075.0,10730604000000.0,10961959000000.0,7327532400000.0,10979498000000.0
2076.0,10679080000000.0,10903215000000.0,7231691000000.0,10927589000000.0
2077.0,10654198000000.0,10846323000000.0,7117472000000.0,10856873000000.0
2078.0,10633686000000.0,10793209000000.0,7014546000000.0,10813765000000.0
2079.0,10615270000000.0,10707464000000.0,6906497700000.0,10747871000000.0
2080.0,10562752000000.0,10661929000000.0,6857622000000.0,10694369000000.0
2081.0,10466549000000.0,10610697000000.0,6766940700000.0,10644920000000.0
2082.0,10396790000000.0,10578639000000.0,6652752300000.0,10640486000000.0
2083.0,10381175000000.0,10530108000000.0,6538622000000.0,10628078000000.0
2084.0,10305948000000.0,10491899000000.0,6459904500000.0,10592304000000.0
2085.0,10264041000000.0,10429602000000.0,6401624000000.0,10581121000000.0
2086.0,10205109000000.0,10350462000000.0,6290947000000.0,10540349000000.0
2087.0,10143228000000.0,10279198000000.0,6190455000000.0,10556586000000.0
2088.0,10118922000000.0,10245350000000.0,6136955000000.0,10570498000000.0
2089.0,10114942000000.0,10183479000000.0,6074675500000.0,10526709000000.0
2090.0,10084188000000.0,10107416000000.0,5992686000000.0,10474994000000.0
2091.0,10060939000000.0,10048327000000.0,5891630300000.0,10436539000000.0
2092.0,10042434000000.0,10009896000000.0,5828119000000.0,10413034000000.0
2093.0,9999287000000.0,9987678000000.0,5745419000000.0,10327324000000.0
2094.0,9929090000000.0,9935704000000.0,5658742000000.0,10289869000000.0
2095.0,9924288000000.0,9869969000000.0,5586700700000.0,10246372000000.0
2096.0,9896035000000.0,9842279000000.0,5497360000000.0,10218244000000.0
2097.0,9861932000000.0,9784291000000.0,5429556000000.0,10163654000000.0
2098.0,9847458000000.0,9776449000000.0,5357829000000.0,10159620000000.0
2099.0,9831024000000.0,9739998000000.0,5311220000000.0,10149145000000.0
2100.0,9818694000000.0,9743760000000.0,5258155700000.0,10093229000000.0
