time,CNRM-ESM2-1,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,UKESM1-0-LL
2040.0,12981460000000.0,13100573000000.0,13227633000000.0,12075853000000.0,11842862000000.0
2041.0,12884520000000.0,13010986000000.0,13167033000000.0,11930436000000.0,11648144000000.0
2042.0,12736914000000.0,12888960000000.0,13078280000000.0,11727258000000.0,11427218000000.0
2043.0,12622862000000.0,12726475000000.0,12951113000000.0,11534373000000.0,11266262000000.0
2044.0,12523446000000.0,12610986000000.0,12859552000000.0,11379114000000.0,11041218000000.0
2045.0,12371637000000.0,12438030000000.0,12758522000000.0,11242096000000.0,10882809000000.0
2046.0,12228918000000.0,12333077000000.0,12650537000000.0,11097485000000.0,10693125000000.0
2047.0,12125841000000.0,12166125000000.0,12565985000000.0,10950662000000.0,10505058000000.0
2048.0,12018630000000.0,11979253000000.0,12427148000000.0,10800249000000.0,10282073000000.0
2049.0,11856223000000.0,11901455000000.0,12283965000000.0,10642606000000.0,10131603000000.0
2050.0,11774554000000.0,11810161000000.0,12212247000000.0,10502079000000.0,9958699000000.0
2051.0,11614934000000.0,11654750000000.0,12103102000000.0,10349594000000.0,9798160000000.0
2052.0,11512732000000.0,11503742000000.0,12027612000000.0,10157044000000.0,9591246000000.0
2053.0,11396595000000.0,11316570000000.0,11906000000000.0,9999968000000.0,9394017000000.0
2054.0,11337453000000.0,11149185000000.0,11807549000000.0,9847318000000.0,9198822000000.0
2055.0,11211586000000.0,11079374000000.0,11694985000000.0,9618252000000.0,9003675000000.0
2056.0,11110439000000.0,10928023000000.0,11628936000000.0,9506603000000.0,8806348000000.0
2057.0,11035201000000.0,10848257000000.0,11538429000000.0,9369190000000.0,8621760400000.0
2058.0,10891230000000.0,10700360000000.0,11432829000000.0,9193308000000.0,8413775000000.0
2059.0,10770573000000.0,10546539000000.0,11331821000000.0,9060236000000.0,8263259700000.0
2060.0,10659834000000.0,10444995000000.0,11217334000000.0,8898926000000.0,8108208300000.0
2061.0,10580241000000.0,10296587000000.0,11068880000000.0,8787517000000.0,7930382400000.0
2062.0,10536164000000.0,10218580000000.0,10930915000000.0,8633569500000.0,7717143400000.0
2063.0,10378143000000.0,10144144000000.0,10769311000000.0,8487485600000.0,7542021300000.0
2064.0,10267386000000.0,10008738000000.0,10663722000000.0,8375636600000.0,7395562500000.0
2065.0,10091480000000.0,9927599000000.0,10584199000000.0,8231778000000.0,7234520000000.0
2066.0,10022156000000.0,9857299000000.0,10487878000000.0,8118156700000.0,7046594000000.0
2067.0,9903603000000.0,9792597000000.0,10425387000000.0,7956484600000.0,6844638000000.0
2068.0,9771517000000.0,9727311000000.0,10292231000000.0,7855397700000.0,6684055400000.0
2069.0,9694074000000.0,9709146000000.0,10132031000000.0,7726834400000.0,6517114000000.0
2070.0,9549917000000.0,9673740000000.0,9986616000000.0,7609029500000.0,6357695600000.0
2071.0,9472561000000.0,9604196000000.0,9872073000000.0,7511073000000.0,6226874700000.0
2072.0,9349735000000.0,9487324000000.0,9763802000000.0,7418585500000.0,6093960000000.0
2073.0,9187011000000.0,9370165000000.0,9663720000000.0,7256273300000.0,5945383000000.0
2074.0,9045721000000.0,9286620000000.0,9549349000000.0,7196421700000.0,5804187500000.0
2075.0,8929492000000.0,9216753000000.0,9451194000000.0,7063896000000.0,5683363700000.0
2076.0,8783060000000.0,9117886000000.0,9333144000000.0,6949206000000.0,5569444000000.0
2077.0,8686706000000.0,8958568000000.0,9269915000000.0,6831468000000.0,5414395600000.0
2078.0,8565751000000.0,8935286000000.0,9196643000000.0,6736400400000.0,5291208300000.0
2079.0,8419351700000.0,8864298000000.0,9146105000000.0,6635334400000.0,5180110700000.0
2080.0,8295179400000.0,8761219000000.0,9050553000000.0,6561005000000.0,5100265000000.0
2081.0,8138392000000.0,8620564500000.0,8989011000000.0,6453638700000.0,4976654000000.0
2082.0,8019829600000.0,8556165000000.0,8891938000000.0,6357239500000.0,4860509400000.0
2083.0,7971168300000.0,8424677000000.0,8789410400000.0,6288449700000.0,4761087600000.0
2084.0,7848770000000.0,8344010000000.0,8696746700000.0,6206176400000.0,4645249000000.0
2085.0,7775629300000.0,8292960000000.0,8615048000000.0,6124890000000.0,4521391600000.0
2086.0,7688454400000.0,8228225000000.0,8540110000000.0,6076597500000.0,4421530000000.0
2087.0,7579465000000.0,8231550700000.0,8492162000000.0,5995712000000.0,4313757000000.0
2088.0,7513866500000.0,8215352300000.0,8406561000000.0,5941510500000.0,4210749600000.0
2089.0,7415714500000.0,8201560000000.0,8321018400000.0,5852446000000.0,4079788800000.0
2090.0,7315033400000.0,8149869000000.0,8242803500000.0,5790978000000.0,3974941000000.0
2091.0,7211807000000.0,8124600700000.0,8171718400000.0,5710286000000.0,3871990300000.0
2092.0,7125622300000.0,8091004000000.0,8108394000000.0,5665542600000.0,3818290400000.0
2093.0,7021719000000.0,8064118300000.0,8072377400000.0,5642291500000.0,3738663600000.0
2094.0,6917501500000.0,7996343600000.0,7991050000000.0,5571276000000.0,3651954000000.0
2095.0,6856532600000.0,7973791300000.0,7914505400000.0,5479260500000.0,3571284000000.0
2096.0,6770068600000.0,7926690000000.0,7850964000000.0,5421723500000.0,3488857200000.0
2097.0,6669955000000.0,7920796000000.0,7780421000000.0,5355280000000.0,3413331700000.0
2098.0,6627898400000.0,7840935000000.0,7725808400000.0,5300431000000.0,3323228800000.0
2099.0,6534604000000.0,7784181500000.0,7685208000000.0,5276006600000.0,3257988500000.0
2100.0,6423385000000.0,7730022600000.0,7626801300000.0,5192390000000.0,3167037700000.0
