time,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,GFDL-CM3,IPSL-CM5A-LR,GISS-E2-R,CNRM-CM5,CSIRO-MK3-6-0,CANESM2,CESM1-CAM5,CCSM4
2048.0,133578130000.0,132542020000.0,132210190000.0,138164500000.0,132049500000.0,133030450000.0,131537040000.0,131281175000.0,131313640000.0,129849180000.0,131618456000.0
2049.0,133876425000.0,132887570000.0,131942770000.0,135900220000.0,131776080000.0,132974720000.0,131412870000.0,131134310000.0,131073090000.0,129617840000.0,131333230000.0
2050.0,133656850000.0,132576200000.0,131860300000.0,136574600000.0,131426075000.0,132866830000.0,131229510000.0,130756230000.0,131016030000.0,129052640000.0,131174605000.0
2051.0,133444930000.0,132595530000.0,132216980000.0,136539990000.0,131522650000.0,132798880000.0,131052044000.0,130602600000.0,130675040000.0,128664986000.0,131364180000.0
2052.0,133877930000.0,132713456000.0,131680790000.0,134892790000.0,131297090000.0,133024610000.0,131006005000.0,130682580000.0,130399540000.0,128482165000.0,130962800000.0
2053.0,133296820000.0,132526760000.0,131643090000.0,135924110000.0,131472960000.0,133261960000.0,131253890000.0,130287990000.0,130596220000.0,128187420000.0,130865210000.0
2054.0,133310650000.0,132708120000.0,131190415000.0,135039650000.0,131264954000.0,134116870000.0,130546655000.0,130222640000.0,130060390000.0,127852280000.0,130603680000.0
2055.0,133042650000.0,132994070000.0,131477740000.0,134914180000.0,130886290000.0,133806770000.0,130492465000.0,130321740000.0,130182430000.0,127620960000.0,130387220000.0
2056.0,132868640000.0,133254520000.0,131402195000.0,134871654000.0,130957754000.0,132913040000.0,130045670000.0,129816084000.0,129663435000.0,127350050000.0,130171535000.0
2057.0,134108770000.0,133216880000.0,130797340000.0,134521815000.0,130802130000.0,132722070000.0,129855770000.0,129631120000.0,129588314000.0,127123400000.0,130361156000.0
2058.0,134570705000.0,132836180000.0,131063950000.0,134357066000.0,130727540000.0,132960790000.0,129644480000.0,129523530000.0,129699455000.0,126832886000.0,130345790000.0
2059.0,133697085000.0,132865430000.0,131061990000.0,134314890000.0,130534140000.0,132621850000.0,129676270000.0,129745380000.0,129339410000.0,126425194000.0,130165430000.0
2060.0,133044170000.0,132785460000.0,130608680000.0,135071650000.0,131119120000.0,132491330000.0,129288995000.0,129115865000.0,129431040000.0,126281670000.0,130652960000.0
2061.0,132773830000.0,132591190000.0,130379550000.0,134583980000.0,130688770000.0,132305700000.0,129055420000.0,129014410000.0,129381910000.0,125979350000.0,130183750000.0
2062.0,132813610000.0,132211860000.0,130313120000.0,134578250000.0,130682780000.0,132105800000.0,128439570000.0,128877520000.0,128963944000.0,125250200000.0,129727635000.0
2063.0,132799020000.0,132267745000.0,130210280000.0,136444400000.0,130689550000.0,132174790000.0,128560510000.0,128693805000.0,128599880000.0,124751225000.0,129656020000.0
2064.0,133629170000.0,132134410000.0,130170470000.0,135029790000.0,130075690000.0,132000990000.0,127977366000.0,128381020000.0,128702990000.0,124311850000.0,129465745000.0
2065.0,133528920000.0,132021530000.0,130520260000.0,134653820000.0,129969630000.0,131876430000.0,127974195000.0,127921520000.0,128218120000.0,123817410000.0,129346570000.0
2066.0,133037040000.0,131955360000.0,129833540000.0,134703640000.0,129958750000.0,131834225000.0,127603745000.0,127854264000.0,127781900000.0,123507550000.0,129670840000.0
2067.0,134017070000.0,132177370000.0,129544030000.0,135167070000.0,130089520000.0,131676815000.0,127364070000.0,127577520000.0,127682470000.0,123110500000.0,129509000000.0
2068.0,133172716000.0,131884730000.0,130161920000.0,135122190000.0,129751830000.0,131812950000.0,127245730000.0,127308505000.0,127281090000.0,122774070000.0,128917210000.0
2069.0,132729790000.0,131634455000.0,129747200000.0,135243430000.0,129256560000.0,131809075000.0,126958870000.0,127213160000.0,127247870000.0,122722790000.0,128696090000.0
2070.0,132676080000.0,131584700000.0,129642725000.0,135906020000.0,129413380000.0,131426160000.0,126694250000.0,127204570000.0,127249950000.0,122191070000.0,128251090000.0
2071.0,132855980000.0,131512460000.0,129543815000.0,136024424000.0,130022620000.0,131286750000.0,126379410000.0,127137480000.0,126605255000.0,121765290000.0,128246590000.0
2072.0,132934296000.0,131387376000.0,130214390000.0,135602990000.0,129287480000.0,131209930000.0,125879550000.0,126842170000.0,126589540000.0,121440420000.0,128192130000.0
2073.0,133610370000.0,131535585000.0,129295920000.0,135146880000.0,128858900000.0,131614600000.0,125873725000.0,126490620000.0,126282605000.0,120880366000.0,127892290000.0
2074.0,133098200000.0,131425440000.0,129213600000.0,134564810000.0,129156300000.0,131249594000.0,125484155000.0,126295750000.0,126305200000.0,120358230000.0,127968030000.0
2075.0,133844050000.0,131487080000.0,128765640000.0,134096220000.0,128773220000.0,131479910000.0,125110620000.0,126415370000.0,126155680000.0,120955440000.0,127677400000.0
2076.0,133430900000.0,131309986000.0,128570300000.0,133935720000.0,128274140000.0,130994060000.0,125029000000.0,126516700000.0,126856010000.0,119712420000.0,127271900000.0
2077.0,133194080000.0,131256370000.0,128446865000.0,134047580000.0,128078310000.0,130827050000.0,124705110000.0,126343230000.0,125979290000.0,118963765000.0,127274230000.0
2078.0,133305070000.0,131014670000.0,128515105000.0,134174384000.0,127926700000.0,130708060000.0,124418015000.0,125968564000.0,125523214000.0,118822630000.0,126879646000.0
2079.0,132979040000.0,131396440000.0,129045406000.0,133930530000.0,127525910000.0,131009724000.0,123946680000.0,125811974000.0,125411980000.0,118225854000.0,126712940000.0
2080.0,133099970000.0,131513680000.0,128869335000.0,134459510000.0,127285690000.0,130902380000.0,123610670000.0,125485150000.0,125300590000.0,117585720000.0,126868414000.0
2081.0,133891770000.0,130935480000.0,128367430000.0,134110855000.0,127832120000.0,130402640000.0,123439080000.0,125377350000.0,125038000000.0,117194605000.0,126576850000.0
2082.0,133360290000.0,131906550000.0,127816250000.0,134342470000.0,127894640000.0,130242130000.0,123035900000.0,125792210000.0,125937580000.0,116907680000.0,126212150000.0
2083.0,133330740000.0,131404180000.0,127932146000.0,134000560000.0,127048565000.0,130057060000.0,122542760000.0,124654720000.0,125332140000.0,116499190000.0,125908150000.0
2084.0,132902530000.0,130904470000.0,127384760000.0,134305100000.0,126530000000.0,130298380000.0,123014040000.0,124158340000.0,124764530000.0,116250790000.0,125705830000.0
2085.0,135251270000.0,130945300000.0,127583306000.0,136131280000.0,126162460000.0,129861214000.0,122590340000.0,124047000000.0,124770150000.0,115708890000.0,125829120000.0
2086.0,134051490000.0,130661730000.0,127540470000.0,134855570000.0,125915685000.0,129907016000.0,121965126000.0,123717100000.0,124072450000.0,115368540000.0,125812500000.0
2087.0,133736554000.0,131174460000.0,127276430000.0,134600530000.0,125545120000.0,129686000000.0,121593820000.0,123589320000.0,123824366000.0,115025030000.0,125186110000.0
2088.0,133667045000.0,131728350000.0,127009570000.0,135380664000.0,125374500000.0,129523050000.0,121286710000.0,123363560000.0,126192394000.0,114297620000.0,125904530000.0
2089.0,133694950000.0,130958140000.0,127233860000.0,134441380000.0,125178760000.0,129459724000.0,121113420000.0,123019220000.0,124671615000.0,113714840000.0,125099550000.0
2090.0,133456570000.0,131608320000.0,127191106000.0,134166585000.0,125416540000.0,129572364000.0,120824920000.0,122734950000.0,123614085000.0,113487760000.0,124767130000.0
2091.0,135017830000.0,131267764000.0,127317344000.0,134926790000.0,124859090000.0,129341480000.0,120684390000.0,122537705000.0,123462910000.0,113335000000.0,124818100000.0
2092.0,134518360000.0,130652830000.0,126988760000.0,134114755000.0,124543050000.0,129363800000.0,120533480000.0,122323540000.0,123128450000.0,112576880000.0,124856160000.0
2093.0,133380520000.0,130540360000.0,127127280000.0,133687480000.0,124406400000.0,128845726000.0,119775000000.0,121850530000.0,122815630000.0,111932960000.0,124420190000.0
2094.0,133499320000.0,131257434000.0,126882870000.0,133641570000.0,124488460000.0,128575100000.0,119442070000.0,121668485000.0,122494970000.0,111539356000.0,124708710000.0
2095.0,132971850000.0,130247290000.0,126613770000.0,133689630000.0,124319060000.0,128628880000.0,118942695000.0,121513920000.0,122309616000.0,111327230000.0,124098030000.0
2096.0,133152010000.0,130081080000.0,126603000000.0,133384580000.0,123925560000.0,128456380000.0,118547150000.0,121172200000.0,122327570000.0,111114990000.0,123833760000.0
2097.0,133190970000.0,129908450000.0,126093580000.0,133537920000.0,123803210000.0,128412550000.0,118498590000.0,121214200000.0,122011270000.0,111223824000.0,123478204000.0
2098.0,133286050000.0,130017370000.0,126199005000.0,133394880000.0,123636130000.0,128354550000.0,118204850000.0,120570250000.0,121715440000.0,110165656000.0,123632910000.0
2099.0,134613330000.0,130078630000.0,125882250000.0,133161970000.0,123798090000.0,128359500000.0,117889090000.0,120447420000.0,121521070000.0,109441720000.0,123279930000.0
2100.0,133636060000.0,129911280000.0,125785660000.0,133001800000.0,123519970000.0,127598470000.0,117723300000.0,120110110000.0,121151040000.0,108784574000.0,123064290000.0
