time,GFDL-CM3,NORESM1-M,MPI-ESM-LR,GFDL-ESM2G,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R,IPSL-CM5A-LR,CANESM2
2027.0,137787150000.0,133708030000.0,134095260000.0,134035550000.0,133823380000.0,133501820000.0,134113700000.0,133825930000.0,134424670000.0,134257580000.0
2028.0,135405110000.0,133615920000.0,134805440000.0,133987110000.0,133635310000.0,133659230000.0,134130080000.0,133820090000.0,134324790000.0,133663390000.0
2029.0,135444816000.0,133489290000.0,134155300000.0,133896495000.0,133661370000.0,133691510000.0,133629200000.0,133735285000.0,134327300000.0,133712140000.0
2030.0,134570880000.0,133394880000.0,133839550000.0,134290784000.0,133518565000.0,133468880000.0,133360075000.0,133592154000.0,134102450000.0,134409175000.0
2031.0,134403570000.0,133377390000.0,133739225000.0,134057230000.0,133165285000.0,133614600000.0,133058330000.0,133718590000.0,133679670000.0,133572805000.0
2032.0,134122590000.0,133461970000.0,133276885000.0,134441180000.0,133160090000.0,133325700000.0,133229490000.0,133440930000.0,134050955000.0,133333344000.0
2033.0,135019970000.0,133294330000.0,133366690000.0,133628990000.0,132976930000.0,133005780000.0,132993780000.0,133169400000.0,134152430000.0,133287760000.0
2034.0,134573680000.0,133168630000.0,133166970000.0,133451170000.0,132896800000.0,132925570000.0,132971280000.0,133485940000.0,133307015000.0,133021190000.0
2035.0,134248160000.0,133518320000.0,133062220000.0,133245330000.0,132890600000.0,132591720000.0,133190260000.0,133117160000.0,133322830000.0,133283504000.0
2036.0,134173140000.0,133274894000.0,133054660000.0,133160935000.0,132541650000.0,132435620000.0,132784620000.0,133003980000.0,133335870000.0,132931500000.0
2037.0,134048740000.0,133129314000.0,133005020000.0,133078830000.0,132574994000.0,132551470000.0,132669555000.0,133535290000.0,132988890000.0,132934210000.0
2038.0,134110175000.0,133010235000.0,132760590000.0,133170600000.0,132338680000.0,132100980000.0,132457780000.0,133465820000.0,132939630000.0,132819440000.0
2039.0,134308410000.0,132664630000.0,132857540000.0,132950794000.0,132178090000.0,131806765000.0,132840825000.0,133140850000.0,132891540000.0,132809800000.0
2040.0,133672240000.0,132757120000.0,132669600000.0,133022370000.0,132119490000.0,131830910000.0,132266970000.0,133035120000.0,133266830000.0,132478400000.0
2041.0,133836145000.0,132505570000.0,132486500000.0,132979920000.0,131887370000.0,131568620000.0,131937690000.0,132722205000.0,133859470000.0,132362535000.0
2042.0,133702140000.0,133139580000.0,132290930000.0,132698610000.0,131618510000.0,131325490000.0,131712510000.0,132621115000.0,133285040000.0,132194490000.0
2043.0,133697890000.0,132251940000.0,132257325000.0,132699430000.0,131515210000.0,131339534000.0,131448660000.0,132650360000.0,132883420000.0,132121590000.0
2044.0,134193350000.0,132138385000.0,132093720000.0,133010740000.0,131271750000.0,131026130000.0,131182620000.0,132347780000.0,132382230000.0,132106480000.0
2045.0,133956070000.0,132100006000.0,131944284000.0,132574800000.0,131170890000.0,131096800000.0,130957630000.0,132285910000.0,132061495000.0,131889250000.0
2046.0,133467260000.0,131834634000.0,131815170000.0,132455660000.0,130919090000.0,130495800000.0,130794910000.0,132185350000.0,131919200000.0,131700080000.0
2047.0,133638130000.0,131694210000.0,131649190000.0,132361930000.0,130865010000.0,130564870000.0,130720730000.0,132174560000.0,131908830000.0,131525755000.0
2048.0,133164510000.0,131591530000.0,131457980000.0,132076270000.0,130633750000.0,130668220000.0,130294915000.0,132554120000.0,131815890000.0,131418070000.0
2049.0,133083080000.0,131392260000.0,131319110000.0,132272800000.0,130109440000.0,130106960000.0,130106660000.0,132422700000.0,131643880000.0,131559980000.0
2050.0,133281020000.0,131423390000.0,131311650000.0,132287260000.0,130186396000.0,129667890000.0,129885480000.0,131913335000.0,131753640000.0,131155755000.0
2051.0,134106200000.0,131151585000.0,131009890000.0,131863820000.0,129863070000.0,129471710000.0,129500590000.0,131454910000.0,131350780000.0,130970920000.0
2052.0,134054400000.0,130970214000.0,130723004000.0,131874430000.0,129596465000.0,129019120000.0,129275780000.0,131360580000.0,131181680000.0,130696390000.0
2053.0,133692470000.0,130769390000.0,130610820000.0,131702780000.0,129237400000.0,128720240000.0,129180790000.0,131198950000.0,131057040000.0,130566140000.0
2054.0,133336440000.0,130372170000.0,130308930000.0,131484090000.0,129103550000.0,128534640000.0,128485890000.0,131036370000.0,130697175000.0,130162690000.0
2055.0,133068150000.0,130487560000.0,130440280000.0,131385110000.0,128681230000.0,128335360000.0,128158000000.0,130828520000.0,131399390000.0,130100210000.0
2056.0,133223530000.0,130046575000.0,130585160000.0,131334240000.0,128494840000.0,127848890000.0,127849054000.0,130667045000.0,130454320000.0,129836370000.0
2057.0,133334120000.0,129924900000.0,130216575000.0,131250040000.0,128291450000.0,127488010000.0,127153090000.0,130830890000.0,129893410000.0,129727996000.0
2058.0,133235745000.0,130112864000.0,130129390000.0,131187520000.0,127879450000.0,127272395000.0,126680646000.0,130581700000.0,129695605000.0,129522860000.0
2059.0,132869430000.0,129758830000.0,130016850000.0,131005940000.0,127529970000.0,127059894000.0,126694470000.0,130346810000.0,129351390000.0,129079640000.0
2060.0,133254414000.0,129799200000.0,130015200000.0,130773790000.0,127360760000.0,126660870000.0,125702250000.0,130277010000.0,129056240000.0,128903030000.0
2061.0,133262200000.0,129428470000.0,129574250000.0,130774130000.0,126854590000.0,126514766000.0,125209100000.0,130147110000.0,128861585000.0,128626970000.0
2062.0,133213544000.0,129276715000.0,129492070000.0,130736880000.0,126266890000.0,125838060000.0,124977880000.0,129908834000.0,128844830000.0,128345570000.0
2063.0,133176615000.0,129070670000.0,129196320000.0,130473290000.0,125980720000.0,125562450000.0,124374810000.0,129725430000.0,128396380000.0,128120504000.0
2064.0,132617260000.0,128769330000.0,129017274000.0,130171290000.0,125612030000.0,125214835000.0,123937910000.0,129677150000.0,128033220000.0,127979190000.0
2065.0,132635720000.0,128291996000.0,128836166000.0,130116800000.0,125009120000.0,124477570000.0,123690090000.0,129727580000.0,127415240000.0,127513460000.0
2066.0,133225300000.0,128085130000.0,128719910000.0,129909150000.0,124590770000.0,123993840000.0,123192280000.0,129084785000.0,127140300000.0,127063700000.0
2067.0,133818120000.0,127813984000.0,128364290000.0,129670830000.0,124080040000.0,123253980000.0,122690410000.0,128737780000.0,126732350000.0,126669150000.0
2068.0,132338850000.0,127518695000.0,128154360000.0,129595690000.0,123786396000.0,122804890000.0,122302730000.0,128872040000.0,126472850000.0,126260840000.0
2069.0,132262780000.0,127233425000.0,127674860000.0,129520460000.0,123387310000.0,122334970000.0,121528480000.0,128480380000.0,126102160000.0,125928210000.0
2070.0,132301090000.0,126815010000.0,127528310000.0,129513950000.0,122572780000.0,121663660000.0,120617040000.0,128387770000.0,125679720000.0,125393850000.0
2071.0,132104850000.0,126596970000.0,127394750000.0,129183195000.0,122047900000.0,120864650000.0,119905436000.0,128187740000.0,125360610000.0,124808710000.0
2072.0,131880080000.0,126439970000.0,127011990000.0,129010524000.0,121446640000.0,120482650000.0,119289640000.0,127785380000.0,124794315000.0,124434980000.0
2073.0,132062800000.0,126310790000.0,126837055000.0,128930750000.0,121115690000.0,119906850000.0,118494670000.0,127466570000.0,124336650000.0,124069994000.0
2074.0,131751670000.0,126084170000.0,126492615000.0,128745670000.0,120584390000.0,119280050000.0,117750250000.0,127123200000.0,124200710000.0,123617300000.0
2075.0,132050320000.0,125798210000.0,126113595000.0,128497670000.0,120098830000.0,118231335000.0,117385790000.0,126853620000.0,123569504000.0,122930200000.0
2076.0,131407405000.0,125322600000.0,126129690000.0,128351230000.0,119051000000.0,117663285000.0,116676550000.0,126695250000.0,122982800000.0,122564714000.0
2077.0,131208960000.0,125053800000.0,125815505000.0,128206864000.0,118252640000.0,116919150000.0,116115190000.0,126457190000.0,122662535000.0,122122980000.0
2078.0,131144335000.0,124644200000.0,125454990000.0,127955300000.0,117719564000.0,115950760000.0,115255080000.0,125871284000.0,122117450000.0,121704060000.0
2079.0,131073660000.0,124326150000.0,125152750000.0,127901925000.0,116891580000.0,115355290000.0,114180375000.0,125731594000.0,121233680000.0,121206730000.0
2080.0,131239756000.0,123840670000.0,124872870000.0,127296430000.0,115874234000.0,114433350000.0,112982800000.0,125602060000.0,120944510000.0,120431340000.0
2081.0,130964360000.0,123370090000.0,124453814000.0,126968340000.0,115169150000.0,113743440000.0,112060100000.0,125172870000.0,120444500000.0,119785980000.0
2082.0,130695150000.0,123070230000.0,124105450000.0,126771080000.0,114257584000.0,112915550000.0,111246385000.0,124805830000.0,120052720000.0,119276270000.0
2083.0,130417590000.0,122616090000.0,123697510000.0,126572400000.0,112953336000.0,112065860000.0,110296320000.0,124399600000.0,119510320000.0,118658900000.0
2084.0,130209350000.0,122053540000.0,123170520000.0,126476340000.0,111567815000.0,111222680000.0,109541060000.0,124119280000.0,118655980000.0,117907250000.0
2085.0,129925366000.0,121814310000.0,122579034000.0,125944370000.0,110570160000.0,110216990000.0,108148240000.0,123529370000.0,117659410000.0,117167830000.0
2086.0,129590370000.0,121287380000.0,122397890000.0,125630060000.0,109521350000.0,109249520000.0,107328340000.0,123282850000.0,116852425000.0,116600830000.0
2087.0,129304700000.0,120920360000.0,121827860000.0,125443860000.0,108524870000.0,108750800000.0,106261790000.0,122958520000.0,116436360000.0,115931510000.0
2088.0,129124510000.0,120351830000.0,121379350000.0,125241250000.0,107747385000.0,107510150000.0,105085430000.0,122669875000.0,116189150000.0,115170740000.0
2089.0,129060260000.0,119863116000.0,120676760000.0,124944040000.0,106334670000.0,106468295000.0,103828550000.0,122361780000.0,115285890000.0,114512170000.0
2090.0,128615850000.0,119403040000.0,120200350000.0,124769075000.0,105421770000.0,105256124000.0,102484320000.0,122409030000.0,114387990000.0,113912070000.0
2091.0,128265550000.0,118645450000.0,119793820000.0,124598256000.0,104254240000.0,104177970000.0,101257904000.0,121787520000.0,113098160000.0,112552250000.0
2092.0,127947860000.0,117872880000.0,119242910000.0,124072380000.0,103320970000.0,102717570000.0,99947815000.0,121297570000.0,112547020000.0,112002280000.0
2093.0,127683090000.0,117413460000.0,118767140000.0,124052090000.0,101878910000.0,101285070000.0,98581690000.0,120820064000.0,111933220000.0,111106900000.0
2094.0,127334610000.0,116841400000.0,118410790000.0,123659350000.0,100601150000.0,99860110000.0,97011680000.0,120522570000.0,111022480000.0,110237880000.0
2095.0,127181320000.0,116297400000.0,117982010000.0,123343910000.0,99672190000.0,97675960000.0,95674474000.0,120082964000.0,110223440000.0,109056920000.0
2096.0,126487150000.0,115711115000.0,117487100000.0,122731700000.0,98287010000.0,96100655000.0,93570335000.0,119666420000.0,109541550000.0,108173090000.0
2097.0,126175620000.0,115056250000.0,117060060000.0,122305290000.0,96792270000.0,94130960000.0,92361330000.0,119160910000.0,108848366000.0,107297310000.0
2098.0,125920846000.0,114283600000.0,116604480000.0,121978920000.0,95504880000.0,92442214000.0,90502100000.0,118701130000.0,107919925000.0,106737500000.0
2099.0,125672866000.0,113240130000.0,115750210000.0,121715280000.0,94058380000.0,90747240000.0,89137455000.0,118353760000.0,107252700000.0,105832880000.0
2100.0,125226510000.0,112581240000.0,115259515000.0,121257660000.0,92569790000.0,89267630000.0,87792470000.0,118042740000.0,106918130000.0,105047065000.0
