time,CANESM2,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-CM3,CNRM-CM5,CCSM4,CESM1-CAM5,GFDL-ESM2G,GISS-E2-R
2011.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0,793252100000.0
2012.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0,787780530000.0
2013.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0,718000500000.0
2021.0,712692800000.0,711109840000.0,703343100000.0,711642250000.0,712221200000.0,695868600000.0,711145400000.0,713505960000.0,706004450000.0,701831450000.0,704282900000.0
2022.0,697935100000.0,693431300000.0,697507300000.0,691529600000.0,706940100000.0,680931200000.0,697233400000.0,693887600000.0,697306640000.0,683372300000.0,706705160000.0
2023.0,686070240000.0,677446900000.0,703692800000.0,678255070000.0,692891400000.0,657472400000.0,683697700000.0,684716500000.0,688894440000.0,666600540000.0,701912250000.0
2024.0,681927840000.0,661000000000.0,695139240000.0,666784100000.0,692186640000.0,639437960000.0,675261500000.0,664807000000.0,680213540000.0,655643250000.0,694599900000.0
2025.0,657254060000.0,637003560000.0,684560150000.0,652784300000.0,685691600000.0,612672140000.0,669789600000.0,656121900000.0,676513640000.0,641252400000.0,676370500000.0
2026.0,634353500000.0,631322800000.0,681615300000.0,635127500000.0,660722900000.0,583862700000.0,654269740000.0,662695400000.0,670197900000.0,635485360000.0,664776900000.0
2027.0,614363500000.0,617049300000.0,669462230000.0,632224500000.0,649351300000.0,559864100000.0,634831600000.0,642592150000.0,656321350000.0,618959400000.0,659893500000.0
2028.0,591484100000.0,604787400000.0,660362100000.0,621195800000.0,627331960000.0,535484140000.0,612406800000.0,642538400000.0,645091750000.0,608288000000.0,644417850000.0
2029.0,582920000000.0,586330730000.0,645794800000.0,593141900000.0,617728640000.0,511645900000.0,594501040000.0,622588460000.0,635997400000.0,599874670000.0,640303200000.0
2030.0,579668300000.0,576075000000.0,625899140000.0,582220450000.0,606285200000.0,480298470000.0,585903440000.0,606668200000.0,618177900000.0,588030900000.0,629922200000.0
2031.0,573765900000.0,562082200000.0,621973540000.0,565579800000.0,606274260000.0,451302500000.0,574143660000.0,600058600000.0,614622200000.0,581156500000.0,621408700000.0
2032.0,556758000000.0,554526830000.0,604001530000.0,549954060000.0,591825500000.0,423462170000.0,560749000000.0,587652300000.0,596914900000.0,557551500000.0,610216640000.0
2033.0,560334600000.0,535988400000.0,601609540000.0,531192770000.0,580069400000.0,400318370000.0,549441500000.0,577038500000.0,586613900000.0,546777660000.0,603756100000.0
2034.0,542122480000.0,519827360000.0,601180400000.0,524225800000.0,558316400000.0,375446570000.0,544346800000.0,560781700000.0,565208940000.0,539917600000.0,602838600000.0
2035.0,529375360000.0,509772100000.0,583218560000.0,507653900000.0,542120840000.0,355539320000.0,535740200000.0,549965460000.0,540690450000.0,531094730000.0,610244170000.0
2036.0,518916240000.0,490720430000.0,571848500000.0,487542000000.0,522573800000.0,336139030000.0,526196200000.0,541803020000.0,534784740000.0,514405500000.0,607711700000.0
2037.0,504119720000.0,487619530000.0,555038900000.0,468533400000.0,515906930000.0,319978960000.0,511731900000.0,535332200000.0,521391370000.0,497642180000.0,599456900000.0
2038.0,489526900000.0,476224100000.0,538596840000.0,451310130000.0,505501970000.0,301321500000.0,502019800000.0,514677800000.0,506931870000.0,492442780000.0,594862000000.0
2039.0,472724600000.0,462973530000.0,529290720000.0,446915120000.0,499864730000.0,282084250000.0,492817300000.0,508861780000.0,493806220000.0,486765850000.0,585290350000.0
2040.0,470519680000.0,460695570000.0,509779970000.0,429713800000.0,493011000000.0,266760780000.0,477165900000.0,504549570000.0,484681840000.0,470494020000.0,579816850000.0
2041.0,465130620000.0,448288650000.0,488044130000.0,414714040000.0,486002070000.0,256101370000.0,467063960000.0,499079940000.0,467142050000.0,461693550000.0,578763750000.0
2042.0,453708380000.0,443209100000.0,476577560000.0,404096160000.0,472601620000.0,241682890000.0,456906200000.0,485201180000.0,455084280000.0,454575720000.0,575520300000.0
2043.0,443723480000.0,428875800000.0,464026240000.0,394948640000.0,463289600000.0,228608970000.0,440671960000.0,477148700000.0,443232650000.0,441782500000.0,570976440000.0
2044.0,443343240000.0,414104850000.0,451663130000.0,381150860000.0,450085200000.0,217033470000.0,430464000000.0,465909740000.0,427564630000.0,435494750000.0,564386900000.0
2045.0,438078670000.0,395618780000.0,431647330000.0,368913120000.0,431911760000.0,206355280000.0,422361630000.0,458010530000.0,417137200000.0,425908800000.0,558890500000.0
2046.0,434446530000.0,385295880000.0,420574600000.0,359246100000.0,424989980000.0,200388230000.0,411252500000.0,454014960000.0,410136400000.0,413209460000.0,557657000000.0
2047.0,419572650000.0,383904740000.0,414103370000.0,343735270000.0,406620180000.0,188862900000.0,399366950000.0,450951680000.0,395552520000.0,402392480000.0,544344000000.0
2048.0,417488670000.0,372995500000.0,407280780000.0,346157940000.0,390513950000.0,181167900000.0,389082220000.0,432963680000.0,396602640000.0,396020580000.0,545499450000.0
2049.0,402601770000.0,365824340000.0,388790060000.0,339996020000.0,380223520000.0,174001130000.0,373746040000.0,425901360000.0,392322680000.0,385773240000.0,549896900000.0
2050.0,394210400000.0,351837620000.0,378596330000.0,332079960000.0,373100680000.0,167252410000.0,360081360000.0,418290400000.0,383765640000.0,383973230000.0,532913360000.0
2051.0,378989100000.0,343296250000.0,370263650000.0,320515540000.0,368250950000.0,161222840000.0,350011820000.0,411994200000.0,372020800000.0,371928270000.0,523282640000.0
2052.0,366993870000.0,337976560000.0,355236280000.0,309661500000.0,358825000000.0,155241120000.0,341138050000.0,402035830000.0,360476930000.0,363717700000.0,512266570000.0
2053.0,361757380000.0,327768640000.0,342995040000.0,299481900000.0,349563750000.0,151228960000.0,331083700000.0,393383200000.0,352315900000.0,354415280000.0,498348700000.0
2054.0,350264950000.0,333013780000.0,332678660000.0,288958250000.0,337648580000.0,146032180000.0,326290960000.0,388616100000.0,343271150000.0,346562530000.0,483956520000.0
2055.0,346253100000.0,328619950000.0,323109880000.0,282056820000.0,325585960000.0,139381440000.0,318814300000.0,378810600000.0,330740920000.0,344815080000.0,475380000000.0
2056.0,331898880000.0,328697940000.0,313327500000.0,271938850000.0,314263760000.0,134832325000.0,306920520000.0,364890320000.0,322017230000.0,336773450000.0,473834230000.0
2057.0,323024700000.0,323585150000.0,306039320000.0,259882450000.0,304173150000.0,128378860000.0,302146620000.0,357201050000.0,316868200000.0,328585020000.0,465330340000.0
2058.0,314268220000.0,316849100000.0,300220600000.0,255713510000.0,299814400000.0,124438940000.0,295069840000.0,355190470000.0,310561870000.0,322990930000.0,460790860000.0
2059.0,302977400000.0,312248800000.0,292355470000.0,250801540000.0,289131270000.0,121301520000.0,291259680000.0,349874360000.0,305605480000.0,319588700000.0,464960780000.0
2060.0,296753500000.0,303422400000.0,283986230000.0,247850060000.0,282656240000.0,117335700000.0,283100640000.0,340426980000.0,296177730000.0,311041600000.0,457545550000.0
2061.0,289381450000.0,299883530000.0,276521520000.0,246995170000.0,275132500000.0,113834074000.0,277417620000.0,329910500000.0,288695000000.0,310147060000.0,451079270000.0
2062.0,278641600000.0,296254100000.0,275605600000.0,244910300000.0,271793370000.0,109974240000.0,272439380000.0,321589940000.0,285925080000.0,303900200000.0,444887270000.0
2063.0,263413500000.0,288428950000.0,268646990000.0,234031040000.0,264874700000.0,104932900000.0,273661760000.0,312499100000.0,277446700000.0,301907180000.0,433514380000.0
2064.0,252872500000.0,283677100000.0,264441950000.0,231715670000.0,266167810000.0,102874450000.0,268497440000.0,305519700000.0,271554580000.0,299430180000.0,423170280000.0
2065.0,245612200000.0,278940800000.0,256086560000.0,218743700000.0,255782630000.0,99226670000.0,268070490000.0,297620540000.0,264924790000.0,294419960000.0,413859000000.0
2066.0,241174860000.0,283745900000.0,251027460000.0,211097500000.0,255050060000.0,98153780000.0,267884790000.0,291236800000.0,257838470000.0,291255450000.0,408513450000.0
2067.0,238159300000.0,277608100000.0,243351270000.0,203727260000.0,253114220000.0,94968600000.0,261590040000.0,283615760000.0,251208290000.0,285739350000.0,404467780000.0
2068.0,233547560000.0,277035940000.0,238759540000.0,199153750000.0,244404220000.0,91249210000.0,259167500000.0,282235000000.0,243534180000.0,283702530000.0,402521700000.0
2069.0,229204400000.0,270307380000.0,235044700000.0,196861500000.0,250243960000.0,89348030000.0,252399190000.0,282090570000.0,240864300000.0,273647600000.0,394237970000.0
2070.0,223195600000.0,268015670000.0,239840580000.0,194916380000.0,247659350000.0,87370690000.0,251174060000.0,272133820000.0,234924750000.0,270807520000.0,389572500000.0
2071.0,218900820000.0,260389130000.0,231778550000.0,188080140000.0,251605340000.0,85602340000.0,245155800000.0,270909930000.0,229701420000.0,269495140000.0,385549340000.0
2072.0,215183070000.0,254307630000.0,234124380000.0,186302170000.0,242442910000.0,84476350000.0,244080570000.0,266683430000.0,226722320000.0,266309440000.0,379868740000.0
2073.0,214200630000.0,252507100000.0,233352690000.0,180337800000.0,236234830000.0,84315860000.0,240521870000.0,261871900000.0,224408860000.0,262006160000.0,376521200000.0
2074.0,216172050000.0,246859170000.0,233223080000.0,179721810000.0,234004090000.0,82076430000.0,241684040000.0,258036480000.0,217330530000.0,257040580000.0,372414220000.0
2075.0,212540650000.0,242843810000.0,225973370000.0,179222770000.0,230000800000.0,80459320000.0,238384960000.0,254494500000.0,214450110000.0,255497580000.0,369334160000.0
2076.0,210498270000.0,242609620000.0,223538000000.0,181798880000.0,224944700000.0,80250730000.0,236723910000.0,249813270000.0,214386850000.0,255019610000.0,358268200000.0
2077.0,207544390000.0,239064470000.0,222195800000.0,174683110000.0,219273230000.0,79496690000.0,231525810000.0,251288760000.0,209020450000.0,253195730000.0,361328640000.0
2078.0,198614780000.0,236041750000.0,219422050000.0,168278260000.0,214115760000.0,77699520000.0,229139600000.0,249794460000.0,208582660000.0,251936440000.0,352781830000.0
2079.0,197021730000.0,238724840000.0,216992610000.0,167583610000.0,207886570000.0,77121544000.0,223628690000.0,244453460000.0,206769010000.0,244066660000.0,343779340000.0
2080.0,193290930000.0,235169280000.0,213643440000.0,166158710000.0,203444450000.0,75673380000.0,220946510000.0,239062020000.0,206929890000.0,243352600000.0,343540730000.0
2081.0,191761240000.0,231387510000.0,210325290000.0,161174180000.0,196317710000.0,74249870000.0,219328820000.0,237001750000.0,203549470000.0,242397380000.0,341033750000.0
2082.0,192232960000.0,230775370000.0,209247490000.0,166290260000.0,191475170000.0,72486730000.0,214735590000.0,238595570000.0,199913050000.0,239271300000.0,336382430000.0
2083.0,196417490000.0,224925960000.0,210224640000.0,159725240000.0,185493670000.0,71972080000.0,208255290000.0,237850500000.0,195735540000.0,238646800000.0,331205000000.0
2084.0,194452130000.0,220319300000.0,209254040000.0,157216360000.0,180750250000.0,71431510000.0,201556980000.0,231546910000.0,191750770000.0,239258200000.0,321602650000.0
2085.0,190052520000.0,218954240000.0,206449890000.0,155314830000.0,179198790000.0,71013820000.0,197574310000.0,227914610000.0,186299500000.0,243902120000.0,315842560000.0
2086.0,186366700000.0,217215320000.0,204198100000.0,151702100000.0,174492700000.0,70438530000.0,196693050000.0,225066090000.0,181892580000.0,242637550000.0,314711570000.0
2087.0,188573660000.0,220858000000.0,201192570000.0,151554490000.0,168927940000.0,68289770000.0,191789610000.0,226052850000.0,182279620000.0,241897880000.0,311288600000.0
2088.0,193887300000.0,221028860000.0,194553870000.0,150333240000.0,166845270000.0,65611637000.0,186656300000.0,225313620000.0,178041830000.0,237854160000.0,312785040000.0
2089.0,188424100000.0,219244170000.0,191898480000.0,146602360000.0,159841260000.0,64435253000.0,184978400000.0,223657790000.0,174346860000.0,237845480000.0,312075100000.0
2090.0,190164400000.0,213175840000.0,190849320000.0,144697790000.0,153784900000.0,65800372000.0,183444650000.0,222722110000.0,169751070000.0,232683930000.0,305759100000.0
2091.0,186512650000.0,210402250000.0,187694840000.0,141189680000.0,152449680000.0,63982540000.0,181251640000.0,223713180000.0,167281120000.0,228903010000.0,303891600000.0
2092.0,183560810000.0,207172200000.0,184572770000.0,139747200000.0,146835310000.0,63276515000.0,181959430000.0,224394600000.0,163466900000.0,228983420000.0,304577000000.0
2093.0,179673840000.0,207910620000.0,187982360000.0,135846130000.0,144089970000.0,62088565000.0,180537050000.0,224279630000.0,158135350000.0,228390810000.0,305494160000.0
2094.0,179209900000.0,202614900000.0,189208220000.0,132079804000.0,141492850000.0,61542277000.0,179295140000.0,223957500000.0,159653230000.0,229706710000.0,304981300000.0
2095.0,175694870000.0,198854430000.0,188293190000.0,135704850000.0,139111960000.0,60662874000.0,178293340000.0,218661900000.0,155977780000.0,227536830000.0,302867050000.0
2096.0,171121720000.0,197516300000.0,186411650000.0,136625130000.0,142086640000.0,59105370000.0,178304780000.0,217461720000.0,154698430000.0,225183240000.0,297771660000.0
2097.0,176461730000.0,194037450000.0,183807500000.0,138433890000.0,147947620000.0,59845575000.0,176081760000.0,215855610000.0,154483770000.0,221596060000.0,295980600000.0
2098.0,172662150000.0,192741230000.0,181250830000.0,137259980000.0,152303190000.0,59552453000.0,175721820000.0,214614260000.0,151087500000.0,224884650000.0,300986860000.0
2099.0,168827760000.0,185892370000.0,181400570000.0,134809860000.0,152754570000.0,59465187000.0,173267440000.0,212854800000.0,149698130000.0,222258280000.0,304913220000.0
2100.0,166118540000.0,185470500000.0,181638800000.0,136733820000.0,155358450000.0,59836920000.0,170078010000.0,211754710000.0,149477490000.0,224047170000.0,301178520000.0
