time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2075.0,7481649700.0,19940264000.0,22742480000.0,19965972000.0,12649533000.0
2076.0,7349928000.0,19612619000.0,22563461000.0,19662416000.0,12359151000.0
2077.0,7397393400.0,20549982000.0,22399762000.0,19279948000.0,12375810000.0
2078.0,7321542000.0,20504803000.0,21733265000.0,18940772000.0,12151630000.0
2079.0,7095410700.0,19963173000.0,21413048000.0,18640808000.0,11882514000.0
2080.0,6934127000.0,20216345000.0,21510046000.0,18474162000.0,11703185000.0
2081.0,6830707700.0,19375143000.0,21100718000.0,18024989000.0,11434058000.0
2082.0,6696562700.0,19010232000.0,21445704000.0,17676290000.0,11236307000.0
2083.0,6592840000.0,18810579000.0,20548420000.0,17525029000.0,11096988000.0
2084.0,7306896400.0,18516457000.0,20236714000.0,17211562000.0,10942984000.0
2085.0,6620418600.0,18681969000.0,20079868000.0,16853308000.0,10708713000.0
2086.0,6607365000.0,18264404000.0,19825553000.0,16659363000.0,10705563000.0
2087.0,6427374000.0,18214396000.0,19537250000.0,16420228000.0,10425744000.0
2088.0,7027671600.0,21005777000.0,19238207000.0,16215092000.0,10270055000.0
2089.0,6847319000.0,19691150000.0,19113308000.0,16078740000.0,10283704000.0
2090.0,6357114400.0,18744048000.0,19474244000.0,15967735000.0,10038030000.0
2091.0,6252375600.0,18412376000.0,18990664000.0,15860051000.0,10233694000.0
2092.0,6272894000.0,18707507000.0,18721765000.0,15760062000.0,10214906000.0
2093.0,6139632600.0,18132150000.0,18593990000.0,15474768000.0,9918949000.0
2094.0,6150017500.0,18248567000.0,18671294000.0,15398845000.0,9638245000.0
2095.0,6112537000.0,18883205000.0,18067896000.0,15169696000.0,9515352000.0
2096.0,6046433300.0,19054985000.0,17909017000.0,15288625000.0,9652980000.0
2097.0,6020364300.0,17664465000.0,20185274000.0,14871571000.0,9538290000.0
2098.0,6086184400.0,17543008000.0,19493370000.0,16057992000.0,9159563000.0
2099.0,6406378500.0,18009678000.0,18596825000.0,15179938000.0,9003593000.0
2100.0,6275549700.0,19775687000.0,17877195000.0,15607187000.0,8811358000.0
