time,CANESM2,NORESM1-M,GFDL-CM3,CCSM4,CNRM-CM5,GFDL-ESM2G,CESM1-CAM5,MPI-ESM-LR,GISS-E2-R,CSIRO-MK3-6-0,IPSL-CM5A-LR
2013.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0
2014.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0
2015.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0
2016.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0
2017.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0
2018.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0
2019.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0
2020.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0
2021.0,3571550000000.0,3571408200000.0,3563049700000.0,3568827000000.0,3570886000000.0,3573041600000.0,3557992000000.0,3567212600000.0,3566300000000.0,3568256400000.0,3579257600000.0
2022.0,3562739300000.0,3563195700000.0,3542244000000.0,3552832000000.0,3548004200000.0,3559078200000.0,3549047800000.0,3560946500000.0,3562242000000.0,3562469300000.0,3574151200000.0
2023.0,3559468300000.0,3562225800000.0,3526734000000.0,3532041700000.0,3535520000000.0,3544296700000.0,3530501000000.0,3550243700000.0,3547885000000.0,3552079200000.0,3559934700000.0
2024.0,3543146400000.0,3564652700000.0,3503749000000.0,3511559700000.0,3518756800000.0,3540745000000.0,3503711000000.0,3543294000000.0,3533236300000.0,3547153800000.0,3538770500000.0
2025.0,3522603500000.0,3556309500000.0,3474558800000.0,3499704500000.0,3512865700000.0,3528099400000.0,3471864800000.0,3531976500000.0,3516037000000.0,3518247500000.0,3530021100000.0
2026.0,3507324500000.0,3546857900000.0,3453828500000.0,3476817700000.0,3502340000000.0,3524448500000.0,3442197100000.0,3512717000000.0,3497953300000.0,3482463500000.0,3514103800000.0
2027.0,3483641800000.0,3536730700000.0,3423113000000.0,3444783400000.0,3480974500000.0,3520665000000.0,3412340500000.0,3500006000000.0,3489413500000.0,3458436400000.0,3493249200000.0
2028.0,3478878400000.0,3534120300000.0,3392583500000.0,3429679200000.0,3478290400000.0,3512319900000.0,3388800500000.0,3481099300000.0,3475132000000.0,3436038300000.0,3460696600000.0
2029.0,3448290000000.0,3496413200000.0,3379918300000.0,3401172400000.0,3459635200000.0,3508690000000.0,3359990300000.0,3454670000000.0,3443752000000.0,3435606300000.0,3451080000000.0
2030.0,3409389300000.0,3477941500000.0,3364694500000.0,3381757000000.0,3451521600000.0,3502155000000.0,3319879200000.0,3432863000000.0,3424394000000.0,3438432500000.0,3431239800000.0
2031.0,3388250300000.0,3465359000000.0,3348026000000.0,3345882000000.0,3442551000000.0,3501972800000.0,3293191900000.0,3424182300000.0,3411650500000.0,3440502000000.0,3414303200000.0
2032.0,3374014300000.0,3452894700000.0,3322379800000.0,3318305500000.0,3434446800000.0,3493208500000.0,3264364200000.0,3408910400000.0,3398629600000.0,3455895700000.0,3396249300000.0
2033.0,3360632600000.0,3430324000000.0,3285357400000.0,3288373700000.0,3419796700000.0,3473867000000.0,3242755600000.0,3390857500000.0,3376548000000.0,3452896000000.0,3363548400000.0
2034.0,3330407700000.0,3416110100000.0,3265656300000.0,3269565000000.0,3400899800000.0,3460445800000.0,3204174800000.0,3375939200000.0,3367676000000.0,3431958600000.0,3346723800000.0
2035.0,3313189500000.0,3422460300000.0,3234743000000.0,3263493600000.0,3389096000000.0,3438567800000.0,3177406800000.0,3354774500000.0,3337284000000.0,3423825000000.0,3317001600000.0
2036.0,3297112200000.0,3415046600000.0,3196180000000.0,3238598800000.0,3368993000000.0,3416655000000.0,3161441200000.0,3334083700000.0,3320475300000.0,3427103400000.0,3300174900000.0
2037.0,3281476400000.0,3390587300000.0,3164197600000.0,3205602000000.0,3367048000000.0,3408858000000.0,3132392000000.0,3318252300000.0,3315869200000.0,3436619000000.0,3289353800000.0
2038.0,3262385200000.0,3372862400000.0,3131940000000.0,3188134200000.0,3362096400000.0,3414356100000.0,3107363000000.0,3295239000000.0,3300406300000.0,3434817000000.0,3253296000000.0
2039.0,3251600000000.0,3360420500000.0,3111285700000.0,3170412800000.0,3350102000000.0,3403051000000.0,3089963200000.0,3267406300000.0,3287920400000.0,3437601800000.0,3232218200000.0
2040.0,3224952600000.0,3345897500000.0,3091008800000.0,3148860000000.0,3329253700000.0,3382779600000.0,3064354000000.0,3254718000000.0,3278946200000.0,3444386300000.0,3202957000000.0
2041.0,3228002000000.0,3340664000000.0,3058314500000.0,3113350000000.0,3314342400000.0,3369958000000.0,3039062000000.0,3247615200000.0,3265527300000.0,3444007200000.0,3176371000000.0
2042.0,3206680700000.0,3327444000000.0,3029008000000.0,3100902200000.0,3293444000000.0,3362797000000.0,3002127400000.0,3230848800000.0,3245963000000.0,3442317500000.0,3151442500000.0
2043.0,3181948200000.0,3314532000000.0,2998476000000.0,3073336000000.0,3278662800000.0,3352902500000.0,2981321000000.0,3207925600000.0,3230531300000.0,3432702800000.0,3125128500000.0
2044.0,3156325000000.0,3299548000000.0,2972057000000.0,3040477200000.0,3271649100000.0,3346392200000.0,2967990200000.0,3191246700000.0,3214946300000.0,3426247000000.0,3098573000000.0
2045.0,3141864300000.0,3276949400000.0,2942238000000.0,3012341500000.0,3242517000000.0,3327964500000.0,2949152500000.0,3178951300000.0,3189590500000.0,3424352700000.0,3071981600000.0
2046.0,3123636600000.0,3273152000000.0,2899140000000.0,2987780500000.0,3219251500000.0,3323176000000.0,2923275700000.0,3165227000000.0,3177217500000.0,3416762600000.0,3045016500000.0
2047.0,3094590000000.0,3269223000000.0,2874904000000.0,2957374000000.0,3203454200000.0,3310640200000.0,2897500000000.0,3137006700000.0,3156595700000.0,3411330200000.0,3017200400000.0
2048.0,3070190200000.0,3248795700000.0,2845533300000.0,2924211900000.0,3202505800000.0,3300501000000.0,2875793300000.0,3124046900000.0,3131876600000.0,3405228300000.0,2997660000000.0
2049.0,3055576200000.0,3231758700000.0,2822152700000.0,2899732000000.0,3181549500000.0,3288090800000.0,2849097600000.0,3095408100000.0,3106733600000.0,3397721300000.0,2970197200000.0
2050.0,3045718000000.0,3216161400000.0,2791792400000.0,2883514800000.0,3162223400000.0,3278835300000.0,2821382500000.0,3068134400000.0,3088034000000.0,3388575600000.0,2945711000000.0
2051.0,3034440800000.0,3198124600000.0,2769139800000.0,2869442000000.0,3155693100000.0,3251551600000.0,2810823000000.0,3052300400000.0,3080458000000.0,3394000700000.0,2919947600000.0
2052.0,3022461600000.0,3191478700000.0,2735611300000.0,2846816200000.0,3141374300000.0,3237641200000.0,2787355000000.0,3022898900000.0,3060748000000.0,3402631500000.0,2896401800000.0
2053.0,2997657800000.0,3162395400000.0,2711728200000.0,2824807000000.0,3124089300000.0,3220642500000.0,2768426000000.0,3007270000000.0,3063577000000.0,3394501300000.0,2867209000000.0
2054.0,2968793600000.0,3148683700000.0,2666515000000.0,2802792000000.0,3115225400000.0,3210345200000.0,2743106300000.0,2986337000000.0,3051960000000.0,3391378000000.0,2847013900000.0
2055.0,2936513200000.0,3140733400000.0,2633037000000.0,2784378200000.0,3100886400000.0,3209742500000.0,2724601800000.0,2965846600000.0,3032524300000.0,3387805000000.0,2831252000000.0
2056.0,2910977500000.0,3115995600000.0,2604020800000.0,2766618800000.0,3079794000000.0,3205056400000.0,2699129300000.0,2948351100000.0,3019158600000.0,3397230300000.0,2808597400000.0
2057.0,2886960000000.0,3095667400000.0,2591859100000.0,2747880400000.0,3058358600000.0,3209176500000.0,2682226500000.0,2930186000000.0,3003679500000.0,3397629800000.0,2771466000000.0
2058.0,2874145000000.0,3078601300000.0,2574982800000.0,2730435800000.0,3051980600000.0,3199044000000.0,2653511500000.0,2918526000000.0,2979445300000.0,3411514800000.0,2755660600000.0
2059.0,2839254400000.0,3053433000000.0,2563184500000.0,2720775800000.0,3030607200000.0,3188215500000.0,2629977500000.0,2907118500000.0,2985381300000.0,3421801500000.0,2737694300000.0
2060.0,2814563000000.0,3031596500000.0,2541855700000.0,2708615200000.0,3009556000000.0,3169051200000.0,2598368200000.0,2899469700000.0,2977119300000.0,3431062300000.0,2730061200000.0
2061.0,2790621000000.0,2998590800000.0,2519527800000.0,2709266000000.0,3005556500000.0,3163708700000.0,2568914700000.0,2872607800000.0,2980555000000.0,3426014500000.0,2701874000000.0
2062.0,2762045000000.0,2979902800000.0,2501070800000.0,2700467500000.0,2985730000000.0,3158332100000.0,2544230000000.0,2858147400000.0,2976020200000.0,3431682800000.0,2665410700000.0
2063.0,2737475200000.0,2976929800000.0,2490630000000.0,2679808700000.0,2965891200000.0,3156644000000.0,2510436200000.0,2841699000000.0,2972766000000.0,3427341200000.0,2642225000000.0
2064.0,2706697000000.0,2964702600000.0,2474822000000.0,2666265300000.0,2954672500000.0,3151641000000.0,2489432100000.0,2830463400000.0,2978188000000.0,3425439000000.0,2615007000000.0
2065.0,2696381700000.0,2943565700000.0,2454270800000.0,2657274600000.0,2933297800000.0,3134472000000.0,2470615700000.0,2814208400000.0,2966367000000.0,3434473600000.0,2591943800000.0
2066.0,2679319800000.0,2925173400000.0,2436431600000.0,2645853700000.0,2927311000000.0,3113533600000.0,2440105600000.0,2803129000000.0,2953034300000.0,3444296600000.0,2560547400000.0
2067.0,2669055800000.0,2906438800000.0,2423841400000.0,2631038400000.0,2928223200000.0,3109908000000.0,2416352400000.0,2792281900000.0,2952375600000.0,3450861300000.0,2530053500000.0
2068.0,2640674000000.0,2889120700000.0,2394790600000.0,2609646100000.0,2908816000000.0,3106031000000.0,2389611600000.0,2760885700000.0,2961080000000.0,3443302300000.0,2491730000000.0
2069.0,2633542100000.0,2872558000000.0,2367730500000.0,2596290400000.0,2896439500000.0,3098852500000.0,2372561300000.0,2741509300000.0,2941875000000.0,3455447000000.0,2468831800000.0
2070.0,2627442300000.0,2857342900000.0,2346318600000.0,2587512500000.0,2888827700000.0,3094824000000.0,2349667700000.0,2724903000000.0,2945728400000.0,3442406900000.0,2436967000000.0
2071.0,2608648400000.0,2846077200000.0,2325322000000.0,2574569400000.0,2875999000000.0,3099334300000.0,2324941000000.0,2714323000000.0,2931631300000.0,3443446300000.0,2412971300000.0
2072.0,2590070800000.0,2842642400000.0,2300171000000.0,2564151000000.0,2870451000000.0,3093689300000.0,2307384700000.0,2708944500000.0,2934793300000.0,3437636000000.0,2384849300000.0
2073.0,2579554000000.0,2835328800000.0,2279781200000.0,2547151800000.0,2859618000000.0,3089068200000.0,2284319400000.0,2696928000000.0,2934467200000.0,3441113400000.0,2366777300000.0
2074.0,2551780500000.0,2829599000000.0,2252865000000.0,2536590000000.0,2859008500000.0,3090617000000.0,2257424000000.0,2695782700000.0,2926857200000.0,3438396000000.0,2341572400000.0
2075.0,2529488300000.0,2822242800000.0,2229294600000.0,2531394600000.0,2856811800000.0,3085027500000.0,2229314000000.0,2680494000000.0,2918680000000.0,3441703000000.0,2321724700000.0
2076.0,2507862400000.0,2798951900000.0,2208075400000.0,2516871000000.0,2857407600000.0,3082307800000.0,2209284000000.0,2669858800000.0,2916584300000.0,3447342800000.0,2300566800000.0
2077.0,2478442800000.0,2784859000000.0,2180550200000.0,2500240600000.0,2839629300000.0,3082424000000.0,2190841500000.0,2667841300000.0,2912291700000.0,3454779000000.0,2280262500000.0
2078.0,2463260000000.0,2768202400000.0,2157290200000.0,2482422400000.0,2833181800000.0,3088387400000.0,2171949200000.0,2666724000000.0,2911170500000.0,3453906300000.0,2267942500000.0
2079.0,2439835300000.0,2758846700000.0,2140279700000.0,2470251900000.0,2826569000000.0,3090164000000.0,2151541100000.0,2657027600000.0,2922907000000.0,3446176200000.0,2244040200000.0
2080.0,2406991500000.0,2747828500000.0,2131712900000.0,2456204000000.0,2813857600000.0,3090091300000.0,2126042600000.0,2645846700000.0,2927653800000.0,3451639800000.0,2230900000000.0
2081.0,2385103800000.0,2734290000000.0,2110745900000.0,2447400200000.0,2797600000000.0,3095378800000.0,2116252500000.0,2629457400000.0,2927114000000.0,3465127000000.0,2211467000000.0
2082.0,2360269900000.0,2728793700000.0,2094661800000.0,2430913000000.0,2789023700000.0,3094611500000.0,2100178700000.0,2617295200000.0,2919976000000.0,3435840100000.0,2198176400000.0
2083.0,2341460200000.0,2715674200000.0,2084712600000.0,2416773400000.0,2780773200000.0,3093578600000.0,2081511800000.0,2601149000000.0,2912978200000.0,3421812800000.0,2180257700000.0
2084.0,2332858800000.0,2698266800000.0,2061343700000.0,2412070600000.0,2786389100000.0,3092676000000.0,2065314600000.0,2584872000000.0,2903685500000.0,3408377400000.0,2154260600000.0
2085.0,2319999300000.0,2672691500000.0,2041893400000.0,2404756800000.0,2781491500000.0,3093419300000.0,2052961300000.0,2573510400000.0,2897425500000.0,3408049200000.0,2131404000000.0
2086.0,2301471200000.0,2642224000000.0,2022161100000.0,2389922800000.0,2763910000000.0,3090387600000.0,2039688200000.0,2563713800000.0,2887536300000.0,3399182000000.0,2113207300000.0
2087.0,2285022200000.0,2627569200000.0,2009713000000.0,2379249400000.0,2760046000000.0,3094769600000.0,2029548500000.0,2550919600000.0,2894544500000.0,3385473600000.0,2090969500000.0
2088.0,2273600600000.0,2611978400000.0,1994933100000.0,2363441800000.0,2758719300000.0,3095588200000.0,2014744500000.0,2547302800000.0,2893935300000.0,3382380600000.0,2074624700000.0
2089.0,2262366200000.0,2588550600000.0,1980817200000.0,2352243800000.0,2751341500000.0,3096092900000.0,2006066900000.0,2543667400000.0,2883656600000.0,3365633500000.0,2061116500000.0
2090.0,2241293500000.0,2568450700000.0,1963982200000.0,2340052500000.0,2757536300000.0,3093192500000.0,2002585500000.0,2533810500000.0,2882600400000.0,3358907200000.0,2050507700000.0
2091.0,2225256300000.0,2547100700000.0,1953789800000.0,2328684700000.0,2756557700000.0,3085330000000.0,1993212700000.0,2520588000000.0,2877048000000.0,3337051700000.0,2029068400000.0
2092.0,2205635000000.0,2540942700000.0,1945338200000.0,2313221300000.0,2755511500000.0,3084093200000.0,1982975200000.0,2514330800000.0,2877061900000.0,3309185300000.0,2007387600000.0
2093.0,2181804500000.0,2523028000000.0,1925198900000.0,2289768900000.0,2756715000000.0,3079104600000.0,1972602500000.0,2507449000000.0,2870197600000.0,3296300600000.0,1991967900000.0
2094.0,2164993700000.0,2505125400000.0,1909734200000.0,2277916500000.0,2756193000000.0,3081394000000.0,1960420300000.0,2494593000000.0,2861175700000.0,3293307500000.0,1979345300000.0
2095.0,2152880900000.0,2485543000000.0,1898829200000.0,2259890500000.0,2751477000000.0,3074069400000.0,1945578100000.0,2487136600000.0,2868644200000.0,3290595300000.0,1975163000000.0
2096.0,2137570000000.0,2477447400000.0,1879035100000.0,2244555800000.0,2737664000000.0,3071537600000.0,1937715000000.0,2470122600000.0,2857272900000.0,3286242000000.0,1961729000000.0
2097.0,2125549900000.0,2471527200000.0,1861345500000.0,2232740500000.0,2722758700000.0,3069869000000.0,1934648900000.0,2468275800000.0,2855548700000.0,3278004000000.0,1944875300000.0
2098.0,2111852400000.0,2464346300000.0,1856871200000.0,2223585400000.0,2708480000000.0,3069456700000.0,1922721600000.0,2460463000000.0,2853746500000.0,3270785000000.0,1928477400000.0
2099.0,2096529000000.0,2458243300000.0,1843303700000.0,2202866300000.0,2710450000000.0,3069733200000.0,1909887300000.0,2451008400000.0,2846451300000.0,3254759000000.0,1918643700000.0
2100.0,2078520900000.0,2440755000000.0,1826934500000.0,2195050900000.0,2707461800000.0,3059889700000.0,1897064400000.0,2446417000000.0,2849014000000.0,3250394000000.0,1904833900000.0
