time,CCSM4,GFDL-CM3,CANESM2,NORESM1-M,IPSL-CM5A-LR,CSIRO-MK3-6-0,GFDL-ESM2G,CNRM-CM5,GISS-E2-R,MPI-ESM-LR
2032.0,3367863800000.0,3247867400000.0,3380943800000.0,3430114100000.0,3325499300000.0,3495619200000.0,3403997500000.0,3375217500000.0,3438613600000.0,3387271700000.0
2033.0,3352962000000.0,3224904100000.0,3350989000000.0,3408625700000.0,3286448700000.0,3480300300000.0,3390779200000.0,3356486800000.0,3431243000000.0,3363769200000.0
2034.0,3339741000000.0,3202753200000.0,3332994800000.0,3390707600000.0,3267713000000.0,3474412300000.0,3382635000000.0,3345475700000.0,3414637400000.0,3338176800000.0
2035.0,3311519700000.0,3174956800000.0,3317345800000.0,3367458800000.0,3246152000000.0,3459344500000.0,3372206800000.0,3324343200000.0,3406880000000.0,3333256600000.0
2036.0,3284134300000.0,3146780200000.0,3286391800000.0,3353343000000.0,3226080400000.0,3443485000000.0,3353938200000.0,3305573700000.0,3378499800000.0,3316532000000.0
2037.0,3267474000000.0,3118379300000.0,3259326000000.0,3330665000000.0,3196357700000.0,3432633900000.0,3346379600000.0,3298401200000.0,3361681000000.0,3295078800000.0
2038.0,3249262600000.0,3092398000000.0,3231558700000.0,3307235400000.0,3165117500000.0,3427238000000.0,3342768000000.0,3282824000000.0,3334957400000.0,3278637000000.0
2039.0,3226123600000.0,3066724400000.0,3205946400000.0,3279720500000.0,3140087700000.0,3411954400000.0,3331678300000.0,3257959700000.0,3307392000000.0,3254793500000.0
2040.0,3206588000000.0,3034826700000.0,3181635400000.0,3255036800000.0,3100812500000.0,3394023500000.0,3311362400000.0,3242162400000.0,3288043000000.0,3237911500000.0
2041.0,3178152900000.0,3014585500000.0,3158012600000.0,3231275000000.0,3059354400000.0,3395648700000.0,3308514000000.0,3216548600000.0,3253443200000.0,3214440000000.0
2042.0,3150378000000.0,2987929400000.0,3143614600000.0,3215700800000.0,3026381000000.0,3383804300000.0,3295265400000.0,3193383700000.0,3236675500000.0,3188736000000.0
2043.0,3118031000000.0,2955568000000.0,3125102500000.0,3178748700000.0,2995467600000.0,3386857000000.0,3279878600000.0,3186400000000.0,3220185000000.0,3168790400000.0
2044.0,3089264300000.0,2927412600000.0,3115411000000.0,3150312000000.0,2963480500000.0,3360687000000.0,3255801500000.0,3174025400000.0,3211474500000.0,3156325000000.0
2045.0,3061354900000.0,2912540000000.0,3085157300000.0,3122193800000.0,2931668500000.0,3338697400000.0,3238887700000.0,3149156000000.0,3187141500000.0,3135803200000.0
2046.0,3044217500000.0,2881749500000.0,3073666700000.0,3090633000000.0,2885223400000.0,3327114300000.0,3220552500000.0,3125526400000.0,3159363400000.0,3105101200000.0
2047.0,3019447200000.0,2860536600000.0,3035963600000.0,3075692000000.0,2851243800000.0,3316984600000.0,3204652700000.0,3112892400000.0,3135383500000.0,3070766400000.0
2048.0,2991744000000.0,2841541000000.0,3015973000000.0,3061063000000.0,2816109700000.0,3301070000000.0,3183982400000.0,3084239000000.0,3111120000000.0,3052304000000.0
2049.0,2962448700000.0,2825784700000.0,2984347700000.0,3040712300000.0,2778976700000.0,3296193200000.0,3155726700000.0,3061002000000.0,3089960500000.0,3035161700000.0
2050.0,2941498200000.0,2813278600000.0,2956056900000.0,3011489300000.0,2741949400000.0,3309564000000.0,3140725800000.0,3034973000000.0,3063209800000.0,3012049200000.0
2051.0,2906583000000.0,2792699500000.0,2927413000000.0,2988742500000.0,2714700600000.0,3323755800000.0,3127544400000.0,3015168200000.0,3046984600000.0,2995253400000.0
2052.0,2862839000000.0,2768903600000.0,2876161400000.0,2962194700000.0,2683290000000.0,3316683000000.0,3099375400000.0,3000504000000.0,3018352500000.0,2961567400000.0
2053.0,2831433300000.0,2756288200000.0,2843742800000.0,2935016000000.0,2654469600000.0,3312634000000.0,3087396000000.0,2992184200000.0,3003990100000.0,2935412000000.0
2054.0,2808233600000.0,2727141400000.0,2811737100000.0,2917755300000.0,2620401400000.0,3316943700000.0,3056937200000.0,2988262800000.0,2980465000000.0,2913261800000.0
2055.0,2779226000000.0,2695060500000.0,2780012500000.0,2897809000000.0,2590208000000.0,3320856200000.0,3033809000000.0,2962402000000.0,2959136500000.0,2897764400000.0
2056.0,2755650000000.0,2661206200000.0,2756349300000.0,2884743700000.0,2556269700000.0,3321533600000.0,3010713400000.0,2947591400000.0,2941846800000.0,2875261500000.0
2057.0,2732711200000.0,2636342600000.0,2731299000000.0,2868776500000.0,2529021100000.0,3304932800000.0,2986960200000.0,2927720700000.0,2935718200000.0,2850421700000.0
2058.0,2712738000000.0,2609106400000.0,2697073000000.0,2847730800000.0,2491013000000.0,3284916200000.0,2971672000000.0,2907787000000.0,2928348800000.0,2836956700000.0
2059.0,2687633200000.0,2589472000000.0,2670754000000.0,2828960500000.0,2456294300000.0,3271430500000.0,2957883000000.0,2881257200000.0,2916037200000.0,2816707000000.0
2060.0,2664708000000.0,2564898400000.0,2637149200000.0,2819029200000.0,2430132300000.0,3262209900000.0,2939764000000.0,2867794800000.0,2901709700000.0,2799927300000.0
2061.0,2636186000000.0,2548697400000.0,2620972600000.0,2800939200000.0,2402854000000.0,3247900500000.0,2929989000000.0,2857515600000.0,2880419700000.0,2783920300000.0
2062.0,2616449300000.0,2515107800000.0,2587416900000.0,2777394200000.0,2364495600000.0,3254568400000.0,2929359600000.0,2846820700000.0,2866855800000.0,2769895800000.0
2063.0,2587227600000.0,2491488100000.0,2557519600000.0,2765094400000.0,2335847000000.0,3248750900000.0,2899731800000.0,2824876300000.0,2852161300000.0,2762936200000.0
2064.0,2562399000000.0,2462250200000.0,2535740700000.0,2754425000000.0,2300722500000.0,3258538300000.0,2885925700000.0,2812628200000.0,2837317200000.0,2741391000000.0
2065.0,2541670600000.0,2434334700000.0,2503769600000.0,2742094400000.0,2275239500000.0,3246982700000.0,2859975800000.0,2799722600000.0,2827641400000.0,2727921600000.0
2066.0,2514865400000.0,2399018200000.0,2467178700000.0,2721462600000.0,2233811600000.0,3233983500000.0,2840590000000.0,2788865300000.0,2813141700000.0,2720865700000.0
2067.0,2496312400000.0,2368494600000.0,2442202700000.0,2701041000000.0,2196197900000.0,3233907700000.0,2824347000000.0,2784768800000.0,2806349300000.0,2709272100000.0
2068.0,2468699400000.0,2338237000000.0,2420926300000.0,2679483700000.0,2166774600000.0,3235329000000.0,2814300700000.0,2764978000000.0,2795894000000.0,2680384400000.0
2069.0,2445260000000.0,2320578000000.0,2398998000000.0,2667228400000.0,2139853000000.0,3215811000000.0,2800274000000.0,2757506400000.0,2785859300000.0,2658443000000.0
2070.0,2419033600000.0,2298774800000.0,2375364600000.0,2643971500000.0,2108950800000.0,3216961200000.0,2792619200000.0,2738816500000.0,2772014700000.0,2635374500000.0
2071.0,2388754400000.0,2266218400000.0,2358340700000.0,2624462300000.0,2078254800000.0,3223027400000.0,2790207800000.0,2730711300000.0,2758071300000.0,2612071200000.0
2072.0,2364484400000.0,2238606000000.0,2339731000000.0,2610862800000.0,2045736100000.0,3237784600000.0,2783796300000.0,2713739000000.0,2749256700000.0,2591169400000.0
2073.0,2340521500000.0,2219458000000.0,2316915700000.0,2584544000000.0,2024040300000.0,3255306800000.0,2767827500000.0,2687115500000.0,2744845300000.0,2570305100000.0
2074.0,2315392400000.0,2197154600000.0,2308389500000.0,2569206200000.0,1999309100000.0,3275089500000.0,2753757000000.0,2671583700000.0,2737711600000.0,2555212500000.0
2075.0,2290956000000.0,2177430700000.0,2290061100000.0,2543468200000.0,1975119800000.0,3290216000000.0,2736917600000.0,2650213400000.0,2724291000000.0,2542969800000.0
2076.0,2266944200000.0,2158067300000.0,2278629800000.0,2516046600000.0,1948641100000.0,3297276000000.0,2724552000000.0,2626233000000.0,2722002600000.0,2525852600000.0
2077.0,2253039000000.0,2129461000000.0,2260434400000.0,2499921600000.0,1932070100000.0,3295970600000.0,2712788300000.0,2599447400000.0,2709923300000.0,2511127400000.0
2078.0,2240585400000.0,2113924000000.0,2237463800000.0,2481900000000.0,1919631100000.0,3297085000000.0,2710480400000.0,2580739800000.0,2704628300000.0,2496123600000.0
2079.0,2221756600000.0,2091725800000.0,2213279200000.0,2464228000000.0,1896008100000.0,3288196000000.0,2694688800000.0,2565797600000.0,2699226500000.0,2473884600000.0
2080.0,2207443800000.0,2058074800000.0,2200411600000.0,2441332400000.0,1877003900000.0,3284429400000.0,2687516300000.0,2537560500000.0,2692602000000.0,2454017500000.0
2081.0,2193397500000.0,2023070600000.0,2184722800000.0,2427374300000.0,1858017800000.0,3289258000000.0,2677600000000.0,2519146000000.0,2693246000000.0,2442230500000.0
2082.0,2170626900000.0,1995847000000.0,2159814200000.0,2407359600000.0,1840621800000.0,3298123600000.0,2667953800000.0,2507858200000.0,2683475900000.0,2435241000000.0
2083.0,2149395100000.0,1972051800000.0,2134525300000.0,2391529500000.0,1816912500000.0,3296685500000.0,2660090000000.0,2496368000000.0,2673640200000.0,2424901000000.0
2084.0,2118282500000.0,1945544400000.0,2127543300000.0,2376988400000.0,1796119900000.0,3288612500000.0,2644338800000.0,2474055300000.0,2659041400000.0,2409370200000.0
2085.0,2098746900000.0,1930671000000.0,2113127800000.0,2357057600000.0,1784067700000.0,3288491400000.0,2640152400000.0,2460616200000.0,2656946400000.0,2396235000000.0
2086.0,2082590400000.0,1912523600000.0,2088904700000.0,2339387500000.0,1764030800000.0,3293786400000.0,2627528800000.0,2443665500000.0,2651473000000.0,2381991000000.0
2087.0,2073650800000.0,1885929900000.0,2073105900000.0,2324074900000.0,1743132000000.0,3287726400000.0,2614901900000.0,2431541000000.0,2647091000000.0,2372889500000.0
2088.0,2056060100000.0,1868803300000.0,2045805000000.0,2311379500000.0,1715722300000.0,3295358500000.0,2607952000000.0,2419045200000.0,2649494400000.0,2354095600000.0
2089.0,2035774700000.0,1848148100000.0,2018456000000.0,2294682700000.0,1701290200000.0,3276498800000.0,2598613300000.0,2396258300000.0,2640218400000.0,2345500700000.0
2090.0,2009510800000.0,1830356900000.0,1992717000000.0,2276729000000.0,1682020800000.0,3276283800000.0,2590488400000.0,2380276400000.0,2635745000000.0,2330836900000.0
2091.0,1983633400000.0,1814586500000.0,1977903600000.0,2249763300000.0,1654484800000.0,3269728000000.0,2569557800000.0,2362951300000.0,2639541300000.0,2311225900000.0
2092.0,1972336500000.0,1789250600000.0,1950646800000.0,2231001200000.0,1630345000000.0,3260382400000.0,2560969700000.0,2342066600000.0,2634228400000.0,2299117400000.0
2093.0,1957267400000.0,1764512900000.0,1938890400000.0,2213698000000.0,1609557500000.0,3252582600000.0,2555263600000.0,2328074400000.0,2628562000000.0,2287776300000.0
2094.0,1945094700000.0,1746235700000.0,1913344200000.0,2200688000000.0,1585275700000.0,3243662000000.0,2550117200000.0,2313058500000.0,2619875000000.0,2272023800000.0
2095.0,1921204000000.0,1720709000000.0,1890727500000.0,2184276600000.0,1569612400000.0,3234879800000.0,2542084000000.0,2305271500000.0,2608551700000.0,2256706200000.0
2096.0,1904624000000.0,1703505600000.0,1859529700000.0,2170622200000.0,1560046300000.0,3223093500000.0,2531435000000.0,2289799300000.0,2586637800000.0,2249326000000.0
2097.0,1889083700000.0,1674896700000.0,1840088000000.0,2154880300000.0,1544120400000.0,3236048100000.0,2528257500000.0,2277141600000.0,2575100500000.0,2237355300000.0
2098.0,1880644800000.0,1664236700000.0,1826840600000.0,2137653000000.0,1521877800000.0,3244051100000.0,2522632200000.0,2262483300000.0,2555217700000.0,2224501000000.0
2099.0,1865528500000.0,1647140700000.0,1806540200000.0,2115740900000.0,1500136100000.0,3247798700000.0,2519367000000.0,2255760000000.0,2543675200000.0,2211272700000.0
2100.0,1850285200000.0,1626087100000.0,1791575200000.0,2102511700000.0,1482346300000.0,3264688700000.0,2500659000000.0,2243893400000.0,2532620400000.0,2203507000000.0
