time,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2053.0,1956171100000.0,2046750200000.0,1605820700000.0,1786409400000.0
2054.0,1935737500000.0,2023172500000.0,1588109900000.0,1766480000000.0
2055.0,1910363100000.0,1993350600000.0,1560135300000.0,1729385700000.0
2056.0,1899517200000.0,1973349100000.0,1519766300000.0,1706870400000.0
2057.0,1870784200000.0,1942338000000.0,1483190600000.0,1677218000000.0
2058.0,1853235100000.0,1915392200000.0,1453961500000.0,1656936000000.0
2059.0,1840752400000.0,1886476300000.0,1423910400000.0,1630957700000.0
2060.0,1809527900000.0,1852884100000.0,1399497600000.0,1604822400000.0
2061.0,1781112500000.0,1828771000000.0,1375796300000.0,1575466600000.0
2062.0,1755900700000.0,1796169900000.0,1353868600000.0,1562846700000.0
2063.0,1746324300000.0,1770818600000.0,1326393900000.0,1550242500000.0
2064.0,1732808400000.0,1751411300000.0,1311257800000.0,1538981900000.0
2065.0,1707091200000.0,1734779000000.0,1284026000000.0,1521533300000.0
2066.0,1681507100000.0,1715801800000.0,1274990800000.0,1510428000000.0
2067.0,1658410800000.0,1693499900000.0,1261668700000.0,1497050000000.0
2068.0,1640761000000.0,1683374200000.0,1236368900000.0,1482384700000.0
2069.0,1620658700000.0,1667234900000.0,1205215700000.0,1466418500000.0
2070.0,1605346300000.0,1650088900000.0,1185405200000.0,1454875500000.0
2071.0,1589027000000.0,1629072700000.0,1177530700000.0,1441759400000.0
2072.0,1565226600000.0,1609135300000.0,1168275800000.0,1433270500000.0
2073.0,1553564700000.0,1597220700000.0,1152866000000.0,1421994500000.0
2074.0,1540735200000.0,1577654600000.0,1136048300000.0,1413586400000.0
2075.0,1542018000000.0,1566532600000.0,1113472600000.0,1402991400000.0
2076.0,1525848900000.0,1549414800000.0,1104101900000.0,1389948600000.0
2077.0,1503732000000.0,1536547200000.0,1092460300000.0,1382321600000.0
2078.0,1492081600000.0,1523728300000.0,1093371800000.0,1375176400000.0
2079.0,1481366400000.0,1510722200000.0,1076033500000.0,1369508700000.0
2080.0,1467436100000.0,1493749600000.0,1058251340000.0,1359846600000.0
2081.0,1461299400000.0,1480218400000.0,1042317900000.0,1349299300000.0
2082.0,1460433800000.0,1466814400000.0,1027579400000.0,1340306000000.0
2083.0,1455204900000.0,1452156500000.0,1024693500000.0,1333037800000.0
2084.0,1439910600000.0,1438685500000.0,1033511500000.0,1321238300000.0
2085.0,1432661100000.0,1422560300000.0,1026575300000.0,1312236100000.0
2086.0,1425357400000.0,1413381600000.0,1020937100000.0,1307819100000.0
2087.0,1426742400000.0,1402052800000.0,1015234900000.0,1296873300000.0
2088.0,1425526900000.0,1390182300000.0,1034377500000.0,1298193600000.0
2089.0,1414206500000.0,1380653900000.0,1027313500000.0,1292955700000.0
2090.0,1411949000000.0,1377578600000.0,1011363300000.0,1287759100000.0
2091.0,1406535300000.0,1376312100000.0,993942600000.0,1285153200000.0
2092.0,1401747700000.0,1368075700000.0,989670870000.0,1283011100000.0
2093.0,1397815600000.0,1351517500000.0,982634900000.0,1274467500000.0
2094.0,1393994200000.0,1339864600000.0,974552800000.0,1270888700000.0
2095.0,1391590500000.0,1329479800000.0,966092400000.0,1270153200000.0
2096.0,1389868900000.0,1319358800000.0,964424200000.0,1268665300000.0
2097.0,1387506800000.0,1307685400000.0,953551900000.0,1254618600000.0
2098.0,1372512600000.0,1302097700000.0,947710900000.0,1250122300000.0
2099.0,1365269500000.0,1299322000000.0,942572630000.0,1251063500000.0
2100.0,1361183600000.0,1294550600000.0,942227900000.0,1251537700000.0
