time,GFDL-ESM4,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,CMCC-CM2-SR5,MRI-ESM2-0,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,NORESM2-MM,EC-EARTH3,CESM2
2010.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0
2011.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0
2012.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0
2013.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0
2014.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0
2015.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0
2016.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0
2017.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0
2018.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0
2019.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0
2020.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0
2021.0,2752359700000.0,2771343600000.0,2764582700000.0,2752403000000.0,2768239300000.0,2768185600000.0,2765371200000.0,2762543500000.0,2762682700000.0,2772604600000.0,2780575800000.0,2763709700000.0,2748816300000.0,2764008800000.0
2022.0,2735149400000.0,2766905800000.0,2751481200000.0,2746832700000.0,2759656700000.0,2740780300000.0,2765952000000.0,2749960300000.0,2741710600000.0,2757238700000.0,2756230000000.0,2757208300000.0,2709505200000.0,2743929000000.0
2023.0,2717122300000.0,2742336400000.0,2736496800000.0,2749825500000.0,2750288500000.0,2724089600000.0,2752734300000.0,2747590200000.0,2720500500000.0,2743156000000.0,2749219500000.0,2755380600000.0,2678410700000.0,2719298400000.0
2024.0,2710496600000.0,2733999000000.0,2703617700000.0,2743109400000.0,2749726500000.0,2704028000000.0,2729762400000.0,2740094000000.0,2700910800000.0,2729339300000.0,2743518000000.0,2738539200000.0,2658947600000.0,2694302700000.0
2025.0,2702887600000.0,2725536900000.0,2689203700000.0,2707185000000.0,2744764900000.0,2678362700000.0,2710782600000.0,2752529300000.0,2693115400000.0,2712846000000.0,2718402300000.0,2729491600000.0,2609450300000.0,2690464000000.0
2026.0,2674763800000.0,2716333500000.0,2661527300000.0,2687292000000.0,2734098200000.0,2657516300000.0,2703614300000.0,2735830200000.0,2684270100000.0,2693483200000.0,2711483600000.0,2715257400000.0,2578843200000.0,2682174300000.0
2027.0,2659703000000.0,2694858400000.0,2645200700000.0,2687643000000.0,2701053100000.0,2647890000000.0,2692385300000.0,2726604300000.0,2658106000000.0,2689144200000.0,2699151000000.0,2715876000000.0,2545061500000.0,2682586400000.0
2028.0,2648218800000.0,2676570000000.0,2626639600000.0,2656632800000.0,2704324400000.0,2626799300000.0,2669287800000.0,2700392300000.0,2649616000000.0,2663020800000.0,2676480800000.0,2696203000000.0,2506905600000.0,2690770500000.0
2029.0,2642919300000.0,2672283600000.0,2600163300000.0,2639448800000.0,2693583300000.0,2598933000000.0,2672976700000.0,2708510900000.0,2622644600000.0,2638335000000.0,2658645600000.0,2674055000000.0,2459666700000.0,2677336700000.0
2030.0,2627289500000.0,2665201800000.0,2577329300000.0,2627213000000.0,2679074200000.0,2600821000000.0,2662221000000.0,2689691000000.0,2613847000000.0,2610087300000.0,2638827200000.0,2664215000000.0,2452101800000.0,2649495200000.0
2031.0,2640172800000.0,2647684000000.0,2559928400000.0,2598369800000.0,2663114900000.0,2573603200000.0,2643755800000.0,2684072000000.0,2599104500000.0,2593128400000.0,2617878000000.0,2661543600000.0,2414552500000.0,2618674400000.0
2032.0,2641170500000.0,2639966000000.0,2527671400000.0,2574512800000.0,2638051800000.0,2550478000000.0,2628463000000.0,2682332400000.0,2583438800000.0,2572028700000.0,2591256200000.0,2660006400000.0,2386483700000.0,2607826900000.0
2033.0,2637584100000.0,2636935600000.0,2507893000000.0,2559971000000.0,2615415700000.0,2532673600000.0,2617169100000.0,2673687400000.0,2559728700000.0,2535809000000.0,2579763600000.0,2636598200000.0,2360500600000.0,2598047000000.0
2034.0,2618991300000.0,2633975000000.0,2494204200000.0,2539499800000.0,2602394700000.0,2498445200000.0,2582200000000.0,2670073000000.0,2544190000000.0,2515576000000.0,2560076000000.0,2623689500000.0,2323078200000.0,2586973300000.0
2035.0,2623838400000.0,2632758900000.0,2459449200000.0,2523370000000.0,2600078000000.0,2488108300000.0,2575727600000.0,2661478800000.0,2508855400000.0,2500787700000.0,2537065800000.0,2604317800000.0,2313034700000.0,2571705800000.0
2036.0,2623707000000.0,2610512000000.0,2423298200000.0,2509998700000.0,2583427500000.0,2467888000000.0,2558516000000.0,2648788400000.0,2473578500000.0,2495213000000.0,2517468400000.0,2570408200000.0,2286518000000.0,2559090600000.0
2037.0,2607696600000.0,2585776600000.0,2398287600000.0,2508554500000.0,2577772800000.0,2430081000000.0,2522348500000.0,2641524000000.0,2460762000000.0,2470235000000.0,2513147500000.0,2546228000000.0,2233729500000.0,2542332800000.0
2038.0,2596993500000.0,2559333400000.0,2366550300000.0,2475270600000.0,2566602000000.0,2402654600000.0,2491810600000.0,2622315000000.0,2429673300000.0,2456610400000.0,2495490600000.0,2537845000000.0,2197423300000.0,2513435600000.0
2039.0,2581033400000.0,2537018000000.0,2348918800000.0,2455854400000.0,2553055300000.0,2381298300000.0,2492863000000.0,2617773700000.0,2408455000000.0,2426147000000.0,2470114200000.0,2527244600000.0,2173473400000.0,2492176800000.0
2040.0,2559771000000.0,2524663800000.0,2319043800000.0,2441021500000.0,2538235800000.0,2358840000000.0,2463128000000.0,2619044500000.0,2403349300000.0,2407060200000.0,2449777000000.0,2492592300000.0,2146866600000.0,2476854500000.0
2041.0,2542995800000.0,2508732200000.0,2293404300000.0,2419885600000.0,2514522700000.0,2321111300000.0,2457256000000.0,2613129000000.0,2391403100000.0,2379395000000.0,2434886000000.0,2461752400000.0,2118545700000.0,2462110700000.0
2042.0,2526167000000.0,2507566700000.0,2263233600000.0,2390268300000.0,2524634700000.0,2283253500000.0,2439090800000.0,2590103800000.0,2347111500000.0,2364803600000.0,2419829500000.0,2441417300000.0,2109432800000.0,2448235700000.0
2043.0,2526227700000.0,2495918000000.0,2241385000000.0,2389918600000.0,2521226500000.0,2264224000000.0,2413390700000.0,2577148700000.0,2311984500000.0,2347594400000.0,2411364000000.0,2417451900000.0,2090148800000.0,2424429300000.0
2044.0,2506280000000.0,2465608800000.0,2208714200000.0,2375617000000.0,2528648400000.0,2241273000000.0,2397152700000.0,2565820600000.0,2282537600000.0,2329134800000.0,2409457300000.0,2391787400000.0,2049909700000.0,2407197600000.0
2045.0,2491488700000.0,2426289000000.0,2185947000000.0,2351320500000.0,2527810600000.0,2211893700000.0,2386871200000.0,2549577000000.0,2270231300000.0,2308877300000.0,2392372500000.0,2370381500000.0,2018446800000.0,2393326500000.0
2046.0,2472559200000.0,2407688300000.0,2148300600000.0,2325525800000.0,2496857000000.0,2185394700000.0,2354872300000.0,2544716000000.0,2251399000000.0,2296511200000.0,2368012600000.0,2337602500000.0,1988703600000.0,2362390300000.0
2047.0,2440009600000.0,2401939500000.0,2105212800000.0,2321036300000.0,2477101200000.0,2160048000000.0,2330323800000.0,2520421000000.0,2229468000000.0,2272540500000.0,2358739500000.0,2326192500000.0,1976670900000.0,2360118000000.0
2048.0,2430746200000.0,2390735500000.0,2072475100000.0,2288194000000.0,2464573800000.0,2128942200000.0,2301165000000.0,2497260300000.0,2218880000000.0,2263394800000.0,2342591100000.0,2298958000000.0,1955990100000.0,2352928000000.0
2049.0,2424288800000.0,2358038000000.0,2042997500000.0,2254877200000.0,2454927000000.0,2111852600000.0,2282143600000.0,2480988700000.0,2197528900000.0,2244939000000.0,2327615600000.0,2270164000000.0,1937687800000.0,2324910000000.0
2050.0,2412489500000.0,2349798300000.0,2008608800000.0,2205525700000.0,2447247400000.0,2084744900000.0,2255125200000.0,2459013500000.0,2178419900000.0,2221542000000.0,2322638300000.0,2253102500000.0,1905083800000.0,2310269000000.0
2051.0,2389769200000.0,2326268700000.0,1967668600000.0,2174322200000.0,2414591000000.0,2048677800000.0,2232622300000.0,2440742600000.0,2142349600000.0,2202676500000.0,2310624800000.0,2223703900000.0,1880723700000.0,2292996400000.0
2052.0,2369320000000.0,2324676500000.0,1937943200000.0,2149739300000.0,2390059000000.0,2020205700000.0,2214564000000.0,2430785800000.0,2110554200000.0,2173634200000.0,2285988500000.0,2192345400000.0,1855883200000.0,2274045200000.0
2053.0,2355861000000.0,2308394200000.0,1903274100000.0,2120614700000.0,2363808300000.0,1987295200000.0,2189944300000.0,2410806000000.0,2090306400000.0,2142717000000.0,2271580300000.0,2175765600000.0,1829811100000.0,2255024300000.0
2054.0,2340553800000.0,2284508000000.0,1872469800000.0,2097759500000.0,2353617400000.0,1955916000000.0,2162662300000.0,2384101600000.0,2065834000000.0,2118730600000.0,2253595300000.0,2146589700000.0,1802595200000.0,2245944000000.0
2055.0,2313137700000.0,2257634500000.0,1854614000000.0,2069740400000.0,2326053500000.0,1926845600000.0,2129158000000.0,2351619600000.0,2033122100000.0,2095818200000.0,2248561000000.0,2110319100000.0,1770567600000.0,2242767700000.0
2056.0,2303127200000.0,2236357500000.0,1816350300000.0,2048122800000.0,2292089400000.0,1907967500000.0,2111625200000.0,2331783000000.0,2008713700000.0,2063072900000.0,2232127600000.0,2085274400000.0,1740040300000.0,2222453200000.0
2057.0,2286003400000.0,2205424000000.0,1784587000000.0,2012693500000.0,2280408500000.0,1887076900000.0,2103703400000.0,2304319200000.0,1975758000000.0,2038091000000.0,2216875500000.0,2061902700000.0,1709496700000.0,2204661400000.0
2058.0,2253033300000.0,2186987700000.0,1734203300000.0,2001498000000.0,2251416700000.0,1873998400000.0,2079650500000.0,2292418000000.0,1949753800000.0,2016151700000.0,2196249000000.0,2035968100000.0,1675369300000.0,2195403300000.0
2059.0,2231109000000.0,2166679400000.0,1686616300000.0,1979219600000.0,2245679600000.0,1842233700000.0,2046789700000.0,2284114400000.0,1924140900000.0,2000605700000.0,2181881900000.0,2012688200000.0,1650476300000.0,2170143800000.0
2060.0,2205138800000.0,2160654500000.0,1650891800000.0,1963742300000.0,2225063000000.0,1809268700000.0,2025101300000.0,2252141200000.0,1899801300000.0,1980831000000.0,2164608000000.0,1996631200000.0,1629116000000.0,2153197100000.0
2061.0,2180549800000.0,2134109600000.0,1605070400000.0,1954790200000.0,2193814800000.0,1782472200000.0,2007088800000.0,2223976700000.0,1876904500000.0,1958092000000.0,2154556700000.0,1982276200000.0,1598299700000.0,2140464100000.0
2062.0,2141811200000.0,2104217600000.0,1574919900000.0,1936690800000.0,2167702400000.0,1761254700000.0,1985591900000.0,2210372000000.0,1847023100000.0,1947132400000.0,2134515900000.0,1962071000000.0,1574270700000.0,2110385000000.0
2063.0,2110529900000.0,2065356800000.0,1527570900000.0,1919683300000.0,2155473000000.0,1736627800000.0,1960899800000.0,2202854000000.0,1812559800000.0,1922409300000.0,2119476300000.0,1945296200000.0,1548484000000.0,2083981900000.0
2064.0,2084094200000.0,2047033600000.0,1480417200000.0,1903111800000.0,2113961500000.0,1702531600000.0,1932931000000.0,2176288400000.0,1786514200000.0,1885307400000.0,2107396800000.0,1919758000000.0,1526305800000.0,2052374800000.0
2065.0,2055740700000.0,2026834600000.0,1457902600000.0,1885209100000.0,2091397400000.0,1672080000000.0,1917289400000.0,2159919900000.0,1752031400000.0,1872450000000.0,2089600300000.0,1897946200000.0,1503733100000.0,2034376000000.0
2066.0,2028956300000.0,2030472300000.0,1438795400000.0,1872425900000.0,2073710300000.0,1642847000000.0,1900574300000.0,2135372900000.0,1738243000000.0,1860558500000.0,2064253000000.0,1869633300000.0,1477061000000.0,2010257600000.0
2067.0,2009386600000.0,2008971000000.0,1402099200000.0,1859878300000.0,2037765600000.0,1617413700000.0,1860373300000.0,2121810400000.0,1713783200000.0,1837224000000.0,2051674000000.0,1850446200000.0,1461259500000.0,1984671500000.0
2068.0,1978409500000.0,1985129100000.0,1364045200000.0,1831168600000.0,2004910600000.0,1588271500000.0,1847549500000.0,2082454100000.0,1697133100000.0,1812576200000.0,2045047000000.0,1823475500000.0,1429708500000.0,1961732100000.0
2069.0,1951108000000.0,1959043700000.0,1335452600000.0,1820110900000.0,1981076600000.0,1570539800000.0,1833826500000.0,2057117800000.0,1671033900000.0,1797116800000.0,2026141400000.0,1810869800000.0,1406283700000.0,1931763000000.0
2070.0,1919775700000.0,1929178900000.0,1304336900000.0,1807142400000.0,1947259200000.0,1545307600000.0,1804797300000.0,2030749700000.0,1642144600000.0,1775156500000.0,2003219600000.0,1804483400000.0,1381187800000.0,1915273000000.0
2071.0,1895444900000.0,1900364700000.0,1277593300000.0,1776512400000.0,1938547800000.0,1516577500000.0,1788003500000.0,2014337700000.0,1617719100000.0,1765108900000.0,1989033200000.0,1785774000000.0,1363491300000.0,1887301400000.0
2072.0,1873419300000.0,1894987000000.0,1255466000000.0,1754767300000.0,1905717800000.0,1495482900000.0,1785107200000.0,2001681100000.0,1591311500000.0,1745032400000.0,1974931600000.0,1769346600000.0,1342186500000.0,1868979500000.0
2073.0,1850271700000.0,1880372200000.0,1224940800000.0,1725341500000.0,1868449700000.0,1472667500000.0,1752641700000.0,1971818300000.0,1564323000000.0,1742628800000.0,1967269000000.0,1740887400000.0,1314524600000.0,1853511200000.0
2074.0,1829440600000.0,1869751900000.0,1193235200000.0,1695958800000.0,1831035700000.0,1457276600000.0,1733704700000.0,1940316700000.0,1534806600000.0,1724151800000.0,1955879300000.0,1716200000000.0,1287575700000.0,1833577600000.0
2075.0,1803777600000.0,1841122200000.0,1168236500000.0,1678713000000.0,1810593500000.0,1439520400000.0,1718126100000.0,1928248700000.0,1502561800000.0,1701366300000.0,1948429800000.0,1685985300000.0,1282444200000.0,1798895000000.0
2076.0,1782837000000.0,1817516400000.0,1147619900000.0,1668434900000.0,1783107400000.0,1427285300000.0,1701739500000.0,1907959900000.0,1454399600000.0,1685898100000.0,1928605900000.0,1670254700000.0,1254854900000.0,1770600700000.0
2077.0,1763228400000.0,1786956300000.0,1126804100000.0,1653040900000.0,1751110900000.0,1415089200000.0,1688212100000.0,1883282000000.0,1406301100000.0,1669014200000.0,1908072300000.0,1654696000000.0,1224102200000.0,1751665200000.0
2078.0,1742194200000.0,1747696700000.0,1102502400000.0,1639680600000.0,1719410600000.0,1390785500000.0,1668650200000.0,1860266200000.0,1386536900000.0,1649863800000.0,1885135300000.0,1637996200000.0,1196978600000.0,1735970500000.0
2079.0,1718679900000.0,1723541900000.0,1080575600000.0,1621816200000.0,1683973600000.0,1372280800000.0,1650652100000.0,1845301300000.0,1358381200000.0,1625153100000.0,1876602900000.0,1614786300000.0,1170981400000.0,1707268800000.0
2080.0,1705495400000.0,1697703900000.0,1058106500000.0,1605067600000.0,1656891500000.0,1361290000000.0,1634292600000.0,1837181000000.0,1336007100000.0,1606962000000.0,1866645500000.0,1608389600000.0,1148152300000.0,1679737100000.0
2081.0,1685526300000.0,1670333200000.0,1031713900000.0,1570328500000.0,1638675400000.0,1343658400000.0,1619074700000.0,1814234300000.0,1305588700000.0,1586464800000.0,1846053200000.0,1596526000000.0,1126906700000.0,1658794900000.0
2082.0,1661252100000.0,1652909700000.0,1015311200000.0,1553889800000.0,1611543500000.0,1332748900000.0,1605235400000.0,1797129800000.0,1264695100000.0,1570861000000.0,1845056200000.0,1577467100000.0,1112414900000.0,1644767500000.0
2083.0,1634822100000.0,1636123800000.0,998675500000.0,1524497100000.0,1591555300000.0,1316616400000.0,1591636000000.0,1783811800000.0,1235127600000.0,1549387200000.0,1842355500000.0,1560651100000.0,1086721700000.0,1630035600000.0
2084.0,1609689000000.0,1607677400000.0,976054060000.0,1501587800000.0,1560651100000.0,1304499200000.0,1590999900000.0,1783318200000.0,1209787500000.0,1538272400000.0,1821203100000.0,1540148200000.0,1060413400000.0,1608785500000.0
2085.0,1584676200000.0,1593694600000.0,954680930000.0,1491370500000.0,1537732500000.0,1289948600000.0,1566433000000.0,1774287600000.0,1183757600000.0,1529701100000.0,1803404400000.0,1525748900000.0,1034663000000.0,1596163400000.0
2086.0,1564017700000.0,1574121100000.0,936898000000.0,1478110000000.0,1508794700000.0,1276698400000.0,1540803300000.0,1765319000000.0,1151895100000.0,1508744100000.0,1799000000000.0,1516472500000.0,1009942000000.0,1573327100000.0
2087.0,1539636300000.0,1554504600000.0,914617470000.0,1465356900000.0,1479122000000.0,1261338600000.0,1532454400000.0,1746649600000.0,1118477700000.0,1506895700000.0,1794498600000.0,1508946500000.0,989207460000.0,1557198300000.0
2088.0,1519025500000.0,1536910400000.0,892602940000.0,1447881100000.0,1452215600000.0,1250129300000.0,1525898300000.0,1730303000000.0,1096607500000.0,1486640900000.0,1783016000000.0,1490885300000.0,957942500000.0,1544398000000.0
2089.0,1498247200000.0,1516169300000.0,879976050000.0,1429156300000.0,1415083000000.0,1234244100000.0,1514567000000.0,1733535500000.0,1085018300000.0,1466834100000.0,1769785000000.0,1488387800000.0,935203900000.0,1525734200000.0
2090.0,1475610400000.0,1509788600000.0,861075540000.0,1412200400000.0,1385236700000.0,1223927000000.0,1504925300000.0,1725683000000.0,1071395440000.0,1459699800000.0,1753950000000.0,1472460600000.0,915889900000.0,1507473900000.0
2091.0,1458424600000.0,1499997800000.0,838461600000.0,1390259100000.0,1359649700000.0,1205824300000.0,1486023800000.0,1717307600000.0,1049005800000.0,1452851600000.0,1744603600000.0,1452348100000.0,894936100000.0,1490239100000.0
2092.0,1444186200000.0,1488512200000.0,819475700000.0,1374945400000.0,1324409400000.0,1187772800000.0,1459833000000.0,1693715700000.0,1027042600000.0,1438732100000.0,1731202400000.0,1430868500000.0,875403700000.0,1480039300000.0
2093.0,1427201700000.0,1470693400000.0,804116000000.0,1352697800000.0,1295322000000.0,1171320700000.0,1443528000000.0,1679085700000.0,1009285800000.0,1417020400000.0,1723842700000.0,1421203500000.0,858877400000.0,1470589800000.0
2094.0,1403254500000.0,1454552100000.0,781158450000.0,1332903300000.0,1268603600000.0,1165279100000.0,1431769000000.0,1672857000000.0,984684760000.0,1404236100000.0,1710387800000.0,1408055100000.0,836846200000.0,1467412600000.0
2095.0,1379392800000.0,1432950700000.0,769586200000.0,1318080100000.0,1245825900000.0,1151254700000.0,1413190100000.0,1665747300000.0,969758150000.0,1394422200000.0,1695505200000.0,1384366100000.0,807108740000.0,1439984100000.0
2096.0,1359691000000.0,1419146400000.0,748526300000.0,1304956900000.0,1220617400000.0,1134367600000.0,1403144900000.0,1656806700000.0,944631700000.0,1390659100000.0,1691574600000.0,1368521400000.0,787376400000.0,1413770800000.0
2097.0,1339550000000.0,1403117200000.0,733073050000.0,1292235300000.0,1196153500000.0,1127578700000.0,1382311700000.0,1648200900000.0,926304300000.0,1378259600000.0,1670681300000.0,1357185000000.0,768467500000.0,1398544100000.0
2098.0,1320081700000.0,1395548200000.0,714014460000.0,1279892400000.0,1174943600000.0,1119312000000.0,1363164500000.0,1635105000000.0,898602040000.0,1359575600000.0,1660380600000.0,1335409500000.0,743050400000.0,1390117000000.0
2099.0,1302372800000.0,1383956300000.0,698083000000.0,1264527000000.0,1155779300000.0,1110886000000.0,1345742300000.0,1625946600000.0,881224500000.0,1352939000000.0,1640428000000.0,1317311100000.0,718191100000.0,1371357400000.0
2100.0,1283823500000.0,1372646400000.0,680643800000.0,1258052400000.0,1139809200000.0,1101070300000.0,1338273300000.0,1627522300000.0,864957240000.0,1342897000000.0,1629779700000.0,1312320500000.0,696739040000.0,1358822900000.0
