time,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CMCC-CM2-SR5,CESM2,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,EC-EARTH3,MPI-ESM1-2-HR,INM-CM5-0,INM-CM4-8
2030.0,2058986000.0,2098805400.0,2165085200.0,1994187900.0,2050955800.0,2239054300.0,2065044400.0,2071808000.0,2321470500.0,2171991000.0,1854196600.0,2079783400.0,2095005400.0,2073358000.0
2031.0,1980504700.0,2151917300.0,2160954000.0,1961354100.0,2011057500.0,2204492800.0,2013782100.0,2053236000.0,2218217700.0,2135857000.0,1782943200.0,2086990200.0,2073493000.0,2032171800.0
2032.0,1937387800.0,2060751600.0,2219703600.0,1927150300.0,1971890700.0,2162038000.0,1984684800.0,2049075000.0,2227567000.0,2034508500.0,1718335400.0,2002752600.0,2024855600.0,2005277700.0
2033.0,1924867300.0,2022704300.0,2113932800.0,1885341800.0,2013195000.0,2188882700.0,1946045400.0,1988902100.0,2216336100.0,2009271400.0,1641668700.0,1956304900.0,2077059600.0,1966773400.0
2034.0,1868295600.0,2085230000.0,2075026400.0,1860495400.0,1924398800.0,2167595800.0,1909241100.0,1960156200.0,2331682600.0,1955874400.0,1624833700.0,1913776600.0,2032135400.0,1922603600.0
2035.0,1822795900.0,2025274500.0,2039062500.0,1803035100.0,1892628600.0,2104904400.0,1859979600.0,1957459500.0,2177952500.0,1937689700.0,1518800900.0,1879852700.0,1941726800.0,1901653200.0
2036.0,1776586900.0,1959209300.0,2004988900.0,1754769000.0,1836779900.0,2022899100.0,1791430300.0,1894571100.0,2133250000.0,1893335900.0,1442197600.0,1828551200.0,1884106800.0,1857242000.0
2037.0,1753781400.0,1984993400.0,1972961800.0,1698901400.0,1779470200.0,1981896300.0,1723410000.0,1866422500.0,2141753600.0,1917162400.0,1390029000.0,1796638500.0,1890802700.0,1833678000.0
2038.0,1706032100.0,1897805700.0,1946022400.0,1665260000.0,1728500900.0,1964386000.0,1683884300.0,1841252200.0,2061290200.0,1880714000.0,1368666200.0,1751679000.0,1839251100.0,1846183600.0
2039.0,1692517000.0,1870057300.0,1903143200.0,1613642400.0,1731221400.0,1922595800.0,1637538300.0,1788218600.0,2050936000.0,1777313200.0,1305508900.0,1718678400.0,1779980800.0,1751124400.0
2040.0,1653711600.0,1830334100.0,1869457700.0,1578659500.0,1633294100.0,1889252100.0,1624279600.0,1757701900.0,2026736800.0,1736665200.0,1265330400.0,1689977900.0,1755658800.0,1776451500.0
2041.0,1600781800.0,1791784200.0,1870255700.0,1532134100.0,1578270300.0,1853422700.0,1535377900.0,1707280900.0,1979771100.0,1678017300.0,1157844700.0,1640315600.0,1697790600.0,1689316900.0
2042.0,1608548100.0,1772832000.0,1811147400.0,1464018300.0,1527915300.0,1809289500.0,1483778600.0,1653783800.0,1956859000.0,1629615600.0,1087826600.0,1569535000.0,1694051800.0,1644568300.0
2043.0,1504984300.0,1715242900.0,1820427100.0,1416726700.0,1477892400.0,1768937200.0,1435652900.0,1635437200.0,1924003000.0,1606762800.0,1022195460.0,1524086000.0,1636765000.0,1559154800.0
2044.0,1460695800.0,1702536300.0,1763424600.0,1363212700.0,1400274700.0,1725456900.0,1370349200.0,1561975700.0,1929542100.0,1564075100.0,1007645630.0,1508194200.0,1605522200.0,1503825300.0
2045.0,1411445200.0,1648620700.0,1704811600.0,1299914800.0,1337196000.0,1680140200.0,1316250900.0,1521839000.0,1870931200.0,1501521000.0,911714800.0,1480952200.0,1567628000.0,1438016100.0
2046.0,1378690600.0,1597159400.0,1663142800.0,1254464800.0,1337636600.0,1636900700.0,1266893600.0,1471043300.0,1832914400.0,1456135700.0,886746300.0,1447176600.0,1573543200.0,1397233800.0
2047.0,1380345700.0,1564096500.0,1682826000.0,1204310900.0,1249493900.0,1607640700.0,1232391000.0,1432029300.0,1842022500.0,1388053200.0,828656400.0,1372442000.0,1490813800.0,1406137100.0
2048.0,1322426100.0,1529409000.0,1678242600.0,1160100000.0,1179580400.0,1554399900.0,1166497900.0,1383100300.0,1818807800.0,1334247400.0,783143940.0,1301093600.0,1611792800.0,1354182100.0
2049.0,1274764500.0,1510017500.0,1639486800.0,1116372400.0,1132874900.0,1509863200.0,1116894500.0,1335378200.0,1747899400.0,1279852300.0,736257200.0,1265522600.0,1504896400.0,1335731700.0
2050.0,1233401100.0,1440608500.0,1539470500.0,1067238460.0,1074913200.0,1453959800.0,1074959200.0,1288055200.0,1763799300.0,1232530700.0,684624500.0,1206455300.0,1393980300.0,1260259500.0
2051.0,1186073200.0,1420225300.0,1483125400.0,1010635100.0,1047476030.0,1428238200.0,1028388740.0,1245240000.0,1698291300.0,1185423200.0,642802500.0,1160747300.0,1362022300.0,1196127000.0
2052.0,1145681200.0,1384088200.0,1442761200.0,969863700.0,985029900.0,1370855000.0,986630900.0,1198434300.0,1663620400.0,1164125700.0,599589440.0,1154454900.0,1360881900.0,1224954200.0
2053.0,1098403600.0,1350039800.0,1401710200.0,1192845400.0,1015458200.0,1326873600.0,944349950.0,1148332800.0,1621379300.0,1098022400.0,557264300.0,1095231900.0,1310051600.0,1167702500.0
2054.0,1062869950.0,1301160300.0,1393035100.0,926087100.0,914064500.0,1285738900.0,907426240.0,1107063700.0,1602588000.0,1047458940.0,525246750.0,1085570600.0,1245207000.0,1095999700.0
2055.0,1017862850.0,1288326500.0,1383936500.0,886752800.0,865143000.0,1250166700.0,863548000.0,1063753100.0,1557153200.0,1014099650.0,501375360.0,1035702800.0,1209965300.0,1054657150.0
2056.0,1001753340.0,1211270800.0,1310121300.0,844558800.0,823597600.0,1204064900.0,819381570.0,1016877600.0,1592154200.0,960880700.0,471178020.0,986446700.0,1173049600.0,1020162400.0
2057.0,954208100.0,1187717600.0,1271841700.0,797431500.0,786934100.0,1153870800.0,781639700.0,980242900.0,1648261000.0,917707000.0,441114000.0,955992700.0,1178790500.0,1002228400.0
2058.0,910585500.0,1142893300.0,1220954200.0,761033800.0,800335360.0,1118997500.0,756589700.0,947685500.0,1602321700.0,877398200.0,423254560.0,917947900.0,1162751600.0,951978500.0
2059.0,883477570.0,1089155500.0,1244154800.0,740941300.0,728937660.0,1067721540.0,718968700.0,918236800.0,1533972200.0,835033300.0,400854660.0,887057600.0,1087850000.0,905862400.0
2060.0,841907300.0,1054033540.0,1180223000.0,696586560.0,689656700.0,1019834000.0,693155140.0,867690800.0,1520744800.0,804761540.0,382208700.0,860712800.0,1040512800.0,878374140.0
2061.0,819120800.0,1007537200.0,1155734700.0,665111550.0,679587000.0,980468700.0,668367360.0,834834400.0,1446935000.0,771510660.0,356796700.0,825909060.0,991242430.0,847111200.0
2062.0,804412700.0,982013600.0,1096817500.0,640432500.0,640230500.0,932455900.0,644366600.0,804086800.0,1462884100.0,748979400.0,335696000.0,850432600.0,946314560.0,828025000.0
2063.0,774768400.0,932758100.0,1087867800.0,610138430.0,602364540.0,897424600.0,615921660.0,773085900.0,1407694600.0,736523100.0,316270880.0,816043100.0,926461630.0,785718400.0
2064.0,750954000.0,893384960.0,1037949300.0,582400100.0,589131970.0,852682000.0,622562600.0,749444700.0,1361792800.0,696389400.0,299866530.0,792638850.0,883697900.0,774212000.0
2065.0,726271200.0,853915000.0,1011182700.0,581115650.0,559992100.0,821299200.0,577752500.0,732519500.0,1343768000.0,672701700.0,284021860.0,746300300.0,879435400.0,735197440.0
2066.0,708903600.0,814139300.0,1050544800.0,565098240.0,535596200.0,783449340.0,554100160.0,715997800.0,1345581300.0,821447550.0,268022750.0,715683400.0,888781630.0,727934660.0
2067.0,675443900.0,784964350.0,1044128830.0,558808960.0,513351840.0,749028350.0,540670850.0,685636600.0,1298179700.0,676143700.0,245822560.0,695241500.0,831483800.0,695134900.0
2068.0,653290430.0,750844160.0,963374500.0,535308960.0,494915070.0,707931100.0,526016300.0,660757570.0,1306279400.0,664564700.0,233722180.0,684221250.0,809502900.0,681307650.0
2069.0,635686140.0,731908300.0,937273860.0,525017340.0,478649280.0,682871940.0,515739040.0,631410500.0,1287685400.0,614664400.0,223197520.0,662383400.0,818773700.0,663800100.0
2070.0,643013250.0,708944260.0,901134340.0,509093250.0,458264960.0,648786200.0,487331170.0,619868540.0,1232212600.0,589941300.0,216908620.0,636066560.0,774253600.0,645072200.0
2071.0,605646340.0,685620740.0,889432770.0,491492350.0,434708260.0,621727550.0,470169570.0,602145340.0,1203477800.0,569346940.0,206319650.0,620242800.0,738304600.0,623473540.0
2072.0,645327170.0,662745860.0,878114500.0,480675840.0,417614620.0,597742850.0,452873250.0,572635500.0,1175916500.0,547377300.0,197025660.0,608067200.0,712570750.0,600479300.0
2073.0,583849300.0,637348200.0,841884860.0,464204500.0,402709280.0,573423300.0,432557950.0,548800260.0,1208913300.0,530078200.0,191377700.0,593894000.0,717190300.0,591516740.0
2074.0,585828200.0,624150340.0,883981630.0,451455300.0,411507420.0,544522500.0,413947070.0,534047230.0,1141050200.0,516561700.0,178037010.0,574164500.0,690313150.0,581127040.0
2075.0,550363300.0,584490430.0,825636600.0,446228960.0,385683870.0,516858980.0,400717900.0,516505900.0,1151409800.0,499551580.0,170400460.0,568530940.0,700189630.0,550543100.0
2076.0,522902080.0,577910460.0,803930560.0,426179460.0,360474180.0,499114620.0,384545570.0,497877400.0,1120888300.0,481696670.0,167101400.0,551549950.0,666538700.0,562865150.0
2077.0,513494400.0,557372600.0,780361500.0,436095070.0,347920260.0,479530530.0,371347940.0,477325630.0,1143494300.0,476205500.0,162313420.0,537417860.0,720771700.0,529724860.0
2078.0,497510940.0,534729760.0,764598600.0,398032600.0,335809300.0,452166940.0,361579600.0,462259420.0,1142407300.0,452791740.0,158916670.0,521611040.0,639107460.0,526541820.0
2079.0,490138100.0,542008400.0,748087900.0,384941470.0,325531230.0,426216600.0,350619700.0,449922720.0,1067215600.0,432424200.0,154698200.0,539807600.0,627761400.0,522482270.0
2080.0,536799170.0,516105180.0,720588160.0,384276300.0,317915800.0,396051650.0,338377180.0,435230900.0,1062620500.0,423415140.0,151078340.0,535050300.0,627053400.0,503813150.0
2081.0,475184500.0,520224450.0,702149700.0,391893570.0,300534850.0,382592030.0,329512900.0,421180740.0,1075343200.0,421751400.0,146653780.0,477152960.0,638416260.0,524797730.0
2082.0,477944300.0,494933300.0,677015040.0,368404600.0,291619600.0,367732350.0,318354430.0,403777470.0,1022367200.0,397976100.0,144071170.0,524634980.0,609239300.0,493172260.0
2083.0,438422400.0,455653600.0,653610300.0,398481700.0,282058300.0,346483100.0,313275780.0,391520130.0,1029524860.0,386710530.0,142478140.0,450901380.0,606233340.0,457059520.0
2084.0,411170020.0,443539870.0,632677400.0,349301950.0,275541120.0,330600260.0,300178620.0,376978500.0,1041349700.0,376978200.0,140071980.0,480273120.0,632725800.0,451428380.0
2085.0,427155740.0,426175680.0,616300300.0,344539260.0,267682900.0,314307200.0,296281760.0,367380000.0,1343101200.0,366041540.0,136726140.0,443150460.0,568199100.0,438892100.0
2086.0,395326080.0,406927420.0,619055900.0,329727840.0,260840850.0,302283680.0,276783900.0,357258020.0,1044272200.0,353197470.0,132558210.0,428677630.0,559329300.0,433383400.0
2087.0,376557950.0,391888320.0,597871100.0,335540860.0,250095860.0,287599040.0,262825000.0,345846700.0,974819840.0,345989200.0,129261260.0,416258500.0,547402240.0,425345900.0
2088.0,373215870.0,371625760.0,582239300.0,327126460.0,244968140.0,271682500.0,256748450.0,332295870.0,1005468500.0,335794080.0,125690110.0,414077630.0,531368480.0,410875800.0
2089.0,368154140.0,357905760.0,566443200.0,317865340.0,228838720.0,260214460.0,250891820.0,320771100.0,1002876400.0,328049020.0,123912710.0,393880800.0,524783040.0,456272540.0
2090.0,361144260.0,345925470.0,547676900.0,351798080.0,221713840.0,247723570.0,247243200.0,306241920.0,952716160.0,315953500.0,122628790.0,389246140.0,532557820.0,418545200.0
2091.0,341264060.0,333391140.0,561540740.0,310586600.0,216149170.0,236479170.0,239446060.0,295208600.0,960401860.0,310395230.0,120815720.0,387823420.0,502079040.0,392745340.0
2092.0,337427600.0,342519740.0,547110900.0,316932960.0,210702060.0,223169100.0,228498370.0,286832400.0,926667970.0,311952600.0,122478450.0,382024100.0,492385440.0,390065950.0
2093.0,329092770.0,310863420.0,533472060.0,306029700.0,202965840.0,208282740.0,220529940.0,282576060.0,905379300.0,295932060.0,118649150.0,370646820.0,500575520.0,385034240.0
2094.0,324616500.0,298902750.0,512817440.0,327608060.0,196915220.0,199807520.0,221138910.0,274732500.0,922353860.0,287953820.0,115518490.0,363484100.0,537573000.0,386807650.0
2095.0,312574000.0,300563740.0,511561900.0,293962620.0,190672860.0,192847950.0,211402540.0,269186560.0,1059394050.0,282193660.0,113794520.0,352073340.0,512661820.0,372970270.0
2096.0,309734370.0,285065660.0,495526200.0,296318620.0,183902980.0,187548480.0,209213020.0,259398290.0,933917900.0,277261470.0,113496230.0,343844600.0,485328770.0,382823800.0
2097.0,352435070.0,273327940.0,488906800.0,282710430.0,178750700.0,179953490.0,207917310.0,254630030.0,934087040.0,270400160.0,111811470.0,335564000.0,487580480.0,366522460.0
2098.0,344740100.0,265877550.0,474281150.0,279998400.0,174105780.0,175276340.0,204611620.0,251578750.0,905295600.0,264728540.0,110340990.0,361453980.0,455888800.0,355347420.0
2099.0,364456540.0,261182720.0,462468830.0,291557920.0,169559890.0,171279380.0,201355840.0,244470910.0,852742000.0,256165540.0,108937944.0,328193100.0,444591500.0,395106000.0
2100.0,318720480.0,246968200.0,459693600.0,287164300.0,166519760.0,167378830.0,196018720.0,231720820.0,895162560.0,249118430.0,107534030.0,319400260.0,436485300.0,357596830.0
