time,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG
2031.0,73529950000.0,52209283000.0,82368040000.0,59580826000.0
2032.0,70037960000.0,50175787000.0,81899200000.0,57970070000.0
2033.0,67173163000.0,47557722000.0,79378810000.0,55843226000.0
2034.0,65455423000.0,43543390000.0,77429150000.0,54575460000.0
2035.0,64675844000.0,41821114000.0,78837105000.0,51902685000.0
2036.0,63487520000.0,38727057000.0,79878400000.0,50135785000.0
2037.0,62287980000.0,35971604000.0,77513196000.0,48050290000.0
2038.0,61524836000.0,35098817000.0,78552430000.0,47967410000.0
2039.0,59924980000.0,32938734000.0,78032210000.0,46477420000.0
2040.0,57862623000.0,30938542000.0,77286450000.0,46435037000.0
2041.0,55867306000.0,29222914000.0,75926860000.0,45101990000.0
2042.0,55779780000.0,27454810000.0,76969450000.0,45770130000.0
2043.0,54158504000.0,26826734000.0,76282450000.0,44120660000.0
2044.0,52759646000.0,25998645000.0,75527260000.0,43026280000.0
2045.0,48967350000.0,26016518000.0,74339660000.0,42595906000.0
2046.0,48166580000.0,24528273000.0,74118000000.0,40903377000.0
2047.0,46715170000.0,24647096000.0,72702130000.0,39809240000.0
2048.0,46538080000.0,24023218000.0,70755525000.0,38508380000.0
2049.0,45410170000.0,22733758000.0,70555930000.0,38006374000.0
2050.0,45245870000.0,21910977000.0,69209080000.0,37918910000.0
2051.0,44059860000.0,21263438000.0,68483630000.0,37499015000.0
2052.0,43422970000.0,21542236000.0,68524675000.0,36783526000.0
2053.0,41384550000.0,20911750000.0,68797960000.0,36637560000.0
2054.0,40671350000.0,22142783000.0,68630745000.0,36516650000.0
2055.0,41910264000.0,21711143000.0,70844260000.0,35499807000.0
2056.0,41488663000.0,20963891000.0,70655220000.0,33675571000.0
2057.0,41262730000.0,20155648000.0,68779426000.0,32733907000.0
2058.0,41740090000.0,19735003000.0,67874000000.0,33269760000.0
2059.0,41161900000.0,19163828000.0,68446170000.0,32681796000.0
2060.0,40094430000.0,19552821000.0,68138580000.0,31602938000.0
2061.0,39725530000.0,18935994000.0,67704100000.0,29512454000.0
2062.0,38564807000.0,18620135000.0,67039330000.0,29164425000.0
2063.0,38484450000.0,19019049000.0,66349360000.0,28764846000.0
2064.0,38974970000.0,18465038000.0,63618884000.0,27912675000.0
2065.0,38591600000.0,18072050000.0,62222070000.0,28052597000.0
2066.0,38139870000.0,17445851000.0,63168850000.0,28532204000.0
2067.0,38546244000.0,17167617000.0,62821573000.0,26703240000.0
2068.0,38159843000.0,17037212000.0,62551355000.0,26923612000.0
2069.0,38356996000.0,16564171000.0,61394174000.0,27017624000.0
2070.0,38872740000.0,16406441000.0,61014045000.0,26567455000.0
2071.0,37669315000.0,16714179000.0,62806122000.0,25987836000.0
2072.0,38232646000.0,16643726000.0,62855406000.0,25229935000.0
2073.0,37611676000.0,17602062000.0,61865420000.0,25637476000.0
2074.0,36629496000.0,17346839000.0,65502590000.0,25355893000.0
2075.0,36483736000.0,16968898000.0,64845574000.0,26005766000.0
2076.0,36389446000.0,16843771000.0,64526918000.0,26118525000.0
2077.0,35982690000.0,16999635000.0,63984714000.0,25870879000.0
2078.0,37113197000.0,17489258000.0,64695340000.0,25986697000.0
2079.0,36769110000.0,17361682000.0,64663370000.0,25483820000.0
2080.0,37050204000.0,17597858000.0,64494092000.0,25651026000.0
2081.0,37200445000.0,17470410000.0,63398674000.0,24513440000.0
2082.0,36240540000.0,18048295000.0,63340945000.0,22974951000.0
2083.0,35566930000.0,18293178000.0,62993880000.0,23232274000.0
2084.0,35275010000.0,18759365000.0,63845528000.0,23799460000.0
2085.0,35160166000.0,18534205000.0,66853330000.0,25125333000.0
2086.0,35166618000.0,19156360000.0,64282460000.0,24334700000.0
2087.0,34682356000.0,19273540000.0,64507064000.0,25562485000.0
2088.0,36606865000.0,18901380000.0,66866094000.0,26651705000.0
2089.0,36684950000.0,18916135000.0,69277690000.0,26477920000.0
2090.0,35894050000.0,19268047000.0,68218700000.0,26062610000.0
2091.0,35396970000.0,19289856000.0,69197046000.0,26073653000.0
2092.0,35290513000.0,19717763000.0,66357920000.0,26425924000.0
2093.0,35381228000.0,19225213000.0,66727350000.0,25852084000.0
2094.0,35447783000.0,19899314000.0,67347358000.0,25614385000.0
2095.0,35248427000.0,20084450000.0,67767566000.0,25893136000.0
2096.0,35506864000.0,20915490000.0,67871085000.0,25929943000.0
2097.0,36416754000.0,20970217000.0,69316740000.0,26654673000.0
2098.0,36358746000.0,22206510000.0,68965900000.0,26089875000.0
2099.0,36489800000.0,22832216000.0,71157080000.0,26127630000.0
2100.0,36668707000.0,22876064000.0,74706970000.0,26250342000.0
