time,MRI-ESM2-0,ACCESS-CM2,ACCESS-ESM1-5,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2041.0,131414065000.0,131536660000.0,132482910000.0,131778265000.0,132057104000.0,131485090000.0
2042.0,131339760000.0,131583090000.0,132510820000.0,131819300000.0,131864940000.0,131392280000.0
2043.0,131418110000.0,131655320000.0,132289044000.0,131636110000.0,131549810000.0,131073580000.0
2044.0,131133160000.0,131353470000.0,132139990000.0,131774820000.0,131460375000.0,130923690000.0
2045.0,131228050000.0,130977910000.0,131935900000.0,131726050000.0,131372655000.0,130681550000.0
2046.0,130872170000.0,130807390000.0,132352900000.0,132287730000.0,131514110000.0,130364880000.0
2047.0,130833980000.0,130562070000.0,131865666000.0,131304710000.0,131760505000.0,130105940000.0
2048.0,130743435000.0,130257130000.0,131676410000.0,130886460000.0,131303850000.0,129816300000.0
2049.0,130223870000.0,130030870000.0,131629950000.0,131003070000.0,130707595000.0,129640580000.0
2050.0,130333426000.0,129804750000.0,131431014000.0,131020460000.0,130218600000.0,129347750000.0
2051.0,130049400000.0,130024530000.0,131335250000.0,130408595000.0,130015920000.0,128978110000.0
2052.0,129922870000.0,129696236000.0,131072460000.0,129847760000.0,130021740000.0,128675330000.0
2053.0,129797080000.0,129249160000.0,131020670000.0,129970690000.0,129930306000.0,128357110000.0
2054.0,129545810000.0,128946725000.0,131580370000.0,129943870000.0,129527870000.0,128145244000.0
2055.0,130306350000.0,128906000000.0,130977220000.0,130104570000.0,129532210000.0,127847650000.0
2056.0,129491890000.0,128632200000.0,130887880000.0,129812560000.0,129565330000.0,127439640000.0
2057.0,129160620000.0,128638660000.0,130936680000.0,129418110000.0,128983876000.0,126998650000.0
2058.0,128813060000.0,128280674000.0,130721390000.0,129236440000.0,128771330000.0,126817600000.0
2059.0,128579930000.0,127684170000.0,130362650000.0,128966570000.0,129483860000.0,126527020000.0
2060.0,128792750000.0,127180840000.0,130243240000.0,128807700000.0,128311950000.0,126117920000.0
2061.0,129312950000.0,126883635000.0,130065730000.0,128763800000.0,127847980000.0,125645160000.0
2062.0,129916490000.0,126474410000.0,130093380000.0,128639220000.0,127741360000.0,125372540000.0
2063.0,128374640000.0,126094370000.0,129830040000.0,128247540000.0,127905390000.0,124731015000.0
2064.0,127925810000.0,125841990000.0,129641670000.0,128061964000.0,127456300000.0,124682500000.0
2065.0,127715950000.0,125694616000.0,129416310000.0,128140470000.0,127217660000.0,124093280000.0
2066.0,127489360000.0,125471400000.0,129477940000.0,128173500000.0,126667550000.0,123517590000.0
2067.0,127369945000.0,124787740000.0,129378630000.0,127578440000.0,126633400000.0,122868425000.0
2068.0,127158040000.0,124458900000.0,129166170000.0,127360980000.0,126831080000.0,122946790000.0
2069.0,126607010000.0,124429840000.0,128620765000.0,127014400000.0,126525006000.0,122449710000.0
2070.0,126363770000.0,124039864000.0,128469580000.0,126508630000.0,126016360000.0,121982706000.0
2071.0,126616674000.0,123984230000.0,128173834000.0,126920000000.0,125944460000.0,121830650000.0
2072.0,126155430000.0,123468650000.0,127892050000.0,126388670000.0,125998440000.0,121423634000.0
2073.0,125874360000.0,123586250000.0,127837150000.0,125645120000.0,125574230000.0,120565960000.0
2074.0,125580460000.0,122896800000.0,127705055000.0,125531440000.0,125218160000.0,120055360000.0
2075.0,125431170000.0,122287645000.0,127663250000.0,125160350000.0,125025580000.0,119688760000.0
2076.0,125420315000.0,122128820000.0,127079105000.0,124994350000.0,124948310000.0,119285580000.0
2077.0,124987060000.0,122021000000.0,126773390000.0,124885030000.0,125084380000.0,118865840000.0
2078.0,124660310000.0,121686940000.0,127210540000.0,124702860000.0,124618400000.0,118391650000.0
2079.0,124430926000.0,121304965000.0,126283650000.0,124232800000.0,124564400000.0,117820916000.0
2080.0,124241674000.0,120787436000.0,126333890000.0,124128510000.0,124128300000.0,117521410000.0
2081.0,123962690000.0,120963690000.0,126017815000.0,123764850000.0,123712400000.0,116628710000.0
2082.0,123571700000.0,120272904000.0,126310790000.0,123614820000.0,122855170000.0,116019945000.0
2083.0,123053430000.0,119690084000.0,125717820000.0,123315580000.0,122652390000.0,115650250000.0
2084.0,122847310000.0,119599320000.0,124935990000.0,123147370000.0,122511335000.0,115249340000.0
2085.0,122646520000.0,119321070000.0,124893400000.0,122649790000.0,122336900000.0,114474890000.0
2086.0,122341110000.0,119426950000.0,124953760000.0,123157760000.0,122239300000.0,114127530000.0
2087.0,122047780000.0,118764650000.0,124349055000.0,122177910000.0,122148030000.0,113358225000.0
2088.0,121818830000.0,118062110000.0,124117254000.0,121517050000.0,121796256000.0,112708070000.0
2089.0,121310240000.0,117628854000.0,124082620000.0,121259065000.0,121811870000.0,112302540000.0
2090.0,120851380000.0,117333295000.0,123895095000.0,121499440000.0,122144330000.0,111754940000.0
2091.0,120550105000.0,116702480000.0,123563500000.0,121242120000.0,121380676000.0,111365410000.0
2092.0,120368990000.0,116298930000.0,123416625000.0,120722180000.0,120397230000.0,110964760000.0
2093.0,120124200000.0,115904790000.0,123784585000.0,119971320000.0,120163950000.0,110143430000.0
2094.0,119504820000.0,115585870000.0,123088445000.0,119579630000.0,120033960000.0,109675470000.0
2095.0,119361150000.0,114905620000.0,122919540000.0,119270530000.0,119546570000.0,109110900000.0
2096.0,119182520000.0,114795590000.0,123268310000.0,119028154000.0,119738650000.0,108379685000.0
2097.0,118829780000.0,114268830000.0,123476296000.0,119084925000.0,118808540000.0,107372634000.0
2098.0,118394724000.0,114225455000.0,123006520000.0,118487280000.0,118570115000.0,106924990000.0
2099.0,118157705000.0,114245280000.0,121841490000.0,117959980000.0,118260090000.0,106373380000.0
2100.0,117871830000.0,113665190000.0,121662890000.0,118225700000.0,117946780000.0,105713330000.0
2101.0,117384580000.0,113175585000.0,121462630000.0,117502330000.0,117981290000.0,105169900000.0
2102.0,117138620000.0,112645450000.0,121340320000.0,116914120000.0,117143520000.0,104365220000.0
2103.0,116714460000.0,112259150000.0,122727820000.0,116801225000.0,117032310000.0,103686340000.0
2104.0,116597890000.0,111881855000.0,121222510000.0,116638910000.0,116853694000.0,103433490000.0
2105.0,116404580000.0,111484770000.0,120830665000.0,116601815000.0,117907540000.0,102818520000.0
2106.0,115909690000.0,110721720000.0,120695870000.0,116138860000.0,116855020000.0,101963915000.0
2107.0,115433130000.0,110295810000.0,120073030000.0,115716530000.0,116090530000.0,101558280000.0
2108.0,114910085000.0,109879304000.0,120034480000.0,115399320000.0,115730030000.0,100975720000.0
2109.0,114888925000.0,109286660000.0,119707420000.0,115115770000.0,116206240000.0,100232356000.0
2110.0,114539660000.0,109328350000.0,120337790000.0,114793130000.0,115507990000.0,99699520000.0
2111.0,114907880000.0,108564490000.0,119448570000.0,114770660000.0,114905350000.0,98909800000.0
2112.0,114317960000.0,108174490000.0,119340966000.0,114296410000.0,114397360000.0,98721590000.0
2113.0,114134710000.0,107968920000.0,118899200000.0,114446230000.0,114419160000.0,97717740000.0
2114.0,114126650000.0,107597700000.0,118524850000.0,113762470000.0,114114060000.0,96955780000.0
2115.0,114217920000.0,107434640000.0,118454530000.0,113650890000.0,114078090000.0,96419420000.0
2116.0,113553830000.0,106749190000.0,118170770000.0,113077650000.0,113666540000.0,95696680000.0
2117.0,113736490000.0,106167650000.0,117882460000.0,112752370000.0,113583350000.0,94683030000.0
2118.0,113558910000.0,106345520000.0,118058260000.0,112938060000.0,113359225000.0,93868420000.0
2119.0,113091340000.0,105841420000.0,118047290000.0,112650674000.0,113042690000.0,92846820000.0
2120.0,112241220000.0,105553970000.0,117472350000.0,112677720000.0,114541700000.0,92367000000.0
2121.0,112337175000.0,105106430000.0,116959850000.0,112544320000.0,112721100000.0,91660616000.0
2122.0,112383130000.0,104587256000.0,116759265000.0,111740930000.0,113363020000.0,91212630000.0
2123.0,111464630000.0,104206150000.0,117604280000.0,111455470000.0,113429680000.0,89935905000.0
2124.0,111407720000.0,103671290000.0,116864630000.0,111138670000.0,112316510000.0,89465860000.0
2125.0,111133900000.0,103586040000.0,116302880000.0,111946800000.0,111488336000.0,89144435000.0
2126.0,110820100000.0,102711210000.0,115808010000.0,110887110000.0,111565365000.0,88824226000.0
2127.0,110538170000.0,102004420000.0,115883840000.0,110599960000.0,110794630000.0,88333810000.0
2128.0,110712095000.0,101529936000.0,115369270000.0,110081050000.0,110882490000.0,87605890000.0
2129.0,109798550000.0,101458970000.0,115229520000.0,109882920000.0,110293580000.0,86760130000.0
2130.0,109382940000.0,100894020000.0,115197170000.0,110475730000.0,110218790000.0,86236350000.0
2131.0,109345890000.0,100340850000.0,114896980000.0,109778080000.0,109519800000.0,85687525000.0
2132.0,109267020000.0,100077986000.0,114418080000.0,109406960000.0,108808176000.0,85217300000.0
2133.0,108868580000.0,99730180000.0,114411020000.0,108841900000.0,108555760000.0,84287955000.0
2134.0,108541575000.0,99665990000.0,114063024000.0,108585780000.0,108372600000.0,83591240000.0
2135.0,108362570000.0,98939036000.0,114567670000.0,108380940000.0,108053365000.0,83084500000.0
2136.0,108042854000.0,98719900000.0,114256180000.0,107916255000.0,107527900000.0,82593686000.0
2137.0,107652140000.0,98355350000.0,113616280000.0,107632850000.0,106972350000.0,82007800000.0
2138.0,107200045000.0,98105800000.0,113274380000.0,107218530000.0,106619585000.0,81520640000.0
2139.0,106419060000.0,97845010000.0,114403254000.0,106566820000.0,106187690000.0,81317510000.0
2140.0,106177510000.0,97228700000.0,113355620000.0,107354055000.0,106217490000.0,80504906000.0
2141.0,106275410000.0,96625656000.0,112901460000.0,106319995000.0,105914330000.0,80032770000.0
2142.0,105661284000.0,95945090000.0,112316980000.0,105618670000.0,105667620000.0,79632870000.0
2143.0,105859150000.0,95687310000.0,112176630000.0,105097110000.0,105726540000.0,79084920000.0
2144.0,105268265000.0,95046530000.0,111956810000.0,105059260000.0,105462590000.0,78440415000.0
2145.0,104662350000.0,94485810000.0,113298870000.0,104917430000.0,105525820000.0,77736820000.0
2146.0,104405750000.0,94064116000.0,111481070000.0,104414260000.0,105526390000.0,77323240000.0
2147.0,104107770000.0,93499990000.0,111295550000.0,104006500000.0,104715230000.0,76851356000.0
2148.0,103722090000.0,92979350000.0,111020430000.0,103886920000.0,104158085000.0,76329620000.0
2149.0,103281440000.0,92723830000.0,111102680000.0,103649160000.0,104172540000.0,75820600000.0
2150.0,102975510000.0,92224000000.0,111690334000.0,104928270000.0,104285830000.0,74937460000.0
2151.0,102700870000.0,91617500000.0,111472220000.0,103632020000.0,103702410000.0,73790644000.0
2152.0,102624330000.0,91208750000.0,111180930000.0,103058970000.0,103819805000.0,73409920000.0
2153.0,103338700000.0,90760630000.0,111079825000.0,102603040000.0,103133410000.0,72779990000.0
2154.0,101799420000.0,90399970000.0,110449290000.0,102291276000.0,102876160000.0,71862900000.0
2155.0,101489690000.0,90156950000.0,110076050000.0,102148006000.0,102308290000.0,71241790000.0
2156.0,100845690000.0,90939990000.0,109839114000.0,101485730000.0,102832560000.0,71059090000.0
2157.0,101032990000.0,89758090000.0,109836230000.0,101306245000.0,101979750000.0,70386565000.0
2158.0,100249130000.0,89264350000.0,109213565000.0,101111276000.0,101631250000.0,69741850000.0
2159.0,99948960000.0,88961384000.0,108934020000.0,100937440000.0,101404800000.0,69095900000.0
2160.0,99771490000.0,88210100000.0,109368115000.0,100737655000.0,100902350000.0,68238557000.0
2161.0,99527600000.0,87760370000.0,108939880000.0,100274650000.0,100788500000.0,67661586000.0
2162.0,99560415000.0,87114056000.0,109113890000.0,100235550000.0,100491790000.0,67339720000.0
2163.0,99110870000.0,86659140000.0,108191220000.0,99952390000.0,100000880000.0,66867405000.0
2164.0,99573604000.0,86624450000.0,107704580000.0,99456810000.0,99729360000.0,66231116000.0
2165.0,98925715000.0,86225560000.0,107629620000.0,99195170000.0,99504610000.0,65963710000.0
2166.0,98455050000.0,85881510000.0,109134820000.0,98840860000.0,99388630000.0,65631140000.0
2167.0,97979875000.0,85102305000.0,106979030000.0,98451220000.0,98877760000.0,65325036000.0
2168.0,97795785000.0,84625390000.0,106605690000.0,98625760000.0,98420400000.0,64932966000.0
2169.0,97940816000.0,84758590000.0,106780560000.0,98091510000.0,97833410000.0,64338760000.0
2170.0,97338990000.0,83703370000.0,105958110000.0,97929390000.0,97731660000.0,64093356000.0
2171.0,97096204000.0,83637330000.0,105814245000.0,100521680000.0,97379940000.0,63736380000.0
2172.0,96724976000.0,83067625000.0,105514770000.0,97677820000.0,97682560000.0,63451242000.0
2173.0,96315480000.0,82765955000.0,105226580000.0,97146860000.0,97068130000.0,62988950000.0
2174.0,96165134000.0,82764590000.0,105015670000.0,97044760000.0,97024850000.0,62575420000.0
2175.0,95593054000.0,81775750000.0,104718290000.0,97112510000.0,96910930000.0,62112354000.0
2176.0,95361400000.0,81772410000.0,104521700000.0,96640400000.0,95956640000.0,61527450000.0
2177.0,95070900000.0,81018400000.0,104230070000.0,96541490000.0,96298790000.0,61179200000.0
2178.0,94503350000.0,80624050000.0,104182825000.0,95986704000.0,95921316000.0,60761340000.0
2179.0,94244010000.0,80394750000.0,104273720000.0,96100780000.0,96495790000.0,60432224000.0
2180.0,93844685000.0,80617600000.0,103800775000.0,96407090000.0,95588114000.0,60025274000.0
2181.0,93328900000.0,79544370000.0,103751590000.0,95799410000.0,95557706000.0,59783110000.0
2182.0,93138830000.0,78976200000.0,103295120000.0,95502930000.0,95224770000.0,59378710000.0
2183.0,92906950000.0,78450420000.0,103664760000.0,94748000000.0,95024840000.0,58939880000.0
2184.0,92194950000.0,77930594000.0,103272950000.0,94523610000.0,94928765000.0,58651763000.0
2185.0,91971560000.0,77569690000.0,102700966000.0,94355920000.0,94444140000.0,58336090000.0
2186.0,91633975000.0,77430505000.0,102535020000.0,94538860000.0,93985730000.0,57820000000.0
2187.0,91328930000.0,77026690000.0,102432236000.0,93874730000.0,93610100000.0,57526534000.0
2188.0,90867155000.0,76840485000.0,102070340000.0,93710926000.0,93818580000.0,57265553000.0
2189.0,90739870000.0,76053840000.0,102270160000.0,93521500000.0,93959774000.0,57016254000.0
2190.0,90202420000.0,75921730000.0,101560934000.0,93848895000.0,93232580000.0,56380735000.0
2191.0,90677720000.0,75578970000.0,101247800000.0,93479150000.0,93816420000.0,55555710000.0
2192.0,90112040000.0,75421810000.0,101307840000.0,93269070000.0,92732146000.0,55192023000.0
2193.0,89828800000.0,74783510000.0,101377630000.0,92991560000.0,92165734000.0,54874890000.0
2194.0,89590550000.0,74410360000.0,100839930000.0,92620080000.0,92202020000.0,54570800000.0
2195.0,89122500000.0,74039120000.0,100712940000.0,92475760000.0,92118475000.0,54220366000.0
2196.0,88710000000.0,73909035000.0,100105900000.0,92483870000.0,91863260000.0,53621187000.0
2197.0,88330710000.0,73690230000.0,99939836000.0,92242985000.0,91190075000.0,53296046000.0
2198.0,88129560000.0,73075900000.0,99706855000.0,91961530000.0,91120460000.0,53000230000.0
2199.0,87679510000.0,72806425000.0,99248644000.0,91697365000.0,90779360000.0,52710780000.0
2200.0,87043695000.0,72726310000.0,99118730000.0,91543280000.0,90301820000.0,52283232000.0
2201.0,86614110000.0,72526650000.0,99035340000.0,92045844000.0,90277740000.0,52047155000.0
2202.0,86676170000.0,71841330000.0,99583000000.0,91205640000.0,89967920000.0,51778160000.0
2203.0,86404270000.0,71644140000.0,98668980000.0,91279010000.0,89597260000.0,51459523000.0
2204.0,86023455000.0,71034490000.0,98793290000.0,91033076000.0,89704990000.0,51645140000.0
2205.0,85624800000.0,71228514000.0,98994364000.0,90303430000.0,89455526000.0,50806960000.0
2206.0,85442855000.0,70642710000.0,98565430000.0,89945100000.0,89314440000.0,50587128000.0
2207.0,85352430000.0,70155060000.0,98115150000.0,89836760000.0,88879110000.0,50294430000.0
2208.0,84900270000.0,69693120000.0,97878990000.0,89711500000.0,89642670000.0,49848406000.0
2209.0,84225290000.0,69524455000.0,97775830000.0,89489020000.0,88881200000.0,49575600000.0
2210.0,83937200000.0,69109424000.0,97679250000.0,89754370000.0,88313676000.0,49225064000.0
2211.0,83873450000.0,68748310000.0,97604680000.0,89424230000.0,87799325000.0,48717050000.0
2212.0,83296900000.0,68334813000.0,97602120000.0,89167520000.0,88002290000.0,48279400000.0
2213.0,82875630000.0,68138410000.0,97583790000.0,89104474000.0,88011860000.0,48110110000.0
2214.0,82413270000.0,68034937000.0,97065590000.0,88708620000.0,87743700000.0,47647085000.0
2215.0,82189450000.0,67584380000.0,96818370000.0,88430440000.0,87163060000.0,47274390000.0
2216.0,81984400000.0,67228880000.0,96779580000.0,88586990000.0,86918440000.0,47123206000.0
2217.0,81636990000.0,67562455000.0,96451050000.0,88114135000.0,86982600000.0,46693757000.0
2218.0,80987700000.0,66682794000.0,96189060000.0,87810466000.0,87058740000.0,46487994000.0
2219.0,80407640000.0,66899800000.0,96409460000.0,87596430000.0,87779025000.0,46102400000.0
2220.0,80060465000.0,66472100000.0,96069130000.0,87925770000.0,86943710000.0,45826966000.0
2221.0,79828110000.0,66252853000.0,95882040000.0,88146715000.0,87023730000.0,45620363000.0
2222.0,79434850000.0,65898484000.0,95336700000.0,87517480000.0,87341810000.0,45586270000.0
2223.0,79120750000.0,65640580000.0,95324080000.0,86975700000.0,87066390000.0,45171094000.0
2224.0,78765490000.0,65540714000.0,95391200000.0,87141500000.0,86740860000.0,44881424000.0
2225.0,78403210000.0,64925590000.0,95008825000.0,86735430000.0,86091596000.0,44490584000.0
2226.0,77977840000.0,64835707000.0,94722744000.0,86449455000.0,85690640000.0,44330510000.0
2227.0,77741430000.0,64594450000.0,94956420000.0,86283710000.0,89055960000.0,44009955000.0
2228.0,77556740000.0,64377254000.0,94462660000.0,86760374000.0,85750150000.0,43762143000.0
2229.0,77185294000.0,64244896000.0,93940770000.0,86065280000.0,85571490000.0,43293750000.0
2230.0,76794266000.0,64196990000.0,93901510000.0,85994070000.0,84955530000.0,43067625000.0
2231.0,76519140000.0,64033160000.0,93370680000.0,85508280000.0,84904530000.0,42731753000.0
2232.0,76382380000.0,63544754000.0,93414780000.0,86792350000.0,84524510000.0,42508320000.0
2233.0,76003000000.0,63658656000.0,93041885000.0,86758590000.0,84524440000.0,42317586000.0
2234.0,75866430000.0,63803110000.0,92717470000.0,86186540000.0,84566240000.0,42181456000.0
2235.0,75461480000.0,63560294000.0,92424340000.0,85658990000.0,83840880000.0,41846780000.0
2236.0,75999360000.0,63056900000.0,92480120000.0,85151850000.0,83819210000.0,41680800000.0
2237.0,74819120000.0,63107068000.0,92155630000.0,84693280000.0,83686360000.0,41267065000.0
2238.0,74544340000.0,62642475000.0,92020420000.0,84489670000.0,83626450000.0,41130967000.0
2239.0,75020040000.0,63592247000.0,92268855000.0,84039370000.0,83404110000.0,40868938000.0
2240.0,74372330000.0,62249198000.0,91631080000.0,84197780000.0,83776350000.0,40695124000.0
2241.0,74219390000.0,61871820000.0,91426636000.0,83925930000.0,83177850000.0,40439160000.0
2242.0,73840440000.0,61650702000.0,91052750000.0,84077220000.0,83107500000.0,40172200000.0
2243.0,73880090000.0,62121804000.0,90909200000.0,83770040000.0,82581684000.0,39989432000.0
2244.0,73493720000.0,61632557000.0,90676510000.0,83376110000.0,82493100000.0,39815390000.0
2245.0,73152740000.0,61526712000.0,90336130000.0,83828540000.0,82654355000.0,39635223000.0
2246.0,73023110000.0,61343930000.0,90220150000.0,83547380000.0,82426300000.0,39327834000.0
2247.0,72643250000.0,60985147000.0,90225640000.0,83125150000.0,82061820000.0,39167234000.0
2248.0,72286675000.0,60994486000.0,89687950000.0,83394800000.0,81482250000.0,38985847000.0
2249.0,71951450000.0,61002780000.0,89466946000.0,83234680000.0,81251930000.0,38617715000.0
2250.0,71514570000.0,60680045000.0,88984740000.0,82958270000.0,81196330000.0,38532977000.0
2251.0,71354200000.0,60324520000.0,88908960000.0,82584050000.0,81232280000.0,38465475000.0
2252.0,71178450000.0,60186694000.0,88435380000.0,82526640000.0,80871800000.0,38121902000.0
2253.0,70847430000.0,60180530000.0,88208160000.0,82007750000.0,80595616000.0,38005133000.0
2254.0,70783900000.0,60099068000.0,88326190000.0,81952920000.0,80536550000.0,37807714000.0
2255.0,70336530000.0,59464507000.0,88213045000.0,82117550000.0,80131514000.0,37744670000.0
2256.0,69943100000.0,59324498000.0,87828840000.0,82229160000.0,80036086000.0,37567455000.0
2257.0,69701960000.0,59258986000.0,87749120000.0,82185140000.0,80268880000.0,37540504000.0
2258.0,69499585000.0,59116868000.0,87808940000.0,81718210000.0,79844660000.0,37333790000.0
2259.0,69154054000.0,58833682000.0,87553460000.0,81483194000.0,79572910000.0,37032590000.0
2260.0,68875270000.0,58535076000.0,87248350000.0,81623695000.0,79535650000.0,37110624000.0
2261.0,68544870000.0,58386730000.0,87212925000.0,81396470000.0,79762380000.0,36487602000.0
2262.0,68380740000.0,58196705000.0,86782500000.0,81489670000.0,79463120000.0,36425355000.0
2263.0,67914924000.0,57931313000.0,87479150000.0,81297056000.0,80085115000.0,36176980000.0
2264.0,67832816000.0,57652850000.0,86705460000.0,81616380000.0,79522450000.0,35918246000.0
2265.0,67721765000.0,57451532000.0,86606500000.0,80938934000.0,79754160000.0,35849298000.0
2266.0,67295736000.0,57561084000.0,86470280000.0,80975600000.0,79030534000.0,35989460000.0
2267.0,66985066000.0,57264500000.0,87517350000.0,81127105000.0,78940905000.0,35787637000.0
2268.0,66847090000.0,57329672000.0,86015810000.0,80716186000.0,78697640000.0,35468116000.0
2269.0,66526175000.0,57085243000.0,85679810000.0,80757830000.0,78464540000.0,35320467000.0
2270.0,66225684000.0,56693498000.0,85623520000.0,81867390000.0,78133150000.0,35826622000.0
2271.0,66493796000.0,56348810000.0,85481970000.0,81842315000.0,77996580000.0,35257220000.0
2272.0,65969033000.0,56602395000.0,85013690000.0,81609910000.0,79532740000.0,34888077000.0
2273.0,65297633000.0,56183992000.0,85165620000.0,81068384000.0,81138080000.0,34690610000.0
2274.0,65167890000.0,55942300000.0,84635810000.0,82064590000.0,78430620000.0,34665787000.0
2275.0,64995164000.0,55723913000.0,84855730000.0,81057970000.0,77815790000.0,34521604000.0
2276.0,64599290000.0,55857525000.0,85403560000.0,80931520000.0,77797770000.0,34325500000.0
2277.0,64551375000.0,55492055000.0,84913560000.0,81057150000.0,77706895000.0,34125892000.0
2278.0,64316560000.0,55372825000.0,84276190000.0,80628350000.0,77563070000.0,34115897000.0
2279.0,64044910000.0,55456154000.0,84033150000.0,81263935000.0,78000890000.0,33898530000.0
2280.0,64015237000.0,55299207000.0,84196925000.0,80406675000.0,77376070000.0,33746910000.0
2281.0,63792894000.0,55238308000.0,83783310000.0,80379100000.0,77437640000.0,33677271000.0
2282.0,63944990000.0,54900224000.0,83527520000.0,80499700000.0,77419650000.0,33417726000.0
2283.0,63679177000.0,54925353000.0,84862090000.0,80288340000.0,77188780000.0,33284446000.0
2284.0,63262410000.0,55519610000.0,83637035000.0,80016010000.0,76929510000.0,33147419000.0
2285.0,63317260000.0,55270970000.0,83188360000.0,79958730000.0,76691186000.0,33065468000.0
2286.0,63040668000.0,54619180000.0,83011070000.0,79474160000.0,76481044000.0,32956140000.0
2287.0,62719943000.0,54702887000.0,82693910000.0,79942844000.0,77983540000.0,32887443000.0
2288.0,62513988000.0,54429954000.0,82560210000.0,79685040000.0,76511510000.0,32668002000.0
2289.0,62420470000.0,54380827000.0,82254180000.0,79922455000.0,78085520000.0,32599069000.0
2290.0,62321136000.0,54092510000.0,82066950000.0,79889000000.0,76231080000.0,32483664000.0
2291.0,62046760000.0,53933390000.0,81951980000.0,79855730000.0,75631590000.0,32333814000.0
2292.0,62028240000.0,53800153000.0,81769150000.0,80156885000.0,76963430000.0,32277029000.0
2293.0,61842416000.0,53380620000.0,81756185000.0,79374975000.0,76014660000.0,32151955000.0
2294.0,61564867000.0,53381906000.0,81488314000.0,79579320000.0,75993270000.0,31885066000.0
