time,MRI-ESM2-0,KACE-1-0-G,MPI-ESM1-2-HR,GFDL-ESM4,CANESM5,EC-EARTH3,CESM2-WACCM,TAIESM1,MIROC6,UKESM1-0-LL,CNRM-ESM2-1,IPSL-CM6A-LR,CNRM-CM6-1
2019.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0,8175378000000.0
2020.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0,8138347000000.0
2021.0,8117992600000.0,8121769500000.0,8103368000000.0,8142207300000.0,8092421500000.0,8048031600000.0,8117757700000.0,8083098000000.0,8078270000000.0,8088199000000.0,8040895500000.0,8108320000000.0,8119122000000.0
2022.0,8072766000000.0,8096924000000.0,8070277000000.0,8096951300000.0,8040017000000.0,8003700000000.0,8093694400000.0,8023641000000.0,8036474700000.0,8063482000000.0,8001727500000.0,8088563000000.0,8131682000000.0
2023.0,8003356500000.0,8055668300000.0,8050730000000.0,8066617600000.0,7965198000000.0,7939301600000.0,8069791000000.0,7950651400000.0,7976807600000.0,8011062000000.0,7982448000000.0,8052213000000.0,8115979000000.0
2024.0,7985970500000.0,8020252700000.0,7984244000000.0,8027143000000.0,7871371700000.0,7891950000000.0,8017407400000.0,7869567600000.0,7948524000000.0,7978383600000.0,7921435000000.0,8016773000000.0,8067059500000.0
2025.0,7958296000000.0,7972208000000.0,7936897000000.0,7994648600000.0,7785015700000.0,7810349000000.0,7929454400000.0,7775741500000.0,7871600300000.0,7921667700000.0,7879386000000.0,7973038000000.0,8036379300000.0
2026.0,7945266000000.0,7912790400000.0,7903823500000.0,7964670000000.0,7714080000000.0,7720569700000.0,7946661500000.0,7709123000000.0,7818668700000.0,7896975000000.0,7843384700000.0,7929575000000.0,8025177000000.0
2027.0,7877631700000.0,7877846000000.0,7873828000000.0,7919691600000.0,7643704300000.0,7626698500000.0,7914616000000.0,7673335000000.0,7757465400000.0,7836113000000.0,7794704500000.0,7886632000000.0,8009704000000.0
2028.0,7830201400000.0,7787963000000.0,7828698000000.0,7904040600000.0,7594102500000.0,7532039000000.0,7894730000000.0,7658881000000.0,7713395000000.0,7795738000000.0,7776925400000.0,7870365600000.0,8015031300000.0
2029.0,7801741000000.0,7716355000000.0,7780369000000.0,7887709500000.0,7518518500000.0,7428360400000.0,7880719000000.0,7633908500000.0,7623594000000.0,7725766000000.0,7724793300000.0,7846790000000.0,7962663000000.0
2030.0,7754769000000.0,7657313300000.0,7778429600000.0,7872670000000.0,7447245000000.0,7316422000000.0,7869455000000.0,7581693000000.0,7581722000000.0,7662076000000.0,7709531300000.0,7847179000000.0,7904773000000.0
2031.0,7673298300000.0,7577303000000.0,7738136000000.0,7841225000000.0,7369628600000.0,7243269400000.0,7824877000000.0,7520965400000.0,7557734000000.0,7586436300000.0,7676657400000.0,7794214300000.0,7887529000000.0
2032.0,7620359400000.0,7512920700000.0,7692247600000.0,7820543000000.0,7292422000000.0,7120120400000.0,7800809300000.0,7429868000000.0,7488639000000.0,7520377000000.0,7585190600000.0,7752227000000.0,7885985000000.0
2033.0,7560698500000.0,7457556400000.0,7651965000000.0,7773826300000.0,7206909500000.0,7074257000000.0,7718711600000.0,7351308400000.0,7439831300000.0,7459098000000.0,7532066000000.0,7700728500000.0,7831122000000.0
2034.0,7487387000000.0,7416859600000.0,7634435000000.0,7746091500000.0,7122685300000.0,7000336400000.0,7647400600000.0,7284913000000.0,7375148300000.0,7377240700000.0,7450941500000.0,7628862000000.0,7815273400000.0
2035.0,7458460300000.0,7355495000000.0,7589007500000.0,7742969000000.0,7063682000000.0,6899850000000.0,7614146500000.0,7240199700000.0,7325348300000.0,7315815000000.0,7440066700000.0,7600275500000.0,7801620400000.0
2036.0,7408557500000.0,7287748400000.0,7540426000000.0,7699850300000.0,6974769000000.0,6734483000000.0,7567142600000.0,7189872000000.0,7245290500000.0,7193386500000.0,7381641600000.0,7566936500000.0,7771310000000.0
2037.0,7321682400000.0,7190987400000.0,7511411000000.0,7679566000000.0,6881715000000.0,6622665500000.0,7494540700000.0,7083058000000.0,7213188400000.0,7120189000000.0,7377713000000.0,7549118000000.0,7739705700000.0
2038.0,7311013700000.0,7095770400000.0,7460583000000.0,7634390400000.0,6820083500000.0,6550164000000.0,7475096500000.0,6985512600000.0,7197472000000.0,7005196500000.0,7303737600000.0,7499760000000.0,7650192000000.0
2039.0,7254699000000.0,6990502000000.0,7430584400000.0,7616218000000.0,6738153000000.0,6469050700000.0,7413402400000.0,6943952300000.0,7165067700000.0,6939333000000.0,7244520000000.0,7467200700000.0,7658318300000.0
2040.0,7248046700000.0,6878256400000.0,7399368300000.0,7565217400000.0,6654970000000.0,6356638000000.0,7362317400000.0,6851382000000.0,7094188600000.0,6846232400000.0,7188687400000.0,7404653000000.0,7656545700000.0
2041.0,7189114000000.0,6821183000000.0,7360288400000.0,7524122600000.0,6590741600000.0,6251691400000.0,7240971500000.0,6762069500000.0,7027092400000.0,6776926000000.0,7159701000000.0,7332628500000.0,7639380500000.0
2042.0,7144110000000.0,6722656700000.0,7328636600000.0,7466579000000.0,6506908000000.0,6152037300000.0,7184543400000.0,6664168700000.0,6955023700000.0,6668124000000.0,7086073700000.0,7255427600000.0,7558786000000.0
2043.0,7079623000000.0,6657123000000.0,7310750000000.0,7418406000000.0,6456809000000.0,6065092600000.0,7112933500000.0,6572555000000.0,6905630000000.0,6571659600000.0,7029047000000.0,7192642000000.0,7522828000000.0
2044.0,6996319000000.0,6606811600000.0,7250415500000.0,7357204000000.0,6356205000000.0,5957112300000.0,7050055000000.0,6445704700000.0,6826115000000.0,6464949700000.0,6951761000000.0,7148484400000.0,7538174000000.0
2045.0,6957114600000.0,6521560000000.0,7242031000000.0,7336171000000.0,6210164600000.0,5875687000000.0,7017433400000.0,6351129400000.0,6797862000000.0,6356884500000.0,6850766400000.0,7092808700000.0,7507801500000.0
2046.0,6918570500000.0,6459266000000.0,7202414300000.0,7286724000000.0,6131049600000.0,5861535600000.0,6925871000000.0,6205695600000.0,6745040000000.0,6264360300000.0,6815302500000.0,7013887600000.0,7519440000000.0
2047.0,6848832300000.0,6358814400000.0,7161752600000.0,7239717000000.0,6038784300000.0,5757479000000.0,6883385000000.0,6104112000000.0,6702399000000.0,6162767000000.0,6785777300000.0,6918270600000.0,7488496700000.0
2048.0,6713804600000.0,6277030000000.0,7115046000000.0,7185615000000.0,5946019400000.0,5647028000000.0,6812025000000.0,5992819500000.0,6637604000000.0,6069008000000.0,6719896300000.0,6835110000000.0,7468901000000.0
2049.0,6631259600000.0,6185614000000.0,7083021300000.0,7145727700000.0,5885657600000.0,5523537700000.0,6746683000000.0,5886337000000.0,6573158000000.0,6004193000000.0,6694275400000.0,6769177000000.0,7407755300000.0
2050.0,6607952400000.0,6119719000000.0,7062952000000.0,7108048700000.0,5807406000000.0,5453158000000.0,6646473400000.0,5726260400000.0,6469554000000.0,5927069500000.0,6644220600000.0,6678248400000.0,7346308000000.0
2051.0,6541609000000.0,6033288000000.0,7031306600000.0,7071920600000.0,5693910300000.0,5341464500000.0,6561370000000.0,5633259600000.0,6365669500000.0,5799277000000.0,6629906400000.0,6625691700000.0,7335073000000.0
2052.0,6527440000000.0,5945830700000.0,6998839500000.0,7023769400000.0,5557836600000.0,5224758500000.0,6484748400000.0,5556772000000.0,6291628000000.0,5687667600000.0,6578973000000.0,6554774000000.0,7255694500000.0
2053.0,6462056000000.0,5854832000000.0,6890969000000.0,7011502000000.0,5470303000000.0,5102446300000.0,6434004000000.0,5505796300000.0,6211789000000.0,5563079000000.0,6529487000000.0,6464833000000.0,7188749000000.0
2054.0,6413447000000.0,5754311400000.0,6837294300000.0,6946634600000.0,5396942600000.0,4953727000000.0,6396267000000.0,5413322400000.0,6177519300000.0,5475526500000.0,6489753000000.0,6361198000000.0,7137156000000.0
2055.0,6341703000000.0,5686003000000.0,6810324400000.0,6895270000000.0,5278978000000.0,4818799000000.0,6355359000000.0,5346968000000.0,6103197000000.0,5346551700000.0,6424398000000.0,6245120500000.0,7068642000000.0
2056.0,6258402300000.0,5589757300000.0,6788214700000.0,6873215400000.0,5216144000000.0,4674124500000.0,6266745000000.0,5237856000000.0,5992106400000.0,5250736000000.0,6331479600000.0,6196619600000.0,7051488000000.0
2057.0,6173505400000.0,5509002000000.0,6729063500000.0,6812826000000.0,5121546600000.0,4551575300000.0,6162675700000.0,5105455000000.0,5922626000000.0,5136635700000.0,6242713000000.0,6117812000000.0,7000114000000.0
2058.0,6129566000000.0,5424418000000.0,6689146000000.0,6739518300000.0,5035181700000.0,4470072700000.0,6056879600000.0,4975158600000.0,5838065400000.0,5052745000000.0,6179956700000.0,6043562700000.0,6961981600000.0
2059.0,6077519000000.0,5342151000000.0,6633521400000.0,6678636000000.0,4933839000000.0,4376711700000.0,6027834000000.0,4842575000000.0,5793555400000.0,4910403300000.0,6117062600000.0,5985491500000.0,6934847600000.0
2060.0,6015585000000.0,5258820000000.0,6583801600000.0,6636027500000.0,4880656000000.0,4251280200000.0,5964118400000.0,4715098000000.0,5738394000000.0,4813886000000.0,6036113000000.0,5889172400000.0,6909591600000.0
2061.0,5901323000000.0,5181015600000.0,6528516000000.0,6602206000000.0,4759126000000.0,4165066000000.0,5906422000000.0,4602480600000.0,5644350000000.0,4726009600000.0,5982474000000.0,5843350700000.0,6856883300000.0
2062.0,5813644000000.0,5123573500000.0,6518415000000.0,6541704000000.0,4615049000000.0,4068643200000.0,5847742000000.0,4517946000000.0,5546036000000.0,4585142000000.0,5926228600000.0,5755083700000.0,6809075000000.0
2063.0,5730538600000.0,5010450000000.0,6512076400000.0,6461322000000.0,4518042400000.0,3916365000000.0,5774424000000.0,4395304500000.0,5466164000000.0,4468911000000.0,5888091000000.0,5661584000000.0,6748947000000.0
2064.0,5643378400000.0,4916347700000.0,6453607300000.0,6401533000000.0,4373033300000.0,3858563300000.0,5692162000000.0,4291395300000.0,5381914400000.0,4384935600000.0,5805018400000.0,5535423300000.0,6677593600000.0
2065.0,5556170400000.0,4816108000000.0,6397565600000.0,6378689000000.0,4254304300000.0,3771245300000.0,5656256000000.0,4187828500000.0,5299134000000.0,4270940500000.0,5769858000000.0,5415248600000.0,6598875000000.0
2066.0,5527436300000.0,4753870300000.0,6342052000000.0,6333786500000.0,4143408000000.0,3670432800000.0,5615846000000.0,4077032600000.0,5191559000000.0,4195809800000.0,5676966300000.0,5334514500000.0,6554153600000.0
2067.0,5465845000000.0,4694035400000.0,6283292000000.0,6243089400000.0,4029566700000.0,3566190200000.0,5561278000000.0,3943422800000.0,5094273700000.0,4085737800000.0,5600207000000.0,5235415000000.0,6489079000000.0
2068.0,5368439600000.0,4618159400000.0,6258889300000.0,6180346300000.0,3907036600000.0,3437984000000.0,5479651600000.0,3811701700000.0,4991056600000.0,3985608500000.0,5561447000000.0,5116827500000.0,6423559300000.0
2069.0,5290254700000.0,4534927000000.0,6211285500000.0,6098540600000.0,3813606400000.0,3325125500000.0,5430727700000.0,3700269300000.0,4871214300000.0,3892161000000.0,5486680000000.0,5013356700000.0,6381148000000.0
2070.0,5214966400000.0,4447828700000.0,6144267400000.0,6039154500000.0,3706172500000.0,3247323500000.0,5326883000000.0,3613363000000.0,4775644500000.0,3796688400000.0,5443077000000.0,4869388000000.0,6339844600000.0
2071.0,5139652400000.0,4373676600000.0,6075729300000.0,5982697600000.0,3611385100000.0,3145687600000.0,5238273000000.0,3514594800000.0,4699568700000.0,3681538300000.0,5423099000000.0,4734556000000.0,6277459600000.0
2072.0,5057756500000.0,4271082600000.0,6018654300000.0,5940186000000.0,3500214600000.0,3073468800000.0,5168018000000.0,3382225100000.0,4635110000000.0,3568350500000.0,5364908000000.0,4599719000000.0,6213047000000.0
2073.0,4985122000000.0,4198322400000.0,5939217000000.0,5885476700000.0,3393855400000.0,2960379300000.0,5089993400000.0,3299574000000.0,4548223000000.0,3448409200000.0,5289261700000.0,4511042000000.0,6174708000000.0
2074.0,4868780600000.0,4090299200000.0,5873195300000.0,5820554700000.0,3280215000000.0,2866297000000.0,5042583600000.0,3162924000000.0,4451537500000.0,3334065000000.0,5237773000000.0,4399573000000.0,6118894500000.0
2075.0,4781162000000.0,3996663000000.0,5827812400000.0,5746598000000.0,3190963600000.0,2787353800000.0,4921067000000.0,3081773000000.0,4373505400000.0,3247745500000.0,5166780600000.0,4285640700000.0,6065361500000.0
2076.0,4715922000000.0,3929284800000.0,5785039400000.0,5686699000000.0,3084815400000.0,2675320300000.0,4783203000000.0,2968635000000.0,4284767000000.0,3135334500000.0,5098956000000.0,4166632900000.0,5978716000000.0
2077.0,4633204000000.0,3835646700000.0,5749133500000.0,5621595000000.0,3004374500000.0,2567038800000.0,4699993400000.0,2859984700000.0,4162387000000.0,3028489000000.0,4993151700000.0,4045825400000.0,5940928600000.0
2078.0,4527002000000.0,3720864600000.0,5725671000000.0,5555012000000.0,2895295000000.0,2458892400000.0,4619302300000.0,2757726000000.0,4051762700000.0,2942616500000.0,4916268500000.0,3892397200000.0,5849599700000.0
2079.0,4439121000000.0,3650306000000.0,5658314300000.0,5529492500000.0,2830207300000.0,2344938600000.0,4554048000000.0,2656923800000.0,3932295300000.0,2847028500000.0,4820797000000.0,3780937000000.0,5768321400000.0
2080.0,4349963300000.0,3566128600000.0,5600627400000.0,5428510000000.0,2711815200000.0,2231370000000.0,4457788000000.0,2571763400000.0,3821268600000.0,2749270600000.0,4734879500000.0,3661173600000.0,5686438000000.0
2081.0,4291441000000.0,3473825000000.0,5567167300000.0,5366088000000.0,2629526000000.0,2121735200000.0,4369288000000.0,2481994000000.0,3708212000000.0,2656854900000.0,4666209300000.0,3533188000000.0,5578421000000.0
2082.0,4242599000000.0,3380489500000.0,5541697000000.0,5318193400000.0,2547415300000.0,2025494700000.0,4281942000000.0,2384022700000.0,3600366200000.0,2536002800000.0,4566091300000.0,3395479700000.0,5493399000000.0
2083.0,4191375900000.0,3304139300000.0,5509865300000.0,5269128000000.0,2454660000000.0,1949853700000.0,4195962600000.0,2299434000000.0,3517323400000.0,2431066300000.0,4478375000000.0,3249159800000.0,5404640000000.0
2084.0,4134338800000.0,3206627000000.0,5479754000000.0,5207442000000.0,2344105000000.0,1882113000000.0,4119874200000.0,2231210900000.0,3428743600000.0,2323990400000.0,4398152000000.0,3116790000000.0,5328870000000.0
2085.0,4029309000000.0,3123900800000.0,5449727000000.0,5130334000000.0,2249638000000.0,1813919800000.0,4070123800000.0,2164357600000.0,3327353000000.0,2237906000000.0,4323358500000.0,3009328400000.0,5229441000000.0
2086.0,3948385400000.0,3021997300000.0,5420779000000.0,5082178400000.0,2153684800000.0,1724215000000.0,3969436400000.0,2090363800000.0,3221050600000.0,2143278200000.0,4247527600000.0,2907066300000.0,5130393500000.0
2087.0,3847151000000.0,2915179700000.0,5387726000000.0,4998362000000.0,2051822600000.0,1648484700000.0,3844569600000.0,1997177000000.0,3111004400000.0,2041566500000.0,4128687000000.0,2771260800000.0,4983973500000.0
2088.0,3763964500000.0,2814353600000.0,5370285000000.0,4919963700000.0,1966481600000.0,1579024900000.0,3763607400000.0,1908967100000.0,3027471700000.0,1942315500000.0,4034525100000.0,2666905700000.0,4880178000000.0
2089.0,3689977500000.0,2745277300000.0,5329290000000.0,4865501700000.0,1876993500000.0,1510199300000.0,3653380900000.0,1843228000000.0,2938394000000.0,1841507500000.0,3936914200000.0,2523100300000.0,4739275700000.0
2090.0,3613087500000.0,2637276400000.0,5287204000000.0,4831690400000.0,1789455900000.0,1420841000000.0,3588167800000.0,1765053300000.0,2854155000000.0,1755585600000.0,3846775500000.0,2404465000000.0,4644744000000.0
2091.0,3569384700000.0,2574894800000.0,5270708700000.0,4763962000000.0,1711675400000.0,1339567900000.0,3524421000000.0,1696261200000.0,2758796400000.0,1683830300000.0,3734231800000.0,2286823100000.0,4539821300000.0
2092.0,3511165000000.0,2488295800000.0,5225191000000.0,4699132500000.0,1623689800000.0,1258255200000.0,3426591700000.0,1617990500000.0,2644239700000.0,1604642000000.0,3661031500000.0,2205238200000.0,4452040300000.0
2093.0,3407409000000.0,2418484700000.0,5157127000000.0,4637071000000.0,1530050200000.0,1187445900000.0,3335091000000.0,1544171300000.0,2552870500000.0,1530876700000.0,3589095300000.0,2092728600000.0,4352336700000.0
2094.0,3332580800000.0,2349161000000.0,5127625000000.0,4586228000000.0,1453004300000.0,1132546800000.0,3264982300000.0,1469192500000.0,2483105600000.0,1447699400000.0,3482631800000.0,1997312400000.0,4269154200000.0
2095.0,3264681300000.0,2271989000000.0,5100078600000.0,4508031600000.0,1382877400000.0,1092069800000.0,3200202800000.0,1406232400000.0,2431817000000.0,1350842400000.0,3376069200000.0,1886678200000.0,4204954600000.0
2096.0,3145090500000.0,2176619900000.0,5074255300000.0,4471189000000.0,1305077500000.0,1050629050000.0,3110497000000.0,1344537200000.0,2325296700000.0,1273117300000.0,3262196200000.0,1795693900000.0,4073329300000.0
2097.0,3066942200000.0,2093299700000.0,5056682300000.0,4404643000000.0,1232845300000.0,974827500000.0,3023005000000.0,1271338800000.0,2257642000000.0,1208138000000.0,3171775400000.0,1702159800000.0,3976018500000.0
2098.0,2997243300000.0,2035202300000.0,4993087000000.0,4342407200000.0,1178633200000.0,920955900000.0,2914636000000.0,1206157700000.0,2171903500000.0,1134344400000.0,3103547500000.0,1624537200000.0,3877151200000.0
2099.0,2937048000000.0,1969077900000.0,4928659000000.0,4282723600000.0,1109166300000.0,856282760000.0,2832477000000.0,1143252700000.0,2097851000000.0,1068888950000.0,3029450600000.0,1535756600000.0,3756539000000.0
2100.0,2872181000000.0,1906621800000.0,4868192300000.0,4196015500000.0,1042186900000.0,802230000000.0,2787727000000.0,1084087200000.0,2020669800000.0,997344940000.0,2953627000000.0,1465482600000.0,3659551700000.0
