time,CNRM-CM6-1,GFDL-ESM4,IITM-ESM,EC-EARTH3,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,CESM2-WACCM,MIROC6,TAIESM1,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CANESM5
2010.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0
2011.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0
2012.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0
2013.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0
2014.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10701668000.0,10687867000.0,10679721000.0,10671119000.0,10675165000.0,10680738000.0,10683795000.0,10682670000.0,10679459000.0,10681837000.0,10682237000.0,11086794000.0,10682335000.0,10670975000.0
2022.0,10697115000.0,10679972000.0,10665784000.0,10650203000.0,10665429000.0,10670321000.0,10678352000.0,10668867000.0,10669018000.0,10668545000.0,10701922000.0,11090483000.0,10671450000.0,10651677000.0
2023.0,10674102000.0,10674400000.0,10650439000.0,10634476000.0,10659498000.0,10686610000.0,10666706000.0,10661401000.0,10662665000.0,10671278000.0,10666485000.0,11086616000.0,10659301000.0,10628152000.0
2024.0,10675343000.0,10663975000.0,10641647000.0,10609873000.0,10653310000.0,10650265000.0,10660206000.0,10656102000.0,10656829000.0,10654079000.0,10682852000.0,11123611000.0,10643653000.0,10604124000.0
2025.0,10674928000.0,10659411000.0,10631671000.0,10575416000.0,10648192000.0,10640742000.0,10651017000.0,10652416000.0,10653183000.0,10644230000.0,10665563000.0,11115660000.0,10629866000.0,10576357000.0
2026.0,10661668000.0,10659004000.0,10618232000.0,10542155000.0,10681092000.0,10629228000.0,10645408000.0,10640310000.0,10648419000.0,10631391000.0,10653226000.0,11011971000.0,10615481000.0,10540847000.0
2027.0,10649576000.0,10646235000.0,10659040000.0,10498953000.0,10680137000.0,10612030000.0,10641796000.0,10635962000.0,10648970000.0,10615149000.0,10645741000.0,11013112000.0,10594025000.0,10492257000.0
2028.0,10647425000.0,10639869000.0,10646762000.0,10441858000.0,10671506000.0,10582801000.0,10630865000.0,10626740000.0,10649597000.0,10587570000.0,10633185000.0,11084442000.0,10588591000.0,10430821000.0
2029.0,10634328000.0,10634666000.0,10622173000.0,10387580000.0,10672487000.0,10564219000.0,10614826000.0,10606939000.0,10624679000.0,10548956000.0,10622036000.0,10982110000.0,10547311000.0,10374574000.0
2030.0,10620387000.0,10614944000.0,10581820000.0,10288339000.0,10667429000.0,10530329000.0,10643350000.0,10597981000.0,10618363000.0,10523442000.0,10606954000.0,10961639000.0,10513689000.0,10326033000.0
2031.0,10614596000.0,10631758000.0,10646235000.0,10217029000.0,10630511000.0,10510789000.0,10594333000.0,10561164000.0,10595840000.0,10500282000.0,10584045000.0,10963509000.0,10478658000.0,10257533000.0
2032.0,10615486000.0,10588180000.0,10562662000.0,10129021000.0,10607395000.0,10476298000.0,10580220000.0,10551947000.0,10576243000.0,10469440000.0,10563561000.0,11005014000.0,10452242000.0,10197878000.0
2033.0,10648978000.0,10577152000.0,10550424000.0,10053356000.0,10577970000.0,10432490000.0,10566516000.0,10530673000.0,10571156000.0,10444719000.0,10548610000.0,10936870000.0,10417489000.0,10107559000.0
2034.0,10589676000.0,10570788000.0,10517103000.0,9941288000.0,10555090000.0,10401385000.0,10551300000.0,10510668000.0,10576953000.0,10409004000.0,10543264000.0,10901339000.0,10365837000.0,10018570000.0
2035.0,10575572000.0,10552990000.0,10493840000.0,9811872000.0,10535647000.0,10355663000.0,10536625000.0,10487112000.0,10562474000.0,10366183000.0,10501010000.0,10886977000.0,10308204000.0,9898861000.0
2036.0,10566232000.0,10538392000.0,10474007000.0,9693769000.0,10525571000.0,10312537000.0,10569748000.0,10480523000.0,10540967000.0,10325369000.0,10493088000.0,10857480000.0,10250864000.0,9755036000.0
2037.0,10541637000.0,10514852000.0,10455349000.0,9506580000.0,10522855000.0,10280190000.0,10503538000.0,10455006000.0,10520769000.0,10295092000.0,10472532000.0,10837734000.0,10224022000.0,9664604000.0
2038.0,10518552000.0,10488046000.0,10426601000.0,9351778000.0,10480484000.0,10214300000.0,10489486000.0,10430948000.0,10504247000.0,10235204000.0,10452035000.0,10836935000.0,10144326000.0,9521993000.0
2039.0,10517539000.0,10466908000.0,10396722000.0,9155984000.0,10460796000.0,10144847000.0,10465073000.0,10414028000.0,10485545000.0,10188329000.0,10422828000.0,10815333000.0,10094146000.0,9352319000.0
2040.0,10489147000.0,10444260000.0,10347253000.0,8991080000.0,10428098000.0,10099937000.0,10429756000.0,10374745000.0,10466495000.0,10134498000.0,10397135000.0,10810119000.0,10034269000.0,9155831000.0
2041.0,10466053000.0,10399469000.0,10347004000.0,8738544000.0,10396613000.0,10035745000.0,10410574000.0,10347093000.0,10430479000.0,10102647000.0,10364089000.0,10811942000.0,9956463000.0,8997656000.0
2042.0,10455092000.0,10381067000.0,10305995000.0,8588783000.0,10381964000.0,9959174000.0,10399205000.0,10310943000.0,10421825000.0,10056131000.0,10350020000.0,10979906000.0,9884511000.0,8855999000.0
2043.0,10451059000.0,10355912000.0,10280286000.0,8381996000.0,10337267000.0,9914493000.0,10376342000.0,10279500000.0,10406984000.0,10007288000.0,10311830000.0,11001748000.0,9809503000.0,8698657000.0
2044.0,10434623000.0,10319260000.0,10256892000.0,8197264000.0,10294483000.0,9851302000.0,10333997000.0,10252551000.0,10403411000.0,9940469000.0,10291677000.0,10851239000.0,9727166000.0,8530842600.0
2045.0,10421783000.0,10302392000.0,10246641000.0,8041609700.0,10276407000.0,9774244000.0,10316868000.0,10229131000.0,10378565000.0,9862552000.0,10252030000.0,10767459000.0,9657577000.0,8342202000.0
2046.0,10462053000.0,10289632000.0,10220446000.0,7874973700.0,10242724000.0,9650827000.0,10298519000.0,10194319000.0,10338977000.0,9786498000.0,10204494000.0,10728172000.0,9553962000.0,8154478600.0
2047.0,10396284000.0,10269724000.0,10193134000.0,7732248000.0,10223198000.0,9524111000.0,10274256000.0,10161626000.0,10324176000.0,9699649000.0,10158759000.0,10663042000.0,9428109000.0,8029190000.0
2048.0,10362600000.0,10247856000.0,10172581000.0,7629704700.0,10196688000.0,9380491000.0,10263373000.0,10121603000.0,10305261000.0,9577697000.0,10120655000.0,10625827000.0,9294034000.0,7852640000.0
2049.0,10335360000.0,10204723000.0,10128320000.0,7460274000.0,10230233000.0,9216267000.0,10264165000.0,10077437000.0,10284866000.0,9449254000.0,10052333000.0,10573211000.0,9207698000.0,7716097500.0
2050.0,10310100000.0,10166744000.0,10072305000.0,7359454000.0,10141565000.0,9064177000.0,10294533000.0,10032347000.0,10267116000.0,9309264000.0,10011358000.0,10508449000.0,9081276000.0,7456395300.0
2051.0,10287556000.0,10151074000.0,10030300000.0,7216321500.0,10127945000.0,8929205000.0,10247265000.0,9985130000.0,10234312000.0,9171828000.0,9968562000.0,10453002000.0,8990457000.0,7245915600.0
2052.0,10264762000.0,10117915000.0,9985333000.0,7033118700.0,10055260000.0,8762682000.0,10219416000.0,9921497000.0,10208042000.0,9015816000.0,9888255000.0,10393355000.0,8848298000.0,7034034000.0
2053.0,10241610000.0,10078539000.0,9948856000.0,6775601700.0,10013857000.0,8670246000.0,10202154000.0,9879599000.0,10190919000.0,8854508000.0,9816936000.0,10348113000.0,8788537000.0,6800363000.0
2054.0,10209924000.0,10046921000.0,9897832000.0,6611034600.0,9973517000.0,8539909600.0,10173736000.0,9806189000.0,10164113000.0,8757617000.0,9712647000.0,10310154000.0,8703133000.0,6623020500.0
2055.0,10189482000.0,9993534000.0,9832889000.0,6396990500.0,9912997000.0,8393669000.0,10143838000.0,9733197000.0,10131442000.0,8626428000.0,9575526000.0,10274446000.0,8605289000.0,6437689300.0
2056.0,10145638000.0,9966752000.0,9796813000.0,6201627600.0,9872296000.0,8260455400.0,10172018000.0,9689263000.0,10102075000.0,8460930600.0,9480062000.0,10234308000.0,8552142300.0,6240137000.0
2057.0,10127920000.0,9894077000.0,9742236000.0,6042558000.0,9824978000.0,8128755000.0,10098317000.0,9611244000.0,10077261000.0,8394062000.0,9378992000.0,10200605000.0,8468422700.0,6086446000.0
2058.0,10106525000.0,9853393000.0,9687053000.0,5875298300.0,9769593000.0,7998442500.0,10063988000.0,9526808000.0,10058968000.0,8280366600.0,9280143000.0,10186387000.0,8392157000.0,5935420000.0
2059.0,10077106000.0,9819421000.0,9657810000.0,5727080000.0,9831941000.0,7873834000.0,10029626000.0,9473520000.0,9998051000.0,8185806300.0,9203552000.0,10138008000.0,8318781000.0,5790120000.0
2060.0,10035769000.0,9759356000.0,9584601000.0,5556284400.0,9721715000.0,7712282000.0,9995319000.0,9386394000.0,9965259000.0,8077884400.0,9096143000.0,10096460000.0,8207433700.0,5585654300.0
2061.0,10009282000.0,9671665000.0,9507745000.0,5431384000.0,9700122000.0,7598119000.0,9935586000.0,9292623000.0,9907021000.0,7932292000.0,8976685000.0,10051785000.0,8097167000.0,5458128000.0
2062.0,9958313000.0,9630495000.0,9435260000.0,5295692000.0,9627228000.0,7468882400.0,9893140000.0,9233495000.0,9869284000.0,7799996000.0,8897837000.0,10030285000.0,8046283300.0,5274281500.0
2063.0,9883162000.0,9579170000.0,9336416000.0,5200112000.0,9525991000.0,7356800000.0,9824719000.0,9200739000.0,9820552000.0,7689891000.0,8780951000.0,9972661000.0,7964472000.0,5118109000.0
2064.0,9834012000.0,9505343000.0,9267765000.0,5101787600.0,9494340000.0,7220756500.0,9773830000.0,9126240000.0,9781985000.0,7530029000.0,8678732000.0,9923432000.0,7890199000.0,4978667500.0
2065.0,9801799000.0,9431025000.0,9207075000.0,4933694000.0,9426700000.0,7086126000.0,9749900000.0,9045698000.0,9719272000.0,7437986300.0,8578844700.0,9889598000.0,7828322300.0,4814885000.0
2066.0,9723134000.0,9366570000.0,9141692000.0,4801562600.0,9364860000.0,6878492700.0,9695825000.0,8996254000.0,9636510000.0,7346799000.0,8484794000.0,9857926000.0,7758739500.0,4632773600.0
2067.0,9630262000.0,9307504000.0,9109649000.0,4702366000.0,9267080000.0,6719221000.0,9654024000.0,8953554000.0,9557127000.0,7241694700.0,8411352000.0,9834525000.0,7662725000.0,4508919300.0
2068.0,9572292000.0,9254916000.0,9052884000.0,4574577700.0,9232182000.0,6504314400.0,9541156000.0,8913688000.0,9481673000.0,7117425700.0,8350060000.0,9801960000.0,7643140000.0,4309669400.0
2069.0,9497438000.0,9177166000.0,9008329000.0,4452790000.0,9174111000.0,6348536300.0,9511154000.0,8863426000.0,9408699000.0,6972796400.0,8273340400.0,9788203000.0,7496781000.0,4161076200.0
2070.0,9444733000.0,9112879000.0,8921548000.0,4380811000.0,9131723000.0,6117322000.0,9462403000.0,8814655000.0,9397158000.0,6824006000.0,8158388700.0,9743407000.0,7413397000.0,4042478000.0
2071.0,9348792000.0,9069748000.0,8859525000.0,4275900000.0,9074250000.0,5942683600.0,9414281000.0,8784898000.0,9317026000.0,6724217000.0,8082320400.0,9723150000.0,7326215000.0,3906273000.0
2072.0,9288464000.0,8992258000.0,8833441000.0,4200178700.0,9022879000.0,5778584600.0,9365914000.0,8729427000.0,9229202000.0,6651492400.0,7976956000.0,9716697000.0,7252531000.0,3786588000.0
2073.0,9218561000.0,8937501000.0,8786076000.0,4060307500.0,8968317000.0,5621940000.0,9307753000.0,8677159000.0,9153046000.0,6530644500.0,7878391300.0,9690993000.0,7206458000.0,3640235500.0
2074.0,9160731000.0,8890491000.0,8735674000.0,3934040300.0,8910283000.0,5456095000.0,9264447000.0,8661799000.0,9114467000.0,6444392000.0,7790390000.0,9706847000.0,7136446500.0,3482879500.0
2075.0,9075202000.0,8850714000.0,8676388000.0,3797146000.0,8848983000.0,5310588000.0,9217421000.0,8587157000.0,9037000000.0,6320313000.0,7688711700.0,9755880000.0,7102277600.0,3298483700.0
2076.0,9009709000.0,8790892000.0,8590921000.0,3681446700.0,8819260000.0,5218094000.0,9178518000.0,8546607600.0,9006072000.0,6225240000.0,7535172600.0,9627175000.0,7034531000.0,3078060000.0
2077.0,8945684000.0,8745370000.0,8533400000.0,3571348500.0,8757486000.0,5074611000.0,9102341000.0,8478954500.0,8932399000.0,6039930000.0,7432275000.0,9587726000.0,6996744000.0,2935260400.0
2078.0,8879629000.0,8698640000.0,8478339000.0,3474024400.0,8714272000.0,4984983600.0,9076505000.0,8390119400.0,8846128000.0,5946247000.0,7344015400.0,9561455000.0,6939394000.0,2748110800.0
2079.0,8802607000.0,8634856000.0,8406601700.0,3360489500.0,8654120000.0,4899913000.0,9002830000.0,8357745000.0,8804603000.0,5829948000.0,7204132400.0,9535916000.0,6865486000.0,2550530300.0
2080.0,8707383000.0,8572060000.0,8314991000.0,3259858400.0,8597541000.0,4747752000.0,8952000000.0,8287995400.0,8738323000.0,5732873000.0,7078297600.0,9530993000.0,6833481700.0,2419752400.0
2081.0,8642004000.0,8523878400.0,8269018000.0,3151725000.0,8528747500.0,4601326600.0,8865981000.0,8193984000.0,8667052000.0,5603551000.0,6975700000.0,9489851000.0,6769416700.0,2272110600.0
2082.0,8532431400.0,8478137000.0,8170246700.0,3034306000.0,8463526000.0,4403797000.0,8823125000.0,8120710000.0,8567542300.0,5475162600.0,6824645600.0,9470898000.0,6742611000.0,2149169400.0
2083.0,8433187300.0,8427114500.0,8138958000.0,2840516000.0,8384554000.0,4267657700.0,8753457000.0,8020886000.0,8501783600.0,5377283000.0,6659184600.0,9441309000.0,6699988000.0,2006336800.0
2084.0,8361848000.0,8366527500.0,8032200000.0,2716617500.0,8331315000.0,4161745400.0,8671160000.0,7944619000.0,8429412400.0,5289170000.0,6541523000.0,9391429000.0,6628607000.0,1871683600.0
2085.0,8285226500.0,8301097500.0,7952501000.0,2566642000.0,8298089000.0,3999756500.0,8582377500.0,7859524600.0,8346751000.0,5214936600.0,6426831400.0,9362414000.0,6587101700.0,1697959300.0
2086.0,8217144300.0,8217641000.0,7900605000.0,2427825200.0,8242181000.0,3857841700.0,8509841400.0,7791799000.0,8285438000.0,5143089700.0,6326711300.0,9327558000.0,6542431700.0,1591422300.0
2087.0,8133446700.0,8192731600.0,7857480700.0,2266284500.0,8187647500.0,3648754700.0,8403685400.0,7753393700.0,8221310000.0,5070473000.0,6206300000.0,9303599000.0,6472724500.0,1505858300.0
2088.0,8066650000.0,8138602500.0,7791148000.0,2113873700.0,8101220000.0,3515617000.0,8327339000.0,7684822500.0,8145343000.0,4980732000.0,6109840000.0,9264820000.0,6417020400.0,1371876500.0
2089.0,7998342000.0,8082317000.0,7723930000.0,1999428500.0,8024335000.0,3338051600.0,8267273700.0,7609382000.0,8092292000.0,4903913500.0,6047649300.0,9254671000.0,6323037700.0,1264244900.0
2090.0,7899154000.0,8029515300.0,7661895000.0,1845470800.0,7988363300.0,3128056300.0,8190167000.0,7537571000.0,8016454700.0,4842170400.0,5900301300.0,9230850000.0,6281950700.0,1153725200.0
2091.0,7851925500.0,7964948000.0,7581125600.0,1721485000.0,7925573000.0,2979221800.0,8123706400.0,7436539000.0,7937561600.0,4741764600.0,5778760700.0,9183461000.0,6210577400.0,1041596700.0
2092.0,7732124000.0,7904971000.0,7497673000.0,1587557500.0,7876662300.0,2830224000.0,8037571000.0,7306843000.0,7888396300.0,4687813000.0,5665606700.0,9184978000.0,6165539300.0,910209300.0
2093.0,7614872000.0,7840591400.0,7436725000.0,1512884100.0,7812821500.0,2540111400.0,7964425000.0,7219024400.0,7822872600.0,4625330700.0,5545727500.0,9168637000.0,6100571000.0,801264960.0
2094.0,7502670000.0,7790167600.0,7379792400.0,1453724400.0,7759470600.0,2356039700.0,7839183000.0,7171201000.0,7737141000.0,4575688700.0,5426978300.0,9155898000.0,6073055700.0,716945300.0
2095.0,7369729000.0,7734092000.0,7330383000.0,1368742900.0,7693871000.0,2168195300.0,7736953300.0,7072087000.0,7631836000.0,4529424000.0,5330609000.0,9141641000.0,5980996600.0,646778800.0
2096.0,7282922000.0,7661084700.0,7256643600.0,1296185500.0,7650563600.0,2041052200.0,7607844000.0,6993217500.0,7547958300.0,4447785000.0,5206950000.0,9123890000.0,5961432600.0,562962000.0
2097.0,7151563300.0,7607632000.0,7205097000.0,1178820600.0,7608586000.0,1929423900.0,7497657000.0,6869165600.0,7471777000.0,4377181000.0,5111209000.0,9122336000.0,5898968000.0,464104580.0
2098.0,7039676400.0,7525278000.0,7139039700.0,1126248700.0,7533223000.0,1757102700.0,7396708400.0,6741299000.0,7367490600.0,4340203000.0,5009707000.0,9111578000.0,5830479000.0,382825060.0
2099.0,6944381400.0,7433549000.0,7080282000.0,1059207230.0,7485469700.0,1642135600.0,7295229400.0,6592671000.0,7299107300.0,4291168800.0,4917447700.0,9106047000.0,5771037700.0,261724510.0
2100.0,6788677000.0,7360642000.0,7013034500.0,968367940.0,7429230000.0,1529398300.0,7166968300.0,6438985700.0,7176627700.0,4199750400.0,4795511300.0,9093905000.0,5722661000.0,190500420.0
