time,UKESM1-0-LL,MRI-ESM2-0,IPSL-CM6A-LR,CNRM-ESM2-1,CANESM5
2029.0,10564219000.0,10547311000.0,10622036000.0,10614826000.0,10374574000.0
2030.0,10530329000.0,10513689000.0,10606954000.0,10643350000.0,10326033000.0
2031.0,10510789000.0,10478658000.0,10584045000.0,10594333000.0,10257533000.0
2032.0,10476298000.0,10452242000.0,10563561000.0,10580220000.0,10197878000.0
2033.0,10432490000.0,10417489000.0,10548610000.0,10566516000.0,10107559000.0
2034.0,10401385000.0,10365837000.0,10543264000.0,10551300000.0,10018570000.0
2035.0,10355663000.0,10308204000.0,10501010000.0,10536625000.0,9898861000.0
2036.0,10312537000.0,10250864000.0,10493088000.0,10569748000.0,9755036000.0
2037.0,10280190000.0,10224022000.0,10472532000.0,10503538000.0,9664604000.0
2038.0,10214300000.0,10144326000.0,10452035000.0,10489486000.0,9521993000.0
2039.0,10144847000.0,10094146000.0,10422828000.0,10465073000.0,9352319000.0
2040.0,10099937000.0,10034269000.0,10397135000.0,10429756000.0,9155831000.0
2041.0,10035745000.0,9956463000.0,10364089000.0,10410574000.0,8997656000.0
2042.0,9955635000.0,9894673000.0,10322617000.0,10405465000.0,8862939000.0
2043.0,9887112000.0,9807562000.0,10296978000.0,10410577000.0,8708228000.0
2044.0,9820737000.0,9725115000.0,10268391000.0,10357524000.0,8545073000.0
2045.0,9738668000.0,9637645000.0,10223795000.0,10346102000.0,8341553700.0
2046.0,9637288000.0,9524271000.0,10182847000.0,10335866000.0,8167639600.0
2047.0,9503620000.0,9374502000.0,10147866000.0,10369422000.0,8053134300.0
2048.0,9420345000.0,9261215000.0,10072478000.0,10294364000.0,7889559600.0
2049.0,9248975000.0,9186681000.0,10036968000.0,10281722000.0,7732476000.0
2050.0,9106492000.0,9072142000.0,10087854000.0,10335754000.0,7498549000.0
2051.0,8943362000.0,9015700000.0,9946749000.0,10291229000.0,7279989000.0
2052.0,8799869000.0,8869423000.0,9873154000.0,10252084000.0,7092780500.0
2053.0,8724456000.0,8801439000.0,9789831000.0,10227150000.0,6858714600.0
2054.0,8596979000.0,8766744000.0,9714280000.0,10220452000.0,6667877400.0
2055.0,8427312000.0,8687254000.0,9655884000.0,10180460000.0,6459649500.0
2056.0,8288209000.0,8599043000.0,9570569000.0,10202740000.0,6253290500.0
2057.0,8151037000.0,8549856000.0,9500230000.0,10180469000.0,6113537000.0
2058.0,7952408000.0,8468090400.0,9408709000.0,10150893000.0,5984085000.0
2059.0,7840292400.0,8406770000.0,9321974000.0,10120303000.0,5846887400.0
2060.0,7676883000.0,8303640000.0,9255864000.0,10104784000.0,5660767000.0
2061.0,7568427500.0,8198053400.0,9158192000.0,10081577000.0,5530574000.0
2062.0,7431096300.0,8140389000.0,9061743000.0,10073061000.0,5397854000.0
2063.0,7304647000.0,8076658000.0,8972837000.0,10026515000.0,5243901400.0
2064.0,7143556000.0,8017192400.0,8915039000.0,9978500000.0,5108967000.0
2065.0,7023061000.0,7973526500.0,8870277000.0,9951094000.0,4967233000.0
2066.0,6856356000.0,7912106000.0,8782611000.0,9907258000.0,4825988000.0
2067.0,6684137000.0,7862726700.0,8717531000.0,9856863000.0,4647426000.0
2068.0,6527312400.0,7784945000.0,8663259000.0,9837283000.0,4454157300.0
2069.0,6360426000.0,7941010400.0,8589356500.0,9792886000.0,4342069000.0
2070.0,6150527000.0,7773010400.0,8532280000.0,9697008000.0,4235686400.0
2071.0,5999401500.0,7654551000.0,8438652400.0,9663298000.0,4093438500.0
2072.0,5892528000.0,7545164000.0,8369441300.0,9616451000.0,4004028400.0
2073.0,5731095000.0,7477693400.0,8290694000.0,9549140000.0,3874091300.0
2074.0,5603642000.0,7436038000.0,8216633300.0,9546545000.0,3730406400.0
2075.0,5554947600.0,7387528700.0,8138833000.0,9457555000.0,3612480300.0
2076.0,5436528600.0,7368042000.0,8121653000.0,9434478000.0,3466668300.0
2077.0,5331695600.0,7311849000.0,8034208000.0,9372869000.0,3241523000.0
2078.0,5192377000.0,7324563000.0,7933247000.0,9341725000.0,3133205000.0
2079.0,5105776600.0,7289310000.0,7864079400.0,9305307000.0,3030045700.0
2080.0,5019875300.0,7270997000.0,7801850000.0,9263049000.0,2931220200.0
2081.0,4944523000.0,7213376500.0,7780635000.0,9221569000.0,2805679900.0
2082.0,4841069000.0,7218384000.0,7721095000.0,9175113000.0,2671813600.0
2083.0,4741959700.0,7191800000.0,7657721000.0,9140687000.0,2557484300.0
2084.0,4624821000.0,7166364700.0,7614009300.0,9084612000.0,2422633000.0
2085.0,4493126000.0,7191098000.0,7552632000.0,9050017000.0,2318245000.0
2086.0,4415773000.0,7211843000.0,7580852000.0,9034913000.0,2214726400.0
2087.0,4336323600.0,7189464600.0,7539022300.0,8989698000.0,2102972700.0
2088.0,4246190000.0,7152740000.0,7451144000.0,8954887000.0,2034323800.0
2089.0,4156678400.0,7323897000.0,7379494400.0,8892733000.0,1927810200.0
2090.0,4063813600.0,7130299000.0,7291239000.0,8868193000.0,1855452800.0
2091.0,3973604000.0,7070661000.0,7236799500.0,8837960000.0,1796920700.0
2092.0,3896034300.0,7087506000.0,7203565000.0,8774052000.0,1708612600.0
2093.0,3817344000.0,7058581000.0,7175116300.0,8738216000.0,1585200500.0
2094.0,3693183500.0,7194234000.0,7094115000.0,8678150000.0,1461553300.0
2095.0,3629057500.0,7291651000.0,7010914300.0,8733535000.0,1399328000.0
2096.0,3549776400.0,7052772400.0,6950679600.0,8654781000.0,1347048800.0
2097.0,3481576000.0,7018669000.0,6872479000.0,8586002000.0,1268995700.0
2098.0,3449217300.0,6988065000.0,6827982000.0,8561211000.0,1208796200.0
2099.0,3355337000.0,7113616400.0,6773458400.0,8496309000.0,1137580800.0
2100.0,3284066000.0,7017357300.0,6746369000.0,8470919000.0,1069332800.0
