time,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR,CESM1-CAM5
2036.0,12181813000.0,11664535000.0,11768324000.0,11765077000.0
2037.0,12007085000.0,11565792000.0,11578069000.0,11501214000.0
2038.0,11772914000.0,11133730000.0,11394867000.0,11247843000.0
2039.0,11677109000.0,10897348000.0,11228585000.0,11088817000.0
2040.0,11451573000.0,10661964000.0,10970714000.0,10962751000.0
2041.0,11212039000.0,10420688000.0,10797778000.0,10576269000.0
2042.0,10994098000.0,10152709000.0,10654102000.0,10430579000.0
2043.0,10780785000.0,9862422000.0,10530349000.0,10560836000.0
2044.0,10552854000.0,9603021000.0,10308277000.0,10088534000.0
2045.0,10355287000.0,9301567000.0,10116830000.0,9829670000.0
2046.0,10106314000.0,9065424000.0,9984324000.0,9641790000.0
2047.0,9882173000.0,9117028000.0,9792638000.0,9264867000.0
2048.0,9636642000.0,8606982000.0,9636204000.0,8984145000.0
2049.0,9401218000.0,8356058000.0,9871205000.0,8746083000.0
2050.0,9106533000.0,7923569700.0,9676664000.0,8479377000.0
2051.0,8786403000.0,7810684000.0,9284714000.0,8161224000.0
2052.0,8387568000.0,7306636300.0,9090635000.0,7773775400.0
2053.0,8124844500.0,7015631400.0,8992273000.0,7551469600.0
2054.0,7825108000.0,6827795000.0,8821716000.0,7271877600.0
2055.0,7529193000.0,6600956000.0,8640766000.0,7007807500.0
2056.0,7330895000.0,6371571700.0,8455004000.0,6776527400.0
2057.0,7141059600.0,6049097000.0,8292103000.0,6638327000.0
2058.0,6873849300.0,5772182000.0,8136560600.0,6419455000.0
2059.0,6623133700.0,5580173300.0,7884589000.0,6111736000.0
2060.0,6295705600.0,5404726000.0,7718401500.0,5848572000.0
2061.0,6128156700.0,5299069400.0,7511110700.0,5679026700.0
2062.0,5844403000.0,5114326500.0,7596450000.0,5458192400.0
2063.0,5539056600.0,4941096400.0,7255956500.0,5357671000.0
2064.0,5337839000.0,4824238000.0,7085058000.0,5261309000.0
2065.0,5232312000.0,4658192400.0,6880064500.0,4995541000.0
2066.0,5033959400.0,4543202000.0,6774127600.0,4791074000.0
2067.0,4815926000.0,4417905700.0,6651070500.0,4626312700.0
2068.0,4592738000.0,4344957400.0,6713640000.0,4637154000.0
2069.0,4437309400.0,4318001000.0,6415486500.0,4353460000.0
2070.0,4281880300.0,4126175700.0,6322924000.0,4142203600.0
2071.0,4172262400.0,4025661700.0,6161689000.0,3954487000.0
2072.0,3955235300.0,3922578200.0,5942808600.0,4290433300.0
2073.0,3794109700.0,3853101300.0,6562838000.0,3754426600.0
2074.0,3641828000.0,3800868400.0,6013574700.0,3586933800.0
2075.0,3487949000.0,3691363300.0,5811089000.0,3469849600.0
2076.0,3414006300.0,3720402200.0,6433320400.0,3403122200.0
2077.0,3275659000.0,3587750000.0,6325036500.0,3224102400.0
2078.0,3157385500.0,3449192000.0,5700871000.0,3099365400.0
2079.0,3018265600.0,3343925800.0,5642418000.0,2979543600.0
2080.0,2943924200.0,3233031700.0,5441155600.0,2873894400.0
2081.0,2897987300.0,3072862000.0,5309593000.0,2781095400.0
2082.0,2748267300.0,2995288800.0,5314974000.0,2628243500.0
2083.0,2684786000.0,2991983000.0,5214681600.0,2453702700.0
2084.0,2579700200.0,2847205600.0,5052055600.0,2352378000.0
2085.0,2588851200.0,2883236400.0,4956934700.0,2197432600.0
2086.0,2402031900.0,2693818600.0,4891408400.0,2099295400.0
2087.0,2227081500.0,2589194200.0,4818156000.0,1973708200.0
2088.0,2121862800.0,2505345800.0,4742119000.0,1890170200.0
2089.0,2083912400.0,2431777300.0,4790672400.0,1797788500.0
2090.0,2000469600.0,2353438200.0,4682603500.0,1673579800.0
2091.0,1932385300.0,2209749000.0,4579679000.0,1562521700.0
2092.0,1831961500.0,2154842000.0,5043245600.0,1524027000.0
2093.0,1732418400.0,2180825900.0,4509032000.0,1523049900.0
2094.0,2051295700.0,2106767000.0,4506129000.0,1481559700.0
2095.0,1646486000.0,1996712000.0,4819439600.0,1384966400.0
2096.0,1579449200.0,1932910600.0,4782598000.0,1325672800.0
2097.0,1512892000.0,1882918700.0,4438244000.0,1248504700.0
2098.0,1455409800.0,1818748500.0,4336762400.0,1186222600.0
2099.0,1396944400.0,1774406700.0,4564336600.0,1169360600.0
2100.0,1376526700.0,1723441400.0,4205299000.0,1100911600.0
2101.0,1309982700.0,1670226300.0,4157168600.0,1054608900.0
2102.0,1293530100.0,1567050100.0,4099700500.0,1025335300.0
2103.0,1234566100.0,1598018000.0,4003320300.0,981415800.0
2104.0,1183122600.0,1595995800.0,3949915100.0,973341630.0
2105.0,1161594100.0,1492460300.0,4056806700.0,930897860.0
2106.0,1121454800.0,1514427400.0,3925261600.0,872943900.0
2107.0,1087594500.0,1449387300.0,3816837600.0,837645400.0
2108.0,1219012500.0,1495275400.0,3739055000.0,799288260.0
2109.0,1053515400.0,1363341700.0,4278852900.0,743488900.0
2110.0,996513300.0,1333845100.0,3836655900.0,729448450.0
2111.0,971704100.0,1302755100.0,3645762300.0,693321660.0
2112.0,917108000.0,1276264000.0,3598862300.0,732115100.0
2113.0,874346800.0,1243996800.0,3535025200.0,686979460.0
2114.0,844173630.0,1324494800.0,3606861300.0,860318400.0
2115.0,885052350.0,1184128400.0,3466249000.0,671199600.0
2116.0,815497150.0,1145158400.0,3428426000.0,622190850.0
2117.0,815067840.0,1116121000.0,3376349200.0,595688700.0
2118.0,755368100.0,1197077100.0,3319773200.0,592979100.0
2119.0,728511900.0,1058734900.0,3288356400.0,571297400.0
2120.0,756992960.0,1024592300.0,3246209000.0,1196841000.0
2121.0,706168640.0,970489700.0,3297855500.0,1137222000.0
2122.0,671152200.0,950709060.0,3484758800.0,715607360.0
2123.0,627074050.0,921288300.0,3212847900.0,548587300.0
2124.0,612864100.0,902137540.0,3992157200.0,520417120.0
2125.0,602108900.0,885434100.0,3713211400.0,497008830.0
2126.0,593048800.0,859666300.0,3459475200.0,501279500.0
2127.0,585258500.0,846720500.0,3410525000.0,472346430.0
2128.0,637049100.0,818038140.0,3228904700.0,454145760.0
2129.0,703940500.0,788590300.0,3124951800.0,565984260.0
2130.0,658877700.0,791451700.0,3094581800.0,446042530.0
2131.0,582390900.0,789945200.0,3154899200.0,440515740.0
2132.0,533448770.0,772623500.0,3489316600.0,430852200.0
2133.0,513083460.0,726841100.0,3127060700.0,443605660.0
2134.0,510419260.0,738224960.0,3034379300.0,450069630.0
2135.0,486018500.0,786138100.0,3056327000.0,431057020.0
2136.0,483007870.0,702560200.0,2969659600.0,454241150.0
2137.0,456627800.0,684473800.0,2956517600.0,394159170.0
2138.0,485100600.0,741105800.0,3309318100.0,388220220.0
2139.0,437577440.0,815199800.0,3298021000.0,381034880.0
2140.0,420298200.0,699545000.0,2993397800.0,372003900.0
2141.0,401861800.0,690632000.0,2902991000.0,399235520.0
2142.0,394904350.0,714370400.0,3806877200.0,369459100.0
2143.0,416414180.0,1065110340.0,3105755000.0,382055600.0
2144.0,379456640.0,742083300.0,3032337400.0,358121500.0
2145.0,366071300.0,661085800.0,2902899700.0,354600450.0
2146.0,350884000.0,647052350.0,2855296500.0,745329300.0
2147.0,352769250.0,738200400.0,2835596300.0,402733220.0
2148.0,442375260.0,748305000.0,2815499000.0,374919330.0
2149.0,377776900.0,1206689700.0,2879918300.0,342533900.0
2150.0,340644350.0,829041300.0,2865572900.0,339730620.0
2151.0,330730200.0,704435260.0,2762426000.0,431993250.0
2152.0,357231360.0,662208200.0,2806819600.0,331264830.0
2153.0,327432540.0,617446700.0,2838396400.0,345576830.0
2154.0,319731900.0,769715800.0,3039307300.0,331009120.0
2155.0,315948480.0,752012740.0,2730682400.0,459746200.0
2156.0,317733340.0,1581849100.0,3033009200.0,382187100.0
2157.0,350138020.0,771601340.0,2678646000.0,327813470.0
2158.0,305901700.0,626733440.0,2710021000.0,318368670.0
2159.0,302618660.0,619813060.0,2873342200.0,317683550.0
2160.0,296792400.0,754769340.0,2619913500.0,336456670.0
2161.0,295951000.0,606591900.0,2621883600.0,375742600.0
2162.0,295109920.0,597229250.0,2627201800.0,569205300.0
2163.0,289576300.0,591022500.0,2713458200.0,367579740.0
2164.0,310901900.0,579888800.0,2556459000.0,322077920.0
2165.0,300770900.0,581117600.0,2530140400.0,329960350.0
2166.0,278508220.0,601353600.0,2523972400.0,296469280.0
2167.0,280037400.0,573548700.0,2497933600.0,523459870.0
2168.0,271460300.0,555127230.0,2462020900.0,293692160.0
2169.0,268296140.0,567628900.0,2535397600.0,291763550.0
2170.0,267474180.0,556693250.0,2417011000.0,285505820.0
2171.0,263141440.0,546176900.0,2386866400.0,286735840.0
2172.0,260530220.0,545976100.0,2382999800.0,283044900.0
2173.0,302602460.0,541621250.0,2426570500.0,284431260.0
2174.0,308757400.0,536872300.0,2359337500.0,279211650.0
2175.0,340611140.0,530423970.0,2299647000.0,306033800.0
2176.0,294513700.0,562077500.0,2275309300.0,284203420.0
2177.0,334848700.0,534460030.0,2357783300.0,279409250.0
2178.0,264650220.0,589057150.0,2237312300.0,278462100.0
2179.0,245888350.0,531025500.0,2392672800.0,359491330.0
2180.0,239932270.0,518036540.0,2212193800.0,283036930.0
2181.0,263255680.0,527203740.0,2177164800.0,271855650.0
2182.0,259050620.0,514508260.0,2328152600.0,274584000.0
2183.0,253775710.0,540170600.0,2432148700.0,394665250.0
2184.0,242496940.0,520496130.0,2233227800.0,281393730.0
2185.0,242003400.0,512968160.0,2162515000.0,275920600.0
2186.0,262354850.0,590637500.0,2101663500.0,285631460.0
2187.0,251799790.0,508106660.0,2169280800.0,286278560.0
2188.0,229905170.0,503814820.0,2217557000.0,268925800.0
2189.0,227583660.0,518233180.0,2094943600.0,261819890.0
2190.0,423640450.0,602904600.0,2065894500.0,282609730.0
2191.0,283880600.0,555919740.0,2072797800.0,263098670.0
2192.0,222863410.0,503648420.0,2061643400.0,252593680.0
2193.0,220842860.0,498612060.0,2016584600.0,255997900.0
2194.0,218844100.0,489321730.0,2009572000.0,250894430.0
2195.0,215400780.0,522952480.0,1978915000.0,248744770.0
2196.0,223305740.0,491375740.0,2068643300.0,256640430.0
2197.0,255301390.0,486939970.0,2021348200.0,251206770.0
2198.0,221154510.0,1097252500.0,2731691500.0,440354720.0
2199.0,222212060.0,1535398800.0,2386848500.0,267491410.0
2200.0,211808220.0,889539600.0,1996059300.0,256510820.0
2201.0,205916910.0,694031170.0,1932066400.0,247207170.0
2202.0,222416940.0,552673000.0,1953020900.0,245580160.0
2203.0,196758660.0,519672100.0,1910298500.0,237483440.0
2204.0,183981940.0,492418850.0,1886593200.0,237064460.0
2205.0,181373300.0,616863940.0,1891639900.0,258912420.0
2206.0,179911340.0,503104350.0,1856725900.0,333749100.0
2207.0,179240130.0,667667400.0,1964301800.0,406301280.0
2208.0,176436020.0,470292350.0,1886119300.0,228908200.0
2209.0,176857000.0,463643940.0,2070579300.0,218605380.0
2210.0,241072460.0,474519740.0,1831425500.0,234277380.0
2211.0,297197150.0,463416100.0,1811443500.0,361635300.0
2212.0,176915310.0,467690800.0,1840462300.0,253550800.0
2213.0,191638660.0,478183800.0,1840853500.0,226180830.0
2214.0,178041340.0,483626140.0,1821802600.0,224145520.0
2215.0,175684830.0,468724540.0,1841717800.0,238202000.0
2216.0,204696300.0,460516860.0,1825970400.0,222462320.0
2217.0,169603500.0,454266560.0,1765400200.0,217241340.0
2218.0,169407380.0,451248260.0,1741276300.0,217526220.0
2219.0,166844180.0,448941300.0,1815742100.0,250499710.0
2220.0,165226450.0,447568600.0,1745331600.0,227661700.0
2221.0,166063680.0,691388540.0,1768704900.0,215650420.0
2222.0,165700500.0,524666200.0,1984236000.0,212886930.0
2223.0,178284700.0,483326800.0,1730834700.0,209679820.0
2224.0,162924600.0,462562460.0,1747404300.0,208411600.0
2225.0,157253040.0,602314050.0,1727265800.0,236026580.0
2226.0,153998720.0,505552600.0,1729546200.0,212722000.0
2227.0,153214960.0,461411360.0,1762974800.0,205473650.0
2228.0,174446560.0,444018560.0,1680411900.0,204680080.0
2229.0,434756160.0,462050000.0,1716319700.0,270779070.0
2230.0,179489740.0,486723100.0,1812663300.0,203986200.0
2231.0,149735400.0,438244300.0,1674025300.0,202654100.0
2232.0,148053550.0,732940740.0,1655798500.0,201940260.0
2233.0,206487100.0,447357200.0,1646147600.0,373809500.0
2234.0,145952200.0,429767600.0,1671538700.0,214233660.0
2235.0,193765020.0,429540400.0,1628298400.0,216138030.0
2236.0,166940450.0,436732580.0,1654848100.0,199289500.0
2237.0,142045040.0,435285150.0,1621955100.0,204121390.0
2238.0,140105980.0,423640540.0,2403366700.0,198109980.0
2239.0,140331970.0,479149060.0,1653062500.0,196637230.0
2240.0,140714000.0,447864770.0,1623037600.0,238609820.0
2241.0,135455710.0,515446370.0,1590132000.0,198131090.0
2242.0,149098510.0,663272640.0,1755527300.0,200148180.0
2243.0,140757840.0,573750700.0,1873133000.0,193369760.0
2244.0,134289920.0,608095000.0,1626249300.0,200597600.0
2245.0,132428510.0,501407550.0,1577285200.0,193726690.0
2246.0,150345400.0,488632300.0,1565504500.0,191221400.0
2247.0,140440580.0,468939400.0,1906013800.0,205104420.0
2248.0,130765820.0,483403800.0,1554811500.0,332293980.0
2249.0,129996270.0,834190000.0,1630864800.0,221964690.0
2250.0,128452376.0,620483300.0,1532691300.0,191367580.0
2251.0,129671550.0,477579780.0,1530616000.0,188261940.0
2252.0,129518920.0,449800000.0,1516226400.0,186776600.0
2253.0,129873510.0,441427330.0,1781690800.0,254593070.0
2254.0,123257700.0,435146750.0,1533259400.0,193696660.0
2255.0,123467540.0,433763620.0,1508229100.0,181096590.0
2256.0,122958900.0,523731040.0,1504324500.0,178519060.0
2257.0,134824160.0,428360220.0,1480590800.0,176105600.0
2258.0,161373540.0,427800450.0,1639012600.0,181860800.0
2259.0,128182870.0,428415840.0,1482366300.0,180323790.0
2260.0,119747040.0,423491100.0,1462464000.0,174354580.0
2261.0,118350740.0,425910850.0,1469473900.0,179294800.0
2262.0,118532670.0,479425570.0,1504122800.0,172288140.0
2263.0,117113150.0,425245000.0,1446171100.0,172350380.0
2264.0,141543180.0,419504900.0,1440360300.0,180618560.0
2265.0,116629700.0,605120900.0,1429291600.0,180521540.0
2266.0,119255570.0,435645540.0,1430248700.0,356112670.0
2267.0,133704940.0,417336700.0,1436567900.0,211572080.0
2268.0,141654190.0,411375970.0,1476493700.0,217567500.0
2269.0,403852320.0,408783070.0,1400339000.0,190530140.0
2270.0,302535900.0,448770850.0,1386126200.0,185119150.0
2271.0,177184660.0,408445500.0,1406529900.0,181875470.0
2272.0,145327570.0,502493200.0,1385215900.0,185621730.0
2273.0,132105620.0,404024160.0,1366120100.0,180473380.0
2274.0,122084790.0,401438050.0,1349914200.0,181054480.0
2275.0,119123760.0,441225600.0,1340319500.0,174380670.0
2276.0,116977010.0,402873200.0,1347448700.0,189302670.0
2277.0,118038230.0,401922140.0,2142927400.0,173941820.0
2278.0,124219220.0,411779460.0,2726030800.0,171849180.0
2279.0,121025360.0,778352000.0,2152206800.0,171326220.0
2280.0,151331100.0,559039100.0,1801157400.0,175303970.0
2281.0,159804080.0,483813630.0,1838484200.0,194387460.0
2282.0,119930800.0,419868800.0,1537641200.0,171059360.0
2283.0,115255510.0,396690460.0,1451824000.0,168507360.0
2284.0,111531920.0,404877540.0,1480725500.0,192475420.0
2285.0,120356700.0,391103970.0,1401178200.0,187558770.0
2286.0,173421820.0,390057400.0,2107762600.0,183703490.0
2287.0,114320460.0,409655680.0,2107213200.0,170270480.0
2288.0,110461624.0,383778600.0,1394324700.0,166218500.0
2289.0,110264616.0,396770700.0,1411092900.0,163315630.0
2290.0,114859864.0,393847740.0,1462799700.0,162581250.0
2291.0,120329864.0,391050000.0,1352062200.0,230692160.0
2292.0,109982610.0,379712860.0,1340444200.0,174588500.0
2293.0,110385180.0,394516500.0,1848430500.0,159978420.0
2294.0,108940400.0,425941380.0,1320788500.0,159593150.0
2295.0,108162800.0,382053860.0,1317023700.0,171080620.0
2296.0,115953550.0,379341020.0,1443538200.0,198166980.0
2297.0,107244240.0,508851680.0,1297142000.0,195919970.0
2298.0,106699720.0,483973760.0,1299718500.0,168820030.0
2299.0,111578280.0,437194300.0,1291103700.0,175244380.0
2300.0,99031790.0,434491460.0,1308728200.0,189408210.0
