time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,MRI-ESM2-0,CESM2-WACCM
2070.0,46235070000.0,49794265000.0,48711650000.0,41462944000.0,46336860000.0,50058244000.0
2071.0,46037012000.0,49749012000.0,48624304000.0,41250710000.0,46181466000.0,50029250000.0
2072.0,45782626000.0,49548624000.0,48502497000.0,40957145000.0,46016110000.0,50003300000.0
2073.0,45590938000.0,49507740000.0,48403665000.0,40688353000.0,45819070000.0,49897226000.0
2074.0,45376918000.0,49369235000.0,48419213000.0,40488956000.0,45676077000.0,49843760000.0
2075.0,45143155000.0,49264600000.0,48231256000.0,40209270000.0,45585130000.0,49794420000.0
2076.0,44936462000.0,49126904000.0,48122098000.0,39932470000.0,45383635000.0,49714640000.0
2077.0,44664790000.0,49058173000.0,48022405000.0,39672336000.0,45165003000.0,49786188000.0
2078.0,44419880000.0,48983810000.0,47911916000.0,39420450000.0,45006627000.0,49673826000.0
2079.0,44141646000.0,48910602000.0,47786648000.0,39111050000.0,44830060000.0,49638540000.0
2080.0,43895580000.0,48744610000.0,47642170000.0,38812970000.0,44741956000.0,49597260000.0
2081.0,43678120000.0,48610992000.0,47460790000.0,38457230000.0,44537717000.0,49558303000.0
2082.0,43402540000.0,48435000000.0,47380180000.0,38138966000.0,44415226000.0,49515614000.0
2083.0,43169140000.0,48359700000.0,47243588000.0,37899440000.0,44277860000.0,49436590000.0
2084.0,42919047000.0,48302277000.0,47182440000.0,37644490000.0,44097966000.0,49380995000.0
2085.0,42650640000.0,48164480000.0,47080270000.0,37430600000.0,43902726000.0,49335644000.0
2086.0,42444562000.0,48040346000.0,46864360000.0,37223800000.0,43722445000.0,49267495000.0
2087.0,42121695000.0,48020013000.0,46748217000.0,36908343000.0,43474944000.0,49193177000.0
2088.0,41927890000.0,47905540000.0,46644322000.0,36709507000.0,43289453000.0,49121763000.0
2089.0,41723680000.0,47833563000.0,46570934000.0,36464250000.0,43164852000.0,49010254000.0
2090.0,41536733000.0,47875723000.0,46459980000.0,36122620000.0,43069790000.0,49005170000.0
2091.0,41315664000.0,47659696000.0,46397907000.0,35902358000.0,42872336000.0,48899056000.0
2092.0,41048990000.0,47594810000.0,46291997000.0,35647380000.0,42727064000.0,48773333000.0
2093.0,40832370000.0,47397265000.0,46091223000.0,35424780000.0,42569910000.0,48699662000.0
2094.0,40599953000.0,47329042000.0,45934020000.0,35112514000.0,42345255000.0,48679277000.0
2095.0,40374624000.0,47211745000.0,45776454000.0,34893832000.0,42200707000.0,48583365000.0
2096.0,40161030000.0,47069990000.0,45648210000.0,34676597000.0,42048983000.0,48486744000.0
2097.0,39940956000.0,47008465000.0,45495760000.0,34430880000.0,41813475000.0,48412914000.0
2098.0,39569570000.0,47010374000.0,45286826000.0,34213194000.0,41694065000.0,48326447000.0
2099.0,39268950000.0,46772793000.0,45138060000.0,33906020000.0,41593537000.0,48224338000.0
2100.0,38997238000.0,46603240000.0,45372133000.0,33686114000.0,41457844000.0,48131604000.0
2101.0,38740800000.0,46461500000.0,44912714000.0,33401993000.0,41393406000.0,48069812000.0
2102.0,38546910000.0,46431134000.0,44828720000.0,33228114000.0,41334680000.0,47991130000.0
2103.0,38367076000.0,46417236000.0,44718150000.0,32943014000.0,41119707000.0,47970038000.0
2104.0,38177853000.0,46141174000.0,44546940000.0,32662493000.0,40915000000.0,47848542000.0
2105.0,37951500000.0,46059940000.0,44322836000.0,32344535000.0,40858130000.0,47761293000.0
2106.0,37749027000.0,45976773000.0,44171223000.0,32075997000.0,40653324000.0,47675675000.0
2107.0,37629313000.0,45825360000.0,43964510000.0,31837890000.0,40528564000.0,47602120000.0
2108.0,37313995000.0,45749068000.0,43773075000.0,31654017000.0,40478847000.0,47525704000.0
2109.0,37117985000.0,45646750000.0,43731650000.0,31390759000.0,40284447000.0,47449040000.0
2110.0,36890743000.0,45591630000.0,44239778000.0,31184669000.0,40172380000.0,47375892000.0
2111.0,36704133000.0,45543470000.0,43529370000.0,30950218000.0,40048900000.0,47279985000.0
2112.0,36541940000.0,45414416000.0,43528528000.0,30773443000.0,39879516000.0,47197070000.0
2113.0,36329870000.0,45298800000.0,43283366000.0,30593927000.0,39784250000.0,47124607000.0
2114.0,36093340000.0,45146490000.0,43084960000.0,30414910000.0,39606923000.0,47033110000.0
2115.0,35840004000.0,45118525000.0,42918760000.0,30195126000.0,39508470000.0,46985340000.0
2116.0,35694380000.0,44986440000.0,42736050000.0,30024385000.0,39302087000.0,47003484000.0
2117.0,35463942000.0,44849550000.0,42613180000.0,29768194000.0,39243313000.0,46832770000.0
2118.0,35331514000.0,44769423000.0,42395970000.0,29597016000.0,39056253000.0,46773700000.0
2119.0,35116420000.0,44623410000.0,42163175000.0,29363427000.0,38997870000.0,46817120000.0
2120.0,34940540000.0,44588663000.0,41995320000.0,29182760000.0,38826242000.0,46688120000.0
2121.0,34697777000.0,44411277000.0,41939296000.0,28898720000.0,38682903000.0,46568112000.0
2122.0,34526147000.0,44286870000.0,41911697000.0,28724165000.0,38606017000.0,46480930000.0
2123.0,34324130000.0,44111995000.0,41648300000.0,28473588000.0,38502076000.0,46376882000.0
2124.0,34156634000.0,43921756000.0,41445024000.0,28316402000.0,38561337000.0,46274945000.0
2125.0,33956962000.0,43799474000.0,41295225000.0,28168333000.0,38381683000.0,46201053000.0
2126.0,33822181000.0,43745542000.0,41119437000.0,27952644000.0,38189530000.0,46129040000.0
2127.0,33601942000.0,43501478000.0,40949020000.0,27747270000.0,38356586000.0,46074434000.0
2128.0,33447066000.0,43414532000.0,40857670000.0,27531960000.0,38111350000.0,45987574000.0
2129.0,33237074000.0,43418950000.0,40739873000.0,27281424000.0,37965853000.0,45930164000.0
2130.0,33040270000.0,43143324000.0,40621175000.0,27001096000.0,37888130000.0,45806707000.0
2131.0,32859410000.0,42964095000.0,40496180000.0,26781830000.0,37779735000.0,45726410000.0
2132.0,32610335000.0,42806452000.0,40344097000.0,26549754000.0,37760600000.0,45614510000.0
2133.0,32397128000.0,42852078000.0,40180666000.0,26314086000.0,37643780000.0,45531690000.0
2134.0,32261736000.0,42553684000.0,40525770000.0,26116164000.0,37554053000.0,45396480000.0
2135.0,32261466000.0,42405065000.0,40012464000.0,25859566000.0,37666447000.0,45288976000.0
2136.0,31925754000.0,42220474000.0,39918838000.0,25716850000.0,38490337000.0,45195076000.0
2137.0,31815877000.0,42095473000.0,39771580000.0,25552990000.0,37544990000.0,45093974000.0
2138.0,31599643000.0,41860346000.0,39599366000.0,25259920000.0,37458010000.0,45001687000.0
2139.0,31412574000.0,41949114000.0,39450264000.0,25082132000.0,37511954000.0,44902695000.0
2140.0,31250831000.0,41416860000.0,39303340000.0,24810013000.0,37235745000.0,44776070000.0
2141.0,31116524000.0,41166570000.0,39293133000.0,24558397000.0,37296026000.0,44727460000.0
2142.0,30972178000.0,41036775000.0,39086140000.0,24338962000.0,37261136000.0,44679234000.0
2143.0,30774852000.0,41025667000.0,39008334000.0,24155441000.0,37795893000.0,44550054000.0
2144.0,30585747000.0,40918530000.0,38860227000.0,23991108000.0,37587894000.0,44519715000.0
2145.0,30396168000.0,41028276000.0,39016000000.0,23849875000.0,37311240000.0,44412850000.0
2146.0,30265586000.0,40637174000.0,39029990000.0,23597443000.0,37393584000.0,44355340000.0
2147.0,30105565000.0,40508183000.0,38594957000.0,23396580000.0,36910862000.0,44258312000.0
2148.0,29920924000.0,40253137000.0,38467047000.0,23244495000.0,37096563000.0,44168098000.0
2149.0,29777013000.0,40127648000.0,38335996000.0,23064492000.0,36978418000.0,44063363000.0
2150.0,29622454000.0,40597012000.0,38239285000.0,22843859000.0,36897520000.0,43955454000.0
2151.0,29545282000.0,40143073000.0,38084338000.0,22628024000.0,36762080000.0,43894590000.0
2152.0,29406648000.0,39918416000.0,37944037000.0,22441427000.0,36692200000.0,43825730000.0
2153.0,29141772000.0,39898042000.0,37830308000.0,22228625000.0,36549513000.0,43716470000.0
2154.0,28991881000.0,39739050000.0,37760840000.0,22306208000.0,37012136000.0,43564167000.0
2155.0,28874596000.0,39568265000.0,37841916000.0,21866826000.0,36769415000.0,43482698000.0
2156.0,28731105000.0,39532556000.0,37448420000.0,21686684000.0,36549870000.0,43357350000.0
2157.0,28615422000.0,39488310000.0,37797410000.0,21561995000.0,36843733000.0,43252550000.0
2158.0,28495555000.0,39493067000.0,37269790000.0,21338536000.0,36430266000.0,43171787000.0
2159.0,28412221000.0,39280580000.0,37096157000.0,21194023000.0,36099375000.0,43122570000.0
2160.0,28250692000.0,39178810000.0,37044163000.0,21035178000.0,36090864000.0,43007832000.0
2161.0,28158898000.0,39084106000.0,36931375000.0,20911053000.0,35916706000.0,42942310000.0
2162.0,28008282000.0,38969758000.0,36774506000.0,20823010000.0,37551770000.0,42851380000.0
2163.0,27839545000.0,38908002000.0,36672205000.0,20694180000.0,36391907000.0,42866643000.0
2164.0,27638997000.0,38744773000.0,36662680000.0,20548280000.0,36160690000.0,42663220000.0
2165.0,27490922000.0,38438306000.0,36475097000.0,20396122000.0,35906675000.0,42575397000.0
2166.0,27417168000.0,38307594000.0,36384260000.0,20322070000.0,35866595000.0,42472133000.0
2167.0,27251063000.0,38159815000.0,36278600000.0,20279722000.0,35685080000.0,42336846000.0
2168.0,27114504000.0,37996460000.0,36403960000.0,20024973000.0,35672568000.0,42213080000.0
2169.0,27030964000.0,37998810000.0,36205210000.0,20081062000.0,35531006000.0,42096200000.0
2170.0,26944057000.0,37858374000.0,36415013000.0,19857213000.0,35450040000.0,42004644000.0
2171.0,26822195000.0,37761620000.0,36058825000.0,19733445000.0,36032810000.0,41858187000.0
2172.0,26719224000.0,37644607000.0,35847420000.0,19691708000.0,35686023000.0,41786364000.0
2173.0,26601230000.0,37610996000.0,35747897000.0,19437818000.0,36274940000.0,41649517000.0
2174.0,26461436000.0,38101000000.0,35632337000.0,19337728000.0,36218892000.0,41597740000.0
2175.0,26353111000.0,37513355000.0,35497620000.0,19184930000.0,35873055000.0,41486160000.0
2176.0,26164455000.0,37294370000.0,35355360000.0,19308927000.0,35774755000.0,41428566000.0
2177.0,26101381000.0,37969690000.0,35498615000.0,18965290000.0,35514565000.0,41295835000.0
2178.0,25929587000.0,37170010000.0,35192123000.0,18747843000.0,35330007000.0,41224958000.0
2179.0,25829591000.0,37208465000.0,35060728000.0,18571248000.0,35509990000.0,41141314000.0
2180.0,25677031000.0,37089140000.0,35359730000.0,18438146000.0,35301620000.0,41005187000.0
2181.0,25557563000.0,36703100000.0,35732990000.0,18518540000.0,35615494000.0,40952750000.0
2182.0,25465633000.0,36529373000.0,34846100000.0,18275168000.0,35310473000.0,40866628000.0
2183.0,25393447000.0,36336062000.0,35121400000.0,18106841000.0,35154506000.0,40812417000.0
2184.0,25306982000.0,36177290000.0,34680160000.0,18008916000.0,35082293000.0,40616407000.0
2185.0,25208140000.0,36124680000.0,34583765000.0,17818626000.0,34997420000.0,40503497000.0
2186.0,25154454000.0,36101010000.0,34561982000.0,17727812000.0,36060780000.0,40402457000.0
2187.0,24999795000.0,35855410000.0,34317922000.0,17625230000.0,34992090000.0,40301520000.0
2188.0,24855093000.0,35723470000.0,34094975000.0,17419629000.0,34839994000.0,40189858000.0
2189.0,24793178000.0,35507360000.0,34197008000.0,17237866000.0,34951080000.0,40046813000.0
2190.0,24693164000.0,35447177000.0,34016910000.0,17115339000.0,35061887000.0,40005743000.0
2191.0,24628128000.0,35296550000.0,35728760000.0,17035091000.0,35501396000.0,39862673000.0
2192.0,24501870000.0,34971980000.0,34055035000.0,16880767000.0,34804670000.0,39781680000.0
2193.0,24394985000.0,34703823000.0,33748324000.0,16722790000.0,35012723000.0,39745065000.0
2194.0,24255169000.0,34510426000.0,33571985000.0,16564417000.0,35029307000.0,39682093000.0
2195.0,24104420000.0,34672734000.0,33410806000.0,16353560000.0,34904404000.0,39574385000.0
2196.0,24013552000.0,34452947000.0,33254900000.0,16206672000.0,34523603000.0,39483600000.0
2197.0,23885785000.0,34120442000.0,33206831000.0,16042758000.0,36066853000.0,39666080000.0
2198.0,23787070000.0,34125830000.0,32981070000.0,15934156000.0,34610710000.0,39352263000.0
2199.0,23689224000.0,33872740000.0,32869120000.0,15768803000.0,34443473000.0,39305150000.0
2200.0,23575712000.0,33802177000.0,32773300000.0,15619673000.0,34161236000.0,39226913000.0
2201.0,23486394000.0,33570353000.0,32782232000.0,15464817000.0,34087152000.0,39135550000.0
2202.0,23463520000.0,33452716000.0,32620784000.0,15335427000.0,33987279000.0,39037624000.0
2203.0,23253150000.0,33933280000.0,32622838000.0,15218404000.0,33888262000.0,38904996000.0
2204.0,23103896000.0,33277463000.0,32478920000.0,15047040000.0,33771911000.0,38819700000.0
2205.0,22955549000.0,33084097000.0,32536140000.0,14939186000.0,33763135000.0,38656524000.0
2206.0,22831782000.0,32902478000.0,32173955000.0,14789007000.0,33902488000.0,38595670000.0
2207.0,22746720000.0,32779979000.0,32063427000.0,14677612000.0,33639604000.0,38506144000.0
2208.0,22615260000.0,32547760000.0,32264090000.0,14539589000.0,33494060000.0,38381162000.0
2209.0,22503703000.0,32441356000.0,31923988000.0,14389698000.0,33403193000.0,38221636000.0
2210.0,22384798000.0,32332374000.0,31966663000.0,14286304000.0,33724115000.0,38113202000.0
2211.0,22243324000.0,32061776000.0,31845882000.0,14185398000.0,33279982000.0,38060290000.0
2212.0,22127606000.0,32115171000.0,31654287000.0,14079087000.0,33256554000.0,37924712000.0
2213.0,21996304000.0,31858100000.0,31498201000.0,13954460000.0,33112773000.0,37870180000.0
2214.0,21901838000.0,31759670000.0,31386241000.0,13806427000.0,32982704000.0,37693050000.0
2215.0,21780120000.0,31436421000.0,31206246000.0,13726277000.0,32904616000.0,37646926000.0
2216.0,21699326000.0,31311483000.0,31075383000.0,13566834000.0,32805863000.0,37574398000.0
2217.0,21597966000.0,31240150000.0,30938749000.0,13434256000.0,33236361000.0,37534003000.0
2218.0,21689106000.0,31026534000.0,30981292000.0,13398346000.0,32749312000.0,37466894000.0
2219.0,21531144000.0,30935296000.0,30778028000.0,13217437000.0,32599024000.0,37273670000.0
2220.0,21383799000.0,30791332000.0,30674403000.0,13110496000.0,32641466000.0,37214224000.0
2221.0,21334487000.0,30775500000.0,30576220000.0,13058791000.0,32556554000.0,37072515000.0
2222.0,21230950000.0,30516668000.0,30476243000.0,12937780000.0,34088886000.0,36948087000.0
2223.0,21153202000.0,30539491000.0,30571502000.0,12829341000.0,33310403000.0,36890755000.0
2224.0,21059432000.0,30251559000.0,30339564000.0,12725968000.0,32875987000.0,36836033000.0
2225.0,20925344000.0,30057595000.0,30318363000.0,12585522000.0,32746433000.0,36918600000.0
2226.0,20780952000.0,29952844000.0,30159567000.0,12488606000.0,32836925000.0,36695110000.0
2227.0,20708480000.0,29850241000.0,30047631000.0,12406449000.0,32903848000.0,36584825000.0
2228.0,20664089000.0,29697264000.0,29980353000.0,12313908000.0,32610190000.0,36566213000.0
2229.0,20547680000.0,29623341000.0,29871053000.0,12231987000.0,32418306000.0,36383390000.0
2230.0,20465824000.0,29564525000.0,29780716000.0,12166547000.0,33062201000.0,36314903000.0
2231.0,20334270000.0,29248283000.0,29806060000.0,12063242000.0,33151859000.0,36121612000.0
2232.0,20314890000.0,29137015000.0,29622456000.0,12025253000.0,32558391000.0,36067226000.0
2233.0,20204896000.0,29019226000.0,29561098000.0,11965330000.0,32439110000.0,36002226000.0
2234.0,20055100000.0,29996001000.0,29479858000.0,11880038000.0,32277066000.0,35976212000.0
2235.0,19988190000.0,29243335000.0,29880863000.0,11747152000.0,32486416000.0,35877413000.0
2236.0,19899474000.0,29353610000.0,29393764000.0,11708346000.0,32694518000.0,35877065000.0
2237.0,19839123000.0,29206670000.0,29253255000.0,11636431000.0,32622764000.0,35754280000.0
2238.0,19782414000.0,28933784000.0,29210601000.0,11598737000.0,32761220000.0,35740733000.0
2239.0,19693863000.0,28727100000.0,29180973000.0,11844554000.0,32603390000.0,35605852000.0
2240.0,19558314000.0,28576307000.0,28976580000.0,11589035000.0,33648353000.0,35768480000.0
2241.0,19609340000.0,28637485000.0,28957127000.0,11683804000.0,32869001000.0,35587867000.0
2242.0,19527723000.0,28363300000.0,28911215000.0,11469275000.0,32414980000.0,35386430000.0
2243.0,19549835000.0,28277998000.0,28733270000.0,11482886000.0,32451138000.0,35382325000.0
2244.0,19295148000.0,28403202000.0,28699427000.0,11328780000.0,32234115000.0,35383316000.0
2245.0,19225400000.0,28037550000.0,28543580000.0,11232958000.0,32264250000.0,35287820000.0
2246.0,19263107000.0,28122601000.0,28569571000.0,11147636000.0,32014184000.0,35100275000.0
2247.0,19179424000.0,27833467000.0,28478683000.0,11116927000.0,32019065000.0,35007332000.0
2248.0,19194049000.0,27636597000.0,28636598000.0,10996253000.0,31887426000.0,34955710000.0
2249.0,19034395000.0,27447837000.0,28657545000.0,11068076000.0,31757808000.0,34852033000.0
2250.0,18941147000.0,27356656000.0,28374170000.0,10960551000.0,32111733000.0,34881376000.0
2251.0,18952993000.0,27320025000.0,28267030000.0,10907460000.0,31709830000.0,35381514000.0
2252.0,18837592000.0,27115016000.0,28149256000.0,10869140000.0,31723490000.0,34974910000.0
2253.0,18771048000.0,26997666000.0,28114768000.0,11478675000.0,31599096000.0,34705994000.0
2254.0,18687070000.0,26877616000.0,27983650000.0,10781503000.0,31578192000.0,34523790000.0
2255.0,18619744000.0,26710247000.0,28000723000.0,10636830000.0,31475460000.0,34439130000.0
2256.0,18565126000.0,26548912000.0,27889418000.0,10606438000.0,31302488000.0,34585473000.0
2257.0,18520652000.0,26426180000.0,27798497000.0,10526122000.0,31256492000.0,34271260000.0
2258.0,18516183000.0,26375342000.0,28722940000.0,10470258000.0,31184046000.0,34175463000.0
2259.0,18405980000.0,26366990000.0,27682062000.0,10407356000.0,31699266000.0,34062119000.0
2260.0,18654337000.0,26110788000.0,27688718000.0,10386437000.0,31563418000.0,33992675000.0
2261.0,18598146000.0,26246986000.0,27515100000.0,10322559000.0,31105366000.0,33906209000.0
2262.0,18515763000.0,26154916000.0,27391076000.0,10299322000.0,31133936000.0,33981266000.0
2263.0,18299095000.0,26047609000.0,27285967000.0,10241681000.0,30959843000.0,33797775000.0
2264.0,18173663000.0,25896872000.0,27177806000.0,10406765000.0,30901900000.0,33647845000.0
2265.0,18350658000.0,25944041000.0,27036838000.0,10116162000.0,31514653000.0,33665454000.0
2266.0,18101977000.0,25742412000.0,26947205000.0,10064083000.0,31632970000.0,33451760000.0
2267.0,18027150000.0,25766680000.0,26873958000.0,10217077000.0,31175547000.0,33402755000.0
2268.0,17961290000.0,25631280000.0,26766220000.0,10028262000.0,30944348000.0,33288845000.0
2269.0,17922468000.0,25661250000.0,26688280000.0,9888862000.0,30755020000.0,33195448000.0
2270.0,17985290000.0,25532422000.0,26831024000.0,9805256000.0,30720670000.0,33309444000.0
2271.0,17997603000.0,25542806000.0,27491793000.0,9765573000.0,30623126000.0,33053772000.0
2272.0,17884520000.0,25514430000.0,26715044000.0,9704225000.0,30615450000.0,32940014000.0
2273.0,17819482000.0,25359847000.0,26511225000.0,9674762000.0,30621770000.0,33068450000.0
2274.0,17768307000.0,26921083000.0,26359935000.0,9766313000.0,30479557000.0,32827666000.0
2275.0,17716021000.0,25172564000.0,26196095000.0,9606818000.0,30619270000.0,33049640000.0
2276.0,17658952000.0,25107608000.0,26085247000.0,9515984000.0,30609390000.0,32742560000.0
2277.0,17545273000.0,25289443000.0,26194962000.0,9423121000.0,30640572000.0,32657074000.0
2278.0,17479164000.0,24914723000.0,25976027000.0,9384231000.0,30392422000.0,32587030000.0
2279.0,17414803000.0,24876763000.0,25739938000.0,9352397000.0,30355081000.0,32497180000.0
2280.0,17364780000.0,24962238000.0,26422542000.0,9258053000.0,31194335000.0,32411087000.0
2281.0,17306438000.0,24626137000.0,25901382000.0,9210374000.0,30310724000.0,32434379000.0
2282.0,17253560000.0,24684687000.0,25625956000.0,9160198000.0,30617782000.0,32236777000.0
2283.0,17197853000.0,24656476000.0,26573947000.0,9072445000.0,30505914000.0,32182510000.0
2284.0,17127089000.0,24904140000.0,25498253000.0,9017254000.0,30365057000.0,32378395000.0
2285.0,17053307000.0,24371610000.0,25438538000.0,8994968000.0,30724483000.0,32097343000.0
2286.0,17063831000.0,24275247000.0,25280614000.0,8989045000.0,30413488000.0,31913679000.0
2287.0,17009149000.0,24187615000.0,25148955000.0,8940537000.0,30415935000.0,31778585000.0
2288.0,16878623000.0,24563747000.0,25051052000.0,8881221000.0,30175975000.0,31750167000.0
2289.0,16784418000.0,23975508000.0,24990419000.0,8833091000.0,30136906000.0,31639038000.0
2290.0,16720663000.0,23913370000.0,24886624000.0,8784482000.0,30094602000.0,31618597000.0
2291.0,16691823000.0,23829668000.0,24865118000.0,8706905000.0,29998119000.0,31658906000.0
2292.0,16662599000.0,23797772000.0,25774944000.0,8675473000.0,30158103000.0,31434950000.0
2293.0,16609009000.0,23876768000.0,24821828000.0,8615732000.0,29884066000.0,31365464000.0
2294.0,16536754000.0,23719868000.0,25294475000.0,8532526000.0,30331357000.0,31331430000.0
