time,CANESM5,IPSL-CM6A-LR,CNRM-ESM2-1,MRI-ESM2-0,UKESM1-0-LL
2076.0,661833250000.0,1213378600000.0,1363833100000.0,1234369600000.0,760957700000.0
2077.0,649862400000.0,1197892300000.0,1348263900000.0,1228487800000.0,750067250000.0
2078.0,644510500000.0,1180260100000.0,1325110800000.0,1220750700000.0,741506000000.0
2079.0,630514450000.0,1170019800000.0,1307698000000.0,1215133500000.0,725622650000.0
2080.0,611539700000.0,1151847800000.0,1286404300000.0,1205851700000.0,704062900000.0
2081.0,590984450000.0,1130963800000.0,1268983900000.0,1188703900000.0,686633900000.0
2082.0,574336900000.0,1118449300000.0,1273584700000.0,1179986000000.0,671227840000.0
2083.0,567471830000.0,1099247850000.0,1245976100000.0,1170435000000.0,668610100000.0
2084.0,566384000000.0,1086676900000.0,1231370200000.0,1153430700000.0,650595860000.0
2085.0,560149230000.0,1063012000000.0,1219703100000.0,1141752600000.0,632360400000.0
2086.0,552640050000.0,1051335800000.0,1208143600000.0,1138549000000.0,629804400000.0
2087.0,547433450000.0,1038107900000.0,1200248700000.0,1123879000000.0,610976460000.0
2088.0,555942200000.0,1022856300000.0,1170386300000.0,1128574200000.0,594713700000.0
2089.0,547574900000.0,1012842950000.0,1171249800000.0,1124573000000.0,583467000000.0
2090.0,530026800000.0,1012288060000.0,1154896900000.0,1115381200000.0,572673560000.0
2091.0,513814900000.0,1014103300000.0,1144788600000.0,1115277900000.0,565616400000.0
2092.0,507139950000.0,1003710400000.0,1125510200000.0,1110580400000.0,566783100000.0
2093.0,499260030000.0,983257300000.0,1120598800000.0,1096272200000.0,554316140000.0
2094.0,488606070000.0,969935750000.0,1099945300000.0,1090452800000.0,541499300000.0
2095.0,480368950000.0,957703000000.0,1091994200000.0,1092913140000.0,529641140000.0
2096.0,476540470000.0,948548340000.0,1073996400000.0,1092337900000.0,521737760000.0
2097.0,469762050000.0,935500700000.0,1070147400000.0,1067648200000.0,515297670000.0
2098.0,464212300000.0,927918900000.0,1071860550000.0,1061179400000.0,501344600000.0
2099.0,460727100000.0,922487750000.0,1073849430000.0,1060065640000.0,489008860000.0
2100.0,456581250000.0,916981600000.0,1063431240000.0,1057686300000.0,473894450000.0
