time,GISS-E2-R,CCSM4,GFDL-CM3,NORESM1-M,CANESM2,CSIRO-MK3-6-0,GFDL-ESM2G,MPI-ESM-LR,IPSL-CM5A-LR,CNRM-CM5
2013.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0,51701637000.0
2014.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0,51664937000.0
2015.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0,51681990000.0
2016.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0,51670684000.0
2017.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0,51637510000.0
2018.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0,51638000000.0
2019.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0,51614070000.0
2020.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0
2021.0,51588030000.0,51568783000.0,51580580000.0,51640783000.0,51586052000.0,51580666000.0,51584696000.0,51584496000.0,51578573000.0,51580210000.0
2022.0,51570983000.0,51548350000.0,51562574000.0,51565840000.0,51561440000.0,51577320000.0,51569807000.0,51574362000.0,51563830000.0,51566035000.0
2023.0,51554450000.0,51534470000.0,51520692000.0,51522195000.0,51534205000.0,51542880000.0,51528820000.0,51526120000.0,51574768000.0,51524260000.0
2024.0,51561554000.0,51511660000.0,51498725000.0,51497850000.0,51509174000.0,51521618000.0,51509250000.0,51510580000.0,51515494000.0,51514823000.0
2025.0,51531530000.0,51489665000.0,51478580000.0,51495180000.0,51496387000.0,51505650000.0,51502764000.0,51517362000.0,51494273000.0,51509170000.0
2026.0,51521573000.0,51462234000.0,51456180000.0,51462468000.0,51474300000.0,51482493000.0,51465716000.0,51487770000.0,51580220000.0,51471766000.0
2027.0,51499807000.0,51460325000.0,51436530000.0,51430326000.0,51460727000.0,51482430000.0,51449094000.0,51477893000.0,51483260000.0,51458507000.0
2028.0,51472634000.0,51437515000.0,51409412000.0,51399710000.0,51429360000.0,51458015000.0,51440288000.0,51440255000.0,51462754000.0,51444945000.0
2029.0,51458486000.0,51429552000.0,51374070000.0,51382120000.0,51419100000.0,51434602000.0,51441283000.0,51427627000.0,51450085000.0,51418320000.0
2030.0,51487980000.0,51446980000.0,51348740000.0,51368330000.0,51406934000.0,51431866000.0,51412880000.0,51410465000.0,51445953000.0,51388350000.0
2031.0,51442770000.0,51401613000.0,51296862000.0,51345530000.0,51394482000.0,51411970000.0,51388530000.0,51394860000.0,51417416000.0,51352396000.0
2032.0,51425186000.0,51386160000.0,51263517000.0,51332650000.0,51365390000.0,51399786000.0,51363836000.0,51376860000.0,51392050000.0,51322100000.0
2033.0,51419107000.0,51371835000.0,51224097000.0,51297337000.0,51338320000.0,51386780000.0,51332293000.0,51353395000.0,51402183000.0,51279450000.0
2034.0,51412623000.0,51378700000.0,51179917000.0,51259724000.0,51288000000.0,51371176000.0,51316126000.0,51323064000.0,51357880000.0,51260240000.0
2035.0,51385400000.0,51351890000.0,51149804000.0,51229225000.0,51254608000.0,51362180000.0,51274224000.0,51309160000.0,51343434000.0,51193990000.0
2036.0,51367050000.0,51327005000.0,51101307000.0,51141770000.0,51216270000.0,51334218000.0,51239805000.0,51289730000.0,51321897000.0,51129610000.0
2037.0,51342397000.0,51303727000.0,51029774000.0,51086910000.0,51178586000.0,51293970000.0,51207668000.0,51250823000.0,51294126000.0,51060154000.0
2038.0,51330335000.0,51289494000.0,50983500000.0,50980980000.0,51111810000.0,51279880000.0,51150864000.0,51218960000.0,51265593000.0,50905640000.0
2039.0,51319620000.0,51250460000.0,50901480000.0,50912494000.0,51085260000.0,51257676000.0,51094766000.0,51188543000.0,51222966000.0,50826424000.0
2040.0,51284275000.0,51474387000.0,50822234000.0,50870800000.0,51032600000.0,51235635000.0,51038155000.0,51156290000.0,51191590000.0,50757150000.0
2041.0,51269630000.0,51278530000.0,50704835000.0,50830918000.0,50985210000.0,51200135000.0,50978165000.0,51095663000.0,51155587000.0,50664894000.0
2042.0,51242020000.0,51201950000.0,50602377000.0,50742380000.0,50893770000.0,51158917000.0,50930950000.0,51063034000.0,51110690000.0,50579907000.0
2043.0,51229565000.0,51179850000.0,50518467000.0,50672095000.0,50845630000.0,51138730000.0,50904310000.0,51023910000.0,51086725000.0,50477350000.0
2044.0,51218270000.0,51157020000.0,50414117000.0,50591470000.0,50782260000.0,51087466000.0,50884833000.0,50961860000.0,51053613000.0,50342190000.0
2045.0,51179410000.0,51092490000.0,50299142000.0,50529990000.0,50712404000.0,51041840000.0,50822693000.0,50915303000.0,51017744000.0,50247440000.0
2046.0,51167126000.0,51072110000.0,50175380000.0,50440552000.0,50628720000.0,51010920000.0,50771943000.0,50882154000.0,50952980000.0,50111005000.0
2047.0,51121316000.0,51053790000.0,50043710000.0,50285257000.0,50513200000.0,50965330000.0,50724660000.0,50821730000.0,50903750000.0,49992480000.0
2048.0,51090920000.0,51019020000.0,49918510000.0,50124153000.0,50394350000.0,50927743000.0,50660800000.0,50769150000.0,50794330000.0,49861046000.0
2049.0,51061244000.0,50981080000.0,49770200000.0,49975865000.0,50316755000.0,50891645000.0,50606346000.0,50694107000.0,50705550000.0,49713066000.0
2050.0,51029680000.0,50957713000.0,49620558000.0,49862450000.0,50170810000.0,50849810000.0,50515907000.0,50610725000.0,50625380000.0,49508643000.0
2051.0,50969410000.0,50884354000.0,49450426000.0,49748500000.0,50060194000.0,50807017000.0,50434216000.0,50545670000.0,50530380000.0,49244746000.0
2052.0,50950470000.0,50826007000.0,49295143000.0,49639860000.0,49838928000.0,50766210000.0,50345136000.0,50448667000.0,50418123000.0,48904073000.0
2053.0,50916282000.0,50773240000.0,49127928000.0,49542713000.0,49719390000.0,50711760000.0,50230360000.0,50384130000.0,50303120000.0,48736125000.0
2054.0,50881647000.0,50718376000.0,48934814000.0,49421530000.0,49553904000.0,50646356000.0,50138240000.0,50293023000.0,50173660000.0,48518950000.0
2055.0,50847764000.0,50671580000.0,48766960000.0,49213680000.0,49422705000.0,50569708000.0,50054790000.0,50224750000.0,50036285000.0,48245735000.0
2056.0,50801177000.0,50639393000.0,48624440000.0,48987350000.0,49288974000.0,50512910000.0,49895907000.0,50097574000.0,49905922000.0,48092190000.0
2057.0,50724110000.0,50562355000.0,48420934000.0,48808354000.0,49151095000.0,50466726000.0,49808700000.0,49967366000.0,49753980000.0,47775760000.0
2058.0,50672960000.0,50496782000.0,48145383000.0,48650355000.0,49028350000.0,50410693000.0,49672364000.0,49872208000.0,49556890000.0,47540910000.0
2059.0,50626466000.0,50391210000.0,47943913000.0,48461062000.0,48842690000.0,50362380000.0,49516835000.0,49740320000.0,49381590000.0,47210045000.0
2060.0,50558180000.0,50301555000.0,47718597000.0,48302416000.0,48629977000.0,50272436000.0,49371795000.0,49613360000.0,49179685000.0,46844310000.0
2061.0,50488900000.0,50244813000.0,47492560000.0,48094120000.0,48509190000.0,50216587000.0,49225916000.0,49487060000.0,49048916000.0,46537757000.0
2062.0,50402525000.0,50152423000.0,47172720000.0,47874494000.0,48352715000.0,50137470000.0,49062347000.0,49375740000.0,48867365000.0,46082953000.0
2063.0,50317824000.0,50062467000.0,46886437000.0,47621190000.0,48049725000.0,50061054000.0,48892953000.0,49257970000.0,48712000000.0,45703800000.0
2064.0,50244202000.0,49992680000.0,46525130000.0,47448113000.0,47879127000.0,49961860000.0,48758874000.0,49129017000.0,48401930000.0,45348450000.0
2065.0,50185986000.0,49885716000.0,46172054000.0,47198056000.0,47665177000.0,49896690000.0,48601330000.0,49002640000.0,48200434000.0,44949262000.0
2066.0,50125677000.0,49776493000.0,45780160000.0,46964970000.0,47365677000.0,49786966000.0,48443298000.0,48903107000.0,47927240000.0,44612900000.0
2067.0,50029048000.0,49638515000.0,45490926000.0,46789538000.0,47010865000.0,49688700000.0,48322392000.0,48737710000.0,47633637000.0,44302234000.0
2068.0,49909043000.0,49594350000.0,45169890000.0,46580060000.0,46635753000.0,49596370000.0,48147894000.0,48588920000.0,47350395000.0,43961823000.0
2069.0,49880916000.0,49433000000.0,44888084000.0,46379360000.0,46315917000.0,49511540000.0,48000590000.0,48371306000.0,47094555000.0,43709970000.0
2070.0,49788550000.0,49315996000.0,44573454000.0,46303293000.0,46019140000.0,49427804000.0,47827616000.0,48195473000.0,46853330000.0,43398010000.0
2071.0,49656504000.0,49216086000.0,44239290000.0,46009790000.0,45670023000.0,49332875000.0,47616373000.0,48043917000.0,46563058000.0,43002917000.0
2072.0,49592586000.0,49142686000.0,43907604000.0,45788950000.0,45382586000.0,49256570000.0,47474967000.0,47915725000.0,46313340000.0,42553510000.0
2073.0,49504346000.0,49016545000.0,43534820000.0,45589025000.0,45136490000.0,49145570000.0,47350346000.0,47710126000.0,46040957000.0,42113397000.0
2074.0,49428644000.0,48895620000.0,43138450000.0,45361267000.0,44919710000.0,49021846000.0,47183430000.0,47576520000.0,45776850000.0,41794020000.0
2075.0,49332388000.0,48759050000.0,42706645000.0,45181866000.0,44683420000.0,48869556000.0,46995235000.0,47388627000.0,45496050000.0,41472815000.0
2076.0,49221845000.0,48635590000.0,42364957000.0,44989006000.0,44414130000.0,48748710000.0,46855350000.0,47220666000.0,45262660000.0,41051630000.0
2077.0,49146876000.0,48452694000.0,41884010000.0,44713284000.0,44101920000.0,48627233000.0,46672430000.0,47064506000.0,44990240000.0,40569240000.0
2078.0,49101440000.0,48265700000.0,41493590000.0,44390777000.0,43836396000.0,48492870000.0,46489820000.0,46860333000.0,44794530000.0,40055693000.0
2079.0,48949092000.0,48007830000.0,41067803000.0,44067890000.0,43501056000.0,48335884000.0,46265600000.0,46698746000.0,44607020000.0,39500970000.0
2080.0,48844665000.0,47709130000.0,40683614000.0,43816137000.0,43165843000.0,48196243000.0,46065967000.0,46445790000.0,44291590000.0,39015040000.0
2081.0,48737124000.0,47489094000.0,40242590000.0,43504060000.0,42850222000.0,48023216000.0,45877800000.0,46261563000.0,43993367000.0,38512247000.0
2082.0,48631607000.0,47240390000.0,39782064000.0,43273523000.0,42572173000.0,47920930000.0,45739315000.0,46046687000.0,43779658000.0,37928567000.0
2083.0,48536543000.0,47007994000.0,39316935000.0,42979344000.0,42280694000.0,47765610000.0,45465874000.0,45807518000.0,43524014000.0,37405184000.0
2084.0,48377200000.0,46723910000.0,38916375000.0,42678420000.0,41871925000.0,47637890000.0,45262730000.0,45527327000.0,43080230000.0,37071240000.0
2085.0,48246070000.0,46526505000.0,38512263000.0,42418100000.0,41538945000.0,47506534000.0,45048630000.0,45251480000.0,42729243000.0,36597498000.0
2086.0,48118497000.0,46252240000.0,38059475000.0,42148910000.0,41165742000.0,47315940000.0,44923593000.0,45095620000.0,42347397000.0,36151206000.0
2087.0,48006150000.0,46023050000.0,37629710000.0,41885508000.0,40829403000.0,47147553000.0,44652280000.0,44807120000.0,41946784000.0,35668193000.0
2088.0,47915380000.0,45783302000.0,37075497000.0,41596750000.0,40384864000.0,47003345000.0,44385866000.0,44584255000.0,41713390000.0,35327130000.0
2089.0,47829963000.0,45482660000.0,36659237000.0,41303150000.0,40014670000.0,46876946000.0,44128473000.0,44364390000.0,41475590000.0,34895495000.0
2090.0,47702802000.0,45132046000.0,36159345000.0,41064354000.0,39623950000.0,46562050000.0,43823070000.0,44166738000.0,41207000000.0,34575245000.0
2091.0,47563624000.0,44838175000.0,35580887000.0,40786395000.0,39215860000.0,46404477000.0,43386930000.0,43978138000.0,40936640000.0,34135345000.0
2092.0,47416754000.0,44538495000.0,35083420000.0,40522330000.0,38782430000.0,46245216000.0,43007005000.0,43702616000.0,40644714000.0,33671383000.0
2093.0,47305490000.0,44193010000.0,34574127000.0,40260243000.0,38232257000.0,46070157000.0,42708430000.0,43389174000.0,40382730000.0,33332340000.0
2094.0,47213710000.0,43885146000.0,34053490000.0,39992610000.0,37701830000.0,45920470000.0,42401694000.0,43168793000.0,40217020000.0,32954823000.0
2095.0,47076905000.0,43660255000.0,33462786000.0,39700378000.0,37238678000.0,45788890000.0,42174595000.0,42820035000.0,39977845000.0,32548557000.0
2096.0,46971884000.0,43345826000.0,32941558000.0,39404626000.0,36733907000.0,45626716000.0,41941553000.0,42524344000.0,39648772000.0,32070600000.0
2097.0,46843030000.0,43055700000.0,32434936000.0,39079207000.0,36185977000.0,45414220000.0,41654157000.0,42234080000.0,39309010000.0,31543850000.0
2098.0,46773420000.0,42722525000.0,31805938000.0,38766526000.0,35591836000.0,45230326000.0,41396625000.0,41974317000.0,38991024000.0,31050009000.0
2099.0,46628140000.0,42180137000.0,31295523000.0,38461084000.0,34974960000.0,44974130000.0,41112568000.0,41700940000.0,38713946000.0,30605302000.0
2100.0,46497616000.0,41834353000.0,30733904000.0,38144774000.0,34285294000.0,44764324000.0,40862097000.0,41394393000.0,38338978000.0,30111760000.0
