time,CCSM4,CNRM-CM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,MPI-ESM-LR,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,GISS-E2-R,GFDL-CM3
2078.0,28821960000.0,29558931000.0,21157263000.0,19650552000.0,24111616000.0,27543800000.0,28842666000.0,34689057000.0,21201086000.0,30287088000.0,10219585000.0
2079.0,28396677000.0,29160899000.0,20732428000.0,19302728000.0,23614100000.0,27461380000.0,28862818000.0,34493587000.0,20912046000.0,29635045000.0,9879153000.0
2080.0,28002044000.0,28808730000.0,20355377000.0,18956292000.0,23287523000.0,27043200000.0,28084167000.0,34219637000.0,20550120000.0,29202362000.0,9614646000.0
2081.0,27687772000.0,28524102000.0,19932700000.0,19713704000.0,22910468000.0,26662586000.0,27701277000.0,35899960000.0,20186837000.0,28964858000.0,9392251000.0
2082.0,27915758000.0,28119941000.0,19904598000.0,18850224000.0,22523404000.0,28329070000.0,27262060000.0,35233223000.0,19820540000.0,28530018000.0,9170258000.0
2083.0,27193352000.0,27886787000.0,19542870000.0,18125564000.0,22098418000.0,26361758000.0,26892108000.0,33956436000.0,19531463000.0,28054420000.0,8961288000.0
2084.0,27054604000.0,28074557000.0,19078720000.0,17848474000.0,21699013000.0,25623368000.0,26571543000.0,33662605000.0,19240490000.0,27692263000.0,8763589000.0
2085.0,26694588000.0,27157290000.0,18729950000.0,17474228000.0,21573472000.0,25557137000.0,26153861000.0,33426151000.0,18944467000.0,27543912000.0,8618464000.0
2086.0,26496470000.0,26837987000.0,18560539000.0,17177233000.0,21084842000.0,25136853000.0,25776970000.0,33278806000.0,18639230000.0,27165032000.0,8403201000.0
2087.0,26220775000.0,26456420000.0,18218746000.0,16954450000.0,20684683000.0,25001849000.0,25406366000.0,33229548000.0,18394345000.0,26957492000.0,8274364000.0
2088.0,25952360000.0,26227474000.0,17905646000.0,16930570000.0,20365984000.0,24703422000.0,24953047000.0,33381675000.0,18083594000.0,26883078000.0,8191834000.0
2089.0,26393969000.0,25781197000.0,17750330000.0,16426070000.0,20028883000.0,24490760000.0,24553247000.0,32889180000.0,17779425000.0,26341323000.0,7968056300.0
2090.0,25721254000.0,25856236000.0,17465320000.0,16140806000.0,20233884000.0,23980329000.0,24164186000.0,32645171000.0,17505548000.0,26173356000.0,7849217500.0
2091.0,25285255000.0,25211802000.0,17123341000.0,15906710000.0,19620050000.0,23575777000.0,23873982000.0,32541990000.0,17212674000.0,25998424000.0,7767597000.0
2092.0,25043976000.0,24910991000.0,16978608000.0,15640739000.0,19306836000.0,23243678000.0,23488967000.0,32306650000.0,17002090000.0,26166626000.0,7585241600.0
2093.0,24912261000.0,24482054000.0,16795166000.0,15384854000.0,19050525000.0,22865711000.0,23407070000.0,32112783000.0,16925155000.0,25590116000.0,7493255000.0
2094.0,24599138000.0,24096311000.0,16462043000.0,15196233000.0,18715994000.0,22665816000.0,23071302000.0,32043692000.0,16521590000.0,25296673000.0,7352980500.0
2095.0,24342387000.0,23744301000.0,16248856000.0,15369221000.0,18434327000.0,22478787000.0,22676180000.0,31976047000.0,16312289000.0,25164872000.0,7220925000.0
2096.0,24184758000.0,23495375000.0,16006484000.0,14873997000.0,18156532000.0,23013690000.0,22349180000.0,31615887000.0,16113129000.0,25008430000.0,7098095000.0
2097.0,23988918000.0,23108426000.0,15902977000.0,14729634000.0,18360793000.0,22120798000.0,22077317000.0,31751723000.0,15921784000.0,24692726000.0,6986102000.0
2098.0,23770767000.0,22897922000.0,15810142000.0,14421546000.0,17739303000.0,21822413000.0,21907616000.0,31556618000.0,15681821000.0,24512066000.0,6865289000.0
2099.0,23800869000.0,22632985000.0,15438697000.0,14304644000.0,17508800000.0,21581634000.0,21572227000.0,31387224000.0,15437651000.0,24223535000.0,6768194000.0
2100.0,23514968000.0,22599020000.0,15275873000.0,14023796000.0,17278325000.0,21347865000.0,21299190000.0,31145382000.0,15302989000.0,24108104000.0,6624356000.0
