time,GFDL-ESM4,UKESM1-0-LL,MPI-ESM1-2-HR,IPSL-CM6A-LR,MRI-ESM2-0
2063.0,65469514000.0,48427094000.0,67956765000.0,55202685000.0,60032680000.0
2064.0,64870646000.0,47075783000.0,67454386000.0,54180807000.0,59185324000.0
2065.0,64245105000.0,46080890000.0,67045007000.0,53148455000.0,58825867000.0
2066.0,63780080000.0,45152210000.0,66795495000.0,51826150000.0,58050187000.0
2067.0,63118877000.0,44406424000.0,65886440000.0,50670990000.0,58071990000.0
2068.0,62500164000.0,43443430000.0,65190750000.0,49750225000.0,57187557000.0
2069.0,61855277000.0,42346400000.0,64717836000.0,48836370000.0,56985290000.0
2070.0,61348080000.0,40730796000.0,64764060000.0,47877770000.0,56431210000.0
2071.0,60731953000.0,39424680000.0,63759417000.0,47103123000.0,55626370000.0
2072.0,60391210000.0,38390800000.0,63343297000.0,45733160000.0,54918103000.0
2073.0,59923444000.0,36824773000.0,62892642000.0,44778836000.0,54362993000.0
2074.0,59269820000.0,35440067000.0,62099490000.0,44161150000.0,53734777000.0
2075.0,58728550000.0,34384830000.0,61579796000.0,43072094000.0,53183890000.0
2076.0,58112164000.0,33298369000.0,61108820000.0,42182270000.0,52551967000.0
2077.0,57873453000.0,32036751000.0,61289330000.0,41385500000.0,51811700000.0
2078.0,57200607000.0,31048735000.0,60311523000.0,40625280000.0,51158663000.0
2079.0,56638493000.0,30117538000.0,59712328000.0,39962255000.0,50426940000.0
2080.0,56158065000.0,29016474000.0,59214310000.0,39282078000.0,49773183000.0
2081.0,55680570000.0,28091922000.0,58757415000.0,38471385000.0,49128264000.0
2082.0,55543816000.0,26894260000.0,58284605000.0,37495546000.0,48636314000.0
2083.0,54570790000.0,25976420000.0,57733320000.0,36725965000.0,48044696000.0
2084.0,54145794000.0,25121384000.0,57400010000.0,35914658000.0,47402484000.0
2085.0,53587420000.0,24113046000.0,56966680000.0,35125890000.0,46746882000.0
2086.0,52955685000.0,23266214000.0,56677368000.0,34425280000.0,46206840000.0
2087.0,52515730000.0,22272797000.0,58672566000.0,33604766000.0,45997687000.0
2088.0,51692933000.0,21359395000.0,56425206000.0,32621844000.0,45322502000.0
2089.0,51218450000.0,20412484000.0,55694303000.0,31783790000.0,44974715000.0
2090.0,50492424000.0,19436063000.0,55409656000.0,30720532000.0,44203373000.0
2091.0,49972646000.0,18466255000.0,54789222000.0,29855386000.0,43613880000.0
2092.0,49440158000.0,17550432000.0,54219297000.0,29142415000.0,42976555000.0
2093.0,49202524000.0,16580070000.0,54168363000.0,28286634000.0,42526980000.0
2094.0,48721610000.0,15915234000.0,53290050000.0,27574186000.0,42152882000.0
2095.0,48172204000.0,15425750000.0,52730580000.0,26877108000.0,41409890000.0
2096.0,48155900000.0,14917231000.0,52335505000.0,26076273000.0,40905445000.0
2097.0,47182283000.0,14468089000.0,51762016000.0,25527106000.0,40204292000.0
2098.0,46947600000.0,14032028000.0,51287577000.0,24980302000.0,39567970000.0
2099.0,46456350000.0,13401115000.0,50886676000.0,24325784000.0,39178772000.0
2100.0,45917508000.0,12775560000.0,50373927000.0,23839556000.0,38551618000.0
