time,NORESM2-MM,MPI-ESM1-2-HR,INM-CM4-8,INM-CM5-0,FGOALS-F3-L,BCC-CSM2-MR,CESM2,EC-EARTH3,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM
2011.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0,40874234000.0
2012.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0,40844177000.0
2013.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0,40832580000.0
2014.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0,40850700000.0
2015.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0,40756277000.0
2016.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0,40709427000.0
2017.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0,40669168000.0
2018.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0,40920470000.0
2019.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0,40801160000.0
2020.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0,40658140000.0
2021.0,40567550000.0,40568380000.0,40597470000.0,40826425000.0,40563003000.0,40611676000.0,40548430000.0,40550777000.0,40800625000.0,40660468000.0,40632180000.0,40603742000.0,40630640000.0
2022.0,40615334000.0,40509194000.0,40533950000.0,40580272000.0,40508027000.0,40535753000.0,40520126000.0,40513995000.0,40572944000.0,40567130000.0,40625644000.0,40677892000.0,40645720000.0
2023.0,40553402000.0,40524894000.0,40509247000.0,40674546000.0,40463913000.0,40608158000.0,40450236000.0,40474337000.0,40541065000.0,40478573000.0,40507773000.0,40617705000.0,40582180000.0
2024.0,40503534000.0,40416514000.0,40533053000.0,40502300000.0,40486773000.0,40650875000.0,40395457000.0,40474720000.0,40487360000.0,40463098000.0,40459610000.0,40549425000.0,40494400000.0
2025.0,40463030000.0,40382480000.0,40420192000.0,40472160000.0,40416090000.0,40570140000.0,40340546000.0,40386052000.0,40461464000.0,40406280000.0,40468890000.0,40473776000.0,40415195000.0
2026.0,40399360000.0,40339230000.0,40438160000.0,40443570000.0,40355060000.0,40485786000.0,40283110000.0,40338256000.0,40412213000.0,40407190000.0,40430318000.0,40475623000.0,40486044000.0
2027.0,40339010000.0,40287683000.0,40447877000.0,40445090000.0,40305340000.0,40425787000.0,40254260000.0,40265765000.0,40359330000.0,40310428000.0,40367020000.0,40382497000.0,40380100000.0
2028.0,40453360000.0,40227226000.0,40317220000.0,40375443000.0,40324580000.0,40382075000.0,40149920000.0,40197153000.0,40419205000.0,40247940000.0,40311976000.0,40372740000.0,40356950000.0
2029.0,40345700000.0,40169173000.0,40253910000.0,40282763000.0,40299962000.0,40340345000.0,40057900000.0,40117723000.0,40378094000.0,40212197000.0,40243830000.0,40320820000.0,40297370000.0
2030.0,40220328000.0,40241630000.0,40184844000.0,40241947000.0,40214450000.0,40280700000.0,39991685000.0,40035795000.0,40354152000.0,40143940000.0,40183587000.0,40322257000.0,40268968000.0
2031.0,40185190000.0,40084787000.0,40135700000.0,40199967000.0,40181530000.0,40243524000.0,39931027000.0,39972557000.0,40298760000.0,40072650000.0,40111050000.0,40359846000.0,40202334000.0
2032.0,40136040000.0,40034054000.0,40095097000.0,40174645000.0,40130090000.0,40175700000.0,39860530000.0,39880700000.0,40247222000.0,40009007000.0,40129094000.0,40250720000.0,40150573000.0
2033.0,40056525000.0,39996980000.0,40069747000.0,40140600000.0,40115343000.0,40115430000.0,39762838000.0,39796543000.0,40172347000.0,39946430000.0,39991923000.0,40182194000.0,40072946000.0
2034.0,40165523000.0,39957746000.0,39978185000.0,40029520000.0,40040450000.0,40016470000.0,39761494000.0,39705580000.0,40116937000.0,39866216000.0,39990180000.0,40134636000.0,40002335000.0
2035.0,39945670000.0,39978004000.0,39926420000.0,39992480000.0,40004870000.0,39926180000.0,39651070000.0,39589460000.0,40219402000.0,39815623000.0,39864860000.0,40056450000.0,39942324000.0
2036.0,39880160000.0,39842263000.0,39880487000.0,40011370000.0,39920968000.0,39877630000.0,39567364000.0,39437880000.0,40068637000.0,39744782000.0,39784410000.0,40115155000.0,39888404000.0
2037.0,39891673000.0,39756870000.0,39814720000.0,39865848000.0,39856870000.0,39771304000.0,39455200000.0,39302406000.0,40038720000.0,39635997000.0,39695487000.0,39957650000.0,39794696000.0
2038.0,39852843000.0,39671970000.0,39753040000.0,39765557000.0,39808786000.0,39793540000.0,39341670000.0,39198765000.0,39948784000.0,39624880000.0,39585180000.0,39885720000.0,39725425000.0
2039.0,39712180000.0,39605567000.0,39726060000.0,39678150000.0,39715643000.0,39738380000.0,39187810000.0,39070147000.0,39970330000.0,39481668000.0,39482323000.0,39842177000.0,39626695000.0
2040.0,39645667000.0,39555346000.0,39624573000.0,39625286000.0,39664500000.0,39691207000.0,39099970000.0,38922617000.0,39857330000.0,39462620000.0,39408603000.0,39800488000.0,39524920000.0
2041.0,39526015000.0,39469510000.0,39541953000.0,39535276000.0,39539400000.0,39569957000.0,38947410000.0,38764425000.0,39772045000.0,39304050000.0,39298937000.0,39834722000.0,39392270000.0
2042.0,39409025000.0,39413477000.0,39484654000.0,39443740000.0,39463800000.0,39440343000.0,38886347000.0,38607720000.0,39681397000.0,39207440000.0,39200137000.0,39760640000.0,39286858000.0
2043.0,39314980000.0,39339758000.0,39366685000.0,39343063000.0,39401130000.0,39350840000.0,38725090000.0,38458960000.0,39608020000.0,39095476000.0,39128310000.0,39656120000.0,39181490000.0
2044.0,39205822000.0,39238607000.0,39319230000.0,39242180000.0,39293735000.0,39319683000.0,38570516000.0,38268260000.0,39519224000.0,38970667000.0,39057600000.0,39606530000.0,39061828000.0
2045.0,39134036000.0,39250940000.0,39253720000.0,39110280000.0,39203647000.0,39282210000.0,38428094000.0,38100206000.0,39523730000.0,38892114000.0,38936633000.0,39578194000.0,38982623000.0
2046.0,39016390000.0,39097065000.0,39197730000.0,39040418000.0,39155876000.0,39164342000.0,38245650000.0,38057538000.0,39397687000.0,38779728000.0,38811312000.0,39520250000.0,38809360000.0
2047.0,38919900000.0,39001096000.0,39059304000.0,38877667000.0,39073060000.0,39021232000.0,38045860000.0,37779005000.0,39314203000.0,38632317000.0,38616800000.0,39372490000.0,38689673000.0
2048.0,38819144000.0,38902170000.0,38976414000.0,38919807000.0,38925218000.0,38904440000.0,37878870000.0,37538505000.0,39216310000.0,38423847000.0,38434185000.0,39357366000.0,38521623000.0
2049.0,38674915000.0,38807370000.0,38873830000.0,38736503000.0,38886597000.0,38751416000.0,37678363000.0,37272576000.0,39160783000.0,38253867000.0,38277063000.0,39233982000.0,38359240000.0
2050.0,38549692000.0,38828290000.0,38763454000.0,38609640000.0,38757552000.0,38609320000.0,37439000000.0,37061235000.0,39069120000.0,38161383000.0,38079603000.0,39129014000.0,38150664000.0
2051.0,38412500000.0,38646043000.0,38683107000.0,38459355000.0,38638436000.0,38428357000.0,37249237000.0,36792066000.0,38974177000.0,37975028000.0,37886790000.0,39267110000.0,37967080000.0
2052.0,38236336000.0,38546756000.0,38537925000.0,38323016000.0,38454067000.0,38446130000.0,37143650000.0,36501586000.0,38870040000.0,37848453000.0,37648224000.0,38998004000.0,37768350000.0
2053.0,38026850000.0,38353470000.0,38415983000.0,38172710000.0,38292034000.0,38197883000.0,36923445000.0,36191384000.0,38831935000.0,37662216000.0,37436170000.0,38893187000.0,37605106000.0
2054.0,37829493000.0,38211273000.0,38288260000.0,38024940000.0,38176100000.0,38030434000.0,36638570000.0,35816796000.0,38685835000.0,37515480000.0,37188338000.0,38769017000.0,37434320000.0
2055.0,37637894000.0,38158310000.0,38107710000.0,37907513000.0,38037490000.0,37867004000.0,36437266000.0,35457642000.0,38554636000.0,37321780000.0,36956100000.0,38670033000.0,37240377000.0
2056.0,37484802000.0,38029345000.0,37952037000.0,37757178000.0,37881156000.0,37681406000.0,36289540000.0,35063108000.0,38466257000.0,37113246000.0,36665225000.0,38590930000.0,37004083000.0
2057.0,37343592000.0,37890660000.0,37805896000.0,37638510000.0,37784826000.0,37578596000.0,36051698000.0,34703053000.0,38329426000.0,36871447000.0,36397460000.0,38469160000.0,36760363000.0
2058.0,37120864000.0,37755757000.0,37615084000.0,37427454000.0,37665830000.0,37477114000.0,35814654000.0,34330250000.0,38173410000.0,36704133000.0,36085797000.0,38406103000.0,36496773000.0
2059.0,36968420000.0,37619100000.0,37430747000.0,37276238000.0,37546540000.0,37263880000.0,35544277000.0,33951498000.0,38047710000.0,36496208000.0,35811360000.0,38269670000.0,36319216000.0
2060.0,36760670000.0,37487130000.0,37288948000.0,37011276000.0,37387395000.0,37074480000.0,35310310000.0,33480327000.0,37928374000.0,36290010000.0,35533226000.0,38190880000.0,36090720000.0
2061.0,36525070000.0,37323354000.0,37089964000.0,36781900000.0,37222800000.0,36950884000.0,35013750000.0,33095799000.0,37794804000.0,35973104000.0,35219943000.0,38008177000.0,35864460000.0
2062.0,36333466000.0,37238264000.0,36920275000.0,36599440000.0,37041213000.0,36821856000.0,34798604000.0,32623161000.0,37637198000.0,35668414000.0,34833270000.0,37898457000.0,35642008000.0
2063.0,36120170000.0,37171073000.0,36725158000.0,36400878000.0,36837052000.0,36575093000.0,34477687000.0,32101607000.0,37461586000.0,35403570000.0,34488504000.0,37780566000.0,35386100000.0
2064.0,35921760000.0,36944167000.0,36532113000.0,36179157000.0,36669100000.0,36294013000.0,34230878000.0,31752403000.0,37289873000.0,35119944000.0,34051805000.0,37659836000.0,35116120000.0
2065.0,35683672000.0,36741607000.0,36370810000.0,35986740000.0,36480586000.0,36093116000.0,33962336000.0,31353674000.0,37187840000.0,34811187000.0,33579594000.0,37660144000.0,34860350000.0
2066.0,35328774000.0,36558987000.0,36181393000.0,35780755000.0,36317970000.0,35886810000.0,33732024000.0,30900363000.0,37020560000.0,34570860000.0,33160905000.0,37493592000.0,34607903000.0
2067.0,35080196000.0,36376306000.0,35938337000.0,35533060000.0,36105925000.0,35670966000.0,33405225000.0,30450356000.0,36801176000.0,34277255000.0,32786899000.0,37343117000.0,34341560000.0
2068.0,34782405000.0,36312510000.0,35690463000.0,35301757000.0,35813147000.0,35432026000.0,33109131000.0,29924966000.0,36618340000.0,33941332000.0,32430428000.0,37242868000.0,34056374000.0
2069.0,34508464000.0,36169363000.0,35474727000.0,35087050000.0,35527950000.0,35213566000.0,32821514000.0,29397012000.0,36387856000.0,33603279000.0,31991382000.0,37162242000.0,33803430000.0
2070.0,34164457000.0,35914750000.0,35240894000.0,34896245000.0,35311450000.0,34933690000.0,32474925000.0,28938592000.0,36198650000.0,33269041000.0,31558191000.0,36934680000.0,33445855000.0
2071.0,33777666000.0,35698848000.0,34991150000.0,34701940000.0,35097100000.0,34670998000.0,32136397000.0,28437844000.0,35977580000.0,32932639000.0,31018960000.0,36951600000.0,33081768000.0
2072.0,33429750000.0,35520540000.0,34767770000.0,34453623000.0,34852688000.0,34422317000.0,31776723000.0,28012816000.0,35809700000.0,32559735000.0,30459683000.0,36732023000.0,32766552000.0
2073.0,33029794000.0,35290436000.0,34492576000.0,34189885000.0,34582807000.0,34188456000.0,31418770000.0,27485057000.0,35598300000.0,32189663000.0,29988020000.0,36607803000.0,32433711000.0
2074.0,32714881000.0,35086725000.0,34214248000.0,33891240000.0,34370724000.0,33987828000.0,31018744000.0,27003392000.0,35372814000.0,31778812000.0,29484069000.0,36428722000.0,32136268000.0
2075.0,32318554000.0,34882208000.0,33926339000.0,33680615000.0,34034813000.0,33636950000.0,30681434000.0,26556930000.0,35140952000.0,31421108000.0,28986014000.0,36217780000.0,31711770000.0
2076.0,31920112000.0,34694926000.0,33692686000.0,33441569000.0,33720207000.0,33371406000.0,30331726000.0,26022857000.0,34897244000.0,31106855000.0,28343011000.0,36203360000.0,31237226000.0
2077.0,31545575000.0,34541056000.0,33389440000.0,33157237000.0,33441160000.0,33087699000.0,29923211000.0,25490340000.0,34672386000.0,30726990000.0,27777139000.0,36019300000.0,30844700000.0
2078.0,31190862000.0,34516406000.0,33031981000.0,32897368000.0,33091723000.0,32814545000.0,29578938000.0,24956963000.0,34419454000.0,30299546000.0,27271040000.0,35864007000.0,30485658000.0
2079.0,30748110000.0,34173970000.0,32762593000.0,32635437000.0,32798000000.0,32539351000.0,29119613000.0,24414120000.0,34252194000.0,29922920000.0,26748301000.0,35730555000.0,30125505000.0
2080.0,30377912000.0,33966965000.0,32430225000.0,32348738000.0,32579023000.0,32235713000.0,28678468000.0,23742525000.0,33942223000.0,29516243000.0,26277362000.0,35459780000.0,29692840000.0
2081.0,30023066000.0,33785240000.0,32119335000.0,32122135000.0,32279327000.0,32031328000.0,28283832000.0,23173032000.0,33711086000.0,29177588000.0,25710250000.0,35336516000.0,29260300000.0
2082.0,29579846000.0,33602888000.0,31762010000.0,31833580000.0,32040274000.0,31790535000.0,27896418000.0,22626960000.0,33494700000.0,28886452000.0,25105100000.0,35295440000.0,28866632000.0
2083.0,29151402000.0,33433186000.0,31462975000.0,31535827000.0,31759845000.0,31533046000.0,27461978000.0,22112385000.0,33256663000.0,28516534000.0,24603754000.0,35153310000.0,28417065000.0
2084.0,28831904000.0,33375052000.0,31117203000.0,31244194000.0,31551801000.0,31260320000.0,27032576000.0,21608268000.0,32999203000.0,28180226000.0,23978697000.0,34949906000.0,28019243000.0
2085.0,28422406000.0,33124770000.0,30799706000.0,31040770000.0,31231508000.0,31015926000.0,26659326000.0,21096468000.0,32710066000.0,27731847000.0,23511380000.0,34776523000.0,27654543000.0
2086.0,28050719000.0,32945142000.0,30520930000.0,30738196000.0,30965393000.0,30640638000.0,26160957000.0,20529383000.0,32468668000.0,27307633000.0,22982822000.0,34637754000.0,27207952000.0
2087.0,27662963000.0,32779168000.0,30157429000.0,30431541000.0,30701169000.0,30407050000.0,25720515000.0,19975375000.0,32164084000.0,26801127000.0,22478970000.0,34584564000.0,26737960000.0
2088.0,27361536000.0,32637725000.0,29849643000.0,30162635000.0,30379977000.0,30078546000.0,25211126000.0,19488401000.0,31849318000.0,26417009000.0,21830990000.0,34362710000.0,26268367000.0
2089.0,26988042000.0,32501744000.0,29544307000.0,29833368000.0,30113804000.0,29706162000.0,24741420000.0,18942763000.0,31559641000.0,26041380000.0,21253863000.0,34194584000.0,25801351000.0
2090.0,26501890000.0,32227437000.0,29263684000.0,29583098000.0,29825740000.0,29276338000.0,24310512000.0,18027223000.0,31315137000.0,25693575000.0,20725213000.0,33986247000.0,25432553000.0
2091.0,26127567000.0,32182356000.0,28956370000.0,29285626000.0,29547717000.0,29006615000.0,23973882000.0,17384580000.0,31027718000.0,25361996000.0,20145113000.0,33838660000.0,24917928000.0
2092.0,25727117000.0,31998675000.0,28632689000.0,29019566000.0,29194453000.0,28650195000.0,23515740000.0,16735899000.0,30736849000.0,25060612000.0,19703898000.0,33652300000.0,24466958000.0
2093.0,25319735000.0,31600404000.0,28336941000.0,28669202000.0,28789307000.0,28268126000.0,23021130000.0,16161920000.0,30450364000.0,24562580000.0,19157580000.0,33424302000.0,24078162000.0
2094.0,24950016000.0,31444648000.0,28012585000.0,28350675000.0,28486253000.0,27831670000.0,22556477000.0,15678088000.0,30173925000.0,24170120000.0,18312590000.0,33198117000.0,23717857000.0
2095.0,24593385000.0,31333216000.0,27638990000.0,28099981000.0,28164751000.0,27304292000.0,22196576000.0,15096110000.0,29848870000.0,23780596000.0,17694005000.0,33020880000.0,23322358000.0
2096.0,24169062000.0,31149790000.0,27327353000.0,27801700000.0,27856456000.0,26773647000.0,21741183000.0,14676443000.0,29590841000.0,23307964000.0,17036848000.0,32855302000.0,22824892000.0
2097.0,23620846000.0,30914646000.0,27018154000.0,27512742000.0,27524504000.0,26484668000.0,21431587000.0,14122237000.0,29264419000.0,22920202000.0,16334795000.0,32568031000.0,22372714000.0
2098.0,23236975000.0,30640270000.0,26686153000.0,27188670000.0,27252212000.0,26014620000.0,20694944000.0,13710366000.0,28978164000.0,22517140000.0,15783867000.0,32306805000.0,21895420000.0
2099.0,22780865000.0,30446094000.0,26338880000.0,26930262000.0,26949128000.0,25724756000.0,20315095000.0,13207226000.0,28574257000.0,22046837000.0,15162270000.0,32121893000.0,21507891000.0
2100.0,22361582000.0,30213517000.0,25958783000.0,26627903000.0,26684502000.0,25277819000.0,19649675000.0,12759864000.0,28182544000.0,21587309000.0,14657958000.0,31818938000.0,20971661000.0
